,Player,Salary,Position
14,Christian McCaffrey,9400.0,RB
0,Drew Brees,6600.0,QB
15,D'Andre Swift,6400.0,RB
16,Joe Mixon,6300.0,RB
17,Austin Ekeler,6100.0,RB
18,Myles Gaskin,5800.0,RB
36,Kenny Golladay,5800.0,WR
1,Gardner Minshew,5300.0,QB
2,Ben DiNucci,5200.0,QB
3,Sam Darnold,5100.0,QB
19,David Johnson,5100.0,RB
4,PJ Walker,4800.0,QB
5,Kyle Allen,4700.0,QB
6,Jeff Driskel,4500.0,QB
37,Preston Williams,4400.0,WR
20,Justin Jackson,4300.0,RB
7,Brian Hoyer,4100.0,QB
32,Chris Thompson,4000.0,RB
29,Patrick Taylor,4000.0,RB
30,Jordan Howard,4000.0,RB
31,LeVante Bellamy,4000.0,RB
33,Ryquell Armstead,4000.0,RB
26,JJ Taylor,4000.0,RB
34,Jaylen Samuels,4000.0,RB
35,Trey Edmunds,4000.0,RB
27,Marlon Mack,4000.0,RB
28,Tyler Ervin,4000.0,RB
25,Jason Huntley,4000.0,RB
8,Josh McCown,4000.0,QB
24,Jason Cabinda,4000.0,RB
23,Reggie Bonnafon,4000.0,RB
22,Rodney Smith,4000.0,RB
21,Dwayne Washington,4000.0,RB
13,Dak Prescott,4000.0,QB
12,Easton Stick,4000.0,QB
11,Josh Dobbs,4000.0,QB
10,Trace McSorley,4000.0,QB
9,Jordan Love,4000.0,QB
38,Danny Amendola,3700.0,WR
39,Laviska Shenault,3600.0,WR
41,Adam Humphries,3200.0,WR
40,Parris Campbell,3200.0,WR
57,DeAndrew White,3000.0,WR
70,Malik Turner,3000.0,WR
69,Tajae Sharpe,3000.0,WR
68,John Ross,3000.0,WR
67,Stanley Morgan,3000.0,WR
66,Emanuel Hall,3000.0,WR
65,Kelvin Harmon,3000.0,WR
64,Robert Foster,3000.0,WR
63,Chris Hogan,3000.0,WR
62,Vyncint Smith,3000.0,WR
61,Dede Westbrook,3000.0,WR
60,Courtland Sutton,3000.0,WR
59,Tyrie Cleveland,3000.0,WR
58,Cameron Batson,3000.0,WR
45,DeSean Jackson,3000.0,WR
56,Antoine Wesley,3000.0,WR
48,JoJo Natson,3000.0,WR
55,Chris Moore,3000.0,WR
42,Bennie Fowler,3000.0,WR
43,Keith Kirkwood,3000.0,WR
46,JJ Arcega-Whiteside,3000.0,WR
47,Odell Beckham,3000.0,WR
44,Omar Bayless,3000.0,WR
49,Quincy Adeboyejo,3000.0,WR
50,DeAndre Carter,3000.0,WR
51,Isaiah Coulter,3000.0,WR
52,Dezmon Patmon,3000.0,WR
53,Ashton Dulin,3000.0,WR
54,Juwann Winfree,3000.0,WR
81,Albert Okwuegbunam,2500.0,TE
89,Brandon Dillon,2500.0,TE
88,Clark Harris,2500.0,TE
87,CJ Uzomah,2500.0,TE
86,Thaddeus Moss,2500.0,TE
85,Josh Oliver,2500.0,TE
84,Tyler Davis,2500.0,TE
83,James O'Shaughnessy,2500.0,TE
82,Austin Fort,2500.0,TE
74,Dalton Keene,2500.0,TE
80,MyCole Pruitt,2500.0,TE
79,Nick Boyle,2500.0,TE
78,John Lovett,2500.0,TE
77,Josiah Deguara,2500.0,TE
76,Kahale Warring,2500.0,TE
75,Devin Asiasi,2500.0,TE
73,Joshua Perkins,2500.0,TE
72,Zach Wood,2500.0,TE
71,Josh Hill,2500.0,TE
90,Blake Jarwin,2500.0,TE
