,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Dalvin Cook,MIN,25.6,19.2,21.2,120.4,99.2,104.7,1.3,0.8,1.0,4.0,2.5,3.3,36.9,20.3,29.7,0.2,0.0,0.1,0.1,0.2,0.2,22.3,18.0,20.0,11,RB
1,Alvin Kamara,NO,15.0,10.1,12.9,71.0,50.8,58.7,1.0,0.4,0.6,6.1,3.4,5.0,53.5,28.8,44.7,0.3,0.0,0.2,0.0,0.2,0.1,18.2,13.6,15.2,11,RB
2,Derrick Henry,TEN,20.6,18.2,19.7,102.0,70.6,90.4,1.0,0.5,0.8,1.6,1.0,1.3,13.4,7.0,10.5,0.1,0.0,0.0,0.1,0.2,0.1,15.8,11.2,14.8,11,RB
3,Josh Jacobs,LV,20.1,16.2,18.2,94.1,69.3,80.3,1.0,0.5,0.7,3.0,2.1,2.5,18.4,16.0,17.4,0.1,0.0,0.0,0.1,0.2,0.1,16.3,13.0,14.0,11,RB
4,Aaron Jones,GB,14.0,12.8,13.3,67.3,50.2,60.8,1.0,0.5,0.7,4.2,3.0,3.7,34.8,22.6,28.7,0.2,0.0,0.2,0.1,0.2,0.1,15.0,11.7,13.7,11,RB
5,James Robinson,JAC,20.2,14.3,17.9,82.3,67.0,75.3,1.0,0.4,0.6,3.8,2.1,2.9,27.6,17.9,22.6,0.2,0.0,0.1,0.0,0.2,0.1,15.7,12.2,13.7,11,RB
6,Nick Chubb,CLE,19.0,13.9,16.6,93.0,76.0,82.5,1.0,0.5,0.7,3.0,1.0,1.6,16.0,8.0,10.7,0.1,0.0,0.0,0.1,0.2,0.1,16.9,12.1,13.4,11,RB
7,Mike Davis,CAR,18.0,12.2,14.9,77.0,56.2,64.2,1.0,0.4,0.6,4.5,2.8,3.7,34.2,17.9,27.0,0.2,0.0,0.1,0.1,0.2,0.1,16.2,11.7,13.2,11,RB
8,Miles Sanders,PHI,17.0,10.9,14.0,77.9,58.0,70.8,1.0,0.3,0.5,3.7,2.5,2.9,32.0,22.2,25.7,0.2,0.0,0.1,0.1,0.2,0.1,16.0,11.0,13.1,11,RB
9,James Conner,PIT,19.0,13.6,15.8,75.0,56.7,65.2,1.0,0.5,0.7,4.3,2.0,2.5,25.2,16.0,18.1,0.2,0.0,0.1,0.1,0.2,0.1,15.1,10.6,12.8,11,RB
10,Ezekiel Elliott,DAL,19.2,16.1,17.8,80.8,62.0,71.9,1.0,0.4,0.5,3.4,2.8,3.1,24.6,19.0,22.6,0.1,0.0,0.1,0.1,0.3,0.2,15.3,11.3,12.8,11,RB
11,Antonio Gibson,WAS,14.0,12.6,13.3,62.6,19.5,52.5,1.0,0.1,0.6,3.0,2.3,2.7,25.6,18.1,21.1,0.1,0.0,0.1,0.0,0.3,0.1,13.6,5.8,11.2,11,RB
