,Position,Name + ID,Player,ID,Roster Position,Salary,Game Info,Team,AvgPointsPerGame
22,QB,Deshaun Watson (15783282),Deshaun Watson,15783282.0,QB,6500.0,NE@HOU 11/22/2020 01:00PM ET,HOU,23.32
23,RB,Ezekiel Elliott (15783358),Ezekiel Elliott,15783358.0,RB/FLEX,6500.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,16.78
24,QB,Teddy Bridgewater (15783283),Teddy Bridgewater,15783283.0,QB,6400.0,DET@CAR 11/22/2020 01:00PM ET,CAR,19.47
25,RB,D'Andre Swift (15783362),D'Andre Swift,15783362.0,RB/FLEX,6400.0,DET@CAR 11/22/2020 01:00PM ET,DET,14.51
26,RB,James Robinson (15783360),James Robinson,15783360.0,RB/FLEX,6400.0,PIT@JAX 11/22/2020 01:00PM ET,JAC,19.19
27,WR,JuJu Smith-Schuster (15783574),JuJu Smith-Schuster,15783574.0,WR/FLEX,6400.0,PIT@JAX 11/22/2020 01:00PM ET,PIT,15.29
28,QB,Matt Ryan (15783284),Matt Ryan,15783284.0,QB,6300.0,ATL@NO 11/22/2020 01:00PM ET,ATL,20.85
29,RB,Joe Mixon (15783364),Joe Mixon,15783364.0,RB/FLEX,6300.0,CIN@WAS 11/22/2020 01:00PM ET,CIN,17.27
30,WR,Adam Thielen (15783576),Adam Thielen,15783576.0,WR/FLEX,6300.0,DAL@MIN 11/22/2020 04:25PM ET,MIN,17.42
31,QB,Cam Newton (15783286),Cam Newton,15783286.0,QB,6200.0,NE@HOU 11/22/2020 01:00PM ET,NE,20.06
32,WR,Will Fuller V (15783578),Will Fuller,15783578.0,WR/FLEX,6200.0,NE@HOU 11/22/2020 01:00PM ET,HOU,16.87
33,QB,Kirk Cousins (15783285),Kirk Cousins,15783285.0,QB,6200.0,DAL@MIN 11/22/2020 04:25PM ET,MIN,17.36
34,RB,Alexander Mattison (15783366),Alexander Mattison,15783366.0,RB/FLEX,6200.0,DAL@MIN 11/22/2020 04:25PM ET,MIN,6.3
35,QB,Ryan Tannehill (15783287),Ryan Tannehill,15783287.0,QB,6100.0,TEN@BAL 11/22/2020 01:00PM ET,TEN,20.84
36,WR,Chase Claypool (15783580),Chase Claypool,15783580.0,WR/FLEX,6100.0,PIT@JAX 11/22/2020 01:00PM ET,PIT,15.91
37,RB,Austin Ekeler (15783368),Austin Ekeler,15783368.0,RB/FLEX,6100.0,NYJ@LAC 11/22/2020 04:05PM ET,LAC,15.55
38,WR,Jamison Crowder (15783582),Jamison Crowder,15783582.0,WR/FLEX,6100.0,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,19.78
39,QB,Matthew Stafford (15783288),Matthew Stafford,15783288.0,QB,6000.0,DET@CAR 11/22/2020 01:00PM ET,DET,19.09
40,WR,Robby Anderson (15783586),Robby Anderson,15783586.0,WR/FLEX,6000.0,DET@CAR 11/22/2020 01:00PM ET,CAR,15.75
41,WR,Justin Jefferson (15783584),Justin Jefferson,15783584.0,WR/FLEX,6000.0,DAL@MIN 11/22/2020 04:25PM ET,MIN,16.69
42,QB,Jameis Winston (15783289),Jameis Winston,15783289.0,QB,5900.0,ATL@NO 11/22/2020 01:00PM ET,NO,1.25
43,RB,Todd Gurley II (15783370),Todd Gurley,15783370.0,RB/FLEX,5900.0,ATL@NO 11/22/2020 01:00PM ET,ATL,15.37
44,RB,Latavius Murray (15783372),Latavius Murray,15783372.0,RB/FLEX,5900.0,ATL@NO 11/22/2020 01:00PM ET,NO,7.91
45,WR,Diontae Johnson (15783588),Diontae Johnson,15783588.0,WR/FLEX,5900.0,PIT@JAX 11/22/2020 01:00PM ET,PIT,13.36
46,WR,Tee Higgins (15783590),Tee Higgins,15783590.0,WR/FLEX,5900.0,CIN@WAS 11/22/2020 01:00PM ET,CIN,16.51
47,WR,Kenny Golladay (15783594),Kenny Golladay,15783594.0,WR/FLEX,5800.0,DET@CAR 11/22/2020 01:00PM ET,DET,14.36
48,RB,Jonathan Taylor (15783374),Jonathan Taylor,15783374.0,RB/FLEX,5800.0,GB@IND 11/22/2020 04:25PM ET,IND,12.34
49,WR,Marquise Brown (15783592),Marquise Brown,15783592.0,WR/FLEX,5800.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,10.02
50,QB,Tua Tagovailoa (15783290),Tua Tagovailoa,15783290.0,QB,5800.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,10.79
51,RB,Myles Gaskin (15783378),Myles Gaskin,15783378.0,RB/FLEX,5800.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,14.21
52,RB,Antonio Gibson (15783376),Antonio Gibson,15783376.0,RB/FLEX,5800.0,CIN@WAS 11/22/2020 01:00PM ET,WAS,14.76
53,QB,Carson Wentz (15783291),Carson Wentz,15783291.0,QB,5700.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,19.92
54,RB,Damien Harris (15783382),Damien Harris,15783382.0,RB/FLEX,5700.0,NE@HOU 11/22/2020 01:00PM ET,NE,11.12
55,RB,Jamaal Williams (15783380),Jamaal Williams,15783380.0,RB/FLEX,5700.0,GB@IND 11/22/2020 04:25PM ET,GB,11.15
56,WR,DeVante Parker (15783598),DeVante Parker,15783598.0,WR/FLEX,5700.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,11.69
57,WR,DJ Chark Jr. (15783596),DJ Chark,15783596.0,WR/FLEX,5700.0,PIT@JAX 11/22/2020 01:00PM ET,JAC,14.16
58,WR,DJ Moore (15783604),DJ Moore,15783604.0,WR/FLEX,5600.0,DET@CAR 11/22/2020 01:00PM ET,CAR,13.96
59,RB,Boston Scott (15783384),Boston Scott,15783384.0,RB/FLEX,5600.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,6.78
60,WR,Travis Fulgham (15783602),Travis Fulgham,15783602.0,WR/FLEX,5600.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,16.88
61,QB,Philip Rivers (15783292),Philip Rivers,15783292.0,QB,5600.0,GB@IND 11/22/2020 04:25PM ET,IND,15.73
62,RB,Kalen Ballage (15783388),Kalen Ballage,15783388.0,RB/FLEX,5600.0,NYJ@LAC 11/22/2020 04:05PM ET,LAC,9.72
63,WR,Tyler Boyd (15783600),Tyler Boyd,15783600.0,WR/FLEX,5600.0,CIN@WAS 11/22/2020 01:00PM ET,CIN,16.77
64,RB,Tony Pollard (15783386),Tony Pollard,15783386.0,RB/FLEX,5600.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,5.27
65,WR,Marvin Jones Jr. (15783606),Marvin Jones,15783606.0,WR/FLEX,5500.0,DET@CAR 11/22/2020 01:00PM ET,DET,11.49
66,WR,Jarvis Landry (15783608),Jarvis Landry,15783608.0,WR/FLEX,5500.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,9.72
67,QB,Joe Burrow (15783293),Joe Burrow,15783293.0,QB,5500.0,CIN@WAS 11/22/2020 01:00PM ET,CIN,20.6
68,RB,Giovani Bernard (15783390),Giovani Bernard,15783390.0,RB/FLEX,5500.0,CIN@WAS 11/22/2020 01:00PM ET,CIN,10.0
69,QB,Baker Mayfield (15783295),Baker Mayfield,15783295.0,QB,5400.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,13.94
70,RB,Duke Johnson (15783392),Duke Johnson,15783392.0,RB/FLEX,5400.0,NE@HOU 11/22/2020 01:00PM ET,HOU,6.4
71,QB,Drew Lock (15783294),Drew Lock,15783294.0,QB,5400.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,14.05
72,WR,Amari Cooper (15783610),Amari Cooper,15783610.0,WR/FLEX,5400.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,16.18
73,WR,Jerry Jeudy (15783612),Jerry Jeudy,15783612.0,WR/FLEX,5300.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,11.58
74,QB,Gardner Minshew II (15783297),Gardner Minshew,15783297.0,QB,5300.0,PIT@JAX 11/22/2020 01:00PM ET,JAC,21.2
75,QB,Alex Smith (15783298),Alex Smith,15783298.0,QB,5300.0,CIN@WAS 11/22/2020 01:00PM ET,WAS,12.53
76,QB,Andy Dalton (15783296),Andy Dalton,15783296.0,QB,5300.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,5.02
77,WR,Brandin Cooks (15783614),Brandin Cooks,15783614.0,WR/FLEX,5200.0,NE@HOU 11/22/2020 01:00PM ET,HOU,13.21
78,RB,Nyheim Hines (15783394),Nyheim Hines,15783394.0,RB/FLEX,5200.0,GB@IND 11/22/2020 04:25PM ET,IND,12.58
79,QB,Tyrod Taylor (15783301),Tyrod Taylor,15783301.0,QB,5200.0,NYJ@LAC 11/22/2020 04:05PM ET,LAC,4.51
80,RB,J.D. McKissic (15783396),JD McKissic,15783396.0,RB/FLEX,5200.0,CIN@WAS 11/22/2020 01:00PM ET,WAS,10.28
81,QB,Garrett Gilbert (15783299),Garrett Gilbert,15783299.0,QB,5200.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,15.52
82,QB,Ben DiNucci (15783300),Ben DiNucci,15783300.0,QB,5200.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,4.48
83,RB,David Johnson (15783402),David Johnson,15783402.0,RB/FLEX,5100.0,NE@HOU 11/22/2020 01:00PM ET,HOU,11.99
84,RB,J.K. Dobbins (15783398),JK Dobbins,15783398.0,RB/FLEX,5100.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,7.76
85,QB,Brett Rypien (15783302),Brett Rypien,15783302.0,QB,5100.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,7.65
86,RB,Melvin Gordon III (15783400),Melvin Gordon,15783400.0,RB/FLEX,5100.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,12.82
87,QB,Sam Darnold (15783303),Sam Darnold,15783303.0,QB,5100.0,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,11.27
88,WR,Mike Williams (15783616),Mike Williams,15783616.0,WR/FLEX,5100.0,NYJ@LAC 11/22/2020 04:05PM ET,LAC,11.15
89,RB,Mark Ingram II (15783404),Mark Ingram,15783404.0,RB/FLEX,5000.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,6.41
90,QB,Ryan Fitzpatrick (15783304),Ryan Fitzpatrick,15783304.0,QB,5000.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,22.65
91,QB,Jake Luton (15783306),Jake Luton,15783306.0,QB,5000.0,PIT@JAX 11/22/2020 01:00PM ET,JAC,17.61
92,QB,Joe Flacco (15783305),Joe Flacco,15783305.0,QB,5000.0,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,10.59
93,WR,CeeDee Lamb (15783618),CeeDee Lamb,15783618.0,WR/FLEX,5000.0,DAL@MIN 11/22/2020 04:25PM ET,DAL,14.42
94,WR,Emmanuel Sanders (15783622),Emmanuel Sanders,15783622.0,WR/FLEX,4900.0,ATL@NO 11/22/2020 01:00PM ET,NO,12.39
95,QB,Chase Daniel (15783307),Chase Daniel,15783307.0,QB,4900.0,DET@CAR 11/22/2020 01:00PM ET,DET,7.26
96,WR,Jakobi Meyers (15783620),Jakobi Meyers,15783620.0,WR/FLEX,4900.0,NE@HOU 11/22/2020 01:00PM ET,NE,14.69
97,TE,Mark Andrews (15783866),Mark Andrews,15783866.0,TE/FLEX,4900.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,10.98
98,QB,Dwayne Haskins Jr. (15783308),Dwayne Haskins,15783308.0,QB,4900.0,CIN@WAS 11/22/2020 01:00PM ET,WAS,15.14
99,QB,Taysom Hill (15783312),Taysom Hill,15783312.0,QB,4800.0,ATL@NO 11/22/2020 01:00PM ET,NO,5.05
100,QB,P.J. Walker (15783309),PJ Walker,15783309.0,QB,4800.0,DET@CAR 11/22/2020 01:00PM ET,CAR,0.3
101,QB,Case Keenum (15783311),Case Keenum,15783311.0,QB,4800.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,1.84
102,QB,Jarrett Stidham (15783310),Jarrett Stidham,15783310.0,QB,4800.0,NE@HOU 11/22/2020 01:00PM ET,NE,3.28
103,WR,Marquez Valdes-Scantling (15783626),Marquez Valdes-Scantling,15783626.0,WR/FLEX,4800.0,GB@IND 11/22/2020 04:25PM ET,GB,10.73
104,WR,Corey Davis (15783624),Corey Davis,15783624.0,WR/FLEX,4800.0,TEN@BAL 11/22/2020 01:00PM ET,TEN,14.51
105,RB,Salvon Ahmed (15783406),Salvon Ahmed,15783406.0,RB/FLEX,4800.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,9.9
106,WR,Tim Patrick (15783628),Tim Patrick,15783628.0,WR/FLEX,4800.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,12.42
107,WR,Curtis Samuel (15783630),Curtis Samuel,15783630.0,WR/FLEX,4700.0,DET@CAR 11/22/2020 01:00PM ET,CAR,12.92
108,TE,Jonnu Smith (15783868),Jonnu Smith,15783868.0,TE/FLEX,4700.0,TEN@BAL 11/22/2020 01:00PM ET,TEN,11.1
109,QB,Kyle Allen (15783313),Kyle Allen,15783313.0,QB,4700.0,CIN@WAS 11/22/2020 01:00PM ET,WAS,11.75
110,QB,Will Grier (15783315),Will Grier,15783315.0,QB,4600.0,DET@CAR 11/22/2020 01:00PM ET,CAR,0.0
111,RB,Rex Burkhead (15783408),Rex Burkhead,15783408.0,RB/FLEX,4600.0,NE@HOU 11/22/2020 01:00PM ET,NE,11.6
112,WR,Allen Lazard (15783638),Allen Lazard,15783638.0,WR/FLEX,4600.0,GB@IND 11/22/2020 04:25PM ET,GB,18.37
113,QB,Mike Glennon (15783314),Mike Glennon,15783314.0,QB,4600.0,PIT@JAX 11/22/2020 01:00PM ET,JAC,0.0
114,DST,Steelers  (15784044),Steelers,15784044.0,DST,4600.0,PIT@JAX 11/22/2020 01:00PM ET,PIT,10.33
115,TE,Hunter Henry (15783870),Hunter Henry,15783870.0,TE/FLEX,4600.0,NYJ@LAC 11/22/2020 04:05PM ET,LAC,9.74
116,QB,Matt Schaub (15783318),Matt Schaub,15783318.0,QB,4500.0,ATL@NO 11/22/2020 01:00PM ET,ATL,0.0
117,WR,Rashard Higgins (15783632),Rashard Higgins,15783632.0,WR/FLEX,4500.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,8.75
118,QB,AJ McCarron (15783317),AJ McCarron,15783317.0,QB,4500.0,NE@HOU 11/22/2020 01:00PM ET,HOU,0.0
119,WR,Michael Pittman Jr. (15783636),Michael Pittman,15783636.0,WR/FLEX,4500.0,GB@IND 11/22/2020 04:25PM ET,IND,8.28
120,RB,Gus Edwards (15783412),Gus Edwards,15783412.0,RB/FLEX,4500.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,6.8
121,WR,Willie Snead IV (15783640),Willie Snead,15783640.0,WR/FLEX,4500.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,9.07
122,QB,Jeff Driskel (15783316),Jeff Driskel,15783316.0,QB,4500.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,10.69
123,RB,Phillip Lindsay (15783410),Phillip Lindsay,15783410.0,RB/FLEX,4500.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,7.27
124,TE,Noah Fant (15783872),Noah Fant,15783872.0,TE/FLEX,4500.0,MIA@DEN 11/22/2020 04:05PM ET,DEN,10.71
125,TE,Hayden Hurst (15783874),Hayden Hurst,15783874.0,TE/FLEX,4400.0,ATL@NO 11/22/2020 01:00PM ET,ATL,10.68
126,WR,Zach Pascal (15783642),Zach Pascal,15783642.0,WR/FLEX,4400.0,GB@IND 11/22/2020 04:25PM ET,IND,8.11
127,QB,Robert Griffin III (15783320),Robert Griffin,15783320.0,QB,4400.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,-0.18
128,WR,Preston Williams (15783634),Preston Williams,15783634.0,WR/FLEX,4400.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,9.72
129,RB,La'Mical Perine (15783414),La'Mical Perine,15783414.0,RB/FLEX,4400.0,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,4.72
130,QB,Sean Mannion (15783319),Sean Mannion,15783319.0,QB,4400.0,DAL@MIN 11/22/2020 04:25PM ET,MIN,0.0
131,WR,Jalen Reagor (15783646),Jalen Reagor,15783646.0,WR/FLEX,4300.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,9.12
132,WR,Julian Edelman (15783644),Julian Edelman,15783644.0,WR/FLEX,4300.0,NE@HOU 11/22/2020 01:00PM ET,NE,9.87
133,TE,Mike Gesicki (15783876),Mike Gesicki,15783876.0,TE/FLEX,4300.0,MIA@DEN 11/22/2020 04:05PM ET,MIA,8.46
134,RB,Justin Jackson (15783416),Justin Jackson,15783416.0,RB/FLEX,4300.0,NYJ@LAC 11/22/2020 04:05PM ET,LAC,9.32
135,WR,Breshad Perriman (15783648),Breshad Perriman,15783648.0,WR/FLEX,4300.0,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,10.58
136,QB,Ryan Finley (15783321),Ryan Finley,15783321.0,QB,4300.0,CIN@WAS 11/22/2020 01:00PM ET,CIN,0.0
137,TE,T.J. Hockenson (15783878),TJ Hockenson,15783878.0,TE/FLEX,4200.0,DET@CAR 11/22/2020 01:00PM ET,DET,11.7
138,RB,James White (15783418),James White,15783418.0,RB/FLEX,4200.0,NE@HOU 11/22/2020 01:00PM ET,NE,7.49
139,WR,T.Y. Hilton (15783650),TY Hilton,15783650.0,WR/FLEX,4200.0,GB@IND 11/22/2020 04:25PM ET,IND,6.89
140,QB,Mason Rudolph (15783322),Mason Rudolph,15783322.0,QB,4200.0,PIT@JAX 11/22/2020 01:00PM ET,PIT,0.03
141,TE,Jared Cook (15783880),Jared Cook,15783880.0,TE/FLEX,4100.0,ATL@NO 11/22/2020 01:00PM ET,NO,8.99
142,QB,Jalen Hurts (15783327),Jalen Hurts,15783327.0,QB,4100.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,1.05
143,QB,Brian Hoyer (15783323),Brian Hoyer,15783323.0,QB,4100.0,NE@HOU 11/22/2020 01:00PM ET,NE,4.0
144,QB,Jacoby Brissett (15783325),Jacoby Brissett,15783325.0,QB,4100.0,GB@IND 11/22/2020 04:25PM ET,IND,1.72
145,QB,Tim Boyle (15783326),Tim Boyle,15783326.0,QB,4100.0,GB@IND 11/22/2020 04:25PM ET,GB,-0.1
146,QB,Logan Woodside (15783324),Logan Woodside,15783324.0,QB,4100.0,TEN@BAL 11/22/2020 01:00PM ET,TEN,0.0
147,RB,Frank Gore (15783420),Frank Gore,15783420.0,RB/FLEX,4100.0,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,5.71
148,RB,Dwayne Washington (15783546),Dwayne Washington,15783546.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,NO,0.3
149,RB,Ty Montgomery (15783548),Ty Montgomery,15783548.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,NO,2.05
150,RB,Michael Burton (15783550),Michael Burton,15783550.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,NO,1.08
151,RB,Brian Hill (15783552),Brian Hill,15783552.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,ATL,6.27
152,RB,Qadree Ollison (15783554),Qadree Ollison,15783554.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,ATL,0.3
153,RB,Ito Smith (15783556),Ito Smith,15783556.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,ATL,2.2
154,RB,Keith Smith (15783558),Keith Smith,15783558.0,RB/FLEX,4000.0,ATL@NO 11/22/2020 01:00PM ET,ATL,0.69
155,QB,David Blough (15783337),David Blough,15783337.0,QB,4000.0,DET@CAR 11/22/2020 01:00PM ET,DET,0.0
156,RB,Trenton Cannon (15783530),Trenton Cannon,15783530.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,CAR,0.88
157,RB,Rodney Smith (15783532),Rodney Smith,15783532.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,CAR,2.5
158,RB,Reggie Bonnafon (15783534),Reggie Bonnafon,15783534.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,CAR,8.35
159,RB,Alex Armah (15783536),Alex Armah,15783536.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,CAR,0.56
160,RB,Adrian Peterson (15783538),Adrian Peterson,15783538.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,DET,7.54
161,RB,Kerryon Johnson (15783540),Kerryon Johnson,15783540.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,DET,4.89
162,RB,Jonathan Williams (15783542),Jonathan Williams,15783542.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,DET,0.0
163,RB,Jason Cabinda (15783544),Jason Cabinda,15783544.0,RB/FLEX,4000.0,DET@CAR 11/22/2020 01:00PM ET,DET,0.7
164,QB,Nate Sudfeld (15783336),Nate Sudfeld,15783336.0,QB,4000.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,0.0
165,RB,Corey Clement (15783520),Corey Clement,15783520.0,RB/FLEX,4000.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,2.66
166,RB,Jason Huntley (15783522),Jason Huntley,15783522.0,RB/FLEX,4000.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,0.47
167,RB,D'Ernest Johnson (15783524),D'Ernest Johnson,15783524.0,RB/FLEX,4000.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,2.44
168,RB,Dontrell Hilliard (15783526),Dontrell Hilliard,15783526.0,RB/FLEX,4000.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,2.0
169,RB,Andy Janovich (15783528),Andy Janovich,15783528.0,RB/FLEX,4000.0,PHI@CLE 11/22/2020 01:00PM ET,CLE,0.74
170,WR,Greg Ward (15783652),Greg Ward,15783652.0,WR/FLEX,4000.0,PHI@CLE 11/22/2020 01:00PM ET,PHI,9.42
171,QB,Josh McCown (15783335),Josh McCown,15783335.0,QB,4000.0,NE@HOU 11/22/2020 01:00PM ET,HOU,0.0
172,RB,Sony Michel (15783428),Sony Michel,15783428.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,NE,10.2
173,RB,J.J. Taylor (15783508),JJ Taylor,15783508.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,NE,2.8
174,RB,Jakob Johnson (15783510),Jakob Johnson,15783510.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,NE,2.73
175,RB,Buddy Howell (15783512),Buddy Howell,15783512.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,HOU,0.0
176,RB,C.J. Prosise (15783514),CJ Prosise,15783514.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,HOU,0.45
177,RB,Scottie Phillips (15783516),Scottie Phillips,15783516.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,HOU,0.0
178,RB,Cullen Gillaspia (15783518),Cullen Gillaspia,15783518.0,RB/FLEX,4000.0,NE@HOU 11/22/2020 01:00PM ET,HOU,0.4
179,QB,Jacob Eason (15783333),Jacob Eason,15783333.0,QB,4000.0,GB@IND 11/22/2020 04:25PM ET,IND,0.0
180,QB,Jordan Love (15783334),Jordan Love,15783334.0,QB,4000.0,GB@IND 11/22/2020 04:25PM ET,GB,0.0
181,RB,Jordan Wilkins (15783498),Jordan Wilkins,15783498.0,RB/FLEX,4000.0,GB@IND 11/22/2020 04:25PM ET,IND,5.31
182,RB,Marlon Mack (15783500),Marlon Mack,15783500.0,RB/FLEX,4000.0,GB@IND 11/22/2020 04:25PM ET,IND,8.6
183,RB,Tyler Ervin (15783502),Tyler Ervin,15783502.0,RB/FLEX,4000.0,GB@IND 11/22/2020 04:25PM ET,GB,3.73
184,RB,AJ Dillon (15783504),AJ Dillon,15783504.0,RB/FLEX,4000.0,GB@IND 11/22/2020 04:25PM ET,GB,2.05
185,RB,Patrick Taylor (15783506),Patrick Taylor,15783506.0,RB/FLEX,4000.0,GB@IND 11/22/2020 04:25PM ET,GB,0.0
186,QB,Trace McSorley (15783332),Trace McSorley,15783332.0,QB,4000.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,0.0
187,RB,Justice Hill (15783484),Justice Hill,15783484.0,RB/FLEX,4000.0,TEN@BAL 11/22/2020 01:00PM ET,BAL,0.32
