,Player,Team,Position,Salary,Name + ID,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX
0,Taysom Hill,NO,QB,4800.0,Taysom Hill (15783312),15.776,19.634,25.810000000000002
1,Joe Burrow,CIN,QB,5500.0,Joe Burrow (15783293),17.064,20.557000000000002,23.56
2,Justin Herbert,LAC,QB,6800.0,Justin Herbert (15783279),19.016999999999996,24.915,31.05
0,Dalvin Cook,MIN,RB,9000.0,Dalvin Cook (15783342),21.930000000000003,26.14,31.630000000000003
1,Adrian Peterson,DET,RB,4000.0,Adrian Peterson (15783538),5.1800000000000015,11.400000000000002,17.580000000000002
2,James Robinson,JAC,RB,6400.0,James Robinson (15783360),12.790000000000003,16.79,22.335
3,Duke Johnson,HOU,RB,5400.0,Duke Johnson (15783392),7.7299999999999995,13.67,19.27
4,Giovani Bernard,CIN,RB,5500.0,Giovani Bernard (15783390),8.73,13.879999999999999,17.860000000000003
5,Aaron Jones,GB,RB,7200.0,Aaron Jones (15783346),13.08,17.95,21.509999999999998
6,Mike Davis,CAR,RB,6800.0,Mike Davis (15783352),12.41,16.919999999999998,22.72
7,Kalen Ballage,LAC,RB,5600.0,Kalen Ballage (15783388),6.65,13.8,21.060000000000002
8,Ezekiel Elliott,DAL,RB,6500.0,Ezekiel Elliott (15783358),13.000000000000002,15.950000000000003,20.56
9,Antonio Gibson,WAS,RB,5800.0,Antonio Gibson (15783376),6.36,14.16,18.42
0,Denzel Mims,NYJ,WR,3300.0,Denzel Mims (15783690),7.9399999999999995,10.760000000000002,12.510000000000002
1,Jakobi Meyers,NE,WR,4900.0,Jakobi Meyers (15783620),9.610000000000001,14.72,23.625
2,Chris Conley,JAC,WR,3000.0,Chris Conley (15783758),6.18,8.729999999999999,11.3
3,Tyler Boyd,CIN,WR,5600.0,Tyler Boyd (15783600),12.97,16.09,21.75
4,Jakeem Grant,MIA,WR,3500.0,Jakeem Grant (15783682),7.770000000000001,9.7,11.27
5,Davante Adams,GB,WR,8600.0,Davante Adams (15783560),20.4,23.799999999999997,27.700000000000003
6,Marvin Jones,DET,WR,5500.0,Marvin Jones Jr. (15783606),12.35,15.200000000000001,19.2
7,Keenan Allen,LAC,WR,7400.0,Keenan Allen (15783564),16.81,20.299999999999997,28.3
8,Brandin Cooks,HOU,WR,5200.0,Brandin Cooks (15783614),11.799999999999999,14.17,18.87
9,Michael Pittman,IND,WR,4500.0,Michael Pittman Jr. (15783636),8.370000000000001,12.24,19.3
0,TJ Hockenson,DET,TE,4200.0,T.J. Hockenson (15783878),10.71,13.129999999999999,17.73
1,Eric Ebron,PIT,TE,4000.0,Eric Ebron (15783882),6.82,10.85,16.4
2,Mark Andrews,BAL,TE,4900.0,Mark Andrews (15783866),9.45,13.24,16.69
3,Dallas Goedert,PHI,TE,3800.0,Dallas Goedert (15783886),6.79,10.120000000000001,12.180000000000001
0,Bengals,CIN,DST,2300.0,Bengals  (15784061),4.485714285714286,6.271428571428572,7.257142857142858
1,Browns,CLE,DST,3000.0,Browns  (15784051),5.614285714285713,7.371428571428572,8.342857142857142
