,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,8.0,6.9,7.7,107.0,85.6,93.6,1.0,0.7,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16.7,12.6,14.0,11,WR
1,Tyreek Hill,KC,6.1,5.1,5.5,108.0,74.0,85.2,1.0,0.6,0.7,1.4,0.8,1.0,10.2,4.4,6.3,0.1,0.0,0.1,0.0,0.1,0.0,16.8,12.6,13.8,11,WR
2,DeAndre Hopkins,ARI,9.0,5.8,7.5,107.0,85.9,97.5,1.0,0.4,0.6,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,16.7,11.9,13.5,11,WR
3,DK Metcalf,SEA,6.0,4.2,5.2,106.0,78.6,85.2,1.0,0.6,0.7,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,16.6,11.5,12.7,11,WR
4,Tyler Lockett,SEA,6.8,5.5,6.2,85.0,75.1,82.0,1.0,0.5,0.7,0.6,0.0,0.3,4.6,0.0,1.4,0.0,0.0,0.0,0.0,0.1,0.0,14.5,11.3,12.5,11,WR
5,Keenan Allen,LAC,9.0,6.4,7.3,103.0,75.1,85.6,1.0,0.5,0.6,0.3,0.0,0.1,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,16.3,10.8,12.4,11,WR
6,Julio Jones,ATL,7.0,6.0,6.4,102.5,79.9,91.1,1.0,0.4,0.5,0.1,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,15.4,10.2,12.3,11,WR
7,Terry McLaurin,WAS,7.0,5.1,5.9,91.0,75.2,84.3,1.0,0.3,0.6,0.2,0.1,0.2,2.5,0.7,1.5,0.0,0.0,0.0,0.0,0.1,0.0,15.1,10.3,11.9,11,WR
8,Adam Thielen,MIN,6.0,4.1,5.1,80.0,54.5,68.1,1.0,0.5,0.7,0.4,0.1,0.3,2.0,0.5,1.4,0.0,0.0,0.0,0.0,0.1,0.1,13.4,9.7,11.1,11,WR
9,Justin Jefferson,MIN,6.0,3.9,4.7,93.4,58.0,74.9,1.0,0.4,0.6,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,8.3,10.9,11,WR
10,Will Fuller,HOU,5.5,4.1,4.9,84.9,66.2,73.8,1.0,0.4,0.6,0.1,0.0,0.1,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,14.1,9.1,10.8,11,WR
11,Calvin Ridley,ATL,6.0,4.9,5.3,77.5,68.5,73.0,1.0,0.4,0.6,0.3,0.1,0.2,1.9,0.6,1.4,0.0,0.0,0.0,0.0,0.1,0.0,13.7,9.4,10.8,11,WR
12,Chase Claypool,PIT,5.3,3.8,4.6,73.3,50.5,62.2,1.0,0.4,0.6,1.3,0.3,1.0,9.9,1.6,6.4,0.2,0.0,0.1,0.0,0.1,0.0,13.0,8.0,10.8,11,WR
13,Tee Higgins,CIN,5.1,4.6,4.9,76.0,63.7,70.0,1.0,0.4,0.5,0.8,0.2,0.5,6.6,1.5,3.5,0.1,0.0,0.0,0.0,0.1,0.0,13.6,9.1,10.7,11,WR
14,AJ Brown,TEN,5.0,4.0,4.5,77.3,65.0,71.3,1.0,0.4,0.5,0.2,0.0,0.1,3.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,13.4,9.1,10.6,11,WR
15,Tyler Boyd,CIN,7.0,5.3,6.1,83.0,59.7,70.9,1.0,0.3,0.5,0.8,0.3,0.5,5.0,2.1,3.0,0.0,0.0,0.0,0.0,0.1,0.1,14.3,8.4,10.3,11,WR
16,Robby Anderson,CAR,6.4,4.6,5.7,85.1,58.3,75.0,1.0,0.3,0.5,0.2,0.0,0.1,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,14.1,7.8,10.3,11,WR
17,Marvin Jones,DET,6.0,4.3,5.0,72.0,56.5,66.0,1.0,0.4,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,9.7,10.3,11,WR
18,Cooper Kupp,LAR,7.0,5.4,6.0,82.0,62.1,69.9,1.0,0.3,0.5,0.4,0.1,0.2,2.1,0.7,1.3,0.0,0.0,0.0,0.0,0.1,0.0,14.2,8.6,10.0,11,WR
19,Diontae Johnson,PIT,6.6,4.7,5.4,83.0,55.6,65.6,1.0,0.4,0.6,0.5,0.2,0.3,3.7,1.5,2.3,0.0,0.0,0.0,0.0,0.2,0.1,14.3,8.1,10.0,11,WR
20,Brandin Cooks,HOU,5.2,4.8,5.0,76.7,59.0,67.7,1.0,0.2,0.4,0.5,0.1,0.3,2.7,0.5,1.4,0.0,0.0,0.0,0.0,0.1,0.0,11.9,8.5,9.5,11,WR
21,Michael Thomas,NO,7.0,4.0,5.3,82.4,50.9,65.3,1.0,0.4,0.5,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.2,7.6,9.5,11,WR
22,Mike Williams,LAC,5.0,3.3,3.8,67.0,55.9,61.5,1.0,0.3,0.5,0.3,0.1,0.2,1.6,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,12.7,7.5,9.5,11,WR
23,DJ Moore,CAR,5.6,4.4,4.8,83.2,69.2,74.4,0.5,0.0,0.3,0.5,0.0,0.2,5.7,0.0,2.3,0.0,0.0,0.0,0.0,0.1,0.1,11.6,7.1,9.3,11,WR
24,DeVante Parker,MIA,5.2,4.0,4.6,71.0,59.9,64.1,1.0,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.5,7.9,9.3,11,WR
25,Jamison Crowder,NYJ,6.1,5.1,5.6,68.2,60.4,64.2,1.0,0.3,0.5,0.3,0.0,0.1,1.3,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,12.5,8.1,9.3,11,WR
26,Jakobi Meyers,NE,6.9,4.2,5.3,90.9,55.1,70.2,1.0,0.0,0.4,0.1,0.1,0.1,1.3,0.3,0.5,0.0,0.0,0.0,0.0,0.1,0.0,13.5,7.5,9.3,11,WR
27,Chris Godwin,TB,5.2,4.7,5.0,75.3,60.0,64.9,1.0,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,12.6,8.1,9.2,11,WR
28,Christian Kirk,ARI,5.5,4.1,4.5,68.7,52.3,59.5,1.0,0.3,0.5,0.5,0.0,0.3,4.7,0.1,2.3,0.0,0.0,0.0,0.0,0.1,0.0,12.3,7.2,9.2,11,WR
29,Mike Evans,TB,6.0,3.8,4.5,73.1,50.9,61.1,1.0,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,7.2,9.2,11,WR
30,Jerry Jeudy,DEN,6.0,3.8,4.7,69.0,57.8,64.6,1.0,0.3,0.4,0.4,0.0,0.1,2.4,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,12.9,7.6,9.1,11,WR
31,Amari Cooper,DAL,6.0,4.9,5.4,76.2,59.5,66.2,1.0,0.2,0.4,0.3,0.1,0.2,1.6,0.6,1.0,0.0,0.0,0.0,0.0,0.1,0.0,13.6,7.6,9.1,11,WR
32,JuJu Smith-Schuster,PIT,6.1,5.0,5.6,75.9,55.0,66.4,0.6,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,10.4,6.4,9.1,11,WR
33,DJ Chark,JAC,6.0,3.9,4.8,73.0,54.9,63.3,1.0,0.3,0.4,0.1,0.0,0.1,0.8,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13.3,7.1,9.0,11,WR
34,Robert Woods,LAR,6.2,4.8,5.4,80.4,58.6,64.3,0.4,0.0,0.2,1.6,1.0,1.3,8.2,6.1,7.4,0.1,0.1,0.1,0.0,0.1,0.1,9.7,7.3,8.9,11,WR
35,Jarvis Landry,CLE,6.1,4.0,4.8,71.0,50.1,59.6,1.0,0.3,0.4,0.3,0.2,0.2,1.8,1.1,1.4,0.0,0.0,0.0,0.0,0.1,0.0,13.1,7.3,8.7,11,WR
36,Travis Fulgham,PHI,6.0,4.0,4.6,70.0,53.7,59.5,1.0,0.2,0.4,0.2,0.0,0.1,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.4,8.7,11,WR
37,Curtis Samuel,CAR,5.7,3.6,4.3,61.5,39.1,46.4,0.4,0.0,0.2,3.5,1.5,2.3,23.2,10.1,15.1,0.4,0.0,0.2,0.0,0.1,0.0,10.0,5.7,8.3,11,WR
38,Michael Pittman,IND,6.0,3.4,4.4,73.0,44.7,54.4,1.0,0.1,0.4,0.3,0.1,0.2,2.3,1.0,1.5,0.0,0.0,0.0,0.0,0.1,0.0,13.3,6.0,7.7,11,WR
39,Antonio Brown,TB,5.4,3.8,4.5,70.6,39.4,55.2,0.5,0.0,0.3,0.4,0.1,0.3,2.1,-0.3,1.0,0.0,0.0,0.0,0.0,0.1,0.0,10.2,5.2,7.5,11,WR
40,Marquise Brown,BAL,4.7,3.6,4.1,61.0,48.9,53.7,0.5,0.0,0.3,1.0,0.0,0.3,8.2,0.1,1.9,0.0,0.0,0.0,0.0,0.1,0.0,8.7,5.1,7.2,11,WR
41,Jalen Reagor,PHI,5.0,2.7,3.7,63.0,38.4,48.9,1.0,0.2,0.4,0.2,0.1,0.1,1.3,0.4,0.9,0.0,0.0,0.0,0.0,0.1,0.0,12.3,5.3,7.1,11,WR
42,CeeDee Lamb,DAL,5.3,4.0,4.4,71.7,44.0,55.7,0.3,0.0,0.2,0.8,0.0,0.4,4.3,0.1,2.2,0.0,0.0,0.0,0.0,0.1,0.0,8.0,4.4,7.1,11,WR
43,Corey Davis,TEN,4.6,3.8,4.2,63.8,46.2,55.4,0.4,0.0,0.2,0.1,0.0,0.1,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.7,5.5,6.9,11,WR
44,Henry Ruggs,LV,4.3,2.4,3.2,65.0,37.0,46.7,1.0,0.0,0.3,0.8,0.1,0.4,4.6,0.9,2.4,0.0,0.0,0.0,0.0,0.0,0.0,13.6,5.1,6.9,11,WR
