,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
13,Lions,2.9,1.7,2.3,1.0,0.7,0.8,0.6,0.4,0.5,0.9,0.7,0.8,0.2,0.0,0.2,0.0,0.0,0.0,27.7,21.9,23.9,326.6,377.0,352.3,7.1,5.6,6.1,11,DST
14,Panthers,2.9,2.1,2.4,0.9,0.6,0.8,0.7,0.5,0.6,0.9,0.8,0.9,0.2,0.0,0.1,0.0,0.0,0.0,27.5,21.1,24.2,351.0,374.5,363.2,6.3,5.6,6.0,11,DST
15,Seahawks,2.7,1.5,2.2,1.0,0.8,0.9,0.8,0.4,0.6,1.1,0.8,1.0,0.2,0.0,0.1,0.1,0.0,0.0,28.1,20.2,24.3,383.0,412.4,397.2,6.6,4.9,6.0,11,DST
16,Ravens,2.6,1.9,2.3,1.0,0.5,0.7,0.8,0.4,0.6,1.1,0.8,1.0,0.2,0.0,0.1,0.0,0.0,0.0,23.9,17.2,20.2,333.0,367.0,346.4,7.0,5.6,6.0,11,DST
17,Broncos,3.3,2.0,2.6,0.9,0.6,0.7,0.7,0.4,0.5,0.8,0.6,0.7,0.2,0.1,0.1,0.0,0.0,0.0,27.2,21.0,23.7,323.0,336.3,328.1,6.8,5.1,5.9,11,DST
18,Titans,3.2,1.9,2.4,0.9,0.6,0.7,0.7,0.4,0.6,1.0,0.5,0.7,0.2,0.1,0.1,0.0,0.0,0.0,28.0,21.0,25.1,359.8,365.0,361.6,6.3,5.0,5.9,11,DST
19,Chiefs,2.8,1.9,2.2,1.0,0.5,0.7,1.0,0.5,0.6,1.3,0.8,1.0,0.2,0.1,0.2,0.0,0.0,0.0,25.4,20.1,23.2,343.0,361.0,352.2,6.4,5.4,5.9,11,DST
20,Packers,3.2,1.7,2.1,1.0,0.8,0.9,0.7,0.4,0.5,0.8,0.7,0.7,0.2,0.0,0.1,0.1,0.0,0.0,27.2,21.9,24.3,361.5,380.0,368.3,6.2,5.1,5.8,11,DST
21,Texans,3.2,1.4,2.1,0.9,0.7,0.8,0.6,0.4,0.5,0.9,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,25.3,21.5,23.0,348.1,374.0,360.8,6.2,5.5,5.7,11,DST
22,Falcons,3.2,0.9,2.0,1.0,0.7,0.9,0.7,0.2,0.5,0.9,0.8,0.8,0.2,0.1,0.1,0.0,0.0,0.0,26.9,22.1,25.3,278.1,366.0,328.3,6.7,4.6,5.7,11,DST
23,Colts,2.7,1.8,2.2,0.9,0.4,0.7,0.6,0.3,0.5,0.9,0.7,0.8,0.3,0.0,0.2,0.1,0.0,0.0,25.0,21.1,22.8,330.0,366.1,350.4,6.1,4.3,5.5,11,DST
24,Jets,3.2,1.4,2.2,0.8,0.6,0.7,0.8,0.3,0.5,1.1,0.5,0.8,0.2,0.0,0.1,0.0,0.0,0.0,28.6,23.3,26.7,373.1,390.2,382.8,5.8,4.4,5.5,11,DST
25,Cowboys,3.0,1.9,2.2,0.9,0.4,0.7,0.7,0.4,0.5,1.0,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,30.9,19.6,25.8,339.2,377.0,359.2,6.3,4.9,5.4,11,DST
26,Jaguars,2.4,1.3,1.7,0.9,0.6,0.7,0.7,0.3,0.5,1.0,0.5,0.7,0.2,0.0,0.1,0.0,0.0,0.0,30.5,24.0,27.3,373.0,379.7,376.3,5.2,4.7,5.0,11,DST
27,Raiders,2.4,0.9,1.8,0.9,0.4,0.6,0.6,0.4,0.5,0.8,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,33.0,21.4,28.1,395.1,414.0,403.0,5.5,2.9,4.7,11,DST
