,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,9.0,6.9,8.1,111.0,92.3,98.9,1.1,0.6,0.9,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,17.1,13.1,15.0,16,WR
1,Tyreek Hill,KC,6.4,5.5,6.0,106.0,84.0,90.8,1.0,0.6,0.8,1.4,0.6,0.9,10.8,2.1,5.8,0.1,0.0,0.1,0.0,0.1,0.1,17.2,12.6,14.6,16,WR
2,Calvin Ridley,ATL,7.9,5.7,6.5,125.0,83.1,95.7,1.0,0.5,0.7,0.3,0.0,0.2,2.1,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.1,17.1,12.1,13.8,16,WR
3,DeAndre Hopkins,ARI,8.0,5.9,7.0,97.4,84.0,89.5,1.0,0.5,0.6,0.2,0.1,0.1,1.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,15.4,11.2,12.6,16,WR
4,Stefon Diggs,BUF,7.9,6.5,7.2,99.5,81.0,89.0,1.0,0.5,0.6,0.5,0.1,0.3,2.5,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.1,14.6,11.3,12.5,16,WR
5,AJ Brown,TEN,6.0,4.0,4.9,88.0,71.1,78.6,1.0,0.4,0.6,0.2,0.0,0.1,2.6,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,14.8,10.4,11.8,16,WR
6,Allen Robinson,CHI,7.0,5.5,6.2,89.0,73.7,79.7,1.0,0.4,0.6,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,14.9,10.3,11.4,16,WR
7,Justin Jefferson,MIN,5.6,4.8,5.3,89.9,77.2,82.7,1.0,0.4,0.5,0.3,0.1,0.1,1.3,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,14.5,10.1,11.3,16,WR
8,DK Metcalf,SEA,5.4,4.7,5.0,83.0,69.0,76.4,1.0,0.4,0.6,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,14.3,9.5,11.0,16,WR
9,Robert Woods,LAR,7.0,5.5,6.4,86.0,61.1,72.6,1.0,0.2,0.4,1.5,1.0,1.3,9.5,5.6,7.8,0.1,0.1,0.1,0.0,0.1,0.1,14.5,9.3,11.0,16,WR
10,Mike Evans,TB,6.0,3.9,4.7,81.0,57.6,69.3,1.0,0.4,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,8.2,10.6,16,WR
11,Brandin Cooks,HOU,8.0,4.2,5.4,93.0,59.2,76.4,1.0,0.2,0.5,0.4,0.0,0.2,2.6,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,15.3,8.1,10.4,16,WR
12,Marvin Jones,DET,6.0,4.8,5.2,76.0,59.2,69.0,1.0,0.5,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.1,8.9,10.4,16,WR
13,Brandon Aiyuk,SF,6.3,4.5,5.4,78.0,63.2,70.6,1.0,0.3,0.5,1.4,0.3,0.6,7.4,1.0,3.6,0.2,0.0,0.0,0.0,0.1,0.0,13.8,9.0,10.3,16,WR
14,Keenan Allen,LAC,7.7,5.6,6.5,85.0,59.9,71.5,1.0,0.4,0.5,0.3,0.0,0.2,1.9,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.1,14.5,9.1,10.2,16,WR
15,Cooper Kupp,LAR,7.6,5.4,6.1,97.0,59.9,71.4,1.0,0.3,0.5,0.3,0.0,0.2,1.9,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,14.3,7.7,10.0,16,WR
16,Chris Godwin,TB,5.5,4.8,5.1,76.3,61.2,67.5,1.0,0.4,0.5,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,12.5,8.8,10.0,16,WR
17,Jarvis Landry,CLE,7.0,4.5,5.6,84.0,55.0,67.5,1.0,0.2,0.5,0.3,0.0,0.2,1.8,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,14.4,7.0,9.8,16,WR
18,Amari Cooper,DAL,6.0,4.8,5.3,75.0,58.6,67.4,1.0,0.3,0.5,0.5,0.2,0.3,2.7,0.6,1.5,0.0,0.0,0.0,0.0,0.1,0.1,13.5,8.4,9.7,16,WR
19,DJ Moore,CAR,5.7,4.4,4.9,86.1,66.0,72.7,1.0,0.1,0.4,0.5,0.1,0.3,5.9,0.9,2.6,0.0,0.0,0.0,0.0,0.1,0.1,12.8,8.3,9.7,16,WR
20,Corey Davis,TEN,5.0,4.2,4.6,80.6,59.1,67.8,1.0,0.3,0.5,0.2,0.0,0.1,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,13.3,7.9,9.7,16,WR
21,Adam Thielen,MIN,5.8,4.2,5.1,76.8,58.5,66.8,0.7,0.0,0.5,0.3,0.0,0.2,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,10.7,6.7,9.5,16,WR
22,Diontae Johnson,PIT,7.0,5.1,6.1,80.0,57.3,67.5,1.0,0.3,0.5,0.3,0.0,0.2,2.6,0.1,1.1,0.0,0.0,0.0,0.0,0.2,0.1,14.0,7.6,9.5,16,WR
23,Emmanuel Sanders,NO,7.0,3.9,5.1,83.0,55.8,65.5,1.0,0.3,0.4,0.1,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,14.3,7.7,9.2,16,WR
24,Robby Anderson,CAR,5.5,4.8,5.2,74.2,57.2,64.4,1.0,0.3,0.4,0.7,0.2,0.3,3.6,0.8,1.4,0.0,0.0,0.0,0.0,0.1,0.1,12.5,7.6,8.9,16,WR
25,Marquise Brown,BAL,5.0,3.4,4.2,72.0,48.1,57.9,1.0,0.3,0.5,1.1,0.0,0.3,9.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,13.2,7.5,8.9,16,WR
26,Antonio Brown,TB,5.9,3.6,4.7,74.5,46.0,58.1,0.5,0.0,0.4,0.5,0.1,0.3,2.8,-0.1,1.4,0.0,0.0,0.0,0.0,0.1,0.0,10.2,5.5,8.2,16,WR
27,Nelson Agholor,LV,5.0,3.2,4.0,64.0,44.0,55.5,1.0,0.2,0.4,0.2,0.0,0.1,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.4,6.3,8.2,16,WR
28,Tyler Lockett,SEA,5.7,4.0,5.1,70.8,57.8,61.7,0.5,0.0,0.3,0.5,0.0,0.2,3.4,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,10.2,5.8,8.2,16,WR
29,Tee Higgins,CIN,5.6,4.0,4.8,73.7,53.0,63.6,0.4,0.0,0.3,0.5,0.0,0.3,2.5,0.2,1.6,0.0,0.0,0.0,0.0,0.1,0.0,9.7,5.5,7.9,16,WR
30,DJ Chark,JAC,5.0,3.7,4.4,63.0,46.7,55.3,1.0,0.2,0.4,0.1,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.3,6.2,7.9,16,WR
31,Cole Beasley,BUF,6.0,4.6,5.3,69.2,51.8,61.0,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9.2,6.5,7.9,16,WR
32,Keke Coutee,HOU,6.0,3.5,4.4,65.9,40.8,52.5,1.0,0.2,0.4,0.3,0.0,0.1,0.9,0.0,0.3,0.1,0.0,0.0,0.0,0.4,0.1,11.7,5.8,7.8,16,WR
33,Curtis Samuel,CAR,5.8,4.0,4.5,62.0,42.0,47.6,0.3,0.0,0.2,2.2,1.5,1.9,13.0,8.9,10.8,0.2,0.1,0.1,0.0,0.1,0.1,9.0,5.7,7.7,16,WR
34,DeVante Parker,MIA,5.0,3.6,4.4,72.0,49.9,60.5,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,6.8,7.7,16,WR
35,TY Hilton,IND,4.6,3.7,4.2,70.4,55.0,60.0,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.5,7.5,16,WR
36,CeeDee Lamb,DAL,5.4,4.0,4.7,67.7,53.0,58.5,0.4,0.0,0.2,0.6,0.3,0.5,4.4,1.9,2.9,0.0,0.0,0.0,0.0,0.1,0.1,8.3,5.3,7.5,16,WR
37,Rashard Higgins,CLE,5.0,3.2,3.8,65.0,47.3,55.5,0.5,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,8.6,6.5,7.5,16,WR
38,Terry McLaurin,WAS,5.4,2.0,4.2,80.0,29.0,59.0,0.4,0.0,0.3,0.1,0.0,0.1,2.2,0.3,1.2,0.0,0.0,0.0,0.0,0.1,0.1,10.2,9.4,7.5,16,WR
39,JuJu Smith-Schuster,PIT,6.0,4.0,5.3,67.0,53.0,57.3,0.4,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,8.4,5.3,7.3,16,WR
40,Chase Claypool,PIT,4.5,3.6,4.0,61.1,45.0,52.9,0.4,0.0,0.2,1.3,0.1,0.6,5.7,0.3,1.9,0.1,0.0,0.1,0.0,0.1,0.0,8.3,4.5,7.1,16,WR
41,Jamison Crowder,NYJ,6.0,4.2,5.0,67.0,48.8,56.7,0.4,0.0,0.2,0.2,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,8.2,6.5,7.1,16,WR
42,Jakobi Meyers,NE,7.0,4.0,5.0,95.0,52.0,63.9,0.2,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,10.2,5.5,7.1,16,WR
43,Allen Lazard,GB,4.2,3.4,3.9,58.0,45.9,52.9,0.4,0.0,0.3,0.2,0.0,0.1,2.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,7.8,5.8,7.1,16,WR
44,Randall Cobb,HOU,3.9,3.9,3.9,51.4,51.4,51.4,0.3,0.3,0.3,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,16,WR
45,Russell Gage,ATL,6.5,4.3,5.3,73.0,46.7,59.1,0.3,0.0,0.2,0.3,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,8.0,5.8,6.9,16,WR
46,Jerry Jeudy,DEN,5.0,2.8,3.6,63.0,39.7,50.4,1.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,5.7,6.9,16,WR
47,Sterling Shepard,NYG,5.4,5.0,5.1,67.0,49.2,56.5,0.3,0.0,0.2,0.4,0.2,0.3,2.8,1.2,1.8,0.0,0.0,0.0,0.0,0.1,0.0,8.0,6.5,6.7,16,WR
48,Darius Slayton,NYG,4.2,3.0,3.6,62.8,47.4,53.4,0.3,0.0,0.2,0.1,0.0,0.1,0.7,-0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,7.3,5.3,6.5,16,WR
49,Tim Patrick,DEN,4.5,3.0,3.6,62.5,39.9,48.0,0.5,0.0,0.3,0.1,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,7.6,4.6,6.4,16,WR
50,Sammy Watkins,KC,4.3,3.0,3.7,59.3,38.3,50.7,0.4,0.0,0.2,0.2,0.0,0.1,1.2,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,7.6,4.3,6.4,16,WR
