QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Jared Goff (16006105),Austin Ekeler (16006162),David Montgomery (16006160),Sterling Shepard (16006410),Calvin Ridley (16006354),Cam Sims (16006460),Evan Engram (16006650),Amari Cooper (16006384),Texans  (16006822),49900.0,103.68642857142858,134.40928571428572,173.7142857142857,1272,1922,5242,8436,2204
Jared Goff (16006105),Melvin Gordon III (16006198),Austin Ekeler (16006162),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Hayden Hurst (16006656),Jonathan Taylor (16006164),Texans  (16006822),49500.0,98.74642857142857,134.40928571428572,186.1942857142857,6189,1923,56,8168,2108
Jared Goff (16006105),Darrell Henderson Jr. (16006220),Austin Ekeler (16006162),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Dalton Schultz (16006660),David Montgomery (16006160),Texans  (16006822),49700.0,101.40642857142856,134.40928571428572,178.30428571428573,3225,1924,2018,7167,1718
Jared Goff (16006105),Giovani Bernard (16006212),David Montgomery (16006160),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),49800.0,100.35642857142858,134.40928571428572,174.48428571428568,4399,1925,4704,11028,3432
Matt Ryan (16006106),Melvin Gordon III (16006198),Austin Ekeler (16006162),A.J. Green (16006456),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49600.0,101.89642857142859,134.4082857142857,178.1542857142857,2740,1926,2100,6766,1558
Mitchell Trubisky (16006107),Austin Ekeler (16006162),Jonathan Taylor (16006164),Jerry Jeudy (16006446),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),Amari Cooper (16006384),Texans  (16006822),49700.0,104.19142857142857,134.4062857142857,177.8442857142857,993,1927,2281,5201,967
Mitchell Trubisky (16006107),Austin Ekeler (16006162),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Cam Sims (16006460),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49800.0,105.91142857142856,134.4062857142857,170.8642857142857,383,1928,7047,9358,2643
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),David Montgomery (16006160),Panthers  (16006823),49900.0,102.50357142857143,134.40500000000003,174.96142857142857,2184,1929,4354,8467,2215
Jared Goff (16006105),Austin Ekeler (16006162),Jonathan Taylor (16006164),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Amari Cooper (16006384),Panthers  (16006823),50000.0,100.43357142857144,134.40500000000003,180.76142857142858,4322,1930,913,7165,1717
Jared Goff (16006105),Giovani Bernard (16006212),Austin Ekeler (16006162),Tee Higgins (16006408),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Jonathan Taylor (16006164),Panthers  (16006823),49600.0,97.93357142857144,134.40500000000003,178.4414285714286,6914,1931,1941,10786,3275
Jared Goff (16006105),Austin Ekeler (16006162),Nick Chubb (16006158),Sterling Shepard (16006410),Calvin Ridley (16006354),Cam Sims (16006460),Dallas Goedert (16006652),Amari Cooper (16006384),Texans  (16006822),49700.0,101.69642857142858,134.4042857142857,177.4242857142857,2913,1932,2554,7399,1804
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Sterling Shepard (16006410),Calvin Ridley (16006354),Cam Sims (16006460),Hayden Hurst (16006656),David Montgomery (16006160),Texans  (16006822),49700.0,102.70642857142857,134.40328571428572,179.8342857142857,2018,1933,1272,5223,973
Mitchell Trubisky (16006107),Austin Ekeler (16006162),Jonathan Taylor (16006164),Randall Cobb (16006542),Calvin Ridley (16006354),Cam Sims (16006460),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49600.0,103.92142857142858,134.4012857142857,174.5742857142857,1141,1934,4646,7721,1925
Jared Goff (16006105),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Panthers  (16006823),49700.0,100.51357142857142,134.40000000000003,178.67142857142858,4231,1935,1822,7988,2039
Jared Goff (16006105),Melvin Gordon III (16006198),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Jonathan Taylor (16006164),Texans  (16006822),49600.0,105.27642857142857,134.39928571428572,174.1742857142857,560,1936,4920,7416,1815
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Hayden Hurst (16006656),Jonathan Taylor (16006164),Panthers  (16006823),49800.0,99.45357142857144,134.399,186.8814285714286,5436,1937,37,7410,1812
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Jamison Crowder (16006412),Zach Ertz (16006662),Nick Chubb (16006158),Texans  (16006822),49900.0,99.63642857142857,134.39828571428572,185.0142857142857,5222,1938,117,7277,1752
Matt Ryan (16006106),Melvin Gordon III (16006198),David Montgomery (16006160),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Nick Chubb (16006158),Texans  (16006822),49800.0,104.44642857142858,134.39828571428572,171.2142857142857,870,1939,6839,9648,2791
Jared Goff (16006105),Giovani Bernard (16006212),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Eagles  (16006821),49900.0,103.05071428571428,134.39714285714288,172.71857142857144,1722,1940,5931,9593,2769
Jared Goff (16006105),Melvin Gordon III (16006198),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),Nick Chubb (16006158),Eagles  (16006821),49700.0,103.42071428571428,134.39714285714285,173.39857142857144,1460,1941,5471,8872,2401
Mitchell Trubisky (16006107),Melvin Gordon III (16006198),Austin Ekeler (16006162),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Dalton Schultz (16006660),David Montgomery (16006160),Texans  (16006822),49500.0,101.62142857142857,134.3962857142857,176.3642857142857,2985,1942,3322,8249,2139
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Darius Slayton (16006436),Calvin Ridley (16006354),Jamison Crowder (16006412),Hayden Hurst (16006656),Jonathan Taylor (16006164),Texans  (16006822),49700.0,102.42142857142858,134.3962857142857,180.68428571428572,2245,1943,938,5126,944
Mitchell Trubisky (16006107),Darrell Henderson Jr. (16006220),Austin Ekeler (16006162),Calvin Ridley (16006354),Cam Sims (16006460),Amari Cooper (16006384),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49700.0,103.11142857142858,134.3962857142857,174.1242857142857,1679,1944,4959,8582,2281
Matt Ryan (16006106),Giovani Bernard (16006212),Austin Ekeler (16006162),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49500.0,99.57642857142858,134.39328571428572,178.8842857142857,5300,1945,1723,8968,2444
Matt Ryan (16006106),Darrell Henderson Jr. (16006220),Austin Ekeler (16006162),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Hayden Hurst (16006656),David Montgomery (16006160),Texans  (16006822),49500.0,102.46642857142857,134.39328571428572,178.8442857142857,2205,1946,1742,5893,1212
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Jamison Crowder (16006412),Dalton Schultz (16006660),Jonathan Taylor (16006164),Texans  (16006822),49500.0,99.65642857142858,134.3932857142857,185.86428571428573,5190,1947,71,7208,1731
Jared Goff (16006105),Darrell Henderson Jr. (16006220),David Johnson (16006186),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Jonathan Taylor (16006164),Eagles  (16006821),49500.0,99.4707142857143,134.39214285714286,178.89857142857144,5424,1948,1712,9084,2496
Mitchell Trubisky (16006107),Darrell Henderson Jr. (16006220),Austin Ekeler (16006162),Calvin Ridley (16006354),Cam Sims (16006460),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49500.0,101.12142857142858,134.39128571428571,177.8342857142857,3522,1949,2287,7758,1936
Jared Goff (16006105),David Johnson (16006186),Giovani Bernard (16006212),Calvin Ridley (16006354),Jamison Crowder (16006412),Amari Cooper (16006384),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49500.0,98.82642857142858,134.3892857142857,179.7842857142857,6089,1950,1296,9335,2627
Jared Goff (16006105),Darrell Henderson Jr. (16006220),Austin Ekeler (16006162),A.J. Green (16006456),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49600.0,100.25642857142857,134.3892857142857,181.0742857142857,4515,1951,800,7266,1750
Jared Goff (16006105),David Johnson (16006186),David Montgomery (16006160),Sterling Shepard (16006410),Calvin Ridley (16006354),Cam Sims (16006460),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),49700.0,101.90642857142858,134.3892857142857,176.8042857142857,2730,1952,2981,7663,1903
Matt Ryan (16006106),David Johnson (16006186),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Jonathan Taylor (16006164),Panthers  (16006823),49900.0,105.98357142857142,134.389,174.86142857142858,372,1953,4431,6756,1553
Mitchell Trubisky (16006107),David Johnson (16006186),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Nick Chubb (16006158),Panthers  (16006823),49600.0,105.99857142857144,134.387,170.5314285714286,370,1954,7198,9522,2736
Matt Ryan (16006106),Melvin Gordon III (16006198),Austin Ekeler (16006162),Jerry Jeudy (16006446),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),49500.0,101.98071428571428,134.38614285714286,181.77857142857144,2651,1955,584,5190,963
Matt Ryan (16006106),David Johnson (16006186),Melvin Gordon III (16006198),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Dalton Schultz (16006660),David Montgomery (16006160),Eagles  (16006821),50000.0,103.57071428571429,134.38614285714286,174.83857142857144,1355,1956,4449,7760,1937
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Calvin Ridley (16006354),Cam Sims (16006460),Jamison Crowder (16006412),Dallas Goedert (16006652),Jonathan Taylor (16006164),Panthers  (16006823),49500.0,99.48357142857145,134.38500000000002,180.76142857142855,5405,1957,914,8276,2148
Mitchell Trubisky (16006107),Austin Ekeler (16006162),Nick Chubb (16006158),Jerry Jeudy (16006446),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Amari Cooper (16006384),Eagles  (16006821),50000.0,103.07571428571428,134.38414285714285,178.31857142857146,1705,1958,2008,5671,1125
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),A.J. Green (16006456),Sterling Shepard (16006410),Calvin Ridley (16006354),Dalton Schultz (16006660),David Montgomery (16006160),Texans  (16006822),49600.0,102.72642857142858,134.3832857142857,176.9542857142857,2002,1959,2882,6843,1595
Jared Goff (16006105),Melvin Gordon III (16006198),Austin Ekeler (16006162),Darius Slayton (16006436),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),49700.0,101.1907142857143,134.38214285714287,178.49857142857144,3443,1960,1914,7317,1767
Mitchell Trubisky (16006107),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),David Montgomery (16006160),Panthers  (16006823),49800.0,101.49857142857144,134.382,170.9714285714286,3110,1961,6981,12052,3903
Jared Goff (16006105),Melvin Gordon III (16006198),Austin Ekeler (16006162),Jerry Jeudy (16006446),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Panthers  (16006823),49900.0,99.80357142857144,134.38000000000002,181.61142857142858,5034,1962,634,7630,1887
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Darius Slayton (16006436),Sterling Shepard (16006410),Calvin Ridley (16006354),Zach Ertz (16006662),Jonathan Taylor (16006164),Texans  (16006822),49600.0,101.12642857142856,134.37928571428571,179.68428571428572,3520,1963,1340,6823,1586
Jared Goff (16006105),Darrell Henderson Jr. (16006220),David Montgomery (16006160),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Jonathan Taylor (16006164),Texans  (16006822),49500.0,101.66642857142857,134.37928571428571,175.8142857142857,2946,1964,3702,8612,2297
Mitchell Trubisky (16006107),David Johnson (16006186),Giovani Bernard (16006212),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Panthers  (16006823),49600.0,99.50857142857143,134.377,174.68142857142857,5371,1965,4562,11898,3838
Mitchell Trubisky (16006107),Austin Ekeler (16006162),Nick Chubb (16006158),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Amari Cooper (16006384),Panthers  (16006823),49600.0,105.39857142857144,134.377,169.6614285714286,518,1966,7549,10033,2939
Mitchell Trubisky (16006107),David Johnson (16006186),David Montgomery (16006160),Jerry Jeudy (16006446),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),50000.0,103.28571428571429,134.36914285714286,177.69857142857146,1555,1967,2388,5910,1215
Matt Ryan (16006106),Austin Ekeler (16006162),David Montgomery (16006160),Tee Higgins (16006408),Calvin Ridley (16006354),Cam Sims (16006460),Dallas Goedert (16006652),Amari Cooper (16006384),Panthers  (16006823),49600.0,103.45357142857145,134.369,173.9114285714286,1441,1968,5108,8517,2250
Matt Ryan (16006106),David Johnson (16006186),David Montgomery (16006160),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Dalton Schultz (16006660),Nick Chubb (16006158),Texans  (16006822),49600.0,103.28642857142857,134.36828571428572,173.72428571428568,1553,1969,5233,8755,2356
Jared Goff (16006105),Darrell Henderson Jr. (16006220),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Eagles  (16006821),49600.0,104.36071428571428,134.36714285714288,174.04857142857142,902,1970,5006,7878,1996
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Dalton Schultz (16006660),Nick Chubb (16006158),Eagles  (16006821),49500.0,102.26071428571429,134.36714285714285,175.90857142857143,2385,1971,3631,7987,2037
Mitchell Trubisky (16006107),David Montgomery (16006160),Jonathan Taylor (16006164),Tee Higgins (16006408),Darius Slayton (16006436),Calvin Ridley (16006354),Dallas Goedert (16006652),Amari Cooper (16006384),Texans  (16006822),49800.0,105.59142857142857,134.3662857142857,170.80428571428573,457,1972,7067,9496,2722
Mitchell Trubisky (16006107),Giovani Bernard (16006212),Austin Ekeler (16006162),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Hayden Hurst (16006656),David Montgomery (16006160),Texans  (16006822),50000.0,102.81142857142856,134.3662857142857,176.2742857142857,1914,1973,3381,7268,1751
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Sterling Shepard (16006410),Calvin Ridley (16006354),Zach Ertz (16006662),David Montgomery (16006160),Eagles  (16006821),49900.0,102.79071428571429,134.36614285714285,179.72857142857143,1945,1974,1321,5240,979
Jared Goff (16006105),David Johnson (16006186),David Montgomery (16006160),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Evan Engram (16006650),Amari Cooper (16006384),Panthers  (16006823),49700.0,103.38357142857143,134.365,171.89142857142858,1491,1975,6433,9899,2889
Matt Ryan (16006106),Giovani Bernard (16006212),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Amari Cooper (16006384),Dalton Schultz (16006660),David Montgomery (16006160),Texans  (16006822),49800.0,100.04642857142856,134.36328571428572,181.4542857142857,4792,1976,683,7451,1826
Mitchell Trubisky (16006107),David Johnson (16006186),David Montgomery (16006160),Randall Cobb (16006542),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Jonathan Taylor (16006164),Panthers  (16006823),49600.0,105.60857142857142,134.36200000000002,169.04142857142858,448,1977,7732,10157,2998
Mitchell Trubisky (16006107),David Johnson (16006186),Jonathan Taylor (16006164),Tee Higgins (16006408),A.J. Green (16006456),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Texans  (16006822),49900.0,100.82142857142858,134.3612857142857,176.2942857142857,3868,1978,3371,9217,2565
Matt Ryan (16006106),Melvin Gordon III (16006198),Austin Ekeler (16006162),Tee Higgins (16006408),A.J. Green (16006456),Calvin Ridley (16006354),Dallas Goedert (16006652),Nick Chubb (16006158),Eagles  (16006821),49900.0,100.3907142857143,134.36114285714285,177.13857142857145,4369,1979,2753,9101,2506
Jared Goff (16006105),David Johnson (16006186),Nick Chubb (16006158),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Amari Cooper (16006384),Panthers  (16006823),49500.0,101.39357142857145,134.36,175.60142857142856,3237,1980,3861,9078,2492
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),David Montgomery (16006160),Eagles  (16006821),49900.0,104.75571428571429,134.35914285714287,171.02857142857144,742,1981,6948,9671,2796
Mitchell Trubisky (16006107),Giovani Bernard (16006212),Austin Ekeler (16006162),Tee Higgins (16006408),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),49600.0,100.1857142857143,134.35914285714287,174.50857142857146,4625,1982,4683,11290,3551
Mitchell Trubisky (16006107),Austin Ekeler (16006162),Jonathan Taylor (16006164),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Evan Engram (16006650),Amari Cooper (16006384),Eagles  (16006821),50000.0,102.6857142857143,134.35914285714284,176.82857142857145,2030,1983,2965,6978,1642
Matt Ryan (16006106),David Johnson (16006186),Melvin Gordon III (16006198),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Hayden Hurst (16006656),David Montgomery (16006160),Panthers  (16006823),50000.0,104.03357142857143,134.359,178.07142857142856,1079,1984,2150,5213,970
Jared Goff (16006105),Austin Ekeler (16006162),Nick Chubb (16006158),Tee Higgins (16006408),Calvin Ridley (16006354),Cam Sims (16006460),Dallas Goedert (16006652),Amari Cooper (16006384),Eagles  (16006821),50000.0,100.1907142857143,134.35714285714286,176.40857142857143,4618,1985,3288,9891,2885
Mitchell Trubisky (16006107),Melvin Gordon III (16006198),Jonathan Taylor (16006164),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Panthers  (16006823),49900.0,105.24857142857144,134.35700000000003,172.81142857142856,571,1986,5856,8413,2191
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),A.J. Green (16006456),Darius Slayton (16006436),Calvin Ridley (16006354),Evan Engram (16006650),David Montgomery (16006160),Texans  (16006822),49500.0,103.91142857142857,134.35628571428572,173.1442857142857,1148,1987,5643,8778,2363
Mitchell Trubisky (16006107),Austin Ekeler (16006162),David Montgomery (16006160),Jerry Jeudy (16006446),Tee Higgins (16006408),Calvin Ridley (16006354),Zach Ertz (16006662),Amari Cooper (16006384),Texans  (16006822),49500.0,104.06142857142856,134.35628571428572,175.3042857142857,1063,1988,4085,7136,1704
Mitchell Trubisky (16006107),Austin Ekeler (16006162),Jonathan Taylor (16006164),Sterling Shepard (16006410),Calvin Ridley (16006354),Jamison Crowder (16006412),Hayden Hurst (16006656),Amari Cooper (16006384),Texans  (16006822),50000.0,104.93142857142857,134.35628571428572,177.6742857142857,665,1989,2407,5061,925
Mitchell Trubisky (16006107),Giovani Bernard (16006212),Austin Ekeler (16006162),Sterling Shepard (16006410),Calvin Ridley (16006354),Amari Cooper (16006384),Zach Ertz (16006662),Jonathan Taylor (16006164),Texans  (16006822),50000.0,101.75142857142858,134.35628571428572,175.75428571428571,2862,1990,3749,8601,2290
Matt Ryan (16006106),David Johnson (16006186),Austin Ekeler (16006162),Tee Higgins (16006408),Calvin Ridley (16006354),Cam Sims (16006460),Hayden Hurst (16006656),David Montgomery (16006160),Eagles  (16006821),50000.0,101.20071428571428,134.35614285714286,178.81857142857143,3427,1991,1753,7171,1719
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Sterling Shepard (16006410),Calvin Ridley (16006354),Dalton Schultz (16006660),David Montgomery (16006160),Panthers  (16006823),49900.0,100.63357142857143,134.35500000000002,180.4114285714286,4089,1992,1042,7123,1696
Jared Goff (16006105),Giovani Bernard (16006212),Austin Ekeler (16006162),Calvin Ridley (16006354),Cam Sims (16006460),Amari Cooper (16006384),Dallas Goedert (16006652),David Montgomery (16006160),Panthers  (16006823),49800.0,99.87357142857144,134.35500000000002,176.35142857142858,4963,1993,3336,10292,3054
Mitchell Trubisky (16006107),David Johnson (16006186),Melvin Gordon III (16006198),Darius Slayton (16006436),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Nick Chubb (16006158),Eagles  (16006821),49700.0,102.76571428571428,134.35414285714288,174.73857142857142,1972,1994,4523,8489,2228
Jared Goff (16006105),Giovani Bernard (16006212),Austin Ekeler (16006162),Tee Higgins (16006408),Darius Slayton (16006436),Calvin Ridley (16006354),Dallas Goedert (16006652),David Montgomery (16006160),Eagles  (16006821),49500.0,99.95071428571428,134.35214285714287,174.02857142857144,4886,1995,5025,11906,3842
Mitchell Trubisky (16006107),Darrell Henderson Jr. (16006220),David Johnson (16006186),Tee Higgins (16006408),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),David Montgomery (16006160),Panthers  (16006823),49500.0,102.80857142857144,134.35200000000003,172.30142857142857,1921,1996,6200,10117,2978
Mitchell Trubisky (16006107),Giovani Bernard (16006212),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Amari Cooper (16006384),Dallas Goedert (16006652),Jonathan Taylor (16006164),Panthers  (16006823),49600.0,100.37857142857143,134.352,180.48142857142858,4377,1997,1016,7390,1797
Mitchell Trubisky (16006107),David Johnson (16006186),Nick Chubb (16006158),Tee Higgins (16006408),Calvin Ridley (16006354),Jamison Crowder (16006412),Evan Engram (16006650),Amari Cooper (16006384),Texans  (16006822),49700.0,102.48142857142858,134.35128571428572,173.2442857142857,2198,1998,5574,9770,2832
Jared Goff (16006105),Austin Ekeler (16006162),David Montgomery (16006160),Darius Slayton (16006436),Sterling Shepard (16006410),Calvin Ridley (16006354),Hayden Hurst (16006656),Amari Cooper (16006384),Texans  (16006822),49900.0,104.69642857142857,134.3492857142857,177.1942857142857,769,1999,2723,5491,1058
Matt Ryan (16006106),Austin Ekeler (16006162),David Montgomery (16006160),Randall Cobb (16006542),Jerry Jeudy (16006446),Calvin Ridley (16006354),Zach Ertz (16006662),Nick Chubb (16006158),Texans  (16006822),50000.0,104.13642857142858,134.3482857142857,178.6742857142857,1024,2000,1819,4843,873
Mitchell Trubisky (16006107),Austin Ekeler (16006162),David Montgomery (16006160),Randall Cobb (16006542),Darius Slayton (16006436),Calvin Ridley (16006354),Hayden Hurst (16006656),Jonathan Taylor (16006164),Texans  (16006822),49800.0,106.92142857142856,134.3462857142857,174.3442857142857,210,2001,4817,7028,1661
Matt Ryan (16006106),Austin Ekeler (16006162),David Montgomery (16006160),A.J. Green (16006456),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),Amari Cooper (16006384),Eagles  (16006821),49700.0,105.23071428571428,134.34614285714287,174.70857142857145,577,2002,4542,7121,1695
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),A.J. Green (16006456),Sterling Shepard (16006410),Calvin Ridley (16006354),Hayden Hurst (16006656),Nick Chubb (16006158),Texans  (16006822),50000.0,99.92642857142857,134.3442857142857,182.6842857142857,4915,2003,411,7329,1771
Matt Ryan (16006106),Giovani Bernard (16006212),Austin Ekeler (16006162),Tee Higgins (16006408),Calvin Ridley (16006354),Jamison Crowder (16006412),Hayden Hurst (16006656),David Montgomery (16006160),Texans  (16006822),49800.0,100.31642857142857,134.3432857142857,178.71428571428572,4441,2004,1797,8242,2132
Matt Ryan (16006106),Austin Ekeler (16006162),David Montgomery (16006160),Randall Cobb (16006542),Jerry Jeudy (16006446),Calvin Ridley (16006354),Dalton Schultz (16006660),Jonathan Taylor (16006164),Texans  (16006822),49600.0,104.15642857142856,134.3432857142857,179.5242857142857,1013,2005,1410,4428,756
Jared Goff (16006105),David Johnson (16006186),David Montgomery (16006160),Tee Higgins (16006408),Calvin Ridley (16006354),Cam Sims (16006460),Dallas Goedert (16006652),Jonathan Taylor (16006164),Eagles  (16006821),50000.0,100.40071428571429,134.34214285714285,175.78857142857143,4356,2006,3722,10084,2966
Jared Goff (16006105),Austin Ekeler (16006162),Jonathan Taylor (16006164),Tee Higgins (16006408),Sterling Shepard (16006410),Calvin Ridley (16006354),Dallas Goedert (16006652),Jamison Crowder (16006412),Eagles  (16006821),49500.0,102.07071428571429,134.34214285714285,175.42857142857142,2559,2007,3986,8552,2269
Mitchell Trubisky (16006107),Melvin Gordon III (16006198),Austin Ekeler (16006162),Darius Slayton (16006436),Calvin Ridley (16006354),Jamison Crowder (16006412),Dallas Goedert (16006652),David Montgomery (16006160),Panthers  (16006823),49700.0,104.52857142857144,134.34199999999998,171.90142857142857,830,2008,6429,9267,2589
Mitchell Trubisky (16006107),David Johnson (16006186),Austin Ekeler (16006162),Jerry Jeudy (16006446),Calvin Ridley (16006354),Jamison Crowder (16006412),Dalton Schultz (16006660),Nick Chubb (16006158),Texans  (16006822),49900.0,99.73142857142857,134.3412857142857,181.7642857142857,5111,2009,587,7707,1921
Jared Goff (16006105),David Johnson (16006186),Austin Ekeler (16006162),Randall Cobb (16006542),Sterling Shepard (16006410),Calvin Ridley (16006354),Hayden Hurst (16006656),Nick Chubb (16006158),Panthers  (16006823),49500.0,102.72357142857143,134.34,179.14142857142855,2005,2010,1593,5608,1101
Jared Goff (16006105),Giovani Bernard (16006212),David Montgomery (16006160),Randall Cobb (16006542),Calvin Ridley (16006354),Amari Cooper (16006384),Evan Engram (16006650),Jonathan Taylor (16006164),Texans  (16006822),49600.0,103.32642857142856,134.33928571428572,173.4442857142857,1530,2011,5436,8977,2446
