,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
59,Maxx Williams,ARI,1.9,0.8,1.1,18.2,8.0,10.9,0.1,0.0,0.1,0.0,0.0,0.0,1.9,1.1,1.6,16,TE
60,Kahale Warring,HOU,1.7,0.6,1.0,19.2,7.3,10.9,0.1,0.0,0.1,0.0,0.0,0.0,1.6,1.2,1.5,16,TE
61,Kaden Smith,NYG,1.9,1.2,1.4,14.4,10.0,11.8,0.1,0.0,0.1,0.0,0.0,0.0,1.9,1.2,1.5,16,TE
62,Vance McDonald,PIT,2.1,0.8,1.4,17.5,9.0,13.3,0.1,0.0,0.0,0.0,0.0,0.0,2.3,1.0,1.5,16,TE
63,Stephen Anderson,LAC,1.6,0.1,1.0,19.4,1.0,11.6,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.1,1.4,16,TE
64,Geoff Swaim,TEN,1.7,1.7,1.7,14.3,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,16,TE
65,Jason Witten,LV,1.9,0.7,1.1,17.0,6.4,10.5,0.1,0.0,0.1,0.0,0.0,0.0,1.2,1.2,1.4,16,TE
66,Pharaoh Brown,HOU,1.3,0.4,1.0,14.7,5.0,11.3,0.1,0.0,0.1,0.0,0.0,0.0,2.1,0.8,1.4,16,TE
67,Lee Smith,BUF,1.8,0.6,1.0,12.8,5.0,8.1,0.2,0.0,0.1,0.0,0.0,0.0,1.8,1.0,1.4,16,TE
68,Devin Asiasi,NE,1.6,0.4,1.1,17.3,5.0,11.1,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.6,1.3,16,TE
69,Caleb Wilson,PHI,0.7,0.7,0.7,6.7,6.7,6.7,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,16,TE
70,Josh Hill,NO,1.7,0.1,1.0,14.2,1.0,8.8,0.2,0.0,0.1,0.0,0.0,0.0,2.6,0.2,1.3,16,TE
71,Farrod Green,IND,0.6,0.6,0.6,6.4,6.4,6.4,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,16,TE
72,Noah Togiai,IND,0.6,0.6,0.6,6.4,6.4,6.4,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,16,TE
73,Evan Baylis,ARI,0.7,0.7,0.7,5.9,5.9,5.9,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,16,TE
74,Ryan Griffin,NYJ,1.3,0.4,1.0,12.9,4.0,9.8,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.5,1.2,16,TE
75,Hunter Bryant,DET,1.1,0.5,0.8,12.6,6.0,9.2,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.8,1.1,16,TE
76,Luke Stocker,ATL,1.6,0.7,1.0,13.8,5.9,9.4,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.6,1.1,16,TE
77,Seth DeValve,ARI,0.7,0.6,0.6,7.8,6.9,7.3,0.1,0.0,0.1,0.0,0.0,0.0,1.4,1.4,1.0,16,TE
78,Darrell Daniels,ARI,1.2,0.3,0.8,13.4,3.0,8.1,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.4,1.0,16,TE
79,Blake Bell,DAL,1.3,0.6,0.9,13.3,6.0,8.7,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.9,16,TE
80,Jaeden Graham,ATL,1.2,0.3,0.7,12.9,5.0,8.5,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.7,0.9,16,TE
81,Nick Keizer,KC,1.2,0.4,0.8,12.9,5.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,16,TE
82,Jordan Thomas,NE,0.5,0.1,0.3,4.2,1.0,2.6,0.2,0.0,0.1,0.0,0.0,0.0,1.6,1.6,0.9,16,TE
83,Stephen Carlson,CLE,1.4,0.1,0.6,14.4,1.0,6.4,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.8,16,TE
84,Jeremy Sprinkle,WAS,1.2,0.3,0.7,10.8,2.0,6.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.8,16,TE
85,Demetrius Harris,CHI,0.9,0.3,0.6,7.2,2.9,5.1,0.1,0.0,0.1,0.0,0.0,0.0,1.3,1.3,0.8,16,TE
86,Colby Parkinson,SEA,0.7,0.4,0.6,8.0,4.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.8,16,TE
87,Eric Tomlinson,BAL,1.2,0.3,0.7,13.1,2.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,16,TE
88,Jason Croom,PHI,0.7,0.2,0.5,6.8,2.6,4.7,0.1,0.0,0.1,0.0,0.0,0.0,1.3,1.3,0.8,16,TE
89,Jakob Johnson,NE,0.3,0.3,0.3,1.5,1.5,1.5,0.1,0.1,0.1,0.0,0.0,0.0,0.8,0.8,0.8,16,TE
90,Derek Carrier,LV,0.8,0.3,0.6,6.7,3.0,5.4,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.5,0.7,16,TE
91,Eric Saubert,JAC,1.0,0.5,0.7,10.7,3.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,16,TE
92,Levine Toilolo,NYG,0.9,0.4,0.6,11.5,4.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.7,16,TE
93,Colin Thompson,CAR,0.7,0.1,0.5,8.2,1.0,5.2,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.7,16,TE
94,Cethan Carter,CIN,1.1,0.2,0.7,12.2,2.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,16,TE
95,Chris Manhertz,CAR,1.1,0.3,0.7,12.4,2.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.7,16,TE
96,Brycen Hopkins,LAR,0.7,0.0,0.4,7.4,0.0,3.7,0.1,0.0,0.1,0.0,0.0,0.0,1.3,0.0,0.7,16,TE
97,Daniel Helm,SF,0.7,0.5,0.6,7.0,5.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,16,TE
98,Deon Yelder,KC,1.1,0.2,0.5,12.3,3.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.6,16,TE
99,Zach Gentry,PIT,0.8,0.8,0.8,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,16,TE
100,JP Holtz,CHI,0.8,0.3,0.5,8.5,3.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,16,TE
101,Tanner Hudson,TB,0.9,0.1,0.5,9.6,1.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,16,TE
102,Andrew Beck,DEN,0.4,0.0,0.2,4.6,0.0,2.6,0.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.5,16,TE
103,Johnny Mundt,LAR,0.7,0.1,0.4,8.2,1.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,16,TE
104,Charlie Woerner,SF,0.6,0.2,0.4,6.9,2.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,16,TE
105,Trevon Wesco,NYJ,0.8,0.1,0.4,8.4,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.4,16,TE
106,Mason Schreck,CIN,0.6,0.0,0.3,7.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,16,TE
107,Marcus Baugh,WAS,0.5,0.1,0.3,5.6,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,16,TE
108,Daniel Brown,NYJ,0.7,0.0,0.3,6.1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,16,TE
109,Dominique Dafney,GB,0.5,0.0,0.2,5.4,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16,TE
110,Sean McKeon,DAL,0.5,0.0,0.2,5.1,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16,TE
111,Brandon Dillon,MIN,0.2,0.2,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16,TE
112,Ross Travis,NYJ,0.2,0.2,0.2,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16,TE
113,Reggie Gilliam,BUF,0.1,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,16,TE
