,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Alvin Kamara,NO,16.0,10.6,13.6,74.0,55.1,64.6,1.0,0.4,0.7,7.8,4.4,6.2,71.0,39.6,53.8,0.5,0.0,0.3,0.0,0.2,0.1,19.0,14.9,17.2,16,RB
1,Derrick Henry,TEN,23.0,17.8,21.0,125.0,88.0,104.9,1.1,0.4,0.9,2.0,1.2,1.6,15.2,8.6,12.0,0.1,0.0,0.1,0.1,0.2,0.1,19.8,13.3,17.0,16,RB
2,Dalvin Cook,MIN,22.6,15.8,19.5,99.6,68.0,89.1,1.0,0.2,0.7,4.0,3.1,3.5,31.2,26.0,28.9,0.2,0.0,0.1,0.1,0.2,0.2,18.0,11.7,16.2,16,RB
3,Aaron Jones,GB,18.0,13.6,16.1,85.8,68.2,79.3,1.0,0.6,0.8,4.0,3.3,3.7,30.4,23.3,27.5,0.3,0.0,0.2,0.0,0.2,0.1,18.1,14.1,16.1,16,RB
4,David Montgomery,CHI,21.0,15.5,18.1,85.0,66.6,78.2,1.0,0.6,0.7,3.0,2.6,2.8,27.0,20.1,24.5,0.2,0.0,0.1,0.1,0.2,0.1,17.2,14.0,15.2,16,RB
5,Austin Ekeler,LAC,16.0,8.1,12.4,71.0,48.4,59.3,1.0,0.2,0.4,6.3,4.6,5.3,53.5,42.9,47.3,0.5,0.0,0.2,0.1,0.2,0.1,17.3,11.7,14.4,16,RB
6,Nick Chubb,CLE,22.0,14.6,17.9,105.0,70.7,87.1,1.0,0.5,0.7,2.2,1.0,1.3,14.5,6.0,10.5,0.1,0.0,0.1,0.1,0.2,0.1,17.1,11.9,14.2,16,RB
7,Jonathan Taylor,IND,17.8,15.0,16.6,80.0,63.1,71.5,1.0,0.4,0.6,4.5,1.9,3.0,38.0,16.6,24.0,0.3,0.0,0.1,0.1,0.2,0.1,16.0,11.1,13.6,16,RB
8,Leonard Fournette,TB,20.2,12.7,16.9,83.0,46.7,66.7,1.0,0.4,0.7,3.9,2.0,2.9,29.6,17.1,21.8,0.2,0.0,0.1,0.0,0.2,0.1,16.6,10.6,13.5,16,RB
9,Miles Sanders,PHI,17.6,11.5,14.5,89.2,59.1,71.3,1.0,0.4,0.6,2.8,2.0,2.3,30.6,18.1,21.5,0.2,0.0,0.1,0.1,0.2,0.1,16.3,10.6,13.1,16,RB
10,David Johnson,HOU,19.0,12.2,14.3,74.0,48.0,56.1,1.0,0.3,0.5,5.0,2.7,3.6,39.3,29.3,34.8,0.3,0.0,0.2,0.0,0.2,0.1,16.9,12.2,12.9,16,RB
11,Melvin Gordon,DEN,19.0,11.6,14.8,76.3,49.0,65.2,1.0,0.4,0.6,3.5,2.0,2.5,24.3,14.0,17.9,0.1,0.0,0.1,0.1,0.2,0.2,15.6,9.5,12.0,16,RB
12,Josh Jacobs,LV,19.9,15.9,17.6,89.2,59.1,72.5,0.7,0.0,0.5,3.0,2.1,2.4,21.2,17.5,19.2,0.1,0.0,0.0,0.1,0.2,0.1,13.8,9.3,12.0,16,RB
13,D'Andre Swift,DET,14.0,8.5,11.5,63.0,27.6,47.6,0.8,0.0,0.4,5.4,3.1,3.9,45.0,23.8,32.2,0.4,0.0,0.2,0.1,0.1,0.1,13.2,9.1,11.4,16,RB
14,Chris Carson,SEA,15.6,12.6,13.8,73.0,51.0,59.8,1.0,0.3,0.5,3.6,2.4,2.9,24.9,16.7,20.1,0.2,0.0,0.1,0.1,0.2,0.1,14.1,10.0,11.4,16,RB
15,Mike Davis,CAR,15.0,11.6,13.5,64.0,42.0,55.1,1.0,0.3,0.5,4.2,3.0,3.6,27.3,20.0,23.8,0.1,0.0,0.1,0.1,0.2,0.1,15.0,8.7,11.1,16,RB
16,JK Dobbins,BAL,15.4,7.2,12.4,66.9,54.0,61.5,1.0,0.3,0.6,2.0,1.0,1.5,12.9,7.4,9.9,0.1,0.0,0.0,0.0,0.1,0.1,13.4,8.5,11.0,16,RB
17,Darrell Henderson,LAR,16.0,10.3,13.7,68.0,50.4,58.1,1.0,0.2,0.5,3.0,0.8,1.7,22.0,8.1,14.3,0.1,0.0,0.1,0.0,0.1,0.0,14.7,8.3,10.6,16,RB
18,Le'Veon Bell,KC,16.2,11.0,14.0,64.6,41.1,53.6,1.0,0.2,0.4,4.4,2.2,3.0,31.0,18.0,22.7,0.2,0.0,0.1,0.0,0.1,0.1,13.6,8.9,10.5,16,RB
19,Jeff Wilson,SF,17.0,10.5,12.7,73.0,45.5,55.0,1.0,0.3,0.6,2.7,0.6,1.7,16.7,6.4,12.8,0.1,0.0,0.1,0.1,0.3,0.2,14.6,8.5,10.2,16,RB
20,Kenyan Drake,ARI,17.0,11.9,14.2,67.0,54.3,60.4,0.8,0.0,0.4,3.0,1.1,1.7,23.0,7.2,12.6,0.1,0.0,0.1,0.1,0.1,0.1,12.8,7.9,10.0,16,RB
21,Tony Pollard,DAL,17.8,7.4,10.8,85.0,31.1,46.7,1.0,0.2,0.5,5.5,1.6,2.7,43.0,12.3,19.8,0.2,0.0,0.1,0.0,0.2,0.1,17.2,6.4,9.9,16,RB
22,James Robinson,JAC,19.0,7.5,12.3,72.5,30.3,53.5,1.0,0.0,0.4,3.5,1.5,2.5,26.3,9.7,17.6,0.1,0.0,0.1,0.0,0.1,0.1,15.4,6.6,9.7,16,RB
23,Myles Gaskin,MIA,16.8,9.0,12.2,74.0,35.0,53.2,0.6,0.0,0.3,3.4,2.7,3.0,28.3,15.0,23.3,0.2,0.0,0.1,0.1,0.2,0.2,14.0,5.0,9.6,16,RB
24,Giovani Bernard,CIN,16.0,9.1,13.1,63.0,36.4,52.1,0.4,0.0,0.3,4.0,1.7,2.9,34.7,12.0,21.6,0.2,0.0,0.1,0.1,0.1,0.1,10.9,7.9,9.6,16,RB
25,Ezekiel Elliott,DAL,17.0,10.4,14.1,64.5,39.1,55.5,0.6,0.0,0.3,3.1,2.0,2.5,23.2,14.4,18.6,0.1,0.0,0.1,0.1,0.2,0.1,11.8,6.9,9.3,16,RB
26,JD McKissic,WAS,14.0,4.4,8.9,55.0,21.5,35.9,0.4,0.0,0.2,7.0,3.9,4.9,50.0,28.2,36.8,0.3,0.0,0.2,0.0,0.1,0.1,13.3,6.9,9.1,16,RB
27,Wayne Gallman,NYG,15.0,9.4,11.4,62.0,41.0,50.6,1.0,0.2,0.4,3.2,1.0,1.8,16.8,6.0,11.1,0.1,0.0,0.0,0.1,0.1,0.1,12.8,6.2,8.7,16,RB
28,Kareem Hunt,CLE,12.0,7.6,9.6,58.0,32.0,42.2,0.3,0.0,0.2,4.0,1.7,2.6,26.0,15.6,21.2,0.2,0.0,0.2,0.0,0.1,0.1,9.0,7.4,8.6,16,RB
29,James Conner,PIT,15.4,10.4,13.1,66.8,42.8,52.0,0.4,0.0,0.3,4.3,1.8,2.3,18.1,12.5,15.3,0.1,0.0,0.0,0.1,0.2,0.1,10.9,7.6,8.5,16,RB
30,Sony Michel,NE,16.0,7.4,11.8,64.0,31.6,48.2,1.0,0.1,0.4,1.4,0.0,0.7,11.0,0.0,5.5,0.0,0.0,0.0,0.0,0.1,0.1,12.4,5.4,7.4,16,RB
31,Chase Edmonds,ARI,7.9,6.0,6.9,40.7,23.0,30.7,0.3,0.0,0.2,3.7,2.0,3.1,29.0,15.0,23.9,0.3,0.0,0.2,0.0,0.1,0.1,8.2,4.3,7.4,16,RB
32,Devin Singletary,BUF,10.6,6.9,8.7,56.9,32.0,42.6,0.4,0.0,0.2,3.0,2.0,2.3,20.1,13.0,16.3,0.1,0.0,0.1,0.0,0.1,0.1,9.6,4.6,7.1,16,RB
33,Zack Moss,BUF,15.0,9.8,10.9,65.0,38.0,46.7,0.4,0.0,0.3,2.3,0.0,0.9,9.2,0.0,5.6,0.2,0.0,0.1,0.0,0.1,0.0,7.6,5.8,7.0,16,RB
