,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
20,Chargers,3.0,1.0,1.8,1.5,0.8,1.0,0.6,0.4,0.5,0.7,0.5,0.6,0.2,0.1,0.2,0.0,0.0,0.0,23.0,18.0,21.0,324.0,328.4,326.9,7.2,5.0,5.8,16,DST
21,Jaguars,3.0,2.0,2.3,0.9,0.7,0.8,0.6,0.4,0.5,0.8,0.6,0.7,0.2,0.1,0.1,0.1,0.0,0.1,27.3,22.0,25.0,350.4,369.0,356.8,6.0,5.1,5.8,16,DST
22,Colts,2.7,0.8,1.8,0.9,0.7,0.9,0.9,0.5,0.6,1.2,0.9,1.0,0.2,0.0,0.1,0.1,0.0,0.1,24.9,20.4,21.9,289.0,377.5,345.7,6.7,5.3,5.8,16,DST
23,Giants,2.8,2.0,2.3,0.8,0.6,0.7,0.8,0.4,0.6,1.1,0.6,0.9,0.2,0.0,0.1,0.1,0.0,0.0,27.3,23.3,25.7,340.3,349.1,343.4,6.4,5.2,5.7,16,DST
24,Patriots,2.3,1.9,2.1,0.9,0.7,0.8,0.8,0.3,0.5,1.2,0.5,0.8,0.2,0.0,0.1,0.1,0.0,0.0,27.2,19.9,24.5,372.0,397.0,385.3,6.5,5.5,5.6,16,DST
25,Raiders,2.7,1.8,2.3,1.0,0.4,0.7,0.7,0.4,0.5,1.0,0.7,0.8,0.2,0.0,0.1,0.1,0.0,0.0,27.4,21.1,24.7,348.5,361.0,353.1,6.6,5.3,5.6,16,DST
26,Packers,3.2,2.0,2.4,1.1,0.6,0.7,0.7,0.4,0.5,0.8,0.5,0.7,0.2,0.0,0.1,0.0,0.0,0.0,27.7,20.0,24.7,372.0,390.4,380.8,6.9,5.1,5.6,16,DST
27,Jets,3.0,1.3,2.0,0.9,0.5,0.8,0.7,0.3,0.5,0.9,0.5,0.7,0.2,0.0,0.1,0.1,0.0,0.0,29.3,22.5,26.4,362.0,379.3,369.1,6.1,4.3,5.4,16,DST
28,Vikings,3.0,1.1,1.8,0.8,0.5,0.6,0.8,0.4,0.5,1.1,0.5,0.8,0.2,0.0,0.1,0.0,0.0,0.0,30.3,20.9,27.0,360.0,376.9,370.2,5.9,3.8,4.9,16,DST
29,Lions,2.7,1.2,1.8,0.8,0.5,0.6,0.6,0.4,0.5,0.8,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,33.5,23.8,29.1,362.3,409.0,385.9,5.8,2.5,4.8,16,DST
30,Falcons,2.5,1.3,1.9,0.9,0.5,0.6,0.8,0.3,0.5,1.1,0.6,0.9,0.2,0.0,0.1,0.0,0.0,0.0,32.3,24.4,29.0,401.9,426.0,414.4,5.7,3.1,4.8,16,DST
31,Titans,2.5,1.1,1.8,0.7,0.4,0.5,0.6,0.3,0.5,0.9,0.4,0.7,0.2,0.0,0.1,0.0,0.0,0.0,30.9,22.8,26.9,381.5,392.8,385.4,5.7,3.0,4.5,16,DST
