Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107),15.99,16.504999999999995,19.797,22.29,15.080000000000002,18.382,20.39,16.08,19.182000000000002,21.09,345.3498939715239,287.9224124867404,255.72005383580083,10,4,1,1,1,5
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105),18.88,15.009999999999998,20.400000000000006,26.579999999999995,12.96,17.000000000000004,22.679999999999996,14.06,17.900000000000006,23.479999999999997,393.0712858094604,289.2156862745097,221.97140707298726,6,4,2,1,1,5
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106),18.92,15.83,20.024000000000004,26.04,13.48,16.644000000000002,22.340000000000003,14.680000000000001,17.544000000000004,22.94,366.3929248262792,289.65241709948054,222.7342549923195,9,4,3,1,1,5
Patrick Mahomes,KC,QB,8500.0,Patrick Mahomes (16006097),27.8,23.862,28.926,33.36,19.862,25.326,30.360000000000003,20.561999999999998,25.826,30.360000000000003,356.2149023552091,293.85328078545257,254.79616306954438,1,1,4,1,1,2
Baker Mayfield,CLE,QB,6100.0,Baker Mayfield (16006104),17.17,16.423000000000002,20.077999999999996,23.689999999999998,15.187999999999999,18.418000000000003,21.84,16.188000000000002,19.118000000000002,21.84,371.4303111489983,303.8151210279909,257.4926129168426,8,4,5,2,2,6
Deshaun Watson,HOU,QB,7600.0,Deshaun Watson (16006099),24.91,18.983999999999995,25.004000000000005,30.299999999999997,17.503999999999998,22.224000000000004,26.7,18.503999999999998,22.924000000000003,27.2,400.33712600084294,303.95136778115494,250.82508250825086,2,2,6,2,2,4
Jalen Hurts,PHI,QB,7000.0,Jalen Hurts (16006102),6.88,15.537999999999998,23.006,31.832,14.137999999999998,22.106,30.392,15.137999999999998,22.706,30.392,450.5084309434934,304.26845170825004,219.90449861774314,3,3,7,2,2,5
Andy Dalton,DAL,QB,5500.0,Andy Dalton (16006109),11.64,13.677999999999999,17.978,25.2,12.378,16.268,22.1,13.378,16.968000000000004,22.1,402.10557098991086,305.9294693514295,218.25396825396825,12,5,8,2,2,7
Drew Lock,DEN,QB,5000.0,Drew Lock (16006118),14.73,11.469999999999999,15.437999999999999,19.43,9.67,14.237999999999998,18.18,11.17,15.237999999999998,18.98,435.9197907585005,323.87614976033166,257.3340195573855,15,6,9,3,3,9
Justin Herbert,LAC,QB,7400.0,Justin Herbert (16006100),24.24,17.857,22.694999999999997,27.457000000000008,15.191999999999998,19.72,23.892000000000003,16.191999999999997,20.52,24.592000000000006,414.40331522652184,326.0630094734523,269.5123283679935,4,3,10,3,3,6
Teddy Bridgewater,CAR,QB,5300.0,Teddy Bridgewater (16006112),19.07,13.370000000000001,16.189999999999998,19.641999999999996,12.17,15.09,18.252000000000002,13.17,15.89,18.852,396.4098728496634,327.3625694873379,269.8299562162713,13,6,11,3,3,9
Mike Glennon,JAC,QB,4800.0,Mike Glennon (16006124),11.83,12.45,14.616,18.915,11.049999999999999,13.415999999999999,16.490000000000002,12.049999999999999,14.316,17.290000000000003,385.5421686746988,328.4072249589491,253.76685170499604,16,6,12,3,3,9
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103),18.91,14.139999999999999,18.880999999999997,24.044000000000004,12.84,16.086,20.344000000000005,13.84,16.986,21.044000000000004,452.61669024045267,338.965097187649,266.1786724338712,11,5,13,3,3,8
Lamar Jackson,BAL,QB,8000.0,Lamar Jackson (16006098),23.4,16.37,22.456,27.59,15.270000000000001,21.756,27.490000000000002,16.07,22.256,27.490000000000002,488.69883934025654,356.2522265764161,289.96013048205873,5,3,14,4,3,7
Sam Darnold,NYJ,QB,5000.0,Sam Darnold (16006117),11.71,11.280000000000001,13.980000000000002,16.83,9.879999999999999,12.780000000000001,15.830000000000002,11.08,13.780000000000001,16.63,443.2624113475177,357.65379113018594,297.08853238265004,17,6,15,4,4,10
Russell Wilson,SEA,QB,7300.0,Russell Wilson (16006101),25.27,15.86,20.155,23.834999999999997,14.760000000000002,19.030000000000005,22.66,15.56,19.630000000000003,22.66,460.27742749054227,362.1930042173158,306.2722886511433,7,4,16,4,4,8
Philip Rivers,IND,QB,5600.0,Philip Rivers (16006108),16.91,12.020000000000001,15.450999999999999,18.799999999999997,10.72,13.856,16.5,11.82,14.756,17.3,465.8901830282861,362.4360882790758,297.87234042553195,14,6,17,4,4,10
Daniel Jones,NYG,QB,5000.0,Daniel Jones (16006119),13.73,4.056000000000001,13.389999999999999,17.64,2.556000000000001,12.29,16.84,3.556000000000001,13.09,17.44,1232.7416173570016,373.4129947722181,283.4467120181406,18,6,18,5,5,11
Brandon Allen,CIN,QB,4800.0,Brandon Allen (16006122),10.48,7.067999999999999,12.426,16.016,5.467999999999999,11.426,15.246,6.667999999999999,12.225999999999999,15.646,679.1171477079797,386.286817962337,299.70029970029975,19,7,19,6,6,13
Dwayne Haskins,WAS,QB,5200.0,Dwayne Haskins Jr. (16006115),13.0,-0.10799999999999982,10.896000000000003,17.68,-1.5079999999999998,9.996,16.980000000000004,-0.5079999999999998,10.696000000000002,17.080000000000002,-48148.148148148226,477.2393538913362,294.11764705882354,20,7,20,7,7,14
