,Unnamed: 0,Position,Name + ID,Player,ID,Roster Position,Salary,Game Info,Team,AvgPointsPerGame
39,39,RB,Clyde Edwards-Helaire (16006188),Clyde Edwards-Helaire,16006188.0,RB/FLEX,6000.0,ATL@KC 12/27/2020 01:00PM ET,KC,14.0
40,40,WR,Chase Claypool (16006380),Chase Claypool,16006380.0,WR/FLEX,5900.0,IND@PIT 12/27/2020 01:00PM ET,PIT,13.46
41,41,RB,Kareem Hunt (16006190),Kareem Hunt,16006190.0,RB/FLEX,5900.0,CLE@NYJ 12/27/2020 01:00PM ET,CLE,14.44
42,42,QB,Jared Goff (16006105),Jared Goff,16006105.0,QB,5900.0,LAR@SEA 12/27/2020 04:25PM ET,LAR,18.88
43,43,WR,DJ Moore (16006382),DJ Moore,16006382.0,WR/FLEX,5800.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,15.13
44,44,RB,James Conner (16006192),James Conner,16006192.0,RB/FLEX,5800.0,IND@PIT 12/27/2020 01:00PM ET,PIT,13.16
45,45,QB,Matt Ryan (16006106),Matt Ryan,16006106.0,QB,5800.0,ATL@KC 12/27/2020 01:00PM ET,ATL,18.92
46,46,RB,Le'Veon Bell (16006194),Le'Veon Bell,16006194.0,RB/FLEX,5800.0,ATL@KC 12/27/2020 01:00PM ET,KC,6.97
47,47,RB,Wayne Gallman Jr. (16006196),Wayne Gallman,16006196.0,RB/FLEX,5700.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,10.48
48,48,WR,Marquise Brown (16006386),Marquise Brown,16006386.0,WR/FLEX,5700.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,10.89
49,49,TE,Mark Andrews (16006638),Mark Andrews,16006638.0,TE/FLEX,5700.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,12.48
50,50,QB,Mitchell Trubisky (16006107),Mitchell Trubisky,16006107.0,QB,5700.0,CHI@JAX 12/27/2020 01:00PM ET,CHI,15.99
51,51,WR,Amari Cooper (16006384),Amari Cooper,16006384.0,WR/FLEX,5700.0,PHI@DAL 12/27/2020 04:25PM ET,DAL,15.69
52,52,QB,Philip Rivers (16006108),Philip Rivers,16006108.0,QB,5600.0,IND@PIT 12/27/2020 01:00PM ET,IND,16.91
53,53,RB,Melvin Gordon III (16006198),Melvin Gordon,16006198.0,RB/FLEX,5600.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,13.81
54,54,WR,Robby Anderson (16006388),Robby Anderson,16006388.0,WR/FLEX,5500.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,15.01
55,55,WR,T.Y. Hilton (16006390),TY Hilton,16006390.0,WR/FLEX,5500.0,IND@PIT 12/27/2020 01:00PM ET,IND,11.12
56,56,RB,Joe Mixon (16006200),Joe Mixon,16006200.0,RB/FLEX,5500.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,17.27
57,57,QB,Andy Dalton (16006109),Andy Dalton,16006109.0,QB,5500.0,PHI@DAL 12/27/2020 04:25PM ET,DAL,11.64
58,58,WR,Keke Coutee (16006392),Keke Coutee,16006392.0,WR/FLEX,5400.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,11.27
59,59,QB,Carson Wentz (16006110),Carson Wentz,16006110.0,QB,5400.0,PHI@DAL 12/27/2020 04:25PM ET,PHI,18.37
60,60,QB,Teddy Bridgewater (16006112),Teddy Bridgewater,16006112.0,QB,5300.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,19.07
61,61,RB,Benny Snell Jr. (16006204),Benny Snell,16006204.0,RB/FLEX,5300.0,IND@PIT 12/27/2020 01:00PM ET,PIT,5.99
62,62,QB,Tyrod Taylor (16006111),Tyrod Taylor,16006111.0,QB,5300.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,4.51
63,63,RB,Carlos Hyde (16006202),Carlos Hyde,16006202.0,RB/FLEX,5300.0,LAR@SEA 12/27/2020 04:25PM ET,SEA,9.03
64,64,WR,CeeDee Lamb (16006394),CeeDee Lamb,16006394.0,WR/FLEX,5300.0,PHI@DAL 12/27/2020 04:25PM ET,DAL,13.69
65,65,QB,Alex Smith (16006114),Alex Smith,16006114.0,QB,5200.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,10.44
66,66,QB,Dwayne Haskins Jr. (16006115),Dwayne Haskins,16006115.0,QB,5200.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,13.0
67,67,QB,Gardner Minshew II (16006113),Gardner Minshew,16006113.0,QB,5200.0,CHI@JAX 12/27/2020 01:00PM ET,JAC,19.85
68,68,WR,Russell Gage (16006396),Russell Gage,16006396.0,WR/FLEX,5100.0,ATL@KC 12/27/2020 01:00PM ET,ATL,10.9
69,69,QB,Nick Foles (16006116),Nick Foles,16006116.0,QB,5100.0,CHI@JAX 12/27/2020 01:00PM ET,CHI,14.42
70,70,RB,Nyheim Hines (16006206),Nyheim Hines,16006206.0,RB/FLEX,5000.0,IND@PIT 12/27/2020 01:00PM ET,IND,12.15
71,71,WR,Sammy Watkins (16006398),Sammy Watkins,16006398.0,WR/FLEX,5000.0,ATL@KC 12/27/2020 01:00PM ET,KC,9.67
72,72,QB,Drew Lock (16006118),Drew Lock,16006118.0,QB,5000.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,14.73
73,73,QB,Sam Darnold (16006117),Sam Darnold,16006117.0,QB,5000.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,11.71
74,74,QB,Daniel Jones (16006119),Daniel Jones,16006119.0,QB,5000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,13.73
75,75,QB,Colt McCoy (16006120),Colt McCoy,16006120.0,QB,5000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,5.05
76,76,RB,Duke Johnson (16006208),Duke Johnson,16006208.0,RB/FLEX,5000.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,7.86
77,77,WR,Curtis Samuel (16006402),Curtis Samuel,16006402.0,WR/FLEX,4900.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,13.48
78,78,TE,Logan Thomas (16006640),Logan Thomas,16006640.0,TE/FLEX,4900.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,10.97
79,79,QB,Joe Flacco (16006121),Joe Flacco,16006121.0,QB,4900.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,11.55
80,80,WR,Tyler Boyd (16006400),Tyler Boyd,16006400.0,WR/FLEX,4900.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,14.03
81,81,RB,Boston Scott (16006210),Boston Scott,16006210.0,RB/FLEX,4900.0,PHI@DAL 12/27/2020 04:25PM ET,PHI,6.0
82,82,QB,Brett Rypien (16006126),Brett Rypien,16006126.0,QB,4800.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,7.65
83,83,TE,Noah Fant (16006642),Noah Fant,16006642.0,TE/FLEX,4800.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,10.67
84,84,QB,Case Keenum (16006125),Case Keenum,16006125.0,QB,4800.0,CLE@NYJ 12/27/2020 01:00PM ET,CLE,1.84
85,85,WR,Rashard Higgins (16006406),Rashard Higgins,16006406.0,WR/FLEX,4800.0,CLE@NYJ 12/27/2020 01:00PM ET,CLE,10.58
86,86,QB,Brandon Allen (16006122),Brandon Allen,16006122.0,QB,4800.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,10.48
87,87,QB,Ryan Finley (16006127),Ryan Finley,16006127.0,QB,4800.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,4.23
88,88,RB,Giovani Bernard (16006212),Giovani Bernard,16006212.0,RB/FLEX,4800.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,9.88
89,89,QB,Mike Glennon (16006124),Mike Glennon,16006124.0,QB,4800.0,CHI@JAX 12/27/2020 01:00PM ET,JAC,11.83
90,90,WR,DJ Chark Jr. (16006404),DJ Chark,16006404.0,WR/FLEX,4800.0,CHI@JAX 12/27/2020 01:00PM ET,JAC,11.7
91,91,QB,Ben DiNucci (16006123),Ben DiNucci,16006123.0,QB,4800.0,PHI@DAL 12/27/2020 04:25PM ET,DAL,4.48
92,92,RB,Todd Gurley II (16006214),Todd Gurley,16006214.0,RB/FLEX,4700.0,ATL@KC 12/27/2020 01:00PM ET,ATL,11.82
93,93,TE,Hunter Henry (16006644),Hunter Henry,16006644.0,TE/FLEX,4700.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,10.38
94,94,WR,Tee Higgins (16006408),Tee Higgins,16006408.0,WR/FLEX,4700.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,13.82
95,95,QB,Garrett Gilbert (16006128),Garrett Gilbert,16006128.0,QB,4700.0,PHI@DAL 12/27/2020 04:25PM ET,DAL,15.52
96,96,WR,Jalen Reagor (16006416),Jalen Reagor,16006416.0,WR/FLEX,4600.0,PHI@DAL 12/27/2020 04:25PM ET,PHI,8.74
97,97,QB,P.J. Walker (16006130),PJ Walker,16006130.0,QB,4500.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,4.24
98,98,WR,Mike Williams (16006414),Mike Williams,16006414.0,WR/FLEX,4500.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,10.38
99,99,RB,Ty Johnson (16006216),Ty Johnson,16006216.0,RB/FLEX,4500.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,5.62
100,100,WR,Jamison Crowder (16006412),Jamison Crowder,16006412.0,WR/FLEX,4500.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,14.46
101,101,RB,Devonta Freeman (16006218),Devonta Freeman,16006218.0,RB/FLEX,4500.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,7.2
102,102,WR,Sterling Shepard (16006410),Sterling Shepard,16006410.0,WR/FLEX,4500.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,10.62
103,103,QB,John Wolford (16006129),John Wolford,16006129.0,QB,4500.0,LAR@SEA 12/27/2020 04:25PM ET,LAR,0.0
104,104,RB,Darrell Henderson Jr. (16006220),Darrell Henderson,16006220.0,RB/FLEX,4500.0,LAR@SEA 12/27/2020 04:25PM ET,LAR,9.08
105,105,RB,Peyton Barber (16006224),Peyton Barber,16006224.0,RB/FLEX,4400.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,4.42
106,106,QB,Chad Henne (16006132),Chad Henne,16006132.0,QB,4400.0,ATL@KC 12/27/2020 01:00PM ET,KC,3.5
107,107,QB,Jeff Driskel (16006131),Jeff Driskel,16006131.0,QB,4400.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,10.69
108,108,RB,Gus Edwards (16006222),Gus Edwards,16006222.0,RB/FLEX,4400.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,7.86
109,109,WR,Chad Hansen (16006418),Chad Hansen,16006418.0,WR/FLEX,4400.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,14.73
110,110,QB,Will Grier (16006134),Will Grier,16006134.0,QB,4300.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,0.0
111,111,QB,Jake Luton (16006133),Jake Luton,16006133.0,QB,4300.0,CHI@JAX 12/27/2020 01:00PM ET,JAC,12.42
112,112,WR,Michael Pittman Jr. (16006420),Michael Pittman,16006420.0,WR/FLEX,4200.0,IND@PIT 12/27/2020 01:00PM ET,IND,8.19
113,113,TE,Eric Ebron (16006646),Eric Ebron,16006646.0,TE/FLEX,4200.0,IND@PIT 12/27/2020 01:00PM ET,PIT,9.08
114,114,QB,Matt Schaub (16006136),Matt Schaub,16006136.0,QB,4200.0,ATL@KC 12/27/2020 01:00PM ET,ATL,-0.4
115,115,RB,Darrel Williams (16006232),Darrel Williams,16006232.0,RB/FLEX,4200.0,ATL@KC 12/27/2020 01:00PM ET,KC,3.82
116,116,RB,Phillip Lindsay (16006228),Phillip Lindsay,16006228.0,RB/FLEX,4200.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,6.27
117,117,WR,Tim Patrick (16006422),Tim Patrick,16006422.0,WR/FLEX,4200.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,12.05
118,118,RB,Frank Gore (16006230),Frank Gore,16006230.0,RB/FLEX,4200.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,6.78
119,119,RB,Mark Ingram II (16006226),Mark Ingram,16006226.0,RB/FLEX,4200.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,5.44
120,120,QB,AJ McCarron (16006135),AJ McCarron,16006135.0,QB,4200.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,0.0
121,121,QB,Mason Rudolph (16006141),Mason Rudolph,16006141.0,QB,4100.0,IND@PIT 12/27/2020 01:00PM ET,PIT,-0.11
122,122,QB,Jacoby Brissett (16006142),Jacoby Brissett,16006142.0,QB,4100.0,IND@PIT 12/27/2020 01:00PM ET,IND,2.24
123,123,RB,Anthony McFarland Jr. (16006234),Anthony McFarland,16006234.0,RB/FLEX,4100.0,IND@PIT 12/27/2020 01:00PM ET,PIT,2.1
124,124,QB,Tyler Huntley (16006138),Tyler Huntley,16006138.0,QB,4100.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,2.08
125,125,QB,Robert Griffin III (16006139),Robert Griffin,16006139.0,QB,4100.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,1.4
126,126,QB,Trace McSorley (16006140),Trace McSorley,16006140.0,QB,4100.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,4.65
127,127,QB,Geno Smith (16006137),Geno Smith,16006137.0,QB,4100.0,LAR@SEA 12/27/2020 04:25PM ET,SEA,1.12
128,128,WR,Michael Gallup (16006424),Michael Gallup,16006424.0,WR/FLEX,4100.0,PHI@DAL 12/27/2020 04:25PM ET,DAL,9.81
129,129,QB,Steven Montez (16006153),Steven Montez,16006153.0,QB,4000.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,0.0
130,130,QB,Taylor Heinicke (16006154),Taylor Heinicke,16006154.0,QB,4000.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,0.0
131,131,QB,Kyle Allen (16006155),Kyle Allen,16006155.0,QB,4000.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,11.75
132,132,RB,Rodney Smith (16006338),Rodney Smith,16006338.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,3.86
133,133,RB,Trenton Cannon (16006340),Trenton Cannon,16006340.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,0.79
134,134,RB,Reggie Bonnafon (16006342),Reggie Bonnafon,16006342.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,8.35
135,135,RB,Alex Armah (16006344),Alex Armah,16006344.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,CAR,0.67
136,136,RB,Mike Warren (16006346),Mike Warren,16006346.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,0.0
137,137,RB,Lamar Miller (16006348),Lamar Miller,16006348.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,2.6
138,138,RB,Bryce Love (16006350),Bryce Love,16006350.0,RB/FLEX,4000.0,CAR@WAS 12/27/2020 04:05PM ET,WAS,0.0
139,139,QB,Josh Dobbs (16006151),Josh Dobbs,16006151.0,QB,4000.0,IND@PIT 12/27/2020 01:00PM ET,PIT,0.0
140,140,QB,Jacob Eason (16006152),Jacob Eason,16006152.0,QB,4000.0,IND@PIT 12/27/2020 01:00PM ET,IND,0.0
141,141,RB,Jaylen Samuels (16006328),Jaylen Samuels,16006328.0,RB/FLEX,4000.0,IND@PIT 12/27/2020 01:00PM ET,PIT,1.82
142,142,RB,Trey Edmunds (16006330),Trey Edmunds,16006330.0,RB/FLEX,4000.0,IND@PIT 12/27/2020 01:00PM ET,PIT,0.0
143,143,RB,Derek Watt (16006332),Derek Watt,16006332.0,RB/FLEX,4000.0,IND@PIT 12/27/2020 01:00PM ET,PIT,0.0
144,144,RB,Jordan Wilkins (16006334),Jordan Wilkins,16006334.0,RB/FLEX,4000.0,IND@PIT 12/27/2020 01:00PM ET,IND,5.11
145,145,RB,Marlon Mack (16006336),Marlon Mack,16006336.0,RB/FLEX,4000.0,IND@PIT 12/27/2020 01:00PM ET,IND,8.6
146,146,RB,Darwin Thompson (16006316),Darwin Thompson,16006316.0,RB/FLEX,4000.0,ATL@KC 12/27/2020 01:00PM ET,KC,1.05
147,147,RB,Anthony Sherman (16006318),Anthony Sherman,16006318.0,RB/FLEX,4000.0,ATL@KC 12/27/2020 01:00PM ET,KC,1.28
148,148,RB,Brian Hill (16006320),Brian Hill,16006320.0,RB/FLEX,4000.0,ATL@KC 12/27/2020 01:00PM ET,ATL,5.05
149,149,RB,Ito Smith (16006322),Ito Smith,16006322.0,RB/FLEX,4000.0,ATL@KC 12/27/2020 01:00PM ET,ATL,4.05
150,150,RB,Qadree Ollison (16006324),Qadree Ollison,16006324.0,RB/FLEX,4000.0,ATL@KC 12/27/2020 01:00PM ET,ATL,0.3
151,151,RB,Keith Smith (16006326),Keith Smith,16006326.0,RB/FLEX,4000.0,ATL@KC 12/27/2020 01:00PM ET,ATL,1.09
152,152,QB,Easton Stick (16006150),Easton Stick,16006150.0,QB,4000.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,-0.04
153,153,RB,Kalen Ballage (16006306),Kalen Ballage,16006306.0,RB/FLEX,4000.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,8.86
154,154,RB,Joshua Kelley (16006308),Joshua Kelley,16006308.0,RB/FLEX,4000.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,6.4
155,155,RB,Justin Jackson (16006310),Justin Jackson,16006310.0,RB/FLEX,4000.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,8.58
156,156,RB,Gabe Nabers (16006312),Gabe Nabers,16006312.0,RB/FLEX,4000.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,1.87
157,157,RB,Royce Freeman (16006314),Royce Freeman,16006314.0,RB/FLEX,4000.0,DEN@LAC 12/27/2020 04:05PM ET,DEN,3.29
158,158,WR,Tyron Johnson (16006428),Tyron Johnson,16006428.0,WR/FLEX,4000.0,DEN@LAC 12/27/2020 04:05PM ET,LAC,7.6
159,159,QB,James Morgan (16006149),James Morgan,16006149.0,QB,4000.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,0.0
160,160,RB,Josh Adams (16006298),Josh Adams,16006298.0,RB/FLEX,4000.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,3.78
161,161,RB,La'Mical Perine (16006300),La'Mical Perine,16006300.0,RB/FLEX,4000.0,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,5.23
162,162,RB,D'Ernest Johnson (16006302),D'Ernest Johnson,16006302.0,RB/FLEX,4000.0,CLE@NYJ 12/27/2020 01:00PM ET,CLE,1.75
163,163,RB,Andy Janovich (16006304),Andy Janovich,16006304.0,RB/FLEX,4000.0,CLE@NYJ 12/27/2020 01:00PM ET,CLE,0.62
164,164,QB,Clayton Thorson (16006147),Clayton Thorson,16006147.0,QB,4000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,0.0
165,165,QB,Joe Webb III (16006148),Joe Webb,16006148.0,QB,4000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,0.0
166,166,RB,Justice Hill (16006286),Justice Hill,16006286.0,RB/FLEX,4000.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,1.21
167,167,RB,Patrick Ricard (16006288),Patrick Ricard,16006288.0,RB/FLEX,4000.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,2.04
168,168,RB,Dion Lewis (16006290),Dion Lewis,16006290.0,RB/FLEX,4000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,4.07
169,169,RB,Alfred Morris (16006292),Alfred Morris,16006292.0,RB/FLEX,4000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,5.31
170,170,RB,Saquon Barkley (16006294),Saquon Barkley,16006294.0,RB/FLEX,4000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,7.7
171,171,RB,Elijhaa Penny (16006296),Elijhaa Penny,16006296.0,RB/FLEX,4000.0,NYG@BAL 12/27/2020 01:00PM ET,NYG,0.61
172,172,DST,Ravens  (16006812),Ravens,16006812.0,DST,4000.0,NYG@BAL 12/27/2020 01:00PM ET,BAL,8.57
173,173,QB,Joe Burrow (16006145),Joe Burrow,16006145.0,QB,4000.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,19.77
174,174,QB,Josh McCown (16006146),Josh McCown,16006146.0,QB,4000.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,0.0
175,175,RB,Samaje Perine (16006236),Samaje Perine,16006236.0,RB/FLEX,4000.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,2.82
176,176,RB,Trayveon Williams (16006276),Trayveon Williams,16006276.0,RB/FLEX,4000.0,CIN@HOU 12/27/2020 01:00PM ET,CIN,3.35
177,177,RB,Buddy Howell (16006278),Buddy Howell,16006278.0,RB/FLEX,4000.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,1.54
178,178,RB,C.J. Prosise (16006280),CJ Prosise,16006280.0,RB/FLEX,4000.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.74
179,179,RB,Scottie Phillips (16006282),Scottie Phillips,16006282.0,RB/FLEX,4000.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.6
180,180,RB,Dontrell Hilliard (16006284),Dontrell Hilliard,16006284.0,RB/FLEX,4000.0,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.0
181,181,RB,Dare Ogunbowale (16006260),Dare Ogunbowale,16006260.0,RB/FLEX,4000.0,CHI@JAX 12/27/2020 01:00PM ET,JAC,0.99
