,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.0,5.0,6.0,87.0,63.0,75.2,1.0,0.5,0.6,0.0,0.1,0.0,13.2,9.4,11.3,5,TE
1,George Kittle,SF,7.7,4.9,5.9,107.0,66.0,78.2,1.0,0.4,0.6,0.0,0.1,0.0,13.7,9.6,11.1,5,TE
2,Darren Waller,LV,8.5,5.5,6.6,99.0,58.4,75.3,1.0,0.1,0.4,0.0,0.1,0.1,13.6,8.1,9.9,5,TE
3,Mark Andrews,BAL,6.0,3.2,4.2,64.0,44.0,56.5,1.0,0.5,0.7,0.0,0.0,0.0,12.4,7.7,9.6,5,TE
4,Hunter Henry,LAC,6.4,4.2,5.0,91.0,52.1,62.6,1.0,0.3,0.5,0.0,0.1,0.1,12.0,7.4,9.2,5,TE
5,Jonnu Smith,TEN,5.2,3.5,4.4,57.7,42.7,51.4,1.0,0.1,0.5,0.0,0.0,0.0,11.6,7.3,7.9,5,TE
6,Evan Engram,NYG,6.0,4.4,4.9,66.0,43.4,51.2,0.5,0.0,0.3,0.0,0.0,0.0,7.1,5.5,6.8,5,TE
7,Tyler Higbee,LAR,5.2,2.8,4.2,62.3,31.7,47.3,0.4,0.0,0.2,0.0,0.0,0.0,8.8,4.7,6.2,5,TE
8,Hayden Hurst,ATL,4.3,3.1,3.9,52.2,36.9,44.3,0.4,0.0,0.3,0.0,0.0,0.0,7.1,4.1,5.9,5,TE
9,Mike Gesicki,MIA,4.8,3.0,3.9,52.9,32.3,43.5,0.4,0.0,0.2,0.0,0.0,0.0,7.2,4.1,5.6,5,TE
10,Dalton Schultz,DAL,5.2,3.0,3.6,57.5,34.5,42.2,0.5,0.0,0.2,0.0,0.2,0.1,7.7,4.1,5.6,5,TE
11,Eric Ebron,PIT,4.8,2.9,3.7,54.8,33.1,42.1,0.4,0.0,0.2,0.0,0.0,0.0,6.3,4.1,5.5,5,TE
12,Rob Gronkowski,TB,4.7,2.6,3.5,52.4,34.8,42.5,0.4,0.0,0.2,0.0,0.0,0.0,6.4,4.1,5.4,5,TE
13,Mo Alie-Cox,IND,4.0,1.1,2.4,46.0,12.5,33.0,1.0,0.0,0.3,0.0,0.0,0.0,10.6,1.9,5.2,5,TE
14,Jimmy Graham,CHI,4.5,3.0,3.6,52.3,32.1,39.4,0.3,0.0,0.2,0.0,0.0,0.0,5.9,3.4,5.1,5,TE
15,Greg Olsen,SEA,3.9,2.7,3.1,47.1,29.9,35.5,0.5,0.0,0.2,0.0,0.0,0.0,6.1,3.6,4.7,5,TE
16,Jared Cook,NO,3.6,1.0,2.3,47.9,14.0,31.7,0.4,0.0,0.2,0.0,0.0,0.0,7.0,1.4,4.4,5,TE
17,Chris Herndon,NYJ,4.4,2.0,3.3,44.0,21.0,34.4,0.3,0.0,0.1,0.0,0.2,0.1,5.8,2.1,4.2,5,TE
