,Player,Salary,Position
18,Christian McCaffrey,8600.0,RB
0,Dak Prescott,7400.0,QB
1,Cam Newton,6700.0,QB
20,Nick Chubb,6500.0,RB
19,Miles Sanders,6500.0,RB
21,Melvin Gordon,6400.0,RB
22,Joe Mixon,6300.0,RB
23,Raheem Mostert,6100.0,RB
48,Julian Edelman,5700.0,WR
103,Zach Ertz,5700.0,TE
2,Sam Darnold,5500.0,QB
49,Alshon Jeffery,5500.0,WR
50,Jerry Jeudy,5400.0,WR
104,Noah Fant,5400.0,TE
3,Drew Lock,5300.0,QB
24,Le'Veon Bell,5100.0,RB
5,Dwayne Haskins,5100.0,QB
4,Brett Rypien,5100.0,QB
25,Rex Burkhead,5000.0,RB
51,Sterling Shepard,5000.0,WR
26,James White,4900.0,RB
6,Jarrett Stidham,4900.0,QB
7,Brian Hoyer,4900.0,QB
8,Blake Bortles,4800.0,QB
52,John Brown,4800.0,WR
10,PJ Walker,4700.0,QB
9,Jeff Driskel,4700.0,QB
53,DeSean Jackson,4600.0,WR
54,Sammy Watkins,4500.0,WR
27,Sony Michel,4500.0,RB
55,Tim Patrick,4400.0,WR
105,Dallas Goedert,4400.0,TE
57,Michael Pittman,4300.0,WR
56,N'Keal Harry,4300.0,WR
28,Damien Harris,4300.0,RB
29,Phillip Lindsay,4200.0,RB
132,Patriots,4200.0,DST
30,Reggie Bonnafon,4200.0,RB
58,Jalen Reagor,4100.0,WR
59,Parris Campbell,4100.0,WR
11,Nathan Peterman,4100.0,QB
106,Austin Hooper,4100.0,TE
14,Nate Sudfeld,4000.0,QB
60,Breshad Perriman,4000.0,WR
46,Saquon Barkley,4000.0,RB
47,Marlon Mack,4000.0,RB
42,Chris Thompson,4000.0,RB
45,Tevin Coleman,4000.0,RB
34,LeVante Bellamy,4000.0,RB
16,Jake Luton,4000.0,QB
17,Ben DiNucci,4000.0,QB
13,Josh Dobbs,4000.0,QB
12,James Morgan,4000.0,QB
31,JJ Taylor,4000.0,RB
32,Jakob Johnson,4000.0,RB
44,Scottie Phillips,4000.0,RB
33,Royce Freeman,4000.0,RB
36,La'Mical Perine,4000.0,RB
37,Kalen Ballage,4000.0,RB
38,Bryce Love,4000.0,RB
39,Darrynton Evans,4000.0,RB
40,Derek Watt,4000.0,RB
41,Trayveon Williams,4000.0,RB
15,Trace McSorley,4000.0,QB
43,Devine Ozigbo,4000.0,RB
35,Jonathan Ward,4000.0,RB
61,KJ Hamler,3800.0,WR
62,Jalen Hurd,3800.0,WR
107,Dawson Knox,3600.0,TE
108,Jordan Reed,3400.0,TE
133,Broncos,3400.0,DST
63,Steven Sims,3400.0,WR
64,Damion Ratley,3200.0,WR
71,Diontae Spencer,3000.0,WR
101,KhaDarel Hodge,3000.0,WR
94,Tavon Austin,3000.0,WR
95,CJ Board,3000.0,WR
96,Austin Mack,3000.0,WR
97,David Sills,3000.0,WR
98,Cody Core,3000.0,WR
99,Ventell Bryant,3000.0,WR
100,Reece Fountain,3000.0,WR
72,Tyrie Cleveland,3000.0,WR
92,Mohamed Sanu,3000.0,WR
70,Quincy Adeboyejo,3000.0,WR
69,Gunner Olszewski,3000.0,WR
68,Matthew Slater,3000.0,WR
66,Damiere Byrd,3000.0,WR
65,DaeSean Hamilton,3000.0,WR
109,Nick Vannett,3000.0,TE
93,Chris Thompson,3000.0,WR
102,JoJo Natson,3000.0,WR
91,Tyrell Williams,3000.0,WR
80,Jordan Veasy,3000.0,WR
73,Courtland Sutton,3000.0,WR
90,Bryan Edwards,3000.0,WR
74,Denzel Mims,3000.0,WR
75,Omar Bayless,3000.0,WR
76,Isaiah Wright,3000.0,WR
77,Antonio Gandy-Golden,3000.0,WR
78,Kelvin Harmon,3000.0,WR
79,Emanuel Hall,3000.0,WR
67,Jakobi Meyers,3000.0,WR
81,Trishton Jackson,3000.0,WR
83,Quez Watkins,3000.0,WR
84,Chris Moore,3000.0,WR
85,Antoine Wesley,3000.0,WR
86,John Ross,3000.0,WR
87,Dede Westbrook,3000.0,WR
89,Isaiah Coulter,3000.0,WR
82,Isaiah Hodgins,3000.0,WR
88,Keke Coutee,3000.0,WR
110,Jake Butt,2900.0,TE
114,Ricky Seals-Jones,2700.0,TE
113,Josh Oliver,2700.0,TE
111,Ryan Izzo,2700.0,TE
112,Maxx Williams,2700.0,TE
115,Devin Asiasi,2500.0,TE
125,CJ Uzomah,2500.0,TE
131,Blake Jarwin,2500.0,TE
130,James Winchester,2500.0,TE
129,Nick O'Leary,2500.0,TE
128,Kahale Warring,2500.0,TE
127,Tyler Davis,2500.0,TE
126,Clark Harris,2500.0,TE
124,Joshua Perkins,2500.0,TE
116,Dalton Keene,2500.0,TE
123,Hakeem Butler,2500.0,TE
122,Zach Gentry,2500.0,TE
121,Brycen Hopkins,2500.0,TE
120,Thaddeus Moss,2500.0,TE
119,Andrew Beck,2500.0,TE
117,Albert Okwuegbunam,2500.0,TE
118,Austin Fort,2500.0,TE
