,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Calvin Ridley,ATL,7.3,5.2,6.1,100.0,72.4,83.0,1.0,0.5,0.7,0.5,0.2,0.4,3.2,1.1,2.2,0.0,0.0,0.0,0.0,0.1,0.1,15.3,11.3,12.9,5,WR
1,DeAndre Hopkins,ARI,8.9,6.6,7.5,97.0,82.2,90.0,1.0,0.5,0.6,0.1,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,15.6,11.3,12.8,5,WR
2,Tyreek Hill,KC,6.0,4.0,5.3,91.0,54.0,78.4,1.0,0.5,0.7,1.3,0.4,0.8,10.1,2.8,5.4,0.1,0.0,0.0,0.0,0.1,0.0,15.1,9.7,12.7,5,WR
3,Tyler Lockett,SEA,8.0,5.1,6.1,103.0,70.0,80.8,1.0,0.5,0.7,0.7,0.0,0.2,5.2,0.0,1.3,0.0,0.0,0.0,0.0,0.1,0.0,16.3,10.6,12.3,5,WR
4,Adam Thielen,MIN,7.0,5.4,6.2,92.0,77.0,81.6,1.0,0.5,0.6,0.5,0.0,0.3,3.0,0.1,1.5,0.0,0.0,0.0,0.0,0.1,0.1,14.5,10.8,12.1,5,WR
5,Keenan Allen,LAC,9.3,6.5,7.4,124.0,74.7,89.3,1.0,0.3,0.5,0.3,0.0,0.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,15.3,9.7,12.0,5,WR
6,Amari Cooper,DAL,8.0,5.7,6.5,102.0,72.5,85.4,1.0,0.4,0.6,0.1,0.0,0.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,16.2,9.4,11.9,5,WR
7,DK Metcalf,SEA,5.0,3.5,4.5,91.0,58.0,77.1,1.0,0.4,0.7,0.1,0.0,0.1,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,15.1,8.5,11.6,5,WR
8,Stefon Diggs,BUF,7.0,5.0,5.7,94.3,72.5,80.9,1.0,0.4,0.5,0.5,0.0,0.3,5.0,0.0,1.8,0.0,0.0,0.0,0.0,0.1,0.1,14.5,9.8,11.4,5,WR
9,Cooper Kupp,LAR,7.0,5.0,5.7,85.0,63.7,73.0,1.0,0.4,0.6,0.8,0.2,0.5,5.1,1.1,2.7,0.0,0.0,0.0,0.0,0.1,0.1,14.5,9.3,11.4,5,WR
10,Terry McLaurin,WAS,5.9,5.0,5.5,87.8,74.0,81.3,1.0,0.3,0.5,0.3,0.1,0.2,1.7,0.2,0.8,0.0,0.0,0.0,0.0,0.1,0.0,13.4,9.4,11.0,5,WR
11,Robby Anderson,CAR,6.0,5.1,5.5,84.1,68.4,76.3,1.0,0.4,0.6,0.3,0.0,0.1,1.6,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,13.6,9.7,11.0,5,WR
12,Mike Evans,TB,7.0,4.0,5.2,87.0,54.0,73.5,1.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,7.8,10.8,5,WR
13,Odell Beckham,CLE,6.0,4.5,5.1,79.0,64.0,71.1,1.0,0.4,0.5,1.0,0.2,0.5,9.3,2.2,4.2,0.0,0.0,0.0,0.0,0.1,0.0,13.9,9.2,10.7,5,WR
14,Robert Woods,LAR,7.0,4.7,5.6,85.7,59.2,70.4,1.0,0.1,0.4,1.8,0.9,1.5,11.8,5.3,9.0,0.1,0.1,0.1,0.0,0.1,0.1,15.2,9.0,10.7,5,WR
15,Justin Jefferson,MIN,6.1,4.0,4.8,112.0,61.2,77.8,1.0,0.3,0.5,0.4,0.0,0.1,2.5,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,15.0,8.0,10.7,5,WR
16,Allen Robinson,CHI,7.2,5.5,6.3,88.0,64.8,76.9,1.0,0.4,0.5,0.2,0.1,0.1,1.2,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.1,14.4,8.6,10.7,5,WR
17,Will Fuller,HOU,5.8,3.6,4.8,87.1,49.0,71.6,1.0,0.4,0.6,0.3,0.0,0.2,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,14.3,7.8,10.6,5,WR
18,DJ Moore,CAR,6.6,5.0,5.8,92.6,71.2,79.0,1.0,0.2,0.4,0.7,0.0,0.3,8.1,0.0,2.9,0.0,0.0,0.0,0.0,0.2,0.1,13.7,8.8,10.6,5,WR
19,DeVante Parker,MIA,5.7,4.6,5.2,80.2,62.2,72.5,1.0,0.2,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.8,8.3,10.2,5,WR
20,DJ Chark,JAC,7.0,3.4,4.9,88.0,46.0,65.3,1.0,0.3,0.6,0.1,0.0,0.1,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,14.8,6.5,9.9,5,WR
21,Marquise Brown,BAL,5.1,3.7,4.5,71.0,55.0,63.8,1.0,0.4,0.5,1.1,0.0,0.3,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,0.0,13.1,8.0,9.8,5,WR
22,JuJu Smith-Schuster,PIT,7.0,4.7,5.3,88.0,50.6,66.1,1.0,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,14.8,7.1,9.8,5,WR
23,AJ Brown,TEN,5.0,3.1,4.3,75.2,49.0,66.6,1.0,0.2,0.5,0.3,0.0,0.2,3.6,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,13.2,7.0,9.6,5,WR
24,CeeDee Lamb,DAL,6.0,3.8,4.6,73.0,49.4,63.3,1.0,0.3,0.5,1.2,0.2,0.6,5.0,1.1,3.0,0.0,0.0,0.0,0.0,0.1,0.1,13.3,7.4,9.5,5,WR
25,Darius Slayton,NYG,5.0,3.4,4.0,77.0,52.6,60.2,1.0,0.4,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.7,7.9,9.5,5,WR
26,Diontae Johnson,PIT,6.0,4.7,5.1,85.0,54.4,62.0,1.0,0.3,0.5,0.4,0.3,0.3,4.0,1.0,2.3,0.0,0.0,0.0,0.0,0.2,0.1,14.5,7.8,9.5,5,WR
27,Tyler Boyd,CIN,7.0,5.1,6.0,77.0,56.0,68.3,1.0,0.2,0.4,0.3,0.0,0.2,2.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.1,13.7,7.4,9.3,5,WR
28,Jamison Crowder,NYJ,6.1,5.2,5.7,74.0,57.0,66.2,1.0,0.2,0.5,0.3,0.0,0.1,1.3,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,13.4,7.0,9.2,5,WR
29,John Brown,BUF,6.0,3.2,4.1,65.0,44.7,55.5,1.0,0.2,0.5,0.2,0.0,0.1,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.4,8.3,5,WR
30,Scotty Miller,TB,6.0,3.5,4.2,69.2,46.1,57.8,1.0,0.1,0.4,0.7,0.2,0.4,4.4,1.0,2.2,0.0,0.0,0.0,0.0,0.1,0.0,12.1,6.3,8.3,5,WR
31,TY Hilton,IND,5.0,3.5,4.4,77.0,52.6,64.1,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.7,8.0,5,WR
32,Tee Higgins,CIN,4.5,3.7,4.1,65.0,49.3,55.2,1.0,0.2,0.4,0.2,0.0,0.1,1.3,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,12.5,6.4,7.8,5,WR
33,Michael Gallup,DAL,5.0,2.5,3.7,85.1,39.0,62.1,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.2,7.8,5,WR
34,Hunter Renfrow,LV,5.0,3.6,4.5,64.0,42.7,55.3,1.0,0.1,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.4,5.9,7.8,5,WR
35,Laviska Shenault,JAC,5.7,3.1,4.1,67.3,38.5,51.9,0.4,0.0,0.3,2.6,0.1,1.5,12.9,0.4,8.3,0.1,0.0,0.0,0.0,0.1,0.1,9.1,6.5,7.6,5,WR
