Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Matt Ryan,ATL,QB,6100.0,Matt Ryan (15560226),20.31,19.027,22.544000000000004,25.331999999999997,16.312,19.014000000000003,21.632,17.312,19.814000000000004,22.232,320.5970463026226,270.58197303051804,240.8021474814464,6,3,1,1,1,4
Teddy Bridgewater,CAR,QB,5900.0,Teddy Bridgewater (15560229),18.97,17.880999999999997,21.516,25.68,15.135999999999997,18.596,22.38,16.136,19.396,23.080000000000002,329.95917454281084,274.214538018219,229.7507788161994,7,4,2,1,1,5
Jimmy Garoppolo,SF,QB,5500.0,Jimmy Garoppolo (15560234),16.25,15.469999999999999,19.826,24.81,14.02,17.606000000000005,21.76,15.12,18.306000000000004,21.76,355.52682611506145,277.4134974276203,221.68480451430875,11,6,3,2,2,8
Patrick Mahomes,KC,QB,7700.0,Patrick Mahomes (15560218),28.54,21.875999999999998,27.753999999999998,32.809999999999995,18.856,24.154,29.809999999999995,19.656000000000002,24.654,29.809999999999995,351.98390930700316,277.4374864884341,234.6845473940872,1,1,4,2,1,3
Derek Carr,LV,QB,5300.0,Derek Carr (15560240),19.52,14.059999999999999,19.020000000000003,23.21,12.559999999999999,16.67,19.910000000000004,13.559999999999999,17.37,20.51,376.95590327169276,278.65404837013665,228.34984920292976,13,6,5,2,2,8
Daniel Jones,NYG,QB,5400.0,Daniel Jones (15560237),12.56,14.2,19.122000000000003,23.55,12.1,16.832000000000004,20.8,13.200000000000001,17.832000000000004,21.700000000000003,380.2816901408451,282.3972387825541,229.29936305732483,12,6,6,3,3,9
Kyle Allen,WAS,QB,4100.0,Kyle Allen (15560271),0.0,10.05,14.443999999999999,19.830999999999996,8.35,13.114,17.436,9.55,14.114,18.336000000000002,407.9601990049751,283.85488784270285,206.74701225354247,20,8,7,3,3,11
Deshaun Watson,HOU,QB,6900.0,Deshaun Watson (15560222),19.87,16.1,23.917,29.099999999999994,14.8,21.502000000000006,26.0,15.800000000000002,22.202000000000005,26.599999999999994,428.57142857142856,288.4977212861145,237.1134020618557,4,2,8,3,2,5
Gardner Minshew,JAC,QB,6200.0,Gardner Minshew II (15560225),21.36,16.501000000000005,21.012999999999998,25.03,14.656,18.477999999999998,21.630000000000003,15.656000000000002,19.177999999999997,22.130000000000003,375.7348039512756,295.055441869319,247.70275669196963,8,5,9,4,4,9
Ryan Fitzpatrick,MIA,QB,5600.0,Ryan Fitzpatrick (15560232),21.82,11.2,18.877,26.21,8.9,16.862000000000002,22.36,10.9,18.062,23.160000000000004,500.00000000000006,296.65730783493143,213.65890881342997,15,6,10,4,4,10
Kyler Murray,ARI,QB,7200.0,Kyler Murray (15560221),27.32,17.474,23.537000000000006,30.739999999999995,16.274,21.822000000000003,27.540000000000003,17.274,22.722000000000005,28.34,412.04074625157375,305.9013468156519,234.22251138581657,5,2,11,5,2,7
Josh Allen,BUF,QB,7500.0,Josh Allen (15560219),33.08,15.616,24.152,31.239999999999995,13.996,21.711999999999996,27.99,14.996,22.512,28.689999999999998,480.2766393442623,310.53328916859886,240.07682458386688,3,2,12,5,2,7
Ben Roethlisberger,PIT,QB,6600.0,Ben Roethlisberger (15560223),21.16,17.08,21.012999999999998,24.9,14.680000000000001,18.128,21.200000000000003,15.680000000000001,18.928,21.8,386.4168618266979,314.09127682862993,265.06024096385545,9,5,13,6,5,11
Joe Burrow,CIN,QB,6000.0,Joe Burrow (15560227),22.08,14.115999999999998,18.985999999999997,25.281,12.715999999999998,16.616000000000003,22.036,13.715999999999998,17.416,22.536,425.0495891187306,316.022332244812,237.33238400379733,14,6,14,6,6,12
Jared Goff,LAR,QB,6500.0,Jared Goff (15560224),19.6,14.445999999999998,20.365000000000002,25.009999999999998,13.076,17.69,21.360000000000003,14.076,18.490000000000002,21.96,449.9515436799115,319.17505524183645,259.8960415833667,10,5,15,6,5,11
Lamar Jackson,BAL,QB,7900.0,Lamar Jackson (15560217),21.56,18.460000000000004,24.69,32.644,17.36,23.89,32.544,18.060000000000002,24.39,32.544,427.95232936077997,319.967598217902,242.00465629212107,2,2,16,6,2,8
Carson Wentz,PHI,QB,5600.0,Carson Wentz (15560233),19.08,12.24,17.189,24.224999999999998,10.639999999999999,15.383999999999999,21.300000000000004,11.84,16.284,22.0,457.516339869281,325.78974925824656,231.16615067079465,18,7,17,7,7,14
Philip Rivers,IND,QB,5800.0,Philip Rivers (15560230),13.89,14.67,17.624000000000002,23.459999999999997,13.32,15.494000000000002,19.759999999999998,14.32,16.394000000000005,20.459999999999997,395.36468984321743,329.0966863368134,247.229326513214,16,7,18,7,7,14
Joe Flacco,NYJ,QB,4800.0,Joe Flacco (15560252),0.64,12.040000000000001,13.982000000000001,17.616,10.84,13.042000000000003,16.296000000000003,11.84,13.842000000000002,16.896000000000004,398.6710963455149,343.2985266771563,272.47956403269757,21,8,19,8,8,16
Ryan Tannehill,TEN,QB,6000.0,Ryan Tannehill (15560228),20.95,12.28,17.288,21.534999999999997,10.78,16.178,20.060000000000002,11.78,16.978,20.560000000000002,488.59934853420197,347.0615455807496,278.6162061759926,17,7,20,8,7,15
Baker Mayfield,CLE,QB,5700.0,Baker Mayfield (15560231),14.16,12.640000000000002,16.169999999999998,19.66,11.24,15.07,17.96,12.440000000000001,16.07,18.860000000000003,450.9493670886075,352.50463821892396,289.92878942014244,19,7,21,8,7,15
Mike Davis,CAR,RB,6400.0,Mike Davis (15560300),15.18,10.48,18.779999999999998,25.8,8.53,16.28,22.55,10.28,18.68,25.700000000000003,610.6870229007633,340.78807241746546,248.06201550387595,4,2,1,1,1,3
David Johnson,HOU,RB,5200.0,David Johnson (15560324),12.68,10.38,15.200000000000001,21.38,9.48,13.800000000000002,19.380000000000003,10.18,15.100000000000001,21.28,500.9633911368015,342.10526315789474,243.21796071094482,12,4,2,1,1,5
Ezekiel Elliott,DAL,RB,7800.0,Ezekiel Elliott (15560282),22.55,16.63,22.63,28.254999999999995,14.88,19.48,23.18,16.43,21.53,25.68,469.0318701142514,344.67520989836504,276.05733498495846,1,1,3,1,1,2
Josh Jacobs,LV,RB,6300.0,Josh Jacobs (15560304),17.5,12.070000000000002,18.025,26.0,10.77,16.05,21.080000000000005,11.870000000000001,17.55,23.080000000000005,521.9552609776304,349.5145631067961,242.30769230769232,5,3,4,1,1,4
Derrick Henry,TEN,RB,7000.0,Derrick Henry (15560284),19.17,14.665,19.939999999999998,25.599999999999998,12.79,16.970000000000002,21.0,13.49,17.92,22.5,477.32696897374706,351.05315947843536,273.4375,2,2,5,1,1,3
Clyde Edwards-Helaire,KC,RB,6800.0,Clyde Edwards-Helaire (15560288),16.58,13.500000000000004,19.229999999999997,23.924999999999997,11.850000000000001,17.48,21.8,13.300000000000002,19.13,23.7,503.7037037037036,353.6141445657827,284.221525600836,3,2,6,1,1,3
Kareem Hunt,CLE,RB,6500.0,Kareem Hunt (15560296),17.42,9.580000000000002,17.639999999999997,26.389999999999997,8.13,15.89,23.04,9.38,17.54,25.04,678.4968684759915,368.4807256235828,246.30541871921184,6,3,7,2,2,5
Todd Gurley,ATL,RB,5700.0,Todd Gurley II (15560314),13.58,10.0,15.220000000000002,20.789999999999996,9.299999999999999,14.17,18.939999999999998,9.799999999999999,15.120000000000003,20.689999999999998,570.0,374.5072273324572,274.17027417027424,11,4,8,2,2,6
Miles Sanders,PHI,RB,6500.0,Miles Sanders (15560292),15.13,11.830000000000002,17.34,24.85,10.13,15.240000000000002,22.250000000000004,11.63,17.240000000000002,24.750000000000004,549.4505494505494,374.85582468281433,261.569416498994,7,3,9,2,2,5
Antonio Gibson,WAS,RB,5000.0,Antonio Gibson (15560328),13.85,8.799999999999999,13.280000000000001,18.190000000000005,7.5,11.98,16.740000000000002,8.5,13.180000000000001,18.190000000000005,568.1818181818182,376.5060240963855,274.87630566245184,16,5,10,2,2,7
Myles Gaskin,MIA,RB,4800.0,Myles Gaskin (15560336),12.12,8.680000000000001,12.3,15.979999999999999,7.130000000000001,10.450000000000001,13.88,8.580000000000002,12.200000000000001,15.979999999999999,552.995391705069,390.2439024390244,300.37546933667085,20,5,11,3,3,8
James Robinson,JAC,RB,6700.0,James Robinson (15560290),19.9,12.97,17.14,23.299999999999997,11.72,15.540000000000001,21.2,12.77,17.040000000000003,23.2,516.5767154973014,390.8984830805134,287.5536480686696,9,3,12,3,3,6
Jerick McKinnon,SF,RB,5800.0,Jerick McKinnon (15560312),16.62,6.97,14.770000000000001,22.900000000000002,5.82,13.07,20.75,6.77,14.670000000000002,22.900000000000002,832.1377331420373,392.68788083953956,253.27510917030565,14,4,13,3,3,7
Joe Mixon,CIN,RB,6300.0,Joe Mixon (15560302),18.32,12.73,15.790000000000001,21.06,11.28,14.24,19.36,12.53,15.690000000000001,21.06,494.8939512961508,398.9867004433185,299.1452991452992,10,4,14,3,3,7
James Conner,PIT,RB,6900.0,James Conner (15560286),18.23,13.4,17.27,22.799999999999997,11.9,15.47,20.45,13.2,17.17,22.7,514.9253731343283,399.53676896352056,302.63157894736844,8,3,15,3,3,6
Le'Veon Bell,NYJ,RB,5100.0,Le'Veon Bell (15560326),6.6,8.060000000000002,12.71,15.18,6.51,10.81,12.88,7.860000000000001,12.610000000000001,15.08,632.7543424317616,401.2588512981904,335.9683794466403,18,5,16,3,3,8
Devin Singletary,BUF,RB,5900.0,Devin Singletary (15560310),13.68,9.770000000000001,14.600000000000001,21.26,8.57,13.000000000000002,19.26,9.57,14.500000000000002,21.160000000000004,603.8894575230296,404.10958904109583,277.516462841016,15,4,17,3,3,7
Jonathan Taylor,IND,RB,6200.0,Jonathan Taylor (15560306),14.75,9.4,15.11,20.939999999999998,8.2,13.81,19.14,9.2,15.01,20.84,659.5744680851063,410.32428855062875,296.0840496657116,13,4,18,3,3,7
Devonta Freeman,NYG,RB,4600.0,Devonta Freeman (15560342),5.9,6.080000000000001,10.340000000000002,15.31,5.23,9.040000000000001,13.510000000000002,5.98,10.240000000000002,15.21,756.5789473684209,444.87427466150865,300.4572175048987,22,6,19,4,4,10
Kenyan Drake,ARI,RB,5700.0,Kenyan Drake (15560316),9.6,7.07,12.780000000000001,18.72,6.37,11.73,16.820000000000004,6.87,12.680000000000001,18.62,806.2234794908062,446.0093896713615,304.4871794871795,17,5,20,4,4,9
Nyheim Hines,IND,RB,4300.0,Nyheim Hines (15560348),11.25,5.99,9.06,12.16,4.489999999999999,7.260000000000001,10.060000000000002,5.89,8.96,12.16,717.8631051752922,474.6136865342163,353.61842105263156,24,7,21,5,5,12
JD McKissic,WAS,RB,4000.0,J.D. McKissic (15560368),6.25,4.79,8.290000000000001,11.330000000000002,3.2399999999999998,6.69,9.68,4.49,8.190000000000001,11.330000000000002,835.0730688935282,482.50904704463204,353.04501323918794,25,8,22,5,5,13
Raheem Mostert,SF,RB,6100.0,Raheem Mostert (15560308),21.9,3.4000000000000004,12.419999999999998,16.49,3.2000000000000006,11.520000000000001,15.190000000000001,3.2000000000000006,12.319999999999999,16.39,1794.1176470588234,491.14331723027385,369.9211643420255,19,5,23,5,5,10
Mark Ingram,BAL,RB,5400.0,Mark Ingram II (15560318),8.08,7.4,10.98,17.389999999999997,6.8,10.13,15.990000000000002,7.3,10.88,17.29,729.7297297297297,491.8032786885246,310.52328924669354,21,6,24,5,5,11
Duke Johnson,HOU,RB,4100.0,Duke Johnson (15560364),4.45,5.0,8.14,12.36,3.95,6.739999999999999,10.510000000000002,4.8999999999999995,8.040000000000001,12.36,820.0,503.68550368550365,331.7152103559871,26,8,25,6,6,14
Darrell Henderson,LAR,RB,5300.0,Darrell Henderson Jr. (15560320),11.85,4.390000000000001,9.64,16.760000000000005,3.9400000000000004,8.790000000000001,14.860000000000001,4.29,9.540000000000001,16.760000000000005,1207.2892938496582,549.7925311203319,316.2291169451073,23,7,26,7,7,14
JK Dobbins,BAL,RB,4300.0,J.K. Dobbins (15560350),8.1,3.1900000000000004,7.540000000000001,12.31,2.69,6.690000000000001,10.91,3.0900000000000003,7.540000000000001,12.31,1347.962382445141,570.2917771883289,349.30950446791223,27,8,27,8,8,16
Olamide Zaccheaus,ATL,WR,3000.0,Olamide Zaccheaus (15560814),6.68,7.200000000000001,10.129999999999999,14.3,5.65,8.18,11.850000000000001,7.200000000000001,10.129999999999999,14.3,416.66666666666663,296.15004935834156,209.7902097902098,36,6,1,1,1,7
