,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Derek Carr,Josh Jacobs,Austin Ekeler,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,162.48600000000002,49800
1,Josh Allen,Josh Jacobs,Austin Ekeler,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,162.38400000000001,50000
2,Patrick Mahomes,Josh Jacobs,Chris Thompson,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,162.044,50000
3,Patrick Mahomes,Josh Jacobs,Alvin Kamara,Tyrell Williams,Keenan Allen,Michael Thomas,Darren Waller,T.J. Hockenson,Houston Texans,161.724,49500
4,Ben Roethlisberger,Josh Jacobs,Austin Ekeler,Tyrell Williams,Sammy Watkins,Keenan Allen,T.J. Hockenson,Alvin Kamara,Houston Texans,161.61,49800
5,Josh Allen,Josh Jacobs,Austin Ekeler,Tyrell Williams,Sammy Watkins,Keenan Allen,Darren Waller,Alvin Kamara,Houston Texans,161.534,49600
6,Tom Brady,Austin Ekeler,Alvin Kamara,Tyrell Williams,Keenan Allen,Michael Thomas,Darren Waller,T.J. Hockenson,Houston Texans,161.53,49800
7,Patrick Mahomes,Adrian Peterson,Josh Jacobs,Tyrell Williams,Keenan Allen,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,161.524,49900
8,Patrick Mahomes,Josh Jacobs,Alvin Kamara,Tyrell Williams,Michael Thomas,DeAndre Hopkins,Darren Waller,T.J. Hockenson,Houston Texans,161.374,50000
9,Patrick Mahomes,Adrian Peterson,Josh Jacobs,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,161.314,49500
10,Ben Roethlisberger,Austin Ekeler,Chris Thompson,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,161.23,49700
11,Patrick Mahomes,Josh Jacobs,Chris Thompson,Tyrell Williams,Sammy Watkins,Keenan Allen,Darren Waller,Alvin Kamara,Houston Texans,161.19400000000002,49600
12,Tom Brady,Adrian Peterson,Austin Ekeler,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,161.12,49800
13,Derek Carr,Josh Jacobs,Austin Ekeler,Tyrell Williams,Keenan Allen,Davante Adams,Darren Waller,Alvin Kamara,Houston Texans,161.096,49900
14,Tom Brady,Austin Ekeler,Chris Thompson,Tyrell Williams,Sammy Watkins,Keenan Allen,Darren Waller,Alvin Kamara,Houston Texans,161.0,49900
15,Jared Goff,Josh Jacobs,Austin Ekeler,Tyrell Williams,Sammy Watkins,Keenan Allen,T.J. Hockenson,Alvin Kamara,Houston Texans,160.982,49900
16,Derek Carr,Josh Jacobs,Alvin Kamara,Sammy Watkins,Keenan Allen,Michael Thomas,Darren Waller,T.J. Hockenson,Houston Texans,160.976,49900
17,Patrick Mahomes,Josh Jacobs,Alvin Kamara,Tyrell Williams,Michael Thomas,Davante Adams,Darren Waller,T.J. Hockenson,Houston Texans,160.97400000000002,49600
18,Tom Brady,Austin Ekeler,Alvin Kamara,Tyrell Williams,Michael Thomas,Davante Adams,Darren Waller,T.J. Hockenson,Houston Texans,160.78000000000003,49900
19,Patrick Mahomes,Adrian Peterson,Josh Jacobs,Tyrell Williams,Michael Thomas,Davante Adams,Darren Waller,Alvin Kamara,Houston Texans,160.774,50000
20,Ben Roethlisberger,Adrian Peterson,Austin Ekeler,Tyrell Williams,Keenan Allen,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,160.71,49600
21,Jared Goff,Austin Ekeler,Chris Thompson,Tyrell Williams,Sammy Watkins,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,160.602,49800
22,Ben Roethlisberger,Austin Ekeler,Alvin Kamara,Tyrell Williams,Michael Thomas,DeAndre Hopkins,Darren Waller,T.J. Hockenson,Houston Texans,160.56,49700
23,Patrick Mahomes,Josh Jacobs,Alvin Kamara,Tyrell Williams,Keenan Allen,DeAndre Hopkins,Darren Waller,T.J. Hockenson,Houston Texans,160.524,49600
24,Tom Brady,Austin Ekeler,Alvin Kamara,Tyrell Williams,Keenan Allen,DeAndre Hopkins,Darren Waller,T.J. Hockenson,Houston Texans,160.33,49900
25,Patrick Mahomes,Adrian Peterson,Josh Jacobs,Tyrell Williams,Keenan Allen,DeAndre Hopkins,Darren Waller,Alvin Kamara,Houston Texans,160.32399999999998,50000
26,Derek Carr,Josh Jacobs,Alvin Kamara,Sammy Watkins,Michael Thomas,Davante Adams,Darren Waller,T.J. Hockenson,Houston Texans,160.22600000000003,50000
27,Derek Carr,Josh Jacobs,Austin Ekeler,Tyrell Williams,Keenan Allen,Michael Thomas,T.J. Hockenson,Alvin Kamara,Houston Texans,160.22600000000003,49900
28,Jared Goff,Adrian Peterson,Austin Ekeler,Tyrell Williams,Keenan Allen,Michael Thomas,Darren Waller,Alvin Kamara,Houston Texans,160.08200000000002,49700
29,Derek Carr,Adrian Peterson,Alvin Kamara,Tyrell Williams,Sammy Watkins,Keenan Allen,Darren Waller,Michael Thomas,Houston Texans,160.036,50000
