,Player,Position,Salary,DK_Points,DK_Value
0,Derek Carr,QB,5100,20.256000000000004,251.77725118483409
1,Ben Roethlisberger,QB,5800,22.7,255.50660792951544
2,Josh Allen,QB,5300,20.154,262.9750917931924
3,Jared Goff,QB,5900,22.072000000000003,267.30699528814785
4,Tom Brady,QB,6400,23.319999999999997,274.442538593482
5,Patrick Mahomes,QB,7500,27.094000000000005,276.81405477227423
6,Andy Dalton,QB,5400,18.184,296.9643642762868
7,Philip Rivers,QB,6100,20.380000000000003,299.3130520117762
8,Matthew Stafford,QB,5200,17.365999999999996,299.4356789128182
9,Dak Prescott,QB,6300,20.878,301.7530414790689
10,Deshaun Watson,QB,6600,21.827999999999996,302.3639362286971
11,Drew Brees,QB,6200,19.906,311.46388023711444
12,Russell Wilson,QB,6200,19.524,317.5578774841221
13,Marcus Mariota,QB,5000,15.496000000000002,322.6639132679401
14,Aaron Rodgers,QB,6500,20.110000000000003,323.22227747389354
15,Lamar Jackson,QB,6700,20.556,325.93889861840825
16,Mitch Trubisky,QB,5500,16.566000000000003,332.0053120849933
17,Kirk Cousins,QB,5300,15.878,333.7951883108704
18,Jacoby Brissett,QB,5000,14.316,349.2595697122101
19,Kyler Murray,QB,5400,15.349999999999998,351.79153094462544
20,Eli Manning,QB,4900,13.883999999999999,352.92422932872375
21,Case Keenum,QB,5000,14.152,353.30695308083665
22,Gardner Minshew,QB,4800,13.404,358.10205908683974
23,Jimmy Garoppolo,QB,6000,16.233999999999998,369.5946778366392
24,Ryan Fitzpatrick,QB,4700,12.586,373.430796122676
25,Joe Flacco,QB,4900,12.700000000000001,385.8267716535433
26,Adrian Peterson,RB,3400,12.02,282.8618968386023
27,Josh Jacobs,RB,4700,16.450000000000003,285.71428571428567
28,Austin Ekeler,RB,6100,20.03,304.54318522216676
29,Chris Thompson,RB,3900,12.75,305.88235294117646
30,Duke Johnson,RB,5000,15.07,331.78500331785006
31,Phillip Lindsay,RB,4600,13.84,332.3699421965318
32,Leonard Fournette,RB,6300,18.120000000000005,347.6821192052979
33,Derrick Henry,RB,6000,17.14,350.05834305717616
34,Damien Williams,RB,5800,16.529999999999998,350.87719298245617
35,James White,RB,5100,14.51,351.4817367332874
36,Tarik Cohen,RB,4500,12.690000000000001,354.60992907801415
37,Chris Carson,RB,6400,18.030000000000005,354.96394897393225
38,Alvin Kamara,RB,8200,22.49,364.6064917741219
39,Rex Burkhead,RB,3800,10.4,365.38461538461536
40,Matt Breida,RB,5200,14.110000000000003,368.532955350815
41,Jalen Richard,RB,3300,8.89,371.2035995500562
42,James Conner,RB,6800,18.090000000000003,375.8982863460475
43,Devin Singletary,RB,4200,10.99,382.16560509554137
44,Dalvin Cook,RB,7200,18.740000000000002,384.20490928495195
45,Marlon Mack,RB,5900,15.33,384.8662752772342
46,Saquon Barkley,RB,9200,23.86,385.58256496228
47,Mark Ingram,RB,6000,14.959999999999999,401.0695187165776
48,Ezekiel Elliott,RB,8700,21.319999999999997,408.0675422138837
49,Kenyan Drake,RB,4300,10.3,417.47572815533977
50,David Johnson,RB,7100,16.87,420.86544161232956
51,Kerryon Johnson,RB,5700,13.540000000000003,420.9748892171343
52,Sony Michel,RB,6200,14.590000000000002,424.94859492803283
53,Carlos Hyde,RB,3600,8.27,435.3083434099154
54,Mike Davis,RB,3300,7.520000000000001,438.8297872340425
55,Aaron Jones,RB,5400,12.110000000000001,445.91246903385627
56,Todd Gurley,RB,7000,15.250000000000002,459.01639344262287
57,LeSean McCoy,RB,4700,10.14,463.5108481262327
58,Justin Jackson,RB,4400,9.34,471.09207708779445
59,Dion Lewis,RB,4000,8.450000000000001,473.3727810650887
60,Frank Gore,RB,3500,7.370000000000001,474.8982360922659
61,Nyheim Hines,RB,3700,7.68,481.77083333333337
62,Latavius Murray,RB,3700,7.65,483.66013071895424
63,Jamaal Williams,RB,3200,6.57,487.06240487062405
64,Giovani Bernard,RB,5300,10.66,497.1857410881801
65,Royce Freeman,RB,3700,7.140000000000001,518.2072829131653
66,Gus Edwards,RB,3200,5.890000000000001,543.2937181663837
67,Jaylen Samuels,RB,3600,6.42,560.7476635514018
68,C.J. Anderson,RB,3500,6.040000000000001,579.4701986754966
69,David Montgomery,RB,4900,8.420000000000002,581.9477434679334
70,Raheem Mostert,RB,3800,6.500000000000001,584.6153846153845
71,Wayne Gallman,RB,3300,5.61,588.2352941176471
72,Justice Hill,RB,3300,5.150000000000001,640.776699029126
73,Joe Mixon,RB,6500,9.54,681.3417190775682
74,Kalen Ballage,RB,4500,6.51,691.2442396313364
75,Rashaad Penny,RB,4000,5.640000000000001,709.2198581560283
76,Malcolm Brown,RB,4100,5.360000000000001,764.9253731343282
77,Tyrell Williams,WR,4400,15.709999999999999,280.0763844684914
78,Sammy Watkins,WR,7200,21.8,330.27522935779814
79,Keenan Allen,WR,7600,22.01,345.2975920036347
80,Michael Thomas,WR,8000,22.860000000000003,349.95625546806644
81,Davante Adams,WR,7700,21.259999999999998,362.18250235183444
82,Terry McLaurin,WR,3800,10.43,364.33365292425697
83,Courtland Sutton,WR,4200,11.520000000000001,364.5833333333333
84,Larry Fitzgerald,WR,4600,12.5,368.0
85,DeAndre Hopkins,WR,8100,21.66,373.9612188365651
86,JuJu Smith-Schuster,WR,7500,19.939999999999994,376.1283851554665
87,Cooper Kupp,WR,6000,15.949999999999998,376.17554858934176
88,John Brown,WR,5200,13.78,377.35849056603774
89,John Ross,WR,4600,12.16,378.2894736842105
90,Danny Amendola,WR,3900,10.200000000000001,382.35294117647055
91,T.Y. Hilton,WR,6800,17.599999999999998,386.36363636363643
92,Tyler Boyd,WR,6500,16.419999999999998,395.85870889159565
93,Brandin Cooks,WR,6300,15.67,402.04211869814935
94,Donte Moncrief,WR,4000,9.930000000000001,402.81973816717016
95,Tyler Lockett,WR,6200,14.89,416.3868368032236
96,Julian Edelman,WR,6900,16.57,416.4152082076041
97,Allen Robinson,WR,6100,14.63,416.9514695830485
98,Emmanuel Sanders,WR,4700,11.270000000000001,417.03637976929895
99,Robert Woods,WR,6400,15.230000000000002,420.22324359816145
100,Ted Ginn,WR,4000,9.49,421.4963119072708
101,Cole Beasley,WR,3800,8.950000000000001,424.58100558659214
102,Josh Gordon,WR,5800,13.61,426.157237325496
103,Amari Cooper,WR,7400,17.229999999999997,429.48345908299484
104,Travis Benjamin,WR,3200,7.42,431.26684636118597
105,Stefon Diggs,WR,6300,14.590000000000002,431.80260452364627
106,Adam Thielen,WR,7100,16.349999999999998,434.25076452599393
107,KeeSean Johnson,WR,3100,7.0600000000000005,439.0934844192634
108,Christian Kirk,WR,4500,10.16,442.9133858267717
109,Will Fuller,WR,5300,11.83,448.01352493660187
110,Dede Westbrook,WR,5400,12.03,448.87780548628433
111,Michael Gallup,WR,5600,12.379999999999999,452.3424878836834
112,Kenny Golladay,WR,6600,14.51,454.85871812543076
113,Zay Jones,WR,3500,7.66,456.9190600522193
114,Phillip Dorsett,WR,3000,6.510000000000001,460.8294930875576
115,Bennie Fowler,WR,3300,7.09,465.44428772919605
116,Corey Davis,WR,4500,9.61,468.26222684703436
117,James Washington,WR,3600,7.68,468.75
118,Trey Quinn,WR,3900,8.23,473.8760631834751
119,Marquez Valdes-Scantling,WR,4600,9.67,475.6980351602896
120,Jakeem Grant,WR,3200,6.720000000000001,476.19047619047615
121,Preston Williams,WR,3400,6.940000000000001,489.9135446685878
122,Cody Latimer,WR,3700,7.549999999999999,490.06622516556297
123,Marquise Brown,WR,5000,10.160000000000002,492.1259842519684
124,Taylor Gabriel,WR,3700,7.35,503.4013605442177
125,Demarcus Robinson,WR,3500,6.8500000000000005,510.94890510948903
126,Marvin Jones,WR,4900,9.530000000000001,514.1657922350472
127,Paul Richardson,WR,4000,7.76,515.4639175257732
128,Ryan Grant,WR,3200,6.15,520.3252032520325
129,Randall Cobb,WR,4500,8.54,526.9320843091335
130,Tre'Quan Smith,WR,3700,6.94,533.1412103746397
131,Marquise Goodwin,WR,4400,8.11,542.5400739827375
132,Chris Conley,WR,4200,7.67,547.5880052151239
133,Dontrelle Inman,WR,3000,5.41,554.52865064695
134,DaeSean Hamilton,WR,3800,6.8100000000000005,558.0029368575624
135,A.J. Brown,WR,4000,7.07,565.7708628005657
136,Deebo Samuel,WR,3700,6.5,569.2307692307693
137,Jaron Brown,WR,3300,5.74,574.9128919860627
138,Allen Hurns,WR,3200,5.5,581.8181818181819
139,Damion Willis,WR,3200,5.460000000000001,586.080586080586
140,Antonio Brown,WR,7000,11.56,605.5363321799308
141,Willie Snead,WR,4500,7.379999999999999,609.7560975609757
142,Hunter Renfrow,WR,4000,6.49,616.3328197226502
143,Ryan Switzer,WR,3100,5.01,618.7624750499002
144,Adam Humphries,WR,4300,6.65,646.6165413533835
145,Geronimo Allison,WR,4400,6.73,653.7890044576523
146,Keke Coutee,WR,3800,5.57,682.226211849192
147,Kenny Stills,WR,4100,5.720000000000001,716.7832167832167
148,Dante Pettis,WR,5300,6.08,871.7105263157895
149,Mecole Hardman,WR,4800,5.48,875.912408759124
150,Mike Williams,WR,5500,6.24,881.4102564102564
151,Darren Waller,TE,3300,14.69,224.642614023145
152,T.J. Hockenson,TE,3000,12.22,245.49918166939443
153,Delanie Walker,TE,3500,12.28,285.01628664495115
154,Evan Engram,TE,5200,16.47,315.725561627201
155,Mark Andrews,TE,3800,11.58,328.15198618307426
156,Travis Kelce,TE,7300,21.2,344.33962264150944
157,Vernon Davis,TE,3200,8.93,358.34266517357224
158,Vance McDonald,TE,3900,10.750000000000002,362.79069767441854
159,Tyler Eifert,TE,2900,7.7700000000000005,373.23037323037323
160,George Kittle,TE,6800,17.709999999999997,383.9638622247318
161,Noah Fant,TE,3000,6.960000000000001,431.03448275862064
162,Jimmy Graham,TE,3700,8.45,437.8698224852071
163,Kyle Rudolph,TE,3200,7.080000000000001,451.9774011299434
164,Will Dissly,TE,2800,6.0600000000000005,462.046204620462
165,Jared Cook,TE,4700,10.07,466.7328699106256
166,Mike Gesicki,TE,2700,5.65,477.87610619469024
