,Player,Position,Salary,DK_Points,DK_Value
0,Patrick Mahomes,QB,7400,28.198000000000004,262.42995957160076
1,Jameis Winston,QB,6300,23.504,268.03948264125256
2,Lamar Jackson,QB,7000,24.73,283.0570157703194
3,Carson Wentz,QB,5800,19.809999999999995,292.78142352347305
4,Andy Dalton,QB,4700,15.708,299.2105933282404
5,Jared Goff,QB,6000,19.954000000000004,300.69159065851454
6,Aaron Rodgers,QB,6500,21.264,305.6809631301731
7,Nick Foles,QB,5700,18.334,310.8977855350715
8,Kyler Murray,QB,6400,20.395999999999997,313.78701706216907
9,Daniel Jones,QB,5600,17.514,319.744204636291
10,Kyle Allen,QB,5500,17.072000000000003,322.1649484536082
11,Sam Darnold,QB,6100,18.807999999999996,324.3300723096555
12,Ryan Fitzpatrick,QB,5400,16.162,334.1170647197129
13,Derek Carr,QB,5500,16.285999999999998,337.71337344958863
14,Philip Rivers,QB,5500,15.768,348.80771182141046
15,Jimmy Garoppolo,QB,5600,15.938,351.3615259129125
16,Ryan Tannehill,QB,5700,16.13,353.3787972721637
17,Baker Mayfield,QB,6200,17.46,355.09736540664375
18,Devlin Hodges,QB,5100,13.77,370.3703703703704
19,Jacoby Brissett,QB,5900,15.772000000000002,374.0806492518387
20,Dwayne Haskins,QB,4600,12.058000000000002,381.4894675733952
21,Drew Lock,QB,4800,10.984000000000002,436.99927166788046
22,Brandon Allen,QB,4200,8.636,486.3362667901807
23,Christian McCaffrey,RB,10500,29.650000000000002,354.1315345699831
24,Phillip Lindsay,RB,5000,14.000000000000002,357.1428571428571
25,Josh Jacobs,RB,6900,19.04,362.3949579831933
26,Le'Veon Bell,RB,7200,19.26,373.83177570093454
27,Leonard Fournette,RB,7500,20.06,373.8783649052842
28,Todd Gurley,RB,6500,17.220000000000002,377.4680603948896
29,Miles Sanders,RB,5400,14.22,379.746835443038
30,Melvin Gordon,RB,6400,16.24,394.08866995073896
31,Saquon Barkley,RB,7400,18.64,396.9957081545064
32,Aaron Jones,RB,6800,16.97,400.7071302298173
33,Jamaal Williams,RB,4500,10.890000000000002,413.22314049586765
34,Mark Ingram,RB,6000,14.350000000000001,418.11846689895464
35,Jonathan Williams,RB,5300,12.330000000000002,429.845904298459
36,Nyheim Hines,RB,4200,9.64,435.6846473029045
37,Derrick Henry,RB,7600,17.419999999999998,436.2801377726751
38,LeSean McCoy,RB,4800,10.83,443.21329639889194
39,Nick Chubb,RB,7800,17.49,445.9691252144083
40,Austin Ekeler,RB,5700,12.750000000000002,447.0588235294117
41,Kenyan Drake,RB,5600,12.1,462.8099173553719
42,Joe Mixon,RB,5800,12.4,467.741935483871
43,Royce Freeman,RB,4200,8.800000000000002,477.27272727272714
44,Derrius Guice,RB,4500,9.13,492.88061336254106
45,Adrian Peterson,RB,3900,7.68,507.8125
46,Kalen Ballage,RB,4000,7.790000000000001,513.4788189987163
47,Patrick Laird,RB,3200,6.210000000000001,515.2979066022543
48,Peyton Barber,RB,3500,6.550000000000001,534.3511450381678
49,Kareem Hunt,RB,5500,10.27,535.5404089581305
50,Tevin Coleman,RB,5900,10.73,549.8602050326188
51,Jaylen Samuels,RB,5700,10.04,567.7290836653387
52,Myles Gaskin,RB,3000,5.15,582.5242718446601
53,Raheem Mostert,RB,3800,5.98,635.4515050167223
54,Jalen Richard,RB,4200,6.470000000000001,649.1499227202472
55,David Johnson,RB,4600,6.870000000000001,669.5778748180494
56,Matt Breida,RB,4900,6.74,727.0029673590504
57,Giovani Bernard,RB,4100,5.56,737.410071942446
58,Darrel Williams,RB,4400,5.94,740.7407407407406
59,Jordan Howard,RB,4700,5.030000000000001,934.393638170974
60,James Conner,RB,7300,6.32,1155.0632911392404
61,Davante Adams,WR,7000,19.529999999999998,358.4229390681004
62,Christian Kirk,WR,5700,15.83,360.0758054327227
63,Mike Evans,WR,6900,18.939999999999998,364.3083421330518
64,Jamison Crowder,WR,5600,14.520000000000001,385.67493112947653
65,Alshon Jeffery,WR,5100,13.21,386.07115821347463
66,Tyler Boyd,WR,5500,14.010000000000002,392.5767309064953
67,D.J. Chark,WR,6600,16.7,395.20958083832335
68,Dede Westbrook,WR,5000,12.530000000000001,399.04229848363923
69,Jarvis Landry,WR,6400,15.870000000000001,403.276622558286
70,Corey Davis,WR,4000,9.89,404.4489383215369
71,Tyreek Hill,WR,8900,21.639999999999997,411.275415896488
72,Tyrell Williams,WR,5400,13.11,411.8993135011442
73,Cooper Kupp,WR,7100,17.15,413.99416909620993
74,Chris Godwin,WR,7700,18.539999999999996,415.3182308522115
75,Robert Woods,WR,5500,13.23,415.72184429327285
76,Courtland Sutton,WR,5800,13.840000000000002,419.07514450867046
77,Demaryius Thomas,WR,3600,8.58,419.5804195804196
78,Sterling Shepard,WR,4900,11.55,424.2424242424242
79,Odell Beckham Jr.,WR,6700,15.790000000000001,424.31918936035464
80,D.J. Moore,WR,6800,15.830000000000002,429.56411876184455
81,Chris Conley,WR,4500,10.43,431.4477468839885
82,Marquise Brown,WR,5300,12.270000000000001,431.94784026079867
83,Deebo Samuel,WR,5200,12.030000000000001,432.25270157938485
84,Terry McLaurin,WR,5600,12.930000000000001,433.10131477184837
85,A.J. Brown,WR,5300,12.19,434.7826086956522
86,Auden Tate,WR,3800,8.660000000000002,438.79907621247105
87,Larry Fitzgerald,WR,5100,11.47,444.6381865736704
88,Sammy Watkins,WR,5400,11.760000000000002,459.1836734693877
89,Mike Williams,WR,4600,9.9,464.6464646464646
90,Curtis Samuel,WR,4800,10.29,466.47230320699714
91,Keenan Allen,WR,6500,13.840000000000002,469.6531791907514
92,Brandin Cooks,WR,5200,10.850000000000001,479.2626728110599
93,Allen Hurns,WR,4000,8.020000000000001,498.75311720698244
94,Alex Erickson,WR,4000,7.75,516.1290322580645
95,Robby Anderson,WR,4800,9.21,521.1726384364821
96,Tim Patrick,WR,3000,5.700000000000001,526.3157894736842
97,Darius Slayton,WR,5300,9.82,539.714867617108
98,Adam Humphries,WR,3800,7.029999999999999,540.5405405405406
99,Zay Jones,WR,3600,6.52,552.1472392638037
100,Zach Pascal,WR,4700,8.440000000000001,556.8720379146919
101,Nelson Agholor,WR,4400,7.88,558.3756345177665
102,Diontae Johnson,WR,4500,7.73,582.1474773609314
103,Demarcus Robinson,WR,3700,6.19,597.7382875605815
104,James Washington,WR,5000,8.22,608.272506082725
105,Mecole Hardman,WR,4200,6.820000000000001,615.8357771260996
106,Allen Lazard,WR,3700,6.0,616.6666666666666
107,Emmanuel Sanders,WR,6300,9.82,641.5478615071283
108,Kelvin Harmon,WR,3600,5.51,653.3575317604356
109,Albert Wilson,WR,3900,5.77,675.9098786828423
110,Geronimo Allison,WR,3800,5.380000000000001,706.3197026022303
111,Marquez Valdes-Scantling,WR,4100,5.16,794.5736434108527
112,Jack Doyle,TE,3300,11.06,298.372513562387
113,Travis Kelce,TE,7200,19.249999999999996,374.0259740259741
114,Greg Olsen,TE,4400,11.64,378.00687285223364
115,George Kittle,TE,6100,15.84,385.1010101010101
116,Mike Gesicki,TE,3600,9.07,396.91289966923927
117,Zach Ertz,TE,6700,16.85,397.6261127596439
118,Darren Waller,TE,5500,13.65,402.9304029304029
119,Hunter Henry,TE,5800,14.170000000000002,409.3154551870148
120,Mark Andrews,TE,5700,13.26,429.86425339366514
121,Ryan Griffin,TE,4300,9.870000000000001,435.6636271529888
122,Dallas Goedert,TE,4100,9.4,436.17021276595744
123,Tyler Eifert,TE,2800,6.1899999999999995,452.3424878836834
124,Noah Fant,TE,3700,7.960000000000001,464.82412060301505
125,Jonnu Smith,TE,3300,6.91,477.56874095513746
126,Vance McDonald,TE,3400,7.08,480.225988700565
127,Cameron Brate,TE,3100,6.130000000000001,505.70962479608477
