"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" ","","",""
"Christian McCaffrey","CAR","20.0","99.0","0.8","6.1","52.7","0.3","0.2","21.3"
"Dalvin Cook","MIN","17.9","84.7","0.7","4.8","41.2","0.1","0.2","16.9"
"Ezekiel Elliott","DAL","20.4","90.0","0.6","3.0","25.3","0.1","0.2","15.6"
"Alvin Kamara","NO","12.5","60.1","0.5","6.3","50.6","0.2","0.1","15.0"
"Leonard Fournette","JAC","19.7","77.6","0.6","4.9","33.0","0.1","0.1","14.8"
"Josh Jacobs","OAK","19.3","91.4","0.6","2.1","17.2","0.1","0.1","14.7"
"Derrick Henry","TEN","19.0","87.5","0.7","1.6","13.8","0.1","0.1","14.5"
"Le'Veon Bell","NYJ","17.7","72.0","0.5","4.8","38.6","0.1","0.2","14.5"
"Aaron Jones","GB","13.7","64.6","0.7","3.2","26.1","0.1","0.1","14.1"
"Saquon Barkley","NYG","16.1","71.6","0.5","4.5","34.8","0.1","0.1","14.1"
"Todd Gurley","LAR","17.1","72.4","0.7","2.9","23.8","0.1","0.1","14.0"
"Nick Chubb","CLE","17.5","88.3","0.6","2.1","15.7","0.1","0.2","13.9"
"Melvin Gordon","LAC","17.3","72.5","0.6","2.7","21.9","0.1","0.1","13.5"
"Mark Ingram","BAL","14.0","67.2","0.6","2.0","15.3","0.1","0.1","12.2"
"Phillip Lindsay","DEN","13.7","66.7","0.5","2.6","18.3","0.0","0.1","11.8"
"Chris Carson","SEA","15.6","67.3","0.5","2.7","18.9","0.1","0.2","11.5"
"Miles Sanders","PHI","10.7","52.8","0.4","2.9","31.4","0.1","0.1","10.9"
"Devin Singletary","BUF","11.6","53.5","0.4","2.9","24.0","0.1","0.1","10.7"
"Jonathan Williams","IND","16.4","70.4","0.5","1.4","10.9","0.0","0.2","10.7"
"Joe Mixon","CIN","17.3","68.3","0.2","2.2","16.7","0.1","0.1","10.3"
"David Montgomery","CHI","15.5","58.7","0.4","2.0","16.9","0.0","0.1","10.1"
"Sony Michel","NE","16.1","63.2","0.5","0.8","5.8","0.0","0.1","9.9"
"Kenyan Drake","ARI","11.8","49.6","0.2","3.0","24.4","0.1","0.1","8.9"
"Tevin Coleman","SF","12.1","51.3","0.2","2.2","17.0","0.1","0.1","8.8"
"Tarik Cohen","CHI","6.5","25.8","0.1","4.5","35.8","0.4","0.1","8.7"
"Austin Ekeler","LAC","6.1","27.1","0.1","4.3","40.4","0.2","0.1","8.6"
"LeSean McCoy","KC","10.9","44.9","0.3","2.3","17.4","0.1","0.1","8.5"
"Ronald Jones II","TB","11.9","47.5","0.3","2.3","19.8","0.0","0.1","8.5"
"Devonta Freeman","ATL","12.3","47.1","0.1","3.3","25.3","0.1","0.1","8.4"
"James White","NE","4.8","19.2","0.1","4.6","40.6","0.3","0.1","8.3"
"Jamaal Williams","GB","9.7","39.5","0.1","3.0","22.4","0.2","0.1","7.9"
"Latavius Murray","NO","11.0","44.4","0.3","2.1","14.0","0.1","0.1","7.9"
"Bo Scarbrough","DET","15.1","60.2","0.3","0.9","5.7","0.0","0.2","7.9"
"Carlos Hyde","HOU","14.5","63.5","0.2","1.0","5.2","0.0","0.1","7.8"
"Derrius Guice","WAS","10.8","44.6","0.1","2.4","17.7","0.0","0.1","7.1"
"Kareem Hunt","CLE","7.0","32.3","0.1","3.2","27.4","0.1","0.1","7.1"
"Benny Snell Jr.","PIT","11.8","50.4","0.2","1.4","9.1","0.0","0.1","7.0"
"Royce Freeman","DEN","8.5","37.6","0.2","2.4","15.4","0.0","0.1","6.3"
"Adrian Peterson","WAS","11.7","45.9","0.1","1.5","10.9","0.0","0.1","6.1"
"Rashaad Penny","SEA","8.8","42.0","0.2","1.0","6.3","0.0","0.1","6.0"
"Duke Johnson","HOU","5.5","25.6","0.1","2.9","27.2","0.1","0.1","5.9"
"Kalen Ballage","MIA","11.1","35.2","0.1","2.3","14.7","0.0","0.1","5.6"
"Nyheim Hines","IND","4.9","18.4","0.1","3.8","29.0","0.1","0.1","5.4"
"Jaylen Samuels","PIT","5.7","19.9","0.1","4.3","26.5","0.1","0.1","5.4"
"Peyton Barber","TB","9.6","35.9","0.2","1.2","6.6","0.0","0.1","5.3"
"Matt Breida","SF","7.1","29.7","0.1","1.6","10.7","0.1","0.1","4.9"
"Frank Gore","BUF","9.7","37.8","0.1","1.1","8.0","0.0","0.1","4.9"
"Jordan Howard","PHI","6.8","27.5","0.2","0.7","4.8","0.0","0.1","4.5"
"David Johnson","ARI","5.8","21.0","0.1","2.0","16.7","0.1","0.1","4.3"
"Raheem Mostert","SF","6.8","33.0","0.1","1.3","8.8","0.0","0.1","4.3"
"Rex Burkhead","NE","4.6","18.6","0.1","2.0","18.2","0.0","0.1","4.3"
"Gus Edwards","BAL","7.5","35.4","0.1","0.4","1.2","0.0","0.0","4.1"
"Chase Edmonds","ARI","5.0","20.3","0.1","1.4","9.5","0.0","0.1","4.0"
"James Conner","PIT","4.8","18.2","0.2","1.7","11.0","0.1","0.1","4.0"
"Darrel Williams","KC","6.4","22.3","0.1","2.0","12.1","0.0","0.1","3.8"
"Patrick Laird","MIA","4.0","14.9","0.1","2.4","18.2","0.0","0.1","3.7"
"Jay Ajayi","PHI","6.5","27.0","0.1","0.7","4.3","0.0","0.1","3.7"
"Giovani Bernard","CIN","4.2","14.6","0.0","2.3","18.0","0.0","0.0","3.5"
"Jalen Richard","OAK","2.5","11.0","0.0","3.1","23.7","0.0","0.1","3.5"
"Tony Pollard","DAL","4.9","21.0","0.1","1.4","8.4","0.0","0.0","3.4"
"J.D. McKissic","DET","3.3","14.8","0.0","2.1","16.3","0.0","0.0","3.3"
"Myles Gaskin","MIA","4.8","17.5","0.1","1.7","11.0","0.0","0.0","3.3"
"Alexander Mattison","MIN","5.9","25.5","0.1","0.5","2.6","0.0","0.1","3.1"
"Bilal Powell","NYJ","4.8","20.4","0.0","1.0","6.0","0.0","0.0","2.9"
"Jordan Wilkins","IND","3.6","20.7","0.1","0.8","5.2","0.0","0.1","2.8"
"Ryquell Armstead","JAC","4.0","14.2","0.1","1.3","7.5","0.0","0.0","2.8"
"Brian Hill","ATL","4.2","17.1","0.0","1.1","7.0","0.0","0.1","2.8"
"Dion Lewis","TEN","3.3","13.5","0.0","2.1","12.4","0.0","0.1","2.8"
"Ty Johnson","DET","4.6","17.2","0.0","1.4","8.1","0.0","0.0","2.7"
"Dare Ogunbowale","TB","1.8","6.4","0.1","2.1","15.9","0.0","0.0","2.7"
"DeAndre Washington","OAK","3.9","14.7","0.1","1.4","9.2","0.0","0.1","2.7"
"Chris Thompson","WAS","2.7","10.0","0.0","1.7","13.8","0.1","0.1","2.6"
"Malcolm Brown","LAR","4.4","17.9","0.1","0.3","3.0","0.0","0.0","2.5"
"Qadree Ollison","ATL","4.2","14.6","0.1","0.9","5.0","0.0","0.0","2.3"
"Kerrith Whyte","PIT","2.9","11.0","0.1","0.9","5.7","0.0","0.0","2.1"
"Justice Hill","BAL","3.4","14.2","0.0","0.5","2.8","0.0","0.0","1.9"
"Trey Edmunds","PIT","3.1","11.6","0.0","0.8","4.3","0.0","0.0","1.8"
"Ty Montgomery","NYJ","2.4","9.3","0.0","1.0","7.5","0.0","0.0","1.8"
"Darrell Henderson","LAR","3.1","12.1","0.0","0.7","4.8","0.0","0.0","1.7"
"Jeff Wilson","SF","3.0","12.2","0.1","0.9","2.7","0.0","0.1","1.7"
"Reggie Bonnafon","CAR","2.8","11.5","0.0","0.4","2.5","0.0","0.0","1.6"
"Wendell Smallwood","WAS","2.0","7.0","0.0","1.1","7.1","0.0","0.0","1.6"
"Brandon Bolden","NE","1.5","6.5","0.1","0.9","5.5","0.0","0.0","1.6"
"Wayne Gallman","NYG","2.4","9.1","0.0","0.9","5.6","0.0","0.0","1.6"
"Boston Scott","PHI","3.1","11.1","0.0","0.6","2.6","0.0","0.0","1.6"
"Kyle Juszczyk","SF","0.4","1.4","0.0","1.7","13.9","0.0","0.1","1.4"
"CJ Ham","MIN","1.1","3.3","0.0","0.8","4.6","0.0","0.0","1.0"
"Ryan Nall","CHI","1.6","5.1","0.0","0.5","2.3","0.0","0.0","0.9"
"Zach Line","NO","0.5","2.2","0.0","0.6","4.5","0.0","0.0","0.9"
"Kenjon Barner","ATL","1.3","5.5","0.0","0.7","3.0","0.0","0.0","0.9"
"Josh Adams","NYJ","2.4","7.3","0.0","0.6","1.1","0.0","0.0","0.8"
"Ameer Abdullah","MIN","1.6","5.2","0.0","0.6","3.0","0.0","0.0","0.8"
"Alex Armah","CAR","0.9","4.4","0.0","0.4","1.7","0.0","0.0","0.8"
"Darwin Thompson","KC","1.7","5.5","0.0","0.3","1.0","0.0","0.0","0.8"
"Devontae Booker","DEN","1.0","3.8","0.0","0.6","3.9","0.0","0.0","0.7"
"Patrick DiMarco","BUF","0.9","2.8","0.0","0.7","4.0","0.0","0.0","0.7"
"Dontrell Hilliard","CLE","0.9","2.9","0.0","0.5","3.0","0.0","0.0","0.7"
"Travis Homer","SEA","1.0","4.0","0.0","0.2","1.2","0.0","0.0","0.7"
"C.J. Prosise","SEA","1.1","3.2","0.0","0.3","2.0","0.0","0.0","0.7"
"Dan Vitale","GB","0.7","2.1","0.0","0.6","4.1","0.0","0.0","0.6"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.5","3.5","0.0","0.0","0.6"
"Alec Ingold","OAK","1.3","4.0","0.0","0.5","1.8","0.0","0.0","0.6"
"Mike Davis","CAR","0.8","3.1","0.0","0.2","0.7","0.0","0.0","0.6"
"Derek Watt","LAC","1.1","3.4","0.0","0.4","1.9","0.0","0.0","0.5"
"T.J. Logan","TB","0.7","2.6","0.0","0.4","2.3","0.0","0.0","0.5"
"Michael Burton","WAS","0.3","1.3","0.0","0.4","3.3","0.0","0.0","0.5"
"Javorius Allen","NYG","0.4","1.5","0.0","0.5","2.5","0.0","0.0","0.5"
"Chandler Cox","MIA","0.6","2.0","0.0","0.4","3.0","0.0","0.0","0.5"
"Zach Zenner","ARI","0.7","2.2","0.0","0.1","0.8","0.0","0.0","0.5"
"Trayveon Williams","CIN","0.7","2.3","0.0","0.1","0.4","0.0","0.0","0.5"
"Troymaine Pope","LAC","0.8","2.5","0.0","0.4","2.0","0.0","0.0","0.5"
"Justin Jackson","LAC","0.6","2.0","0.0","0.4","2.0","0.0","0.0","0.4"
"Elijhaa Penny","NYG","1.0","2.8","0.0","0.3","1.4","0.0","0.0","0.4"
"Anthony Sherman","KC","0.7","2.2","0.0","0.3","2.1","0.0","0.0","0.4"
"Dwayne Washington","NO","0.8","2.7","0.0","0.2","0.8","0.0","0.0","0.3"
"De'Lance Turner","MIA","0.1","0.5","0.0","0.2","1.3","0.0","0.0","0.2"
"Buddy Howell","HOU","0.5","1.6","0.0","0.2","0.7","0.0","0.0","0.2"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.2"
"Jamize Olawale","DAL","0.3","1.0","0.0","0.2","1.0","0.0","0.0","0.2"
"D'Ernest Johnson","CLE","0.2","0.7","0.0","0.2","1.4","0.0","0.0","0.2"
"Nick Bellore","SEA","0.1","0.4","0.0","0.1","1.4","0.0","0.0","0.2"
"Keith Smith","ATL","0.3","1.2","0.0","0.2","0.7","0.0","0.0","0.2"
"Senorise Perry","BUF","0.3","1.1","0.0","0.1","0.7","0.0","0.0","0.2"
"Damien Harris","NE","0.4","1.1","0.0","0.2","0.4","0.0","0.0","0.1"
"Devine Ozigbo","JAC","0.2","0.7","0.0","0.1","0.5","0.0","0.0","0.1"
"Mike Boone","MIN","0.3","0.8","0.0","0.1","0.2","0.0","0.0","0.1"
"Dalyn Dawkins","TEN","0.1","0.6","0.0","0.0","0.2","0.0","0.0","0.1"
"Khari Blasingame","TEN","0.2","0.6","0.0","0.1","0.3","0.0","0.0","0.1"
"Dexter Williams","GB","0.1","0.5","0.0","0.0","0.2","0.0","0.0","0.1"
"Taiwan Jones","HOU","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.1"
"Tyler Ervin","JAC","0.1","0.2","0.0","0.0","0.2","0.0","0.0","0.0"
""
""
