,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Patrick Mahomes,Phillip Lindsay,Josh Jacobs,Davante Adams,Christian Kirk,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,146.128,49800
1,Patrick Mahomes,Phillip Lindsay,Leonard Fournette,Davante Adams,Christian Kirk,Mike Evans,Jack Doyle,Alshon Jeffery,New York Giants,146.028,49800
2,Patrick Mahomes,Phillip Lindsay,Le'Veon Bell,Christian Kirk,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,145.758,50000
3,Patrick Mahomes,Phillip Lindsay,Josh Jacobs,Christian Kirk,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,145.538,49700
4,Jameis Winston,Phillip Lindsay,Josh Jacobs,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Leonard Fournette,Cleveland Browns,145.34400000000002,49900
5,Jameis Winston,Phillip Lindsay,Leonard Fournette,Davante Adams,Christian Kirk,Mike Evans,Jack Doyle,Jamison Crowder,Cleveland Browns,145.244,49900
6,Patrick Mahomes,Phillip Lindsay,Le'Veon Bell,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,145.038,50000
7,Patrick Mahomes,Phillip Lindsay,Josh Jacobs,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,144.81799999999998,49700
8,Jameis Winston,Phillip Lindsay,Josh Jacobs,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Leonard Fournette,Cleveland Browns,144.75400000000002,49800
9,Patrick Mahomes,Phillip Lindsay,Leonard Fournette,Davante Adams,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,New York Giants,144.718,49700
10,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Christian Kirk,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,144.67000000000002,50000
11,Jameis Winston,Josh Jacobs,Leonard Fournette,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Alshon Jeffery,Cleveland Browns,144.554,50000
12,Jameis Winston,Phillip Lindsay,Josh Jacobs,Davante Adams,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,144.544,49900
13,Patrick Mahomes,Phillip Lindsay,Le'Veon Bell,Mike Evans,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,144.448,49900
14,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Davante Adams,Christian Kirk,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,144.25400000000002,49700
15,Patrick Mahomes,Phillip Lindsay,Josh Jacobs,Mike Evans,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,144.228,49600
16,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Leonard Fournette,New York Giants,143.97,49900
17,Jameis Winston,Josh Jacobs,Leonard Fournette,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,Cleveland Browns,143.964,49900
18,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,143.95000000000002,50000
19,Lamar Jackson,Phillip Lindsay,Leonard Fournette,Davante Adams,Christian Kirk,Mike Evans,Jack Doyle,Jamison Crowder,New York Giants,143.86999999999998,49900
20,Lamar Jackson,Phillip Lindsay,Leonard Fournette,Davante Adams,Mike Evans,Jamison Crowder,Jack Doyle,Alshon Jeffery,Cleveland Browns,143.85000000000002,50000
21,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Christian Kirk,Mike Evans,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,143.66400000000002,49600
22,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Christian Kirk,Mike Evans,Jamison Crowder,Jack Doyle,Leonard Fournette,New York Giants,143.38,49800
23,Lamar Jackson,Phillip Lindsay,Josh Jacobs,Mike Evans,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,143.36,49900
24,Lamar Jackson,Josh Jacobs,Leonard Fournette,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Alshon Jeffery,New York Giants,143.17999999999998,50000
25,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Davante Adams,Christian Kirk,Jamison Crowder,Jack Doyle,Leonard Fournette,New York Giants,142.964,49500
26,Jameis Winston,Phillip Lindsay,Le'Veon Bell,Davante Adams,Jamison Crowder,Alshon Jeffery,Jack Doyle,Leonard Fournette,Cleveland Browns,142.94400000000002,49600
27,Lamar Jackson,Phillip Lindsay,Le'Veon Bell,Davante Adams,Christian Kirk,Alshon Jeffery,Jack Doyle,Leonard Fournette,New York Giants,142.88,49700
