,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,21.1,18.8,20.1,96.1,88.0,91.9,1.4,0.9,1.0,6.0,3.9,4.5,50.0,34.7,41.1,0.3,0.0,0.2,0.0,0.3,0.2,22.9,19.7,20.3,10,RB
1,Kareem Hunt,CLE,20.9,15.6,18.6,90.0,67.7,81.7,1.0,0.7,0.9,4.7,2.7,3.4,41.7,27.0,31.9,0.5,0.0,0.2,0.0,0.2,0.1,19.2,17.3,17.9,10,RB
2,James Conner,PIT,24.0,17.7,20.2,100.0,80.7,88.0,1.0,0.7,0.9,6.0,3.0,4.5,41.0,31.4,35.5,0.2,0.0,0.1,0.2,0.2,0.2,19.5,15.9,17.9,10,RB
3,Alvin Kamara,NO,13.8,11.9,12.8,73.5,56.0,61.7,1.0,0.6,0.8,6.5,5.4,6.0,60.0,50.0,53.4,0.4,0.0,0.3,0.0,0.1,0.1,18.1,17.0,17.5,10,RB
4,Saquon Barkley,NYG,21.0,15.0,16.8,85.0,63.3,70.7,1.0,0.4,0.6,7.3,5.9,6.6,65.1,48.1,53.7,0.4,0.0,0.2,0.0,0.2,0.1,20.0,15.0,16.9,10,RB
5,Ezekiel Elliott,DAL,21.0,15.2,18.1,85.5,68.0,81.3,1.0,0.3,0.5,4.6,3.5,3.9,42.0,22.6,32.4,0.2,0.0,0.1,0.0,0.2,0.1,18.0,13.7,14.9,10,RB
6,Christian McCaffrey,CAR,14.5,11.0,12.8,67.6,50.0,55.7,1.0,0.3,0.5,6.3,5.2,5.8,52.0,43.4,48.1,0.3,0.0,0.2,0.1,0.2,0.1,16.0,13.5,14.4,10,RB
7,Joe Mixon,CIN,21.0,13.5,16.0,85.0,55.0,67.0,1.0,0.4,0.7,4.3,3.1,3.7,35.0,23.8,30.2,0.2,0.0,0.1,0.1,0.1,0.1,18.0,12.1,14.3,10,RB
8,Nick Chubb,CLE,20.5,13.2,16.9,91.4,69.0,78.0,1.0,0.5,0.8,2.5,1.0,1.4,16.6,5.0,9.3,0.1,0.0,0.0,0.0,0.1,0.1,15.9,10.8,13.4,10,RB
9,Tevin Coleman,SF,14.0,12.1,12.9,60.0,51.1,56.1,1.0,0.2,0.5,3.8,2.2,3.0,32.6,25.0,28.7,0.4,0.0,0.2,0.0,0.1,0.1,14.5,10.9,12.5,10,RB
10,Marlon Mack,IND,17.0,13.6,15.2,75.0,61.7,68.3,1.0,0.4,0.6,2.6,1.6,2.0,19.9,14.9,16.8,0.1,0.0,0.1,0.1,0.1,0.1,15.0,10.9,12.1,10,RB
11,Aaron Jones,GB,15.1,11.4,14.0,72.5,59.8,67.7,1.0,0.4,0.6,3.0,1.7,2.2,26.2,12.0,17.1,0.1,0.0,0.1,0.1,0.1,0.1,14.5,10.5,12.1,10,RB
12,Leonard Fournette,TB,24.0,12.2,16.3,95.0,50.0,66.2,1.0,0.3,0.5,3.2,2.2,2.9,25.1,16.1,22.7,0.1,0.0,0.1,0.1,0.1,0.1,18.0,9.7,12.1,10,RB
13,Adrian Peterson,DET,17.4,14.5,16.2,72.4,62.0,67.6,1.0,0.4,0.6,3.0,1.0,1.9,29.4,10.0,18.8,0.2,0.0,0.1,0.1,0.5,0.3,13.6,10.9,12.0,10,RB
14,Dion Lewis,NYG,15.0,9.9,12.0,60.0,39.1,49.9,1.0,0.2,0.4,5.2,3.7,4.5,41.0,26.3,33.9,0.2,0.0,0.1,0.1,0.2,0.1,15.5,9.7,11.1,10,RB
15,Jordan Howard,PHI,16.2,10.0,14.3,70.9,40.0,61.9,1.0,0.5,0.6,1.5,0.7,1.2,12.8,6.1,10.1,0.1,0.0,0.0,0.0,0.1,0.1,12.6,9.9,11.0,10,RB
16,Matt Breida,MIA,15.1,11.8,13.0,66.9,48.1,58.8,1.0,0.3,0.5,4.0,1.7,2.3,25.0,13.1,17.2,0.1,0.0,0.1,0.1,0.2,0.1,15.0,9.6,10.8,10,RB
17,Mike Davis,CAR,16.7,13.0,15.1,76.0,53.0,65.9,0.4,0.0,0.3,3.1,2.7,2.9,25.0,17.9,22.0,0.1,0.0,0.1,0.0,0.1,0.1,12.6,9.0,10.7,10,RB
18,Sony Michel,NE,19.0,12.7,15.0,75.0,51.0,62.9,1.0,0.4,0.6,1.8,0.8,1.2,12.0,5.0,8.2,0.1,0.0,0.0,0.0,0.2,0.1,14.0,8.7,10.6,10,RB
19,James White,NE,9.2,5.1,6.4,34.2,18.4,24.7,0.4,0.0,0.2,6.1,5.9,6.0,54.1,45.0,51.2,0.5,0.0,0.3,0.1,0.1,0.1,12.1,7.0,10.4,10,RB
20,LeSean McCoy,TB,15.1,13.6,14.3,59.5,41.6,53.3,1.0,0.2,0.4,3.8,2.8,3.3,31.0,22.4,25.5,0.1,0.0,0.0,0.0,0.1,0.1,14.0,7.4,10.2,10,RB
21,Kerryon Johnson,DET,16.0,11.0,12.9,65.0,41.2,51.9,1.0,0.2,0.4,3.5,2.0,2.9,25.9,17.1,22.2,0.1,0.0,0.1,0.0,0.1,0.1,14.5,8.1,10.0,10,RB
22,Tarik Cohen,CHI,11.0,5.8,6.9,45.0,26.0,32.0,0.2,0.0,0.1,5.0,3.5,4.1,48.8,32.3,40.0,0.3,0.0,0.2,0.0,0.2,0.1,10.9,8.2,9.0,10,RB
23,Austin Ekeler,LAC,8.0,3.9,6.4,35.3,19.3,30.6,1.0,0.2,0.4,3.0,1.8,2.3,28.8,19.6,23.3,0.3,0.0,0.2,0.1,0.3,0.2,12.0,6.6,8.4,10,RB
24,Kenyan Drake,ARI,10.0,7.2,8.4,41.3,32.0,35.7,0.3,0.0,0.2,4.2,2.9,3.8,32.9,21.5,29.2,0.2,0.0,0.1,0.0,0.1,0.1,8.9,7.0,8.0,10,RB
25,Jalen Richard,LV,5.8,2.6,4.1,25.4,11.0,17.0,0.2,0.0,0.1,6.0,3.8,5.0,45.0,30.3,40.6,1.0,0.0,0.3,0.1,0.1,0.1,12.5,6.2,7.9,10,RB
26,Peyton Barber,WAS,13.5,11.0,12.4,53.6,44.1,48.7,0.4,0.0,0.3,2.0,0.7,1.3,20.0,5.5,10.5,0.1,0.0,0.0,0.1,0.1,0.1,9.5,6.5,7.5,10,RB
27,Frank Gore,NYJ,14.0,10.4,12.5,55.0,42.0,51.4,0.3,0.0,0.2,1.6,1.0,1.2,18.0,5.0,10.2,0.1,0.0,0.0,0.0,0.1,0.1,8.6,6.0,7.3,10,RB
28,Ito Smith,ATL,11.0,7.2,9.2,40.0,30.4,37.3,0.5,0.0,0.3,2.1,1.0,1.6,16.0,10.0,13.4,0.1,0.0,0.1,0.0,0.1,0.1,8.5,5.0,7.1,10,RB
29,Elijah McGuire,KC,9.1,6.8,8.4,36.1,29.2,33.8,0.2,0.0,0.1,2.6,2.0,2.3,27.3,20.0,21.7,0.1,0.0,0.1,0.0,0.2,0.1,7.5,5.5,6.6,10,RB
30,TJ Yeldon,BUF,5.6,2.2,3.5,24.1,8.9,14.6,0.1,0.0,0.1,4.0,2.3,2.9,35.0,20.0,25.3,1.0,0.1,0.3,0.0,0.1,0.0,11.0,3.9,6.0,10,RB
31,Wendell Smallwood,PIT,8.8,6.0,7.9,34.6,25.0,30.8,0.4,0.0,0.2,2.4,0.8,1.6,20.4,5.0,13.0,0.1,0.0,0.1,0.0,0.2,0.1,7.7,3.0,5.8,10,RB
32,Derrick Henry,TEN,11.0,7.0,9.3,45.8,25.0,36.9,0.3,0.0,0.2,1.6,0.9,1.2,15.0,5.0,8.8,0.1,0.0,0.0,0.0,0.1,0.1,6.8,3.0,5.7,10,RB
33,Nyheim Hines,IND,9.4,4.0,6.0,40.5,15.0,24.9,0.2,0.0,0.1,4.0,2.6,3.1,35.0,15.3,22.3,0.1,0.0,0.1,0.0,0.1,0.1,7.4,5.0,5.7,10,RB
34,Josh Adams,NYJ,11.0,5.2,7.8,45.0,19.4,31.0,1.0,0.2,0.4,1.0,0.4,0.6,6.3,2.6,4.3,0.0,0.0,0.0,0.0,0.1,0.0,11.0,3.5,5.7,10,RB
35,Jamaal Williams,GB,9.0,5.0,7.0,38.0,20.0,30.2,0.2,0.0,0.1,1.9,1.0,1.4,16.3,9.3,12.4,0.1,0.0,0.0,0.0,0.1,0.1,6.7,3.0,5.2,10,RB
36,Corey Clement,PHI,8.2,5.0,6.4,31.0,20.0,24.8,0.4,0.0,0.2,2.0,0.9,1.6,16.0,8.7,13.4,0.1,0.0,0.1,0.1,0.2,0.1,6.8,3.5,5.1,10,RB
37,Giovani Bernard,CIN,6.9,3.5,4.8,29.1,14.5,19.5,0.3,0.0,0.1,4.0,1.7,2.7,35.0,11.0,22.5,0.1,0.0,0.0,0.0,0.1,0.1,6.3,3.5,5.1,10,RB
38,Alfred Morris,NYG,10.4,7.1,8.7,44.0,25.6,34.9,0.3,0.0,0.2,1.1,0.0,0.7,10.2,0.0,5.8,0.0,0.0,0.0,0.0,0.1,0.1,6.9,3.5,5.0,10,RB
39,Theo Riddick,LV,3.5,1.2,2.3,12.2,4.0,8.1,0.1,0.0,0.0,5.1,4.0,4.7,35.0,30.0,32.3,0.2,0.0,0.1,0.0,0.1,0.1,5.8,4.0,4.8,10,RB
40,Rashaad Penny,SEA,8.9,3.3,5.7,35.9,13.7,22.8,0.2,0.1,0.1,2.2,0.8,1.6,18.5,7.1,12.7,0.1,0.0,0.1,0.1,0.1,0.1,7.2,2.7,4.4,10,RB
41,Spencer Ware,CHI,4.8,2.9,3.5,21.4,9.5,14.2,0.1,0.0,0.1,1.5,0.8,1.1,13.2,5.0,10.0,0.1,0.0,0.1,0.0,0.1,0.0,3.8,2.0,3.2,10,RB
42,Malcolm Brown,LAR,4.6,1.0,3.2,19.1,5.0,13.4,0.2,0.0,0.1,1.0,0.2,0.6,8.4,2.0,4.9,0.2,0.0,0.1,0.0,0.1,0.0,4.3,1.0,2.7,10,RB
43,Kyle Juszczyk,SF,0.8,0.0,0.5,3.3,0.0,2.0,0.0,0.0,0.0,2.6,0.8,2.0,26.4,7.3,19.6,0.1,0.0,0.1,0.0,0.1,0.0,3.4,1.4,2.5,10,RB
44,Cordarrelle Patterson,CHI,2.4,2.4,2.4,10.7,10.7,10.7,0.1,0.1,0.1,0.8,0.8,0.8,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,10,RB
45,Carlos Hyde,SEA,4.2,2.4,3.5,17.0,9.3,13.4,0.1,0.1,0.1,1.1,0.7,0.9,7.5,4.2,5.5,0.0,0.0,0.0,0.0,0.1,0.0,2.9,2.3,2.4,10,RB
46,Wayne Gallman,NYG,3.3,2.3,2.9,13.4,7.7,10.4,0.1,0.0,0.1,1.4,0.9,1.1,11.5,4.2,8.2,0.0,0.0,0.0,0.0,0.2,0.1,3.1,1.4,2.1,10,RB
47,Chase Edmonds,ARI,3.4,0.4,2.5,13.5,1.4,9.7,0.1,0.0,0.0,2.0,0.5,1.2,16.0,3.3,8.3,0.0,0.0,0.0,0.0,0.1,0.0,3.1,0.6,2.0,10,RB
48,DeAndre Washington,MIA,4.1,0.6,2.3,17.0,3.0,10.0,0.1,0.0,0.1,1.0,0.1,0.6,6.1,0.6,3.8,0.0,0.0,0.0,0.0,0.1,0.0,2.9,0.5,1.6,10,RB
49,Trenton Cannon,CAR,2.6,0.4,1.2,9.7,2.0,4.7,0.1,0.0,0.0,1.5,0.6,1.0,14.2,4.6,8.9,0.0,0.0,0.0,0.0,0.1,0.0,3.0,1.0,1.5,10,RB
50,Samaje Perine,CIN,1.8,0.0,1.0,8.0,0.0,4.4,0.1,0.0,0.1,1.3,0.0,0.6,10.5,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.2,10,RB
51,Rod Smith,NYG,2.5,1.0,1.8,11.2,4.5,7.5,0.1,0.0,0.0,0.5,0.0,0.3,3.7,0.0,1.7,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.5,1.0,10,RB
52,Anthony Sherman,KC,0.4,0.0,0.2,1.1,0.0,0.5,0.0,0.0,0.0,1.0,0.2,0.6,12.4,2.4,6.1,0.1,0.0,0.1,0.0,0.1,0.0,2.0,0.4,1.0,10,RB
53,Jordan Wilkins,IND,2.1,1.2,1.7,8.7,5.3,6.9,0.1,0.0,0.0,0.4,0.1,0.2,2.4,0.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.9,10,RB
54,Kalen Ballage,LAC,1.2,0.3,0.7,5.0,0.8,2.7,0.0,0.0,0.0,0.6,0.0,0.4,5.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.6,10,RB
55,Jaylen Samuels,PIT,1.8,0.0,0.8,7.3,0.0,3.1,0.1,0.0,0.0,0.1,0.0,0.0,1.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.6,10,RB
56,Justin Jackson,LAC,1.1,0.1,0.6,5.0,0.3,2.5,0.0,0.0,0.0,0.2,0.0,0.1,1.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.4,10,RB
57,Keith Smith,ATL,0.4,0.0,0.2,1.0,0.0,0.7,0.0,0.0,0.0,0.6,0.1,0.4,5.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.4,10,RB
58,Alex Armah,CAR,1.2,0.0,0.6,4.7,0.0,1.8,0.1,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,10,RB
59,Brandon Bolden,NE,0.6,0.0,0.3,2.1,0.2,1.2,0.0,0.0,0.0,0.3,0.0,0.2,2.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3,10,RB
60,Damien Williams,KC,0.9,0.1,0.4,3.0,0.4,1.6,0.0,0.0,0.0,0.4,0.0,0.2,3.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,10,RB
61,TJ Logan,TB,0.5,0.0,0.2,1.8,0.0,0.9,0.0,0.0,0.0,0.3,0.0,0.1,2.3,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,10,RB
