Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
9652,1269027468,pascooch (14/16),0,123.6,QB Drew Brees RB Kareem Hunt FLEX Aaron Jones RB Jordan Howard WR Michael Thomas WR Jarvis Landry WR Marquez Valdes-Scantling TE Benjamin Watson DST Patriots ,,,
9652,1269027473,pascooch (15/16),0,123.6,QB Drew Brees RB Kareem Hunt FLEX Aaron Jones RB Jordan Howard WR Michael Thomas WR Jarvis Landry WR Marquez Valdes-Scantling TE Benjamin Watson DST Patriots ,,,
9652,1269036458,pascooch (16/16),0,123.6,QB Drew Brees RB Kareem Hunt FLEX Aaron Jones RB Jordan Howard WR Michael Thomas WR Jarvis Landry WR Marquez Valdes-Scantling TE Benjamin Watson DST Patriots ,,,
9689,1264576631,sneddytpa,0,123.56,QB Patrick Mahomes RB Alvin Kamara FLEX Kenyan Drake RB Aaron Jones WR Jarvis Landry WR Calvin Ridley WR DeVante Parker TE David Njoku DST Chargers ,,,
9689,1267210672,gatortraining (1/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210673,gatortraining (2/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210674,gatortraining (3/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210675,gatortraining (4/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210676,gatortraining (5/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210677,gatortraining (6/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210678,gatortraining (7/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210679,gatortraining (8/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210680,gatortraining (9/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210681,gatortraining (10/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210682,gatortraining (11/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210683,gatortraining (12/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210684,gatortraining (13/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210685,gatortraining (14/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210686,gatortraining (15/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210687,gatortraining (16/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210688,gatortraining (17/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210689,gatortraining (18/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210690,gatortraining (19/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267210691,gatortraining (20/20),0,123.56,QB Aaron Rodgers FLEX Todd Gurley II RB Dion Lewis RB Mike Davis WR Mike Evans WR Keenan Allen WR Josh Gordon TE Nick Vannett DST Rams ,,,
9689,1267391919,14chances (1/2),0,123.56,QB Philip Rivers RB Adrian Peterson RB Nick Chubb FLEX Julian Edelman WR Jarvis Landry WR Calvin Ridley WR Marquez Valdes-Scantling TE O.J. Howard DST Chargers ,,,
9689,1268992795,rbcues (16/20),0,123.56,QB Patrick Mahomes RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Josh Gordon WR Marquez Valdes-Scantling WR Maurice Harris TE Travis Kelce DST Rams ,,,
9689,1268992796,rbcues (17/20),0,123.56,QB Patrick Mahomes RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Josh Gordon WR Marquez Valdes-Scantling WR Maurice Harris TE Travis Kelce DST Rams ,,,
9689,1268992797,rbcues (18/20),0,123.56,QB Patrick Mahomes RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Josh Gordon WR Marquez Valdes-Scantling WR Maurice Harris TE Travis Kelce DST Rams ,,,
9689,1268992798,rbcues (19/20),0,123.56,QB Patrick Mahomes RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Josh Gordon WR Marquez Valdes-Scantling WR Maurice Harris TE Travis Kelce DST Rams ,,,
9689,1268992799,rbcues (20/20),0,123.56,QB Patrick Mahomes RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Josh Gordon WR Marquez Valdes-Scantling WR Maurice Harris TE Travis Kelce DST Rams ,,,
9689,1269024062,Hoss92 (1/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024093,Hoss92 (2/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024140,Hoss92 (3/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024146,Hoss92 (4/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024151,Hoss92 (5/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024156,Hoss92 (6/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024165,Hoss92 (7/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269024181,Hoss92 (8/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269034714,Hoss92 (9/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269034737,Hoss92 (10/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269034751,Hoss92 (11/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269034765,Hoss92 (12/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269053552,Hoss92 (13/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269053605,Hoss92 (14/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269061318,Hoss92 (15/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269061322,Hoss92 (16/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269061367,Hoss92 (17/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269061373,Hoss92 (18/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269061447,Hoss92 (19/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9689,1269069780,Hoss92 (20/20),0,123.56,QB Aaron Rodgers RB Alvin Kamara RB Tevin Coleman FLEX Dion Lewis WR Josh Gordon WR Corey Davis WR Mike Williams TE Travis Kelce DST Chiefs ,,,
9736,1268482528,aclegend89 (1/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268482529,aclegend89 (2/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268482536,aclegend89 (3/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268491772,aclegend89 (4/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268491777,aclegend89 (5/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268491785,aclegend89 (6/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268501850,aclegend89 (7/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268501863,aclegend89 (8/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268510712,aclegend89 (9/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268510721,aclegend89 (10/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268510725,aclegend89 (11/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268510730,aclegend89 (12/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268520726,aclegend89 (13/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268520729,aclegend89 (14/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268520731,aclegend89 (15/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268520736,aclegend89 (16/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268528613,aclegend89 (17/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268528624,aclegend89 (18/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268528640,aclegend89 (19/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9736,1268528642,aclegend89 (20/20),0,123.54,QB Ryan Fitzpatrick RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Josh Gordon WR Marvin Jones Jr. WR Maurice Harris TE Trey Burton DST Rams ,,,
9756,1266580221,lorenl (3/5),0,123.52,QB Philip Rivers RB Aaron Jones RB Austin Ekeler WR Davante Adams WR Mike Evans WR Keenan Allen FLEX Cooper Kupp TE Trey Burton DST Colts ,,,
9756,1267277127,Ladd1945 (3/3),0,123.52,QB Philip Rivers RB Melvin Gordon III FLEX Kareem Hunt RB Tevin Coleman WR Josh Gordon WR Josh Doctson WR Adam Humphries TE Eric Ebron DST Jets ,,,
9756,1269142075,BoundByHonor (3/3),0,123.52,QB Philip Rivers RB Kareem Hunt FLEX Marlon Mack RB Adrian Peterson WR Keenan Allen WR Corey Davis WR John Ross TE Jordan Reed DST Bears ,,,
9756,1269654853,WillRock2424,0,123.52,QB Derek Carr RB David Johnson RB Tevin Coleman FLEX Michael Thomas WR Tyler Boyd WR Jarvis Landry WR Chris Godwin TE Trey Burton DST Jets ,,,
9756,1268992841,supergreek00 (12/20),0,123.52,QB Philip Rivers RB Alvin Kamara RB Tarik Cohen WR Mike Evans FLEX Keenan Allen WR Tyrell Williams WR John Ross TE Austin Hooper DST Jets ,,,
9756,1269564492,rhansen19 (1/3),0,123.52,QB Andy Dalton RB Tevin Coleman RB Aaron Jones WR Michael Thomas WR Tyler Boyd FLEX Jarvis Landry WR Adam Humphries TE Jordan Reed DST Chargers ,,,
9762,1261755199,WiseBilly19,0,123.5,QB Drew Brees RB Alvin Kamara FLEX Adrian Peterson RB Tevin Coleman WR Cooper Kupp WR Calvin Ridley WR DeSean Jackson TE Austin Hooper DST Jaguars ,,,
9763,1266646225,imdot74,0,123.46,QB Patrick Mahomes RB Kareem Hunt RB Tevin Coleman WR Tyreek Hill WR Cooper Kupp WR DeSean Jackson FLEX Eric Ebron TE Benjamin Watson DST Jets ,,,
9763,1268185274,scazzacazzo (2/2),0,123.46,QB Patrick Mahomes RB Todd Gurley II RB Melvin Gordon III WR Corey Davis WR Jordy Nelson WR Mike Williams TE Travis Kelce FLEX Nick Vannett DST Falcons ,,,
9765,1261256404,Anita18 (1/3),0,123.4,QB Matt Ryan RB James White RB Adrian Peterson WR Keenan Allen WR Brandin Cooks WR Antonio Callaway FLEX Chris Godwin TE Travis Kelce DST Seahawks ,,,
9765,1262776525,cpuslinger,0,123.4,QB Andrew Luck RB Alvin Kamara FLEX Kareem Hunt RB Joe Mixon WR T.Y. Hilton WR Adam Humphries WR Zay Jones TE Jack Doyle DST Rams ,,,
9765,1269658211,IoNlyDrmOfU (14/14),0,123.4,QB Tom Brady RB Todd Gurley II FLEX Tevin Coleman RB Dion Lewis WR Mike Evans WR Julian Edelman WR Corey Davis TE C.J. Uzomah DST Falcons ,,,
9765,1266609769,Quincydog (6/20),0,123.4,QB Mitchell Trubisky RB Todd Gurley II RB Joe Mixon FLEX James White WR Taylor Gabriel WR Tyrell Williams WR Brandon LaFell TE Trey Burton DST Bills ,,,
9765,1269438389,tiagol88nc (4/7),0,123.4,QB Mitchell Trubisky RB Todd Gurley II RB Alvin Kamara FLEX Kareem Hunt WR Taylor Gabriel WR DeVante Parker WR Chris Conley TE Benjamin Watson DST Dolphins ,,,
9770,1264386057,p1boggan,0,123.36,QB Patrick Mahomes RB Todd Gurley II RB Melvin Gordon III FLEX Dion Lewis WR Josh Gordon WR Marquez Valdes-Scantling WR Maurice Harris TE Michael Roberts DST Buccaneers ,,,
9771,1268625813,tpedrazzi,0,123.34,QB Ryan Fitzpatrick RB Alvin Kamara RB James White FLEX Dion Lewis WR Keenan Allen WR Brandin Cooks WR Adam Humphries TE Benjamin Watson DST Rams ,,,
9771,1267068103,Teachmehowto (1/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093298,Teachmehowto (2/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093299,Teachmehowto (3/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093300,Teachmehowto (4/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093301,Teachmehowto (5/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093302,Teachmehowto (6/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093303,Teachmehowto (7/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093304,Teachmehowto (8/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093305,Teachmehowto (9/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093306,Teachmehowto (10/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093307,Teachmehowto (11/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093308,Teachmehowto (12/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093309,Teachmehowto (13/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093310,Teachmehowto (14/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093311,Teachmehowto (15/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093312,Teachmehowto (16/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093313,Teachmehowto (17/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093314,Teachmehowto (18/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093315,Teachmehowto (19/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9771,1267093316,Teachmehowto (20/20),0,123.34,QB Ryan Fitzpatrick RB Todd Gurley II RB Dion Lewis FLEX Mike Davis WR Tyler Boyd WR Josh Gordon WR Marquez Valdes-Scantling TE David Njoku DST Packers ,,,
9792,1269099473,slpndslide93 (1/2),0,123.32,QB Philip Rivers RB Kareem Hunt FLEX Tevin Coleman RB Duke Johnson Jr. WR Michael Thomas WR Keenan Allen WR Adam Humphries TE Nick Vannett DST Bears ,,,
9792,1265714541,Winebest (16/20),0,123.32,QB Philip Rivers RB Melvin Gordon III RB Mark Ingram FLEX Austin Ekeler WR Michael Thomas WR Tre'Quan Smith WR Tyrell Williams TE Benjamin Watson DST Chargers ,,,
9792,1269205505,mikeyhogs77 (1/2),0,123.32,QB Jared Goff FLEX Joe Mixon RB Adrian Peterson RB Tevin Coleman WR Robert Woods WR Cooper Kupp WR Corey Davis TE Austin Hooper DST Jets ,,,
9792,1268503725,Khauti1 (11/16),0,123.32,QB Andy Dalton RB Melvin Gordon III FLEX Duke Johnson Jr. RB Ito Smith WR Michael Thomas WR Tyler Boyd WR Maurice Harris TE Austin Hooper DST Jets ,,,
9796,1265996062,DHayes22,0,123.3,QB Matt Ryan RB Todd Gurley II FLEX Melvin Gordon III RB Dion Lewis WR Jarvis Landry WR Marquez Valdes-Scantling WR Maurice Harris TE C.J. Uzomah DST Buccaneers ,,,
9796,1262088227,tumuchmeat,0,123.3,QB Patrick Mahomes RB Kareem Hunt RB Mark Ingram FLEX Julian Edelman WR Cooper Kupp WR Chris Godwin WR Terrelle Pryor TE Travis Kelce DST Falcons ,,,
9798,1262322832,johnnygut1,0,123.26,QB Patrick Mahomes FLEX Adrian Peterson RB T.J. Yeldon RB Tarik Cohen WR Tyreek Hill WR Cooper Kupp WR Calvin Ridley TE Trey Burton DST Rams ,,,
9798,1268680229,jcscott16 (18/20),0,123.26,QB Andy Dalton FLEX Melvin Gordon III RB Tevin Coleman RB Mike Davis WR Julian Edelman WR Marquez Valdes-Scantling WR John Ross TE Travis Kelce DST Colts ,,,
9800,1267304828,deberline11,0,123.24,QB Baker Mayfield RB Todd Gurley II RB Kareem Hunt FLEX Mike Davis WR Keenan Allen WR Kenny Stills WR Maurice Harris TE Jordan Reed DST Patriots ,,,
9800,1269384071,jayygo (1/20),0,123.24,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Dion Lewis RB Mark Ingram WR Tyler Boyd WR Mike Evans WR Marquez Valdes-Scantling TE Jonnu Smith DST Jets ,,,
9800,1269384156,jayygo (2/20),0,123.24,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Dion Lewis RB Mark Ingram WR Tyler Boyd WR Mike Evans WR Marquez Valdes-Scantling TE Jonnu Smith DST Jets ,,,
9800,1269384296,jayygo (3/20),0,123.24,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Dion Lewis RB Mark Ingram WR Tyler Boyd WR Mike Evans WR Marquez Valdes-Scantling TE Jonnu Smith DST Jets ,,,
9800,1269403495,jayygo (4/20),0,123.24,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Dion Lewis RB Mark Ingram WR Tyler Boyd WR Mike Evans WR Marquez Valdes-Scantling TE Jonnu Smith DST Jets ,,,
9800,1269403524,jayygo (5/20),0,123.24,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Dion Lewis RB Mark Ingram WR Tyler Boyd WR Mike Evans WR Marquez Valdes-Scantling TE Jonnu Smith DST Jets ,,,
9800,1269403683,jayygo (6/20),0,123.24,QB Ryan Fitzpatrick FLEX Todd Gurley II RB Dion Lewis RB Mark Ingram WR Tyler Boyd WR Mike Evans WR Marquez Valdes-Scantling TE Jonnu Smith DST Jets ,,,
