,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Aaron Jones (11573897),Michael Thomas (11574063),Corey Davis (11574131),Marvin Jones Jr. (11574093),Jimmy Graham (11574335),Todd Gurley II (11573863),Rams  (11574517),148.21999999999997,148.21999999999997
1,Patrick Mahomes (11573811),Dion Lewis (11573907),Aaron Jones (11573897),Michael Thomas (11574063),Corey Davis (11574131),Marquez Valdes-Scantling (11574105),Jimmy Graham (11574335),Kareem Hunt (11573869),Rams  (11574517),146.99799999999996,146.99799999999996
2,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Todd Gurley II (11573863),Michael Thomas (11574063),Corey Davis (11574131),Marquez Valdes-Scantling (11574105),Jimmy Graham (11574335),Kenny Golladay (11574101),Rams  (11574517),146.17000000000002,146.17000000000002
3,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Aaron Jones (11573897),Michael Thomas (11574063),Corey Davis (11574131),Josh Gordon (11574087),Jimmy Graham (11574335),Alvin Kamara (11573867),Rams  (11574517),145.92,145.92
4,Ryan Fitzpatrick (11573818),Aaron Jones (11573897),Todd Gurley II (11573863),Michael Thomas (11574063),Corey Davis (11574131),Marquez Valdes-Scantling (11574105),Jimmy Graham (11574335),Kenny Golladay (11574101),Rams  (11574517),145.73000000000002,145.73000000000002
5,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Aaron Jones (11573897),Michael Thomas (11574063),Kenny Golladay (11574101),Marvin Jones Jr. (11574093),Jimmy Graham (11574335),Kareem Hunt (11573869),Rams  (11574517),144.88,144.88
6,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Alvin Kamara (11573867),Michael Thomas (11574063),Corey Davis (11574131),Marquez Valdes-Scantling (11574105),Jimmy Graham (11574335),Josh Gordon (11574087),Rams  (11574517),144.61999999999998,144.61999999999998
7,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Melvin Gordon III (11573865),Michael Thomas (11574063),Corey Davis (11574131),Kenny Golladay (11574101),Jimmy Graham (11574335),Marvin Jones Jr. (11574093),Rams  (11574517),144.53,144.53
8,Ryan Fitzpatrick (11573818),Aaron Jones (11573897),Alvin Kamara (11573867),Michael Thomas (11574063),Corey Davis (11574131),Kenny Golladay (11574101),Jimmy Graham (11574335),Marvin Jones Jr. (11574093),Rams  (11574517),143.65,143.65
9,Ryan Fitzpatrick (11573818),Dion Lewis (11573907),Kareem Hunt (11573869),Michael Thomas (11574063),Corey Davis (11574131),Kenny Golladay (11574101),Jimmy Graham (11574335),Josh Gordon (11574087),Rams  (11574517),143.42000000000002,143.42000000000002
