Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
DST,Colts  (11574514),Colts ,11574514,DST,2800,JAX@IND 11/11/2018 01:00PM ET,IND,6.75
TE,Vernon Davis (11574359),Vernon Davis,11574359,TE/FLEX,2800,WAS@TB 11/11/2018 01:00PM ET,WAS,5.52
DST,Patriots  (11574516),Patriots ,11574516,DST,2700,NE@TEN 11/11/2018 01:00PM ET,NE,8.22
TE,Nick Vannett (11574361),Nick Vannett,11574361,TE/FLEX,2700,SEA@LAR 11/11/2018 04:25PM ET,SEA,6.11
TE,Charles Clay (11574363),Charles Clay,11574363,TE/FLEX,2700,BUF@NYJ 11/11/2018 01:00PM ET,BUF,3.88
TE,Josh Hill (11574365),Josh Hill,11574365,TE/FLEX,2600,NO@CIN 11/11/2018 01:00PM ET,NO,3.68
TE,Seth DeValve (11574367),Seth DeValve,11574367,TE/FLEX,2600,ATL@CLE 11/11/2018 01:00PM ET,CLE,2.4
TE,Nick O'Leary (11574369),Nick O'Leary,11574369,TE/FLEX,2600,MIA@GB 11/11/2018 04:25PM ET,MIA,3.84
TE,Mike Gesicki (11574371),Mike Gesicki,11574371,TE/FLEX,2600,MIA@GB 11/11/2018 04:25PM ET,MIA,3.4
DST,Lions  (11574515),Lions ,11574515,DST,2600,DET@CHI 11/11/2018 01:00PM ET,DET,5.62
TE,Jermaine Gresham (11574373),Jermaine Gresham,11574373,TE/FLEX,2600,ARI@KC 11/11/2018 01:00PM ET,ARI,1.97
