,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Marvin Jones,Jimmy Graham,Todd Gurley,Los Angeles Rams,148.21999999999997,50000
1,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Todd Gurley,Los Angeles Rams,147.5,49500
2,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Kenny Golladay,Jimmy Graham,Todd Gurley,Los Angeles Rams,147.47,49600
3,Patrick Mahomes,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Kareem Hunt,Los Angeles Rams,146.99799999999996,49900
4,Patrick Mahomes,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Kenny Golladay,Jimmy Graham,Kareem Hunt,Los Angeles Rams,146.968,50000
5,Ryan Fitzpatrick,Dion Lewis,Todd Gurley,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Marvin Jones,Los Angeles Rams,146.92,50000
6,Ryan Fitzpatrick,Dion Lewis,Todd Gurley,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Kenny Golladay,Los Angeles Rams,146.17000000000002,49600
7,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Marquez Valdes-Scantling,Marvin Jones,Jimmy Graham,Alvin Kamara,Los Angeles Rams,146.07999999999998,49800
8,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Kenny Golladay,Marvin Jones,Jimmy Graham,Alvin Kamara,Los Angeles Rams,146.05,49900
9,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Josh Gordon,Jimmy Graham,Alvin Kamara,Los Angeles Rams,145.92,49800
10,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Marvin Jones,Jimmy Graham,Melvin Gordon,Los Angeles Rams,145.85999999999999,49600
11,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Marquez Valdes-Scantling,Kenny Golladay,Jimmy Graham,Melvin Gordon,Los Angeles Rams,145.76999999999998,49700
12,Ryan Fitzpatrick,Aaron Jones,Todd Gurley,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Kenny Golladay,Los Angeles Rams,145.73000000000002,50000
13,Patrick Mahomes,Dion Lewis,Kareem Hunt,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Kenny Golladay,Los Angeles Rams,145.668,50000
14,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Marquez Valdes-Scantling,Marvin Jones,Jimmy Graham,Kareem Hunt,Los Angeles Rams,144.90999999999997,49600
15,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Kenny Golladay,Marvin Jones,Jimmy Graham,Kareem Hunt,Los Angeles Rams,144.88,49700
16,Ryan Fitzpatrick,Dion Lewis,Alvin Kamara,Michael Thomas,Marquez Valdes-Scantling,Kenny Golladay,Jimmy Graham,Marvin Jones,Los Angeles Rams,144.75,49900
17,Ryan Fitzpatrick,Dion Lewis,Aaron Jones,Michael Thomas,Corey Davis,Josh Gordon,Jimmy Graham,Kareem Hunt,Los Angeles Rams,144.74999999999997,49600
18,Ryan Fitzpatrick,Dion Lewis,Alvin Kamara,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Josh Gordon,Los Angeles Rams,144.61999999999998,49800
19,Ryan Fitzpatrick,Dion Lewis,Alvin Kamara,Michael Thomas,Corey Davis,Kenny Golladay,Jimmy Graham,Josh Gordon,Los Angeles Rams,144.59,49900
20,Ryan Fitzpatrick,Dion Lewis,Melvin Gordon,Michael Thomas,Corey Davis,Marquez Valdes-Scantling,Jimmy Graham,Marvin Jones,Los Angeles Rams,144.55999999999997,49600
