,Player,Salary,Position
107,Chad Hansen,4400.0,WR
55,Gus Edwards,4400.0,RB
17,Will Grier,4300.0,QB
18,Jake Luton,4300.0,QB
19,AJ McCarron,4200.0,QB
57,Mark Ingram,4200.0,RB
56,Phillip Lindsay,4200.0,RB
108,Michael Pittman,4200.0,WR
109,Tim Patrick,4200.0,WR
22,Robert Griffin,4100.0,QB
58,Anthony McFarland,4100.0,RB
23,Trace McSorley,4100.0,QB
20,Mason Rudolph,4100.0,QB
21,Tyler Huntley,4100.0,QB
89,Raymond Calais,4000.0,RB
91,Rico Dowdle,4000.0,RB
88,Xavier Jones,4000.0,RB
87,Travis Homer,4000.0,RB
86,DeeJay Dallas,4000.0,RB
85,Artavis Pierce,4000.0,RB
90,Jason Huntley,4000.0,RB
34,Nate Sudfeld,4000.0,QB
92,Sewo Olonilua,4000.0,RB
83,Chris Thompson,4000.0,RB
110,Tyron Johnson,4000.0,WR
111,Darnell Mooney,4000.0,WR
112,Greg Ward,4000.0,WR
227,Ravens,4000.0,DST
84,Ryan Nall,4000.0,RB
79,Dontrell Hilliard,4000.0,RB
82,Ryquell Armstead,4000.0,RB
81,Nathan Cottrell,4000.0,RB
32,Joe Burrow,4000.0,QB
31,Joe Webb,4000.0,QB
30,Clayton Thorson,4000.0,QB
29,James Morgan,4000.0,QB
28,Easton Stick,4000.0,QB
27,Jacob Eason,4000.0,QB
26,Josh Dobbs,4000.0,QB
25,Kyle Allen,4000.0,QB
24,Steven Montez,4000.0,QB
60,Reggie Bonnafon,4000.0,RB
61,Mike Warren,4000.0,RB
62,Lamar Miller,4000.0,RB
63,Bryce Love,4000.0,RB
64,Darwin Thompson,4000.0,RB
65,Qadree Ollison,4000.0,RB
66,Joshua Kelley,4000.0,RB
74,Eli Penny,4000.0,RB
80,Devine Ozigbo,4000.0,RB
33,Josh McCown,4000.0,QB
78,Scottie Phillips,4000.0,RB
77,CJ Prosise,4000.0,RB
76,Buddy Howell,4000.0,RB
67,Gabe Nabers,4000.0,RB
75,Trayveon Williams,4000.0,RB
73,Patrick Ricard,4000.0,RB
72,Justice Hill,4000.0,RB
71,Andy Janovich,4000.0,RB
70,D'Ernest Johnson,4000.0,RB
69,La'Mical Perine,4000.0,RB
68,Royce Freeman,4000.0,RB
59,Rodney Smith,4000.0,RB
113,Willie Snead,3900.0,WR
114,Darius Slayton,3800.0,WR
115,Jerry Jeudy,3700.0,WR
116,Donovan Peoples-Jones,3700.0,WR
117,Laviska Shenault,3700.0,WR
118,Denzel Mims,3600.0,WR
119,Travis Fulgham,3500.0,WR
180,Hayden Hurst,3400.0,TE
120,AJ Green,3400.0,WR
181,Jordan Akins,3300.0,TE
122,Jalen Guyton,3200.0,WR
121,KJ Hamler,3200.0,WR
124,Miles Boykin,3100.0,WR
123,Mecole Hardman,3100.0,WR
157,Austin Mack,3000.0,WR
158,CJ Board,3000.0,WR
167,Riley Ridley,3000.0,WR
159,David Sills,3000.0,WR
160,Stanley Morgan,3000.0,WR
161,Steven Mitchell,3000.0,WR
162,Isaiah Coulter,3000.0,WR
163,Will Fuller,3000.0,WR
164,Randall Cobb,3000.0,WR
165,Collin Johnson,3000.0,WR
166,Javon Wims,3000.0,WR
172,Trishton Jackson,3000.0,WR
168,Freddie Swain,3000.0,WR
169,Penny Hart,3000.0,WR
170,Van Jefferson,3000.0,WR
171,Nsimba Webster,3000.0,WR
155,Antoine Wesley,3000.0,WR
173,Quez Watkins,3000.0,WR
174,John Hightower,3000.0,WR
176,Cedrick Wilson,3000.0,WR
182,Cole Kmet,3000.0,TE
183,Tyler Eifert,3000.0,TE
156,DeAndrew White,3000.0,WR
175,JJ Arcega-Whiteside,3000.0,WR
154,Chris Moore,3000.0,WR
138,Christian Blake,3000.0,WR
153,James Proche,3000.0,WR
125,Steven Sims,3000.0,WR
126,Brandon Zylstra,3000.0,WR
127,Keith Kirkwood,3000.0,WR
129,Isaiah Wright,3000.0,WR
130,Antonio Gandy-Golden,3000.0,WR
131,Kelvin Harmon,3000.0,WR
132,Emanuel Hall,3000.0,WR
133,Ashton Dulin,3000.0,WR
134,DeMichael Harris,3000.0,WR
135,Dezmon Patmon,3000.0,WR
136,Parris Campbell,3000.0,WR
137,Byron Pringle,3000.0,WR
128,Omar Bayless,3000.0,WR
139,Laquon Treadwell,3000.0,WR
147,Jeff Smith,3000.0,WR
152,Devin Duvernay,3000.0,WR
140,Olamide Zaccheaus,3000.0,WR
151,Dez Bryant,3000.0,WR
149,Lawrence Cager,3000.0,WR
148,Vyncint Smith,3000.0,WR
150,Taywan Taylor,3000.0,WR
146,Courtland Sutton,3000.0,WR
144,Diontae Spencer,3000.0,WR
143,DaeSean Hamilton,3000.0,WR
145,Tyrie Cleveland,3000.0,WR
141,KJ Hill,3000.0,WR
142,Joe Reed,3000.0,WR
184,Drew Sample,2900.0,TE
228,Texans,2800.0,DST
213,Kahale Warring,2500.0,TE
215,Ben Ellefson,2500.0,TE
214,Tyler Davis,2500.0,TE
210,Mason Schreck,2500.0,TE
212,Darren Fells,2500.0,TE
211,Pharaoh Brown,2500.0,TE
217,JP Holtz,2500.0,TE
209,Cethan Carter,2500.0,TE
216,Josh Oliver,2500.0,TE
224,Brycen Hopkins,2500.0,TE
218,Darion Clark,2500.0,TE
219,Patrick Scales,2500.0,TE
220,Will Dissly,2500.0,TE
221,Colby Parkinson,2500.0,TE
222,Tyler Ott,2500.0,TE
223,Johnny Mundt,2500.0,TE
225,Joshua Perkins,2500.0,TE
226,Sean McKeon,2500.0,TE
207,Nick Boyle,2500.0,TE
208,Kaden Smith,2500.0,TE
192,Jaeden Graham,2500.0,TE
206,Eric Tomlinson,2500.0,TE
205,Stephen Carlson,2500.0,TE
185,Colin Thompson,2500.0,TE
186,Thaddeus Moss,2500.0,TE
187,Kevin Rader,2500.0,TE
188,Zach Gentry,2500.0,TE
189,Noah Togiai,2500.0,TE
190,Nick Keizer,2500.0,TE
191,James Winchester,2500.0,TE
193,Donald Parham,2500.0,TE
194,Stephen Anderson,2500.0,TE
195,Nick Vannett,2500.0,TE
196,Troy Fumagalli,2500.0,TE
197,Albert Okwuegbunam,2500.0,TE
198,Jake Butt,2500.0,TE
199,Austin Fort,2500.0,TE
200,Andrew Beck,2500.0,TE
201,Ryan Griffin,2500.0,TE
202,Trevon Wesco,2500.0,TE
203,Ross Travis,2500.0,TE
204,Harrison Bryant,2500.0,TE
229,Broncos,2300.0,DST
