,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Rams,3.5,2.8,3.1,1.6,0.6,1.2,0.9,0.6,0.7,1.0,0.9,1.0,0.4,0.2,0.3,0.1,0.0,0.0,17.3,15.4,16.1,287.0,318.2,302.6,13.4,7.6,9.6,2,DST
1,Chargers,2.8,2.5,2.7,1.4,1.1,1.2,0.9,0.4,0.6,0.7,0.6,0.7,0.2,0.2,0.2,0.1,0.0,0.0,19.5,15.0,17.3,279.0,324.4,301.7,9.9,7.4,8.6,2,DST
2,Eagles,2.4,1.9,2.2,1.4,1.0,1.2,1.1,0.6,0.8,1.5,0.9,1.2,0.3,0.2,0.2,0.0,0.0,0.0,21.8,16.6,19.0,331.6,334.0,332.8,8.9,6.3,8.4,2,DST
3,Bears,4.0,2.4,3.0,1.3,0.5,0.9,0.8,0.4,0.6,1.1,0.7,0.9,0.3,0.1,0.2,0.1,0.0,0.1,19.8,18.0,19.1,331.0,348.0,339.5,10.0,5.9,8.4,2,DST
4,Saints,3.7,2.3,3.0,1.2,0.6,0.8,0.9,0.4,0.7,1.2,0.7,1.0,0.3,0.1,0.2,0.0,0.0,0.0,20.5,17.0,18.9,343.1,390.0,366.6,9.5,6.2,8.2,2,DST
5,Ravens,2.8,2.2,2.5,1.3,0.7,1.0,1.1,0.5,0.7,1.5,0.8,1.2,0.3,0.1,0.2,0.0,0.0,0.0,22.0,16.5,18.9,270.0,305.7,287.9,9.4,6.1,8.1,2,DST
6,Jets,2.6,1.5,2.1,1.4,0.7,1.1,0.7,0.5,0.6,1.0,0.8,0.9,0.4,0.2,0.2,0.0,0.0,0.0,20.0,15.8,18.2,313.7,326.0,319.8,9.4,6.0,7.9,2,DST
7,Texans,3.4,3.0,3.3,1.2,0.9,1.0,1.1,0.5,0.7,1.0,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.0,22.8,18.8,20.4,254.0,355.5,304.7,9.6,7.5,7.9,2,DST
8,Team,3.4,2.1,2.6,1.4,1.0,1.1,0.8,0.5,0.7,1.2,0.7,1.0,0.3,0.2,0.3,0.1,0.0,0.1,23.2,21.0,22.0,340.0,348.7,344.4,9.1,5.8,7.8,2,DST
9,Broncos,2.9,1.6,2.1,1.1,0.8,0.9,0.9,0.5,0.6,1.3,0.8,1.1,0.4,0.1,0.2,0.1,0.0,0.0,21.9,17.7,19.6,280.0,356.6,318.3,9.3,5.7,7.7,2,DST
10,Cowboys,2.6,2.0,2.2,1.3,0.7,0.9,1.0,0.6,0.7,1.4,0.9,1.2,0.3,0.1,0.2,0.1,0.0,0.0,20.5,18.2,19.3,331.0,343.8,337.4,8.2,6.5,7.6,2,DST
11,Titans,3.2,2.5,2.7,1.3,0.9,1.0,0.9,0.5,0.7,1.2,0.7,1.0,0.3,0.2,0.2,0.0,0.0,0.0,22.5,22.0,22.3,338.0,340.9,339.5,8.7,7.0,7.5,2,DST
12,Lions,2.5,1.8,2.1,1.4,0.9,1.1,1.2,0.4,0.7,1.7,0.7,1.2,0.4,0.1,0.3,0.0,0.0,0.0,27.3,21.4,25.2,357.8,368.0,362.9,9.3,5.6,7.3,2,DST
13,Vikings,3.0,2.4,2.7,1.3,0.7,0.9,0.8,0.4,0.6,1.0,0.7,0.9,0.3,0.1,0.2,0.0,0.0,0.0,22.0,18.7,20.9,292.0,330.9,311.5,9.6,6.4,7.0,2,DST
14,Dolphins,2.7,1.9,2.4,1.2,0.9,1.0,0.9,0.5,0.7,1.2,0.8,1.0,0.3,0.1,0.2,0.0,0.0,0.0,23.0,20.9,22.3,329.0,340.5,334.8,8.1,7.1,7.0,2,DST
15,Seahawks,3.1,2.5,2.7,1.2,0.6,0.8,0.9,0.4,0.7,1.2,0.7,1.0,0.2,0.1,0.2,0.1,0.0,0.1,23.3,16.9,20.1,296.0,304.0,300.0,9.6,6.0,6.7,2,DST
16,Steelers,3.0,2.1,2.6,1.2,0.6,0.9,0.6,0.3,0.4,0.7,0.5,0.6,0.2,0.2,0.2,0.0,0.0,0.0,26.3,24.3,25.4,354.0,394.2,374.1,7.8,5.8,6.5,2,DST
17,Falcons,2.6,2.1,2.4,1.0,0.7,0.8,0.8,0.6,0.7,1.1,0.9,1.0,0.2,0.1,0.2,0.1,0.0,0.0,22.4,19.0,20.2,310.0,336.6,323.3,8.1,6.4,6.5,2,DST
18,Cardinals,2.2,1.8,2.1,1.1,0.7,0.8,1.1,0.5,0.7,1.6,1.0,1.3,0.3,0.1,0.2,0.1,0.0,0.1,28.0,22.9,26.0,328.0,353.3,340.7,7.5,5.4,6.4,2,DST
19,Jaguars,2.5,2.0,2.3,1.0,0.6,0.8,0.8,0.6,0.7,1.1,0.9,1.0,0.2,0.1,0.2,0.1,0.0,0.1,27.6,22.0,24.2,348.0,380.3,364.1,7.0,5.7,6.4,2,DST
20,49ers,2.6,1.8,2.1,1.0,0.8,0.9,0.8,0.5,0.6,1.1,0.7,0.9,0.3,0.1,0.2,0.0,0.0,0.0,26.3,21.3,23.5,346.0,405.9,376.0,8.0,4.5,6.3,2,DST
21,Raiders,2.5,1.5,1.9,0.9,0.7,0.8,1.0,0.5,0.7,1.4,0.8,1.1,0.3,0.1,0.2,0.0,0.0,0.0,26.5,20.9,24.4,320.1,375.0,347.6,7.9,4.9,6.2,2,DST
22,Bengals,2.4,1.8,2.1,1.1,0.8,0.9,0.7,0.3,0.5,0.5,0.4,0.5,0.3,0.2,0.2,0.0,0.0,0.0,22.0,20.0,21.3,299.0,356.2,327.6,8.6,5.2,6.2,2,DST
