,Player,Salary,Position
10,Christian McCaffrey,9000.0,RB
65,George Kittle,6600.0,TE
11,Chris Carson,6200.0,RB
12,Joe Mixon,6100.0,RB
34,Kenny Golladay,5900.0,WR
13,Myles Gaskin,5800.0,RB
14,Raheem Mostert,5700.0,RB
0,Gardner Minshew,5500.0,QB
35,Deebo Samuel,5400.0,WR
15,David Johnson,5400.0,RB
1,Jimmy Garoppolo,5300.0,QB
16,Austin Ekeler,5300.0,RB
2,Kyle Allen,4800.0,QB
17,Justin Jackson,4700.0,RB
3,PJ Walker,4700.0,QB
18,Devonta Freeman,4600.0,RB
19,Carlos Hyde,4500.0,RB
36,Preston Williams,4300.0,WR
4,Nathan Peterman,4300.0,QB
27,Dexter Williams,4000.0,RB
66,Zach Ertz,4000.0,TE
33,TJ Logan,4000.0,RB
32,Saquon Barkley,4000.0,RB
31,Taiwan Jones,4000.0,RB
30,Jonathan Ward,4000.0,RB
29,Raymond Calais,4000.0,RB
28,Patrick Taylor,4000.0,RB
26,Ryquell Armstead,4000.0,RB
7,Ryan Griffin,4000.0,QB
25,Devine Ozigbo,4000.0,RB
24,Tevin Coleman,4000.0,RB
23,Jeff Wilson,4000.0,RB
22,LeVante Bellamy,4000.0,RB
21,Theo Riddick,4000.0,RB
20,Bryce Love,4000.0,RB
9,Easton Stick,4000.0,QB
8,Josh Dobbs,4000.0,QB
5,Jordan Love,4000.0,QB
6,Chris Streveler,4000.0,QB
37,Laviska Shenault,3800.0,WR
67,Albert Okwuegbunam,3100.0,TE
38,DeSean Jackson,3100.0,WR
60,Marken Michel,3000.0,WR
56,JoJo Natson,3000.0,WR
57,Isaiah Coulter,3000.0,WR
58,David Sills,3000.0,WR
59,Cody Core,3000.0,WR
54,Isaiah Hodgins,3000.0,WR
61,Omar Bayless,3000.0,WR
62,Jaydon Mickens,3000.0,WR
63,John Franklin,3000.0,WR
64,John Ross,3000.0,WR
55,Odell Beckham,3000.0,WR
42,Emanuel Hall,3000.0,WR
53,Jake Kumerow,3000.0,WR
45,Courtland Sutton,3000.0,WR
52,Trishton Jackson,3000.0,WR
39,Robert Foster,3000.0,WR
40,Tony Brown,3000.0,WR
43,Tyrell Williams,3000.0,WR
44,Rico Gafford,3000.0,WR
41,Kelvin Harmon,3000.0,WR
46,Jalen Hurd,3000.0,WR
47,Chris Thompson,3000.0,WR
48,Bennie Fowler,3000.0,WR
49,Dede Westbrook,3000.0,WR
50,Phillip Dorsett,3000.0,WR
51,Josh Gordon,3000.0,WR
76,Josiah Deguara,2500.0,TE
83,Clark Harris,2500.0,TE
82,CJ Uzomah,2500.0,TE
81,OJ Howard,2500.0,TE
80,Joshua Perkins,2500.0,TE
79,Tommy Sweeney,2500.0,TE
78,Jordan Thomas,2500.0,TE
77,Tyler Ott,2500.0,TE
69,Nick O'Leary,2500.0,TE
75,John Lovett,2500.0,TE
74,Josh Oliver,2500.0,TE
73,Tyler Davis,2500.0,TE
72,Zach Wood,2500.0,TE
71,Austin Fort,2500.0,TE
70,Jake Butt,2500.0,TE
68,Thaddeus Moss,2500.0,TE
84,Virgil Green,2500.0,TE
