,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Dalvin Cook,MIN,21.5,16.9,19.1,103.0,72.0,90.8,1.0,0.3,0.8,4.0,2.7,3.2,33.0,20.0,27.4,0.2,0.0,0.1,0.1,0.2,0.1,19.6,12.0,16.7,10,RB
1,Aaron Jones,GB,18.0,8.5,14.4,81.0,39.0,70.8,1.0,0.5,0.9,4.6,3.0,3.6,41.0,22.9,30.5,0.3,0.0,0.2,0.1,0.2,0.1,17.8,12.3,16.2,10,RB
2,Alvin Kamara,NO,15.0,9.8,12.5,69.8,47.0,58.7,1.0,0.4,0.6,7.0,5.2,6.0,56.2,39.3,50.1,0.4,0.0,0.2,0.0,0.2,0.1,17.9,14.8,15.6,10,RB
3,Derrick Henry,TEN,22.8,17.8,20.2,101.0,80.5,89.9,1.0,0.4,0.8,1.7,1.0,1.4,14.6,8.0,11.8,0.1,0.0,0.0,0.1,0.2,0.1,17.1,12.1,15.0,10,RB
4,James Robinson,JAC,20.2,15.0,17.4,94.8,71.0,77.1,1.0,0.4,0.6,3.6,2.2,3.0,30.0,18.3,24.6,0.2,0.0,0.1,0.0,0.2,0.1,15.9,13.2,14.6,10,RB
5,James Conner,PIT,20.0,13.6,16.5,78.0,61.4,71.7,1.0,0.5,0.7,4.3,2.0,2.6,25.5,17.0,19.2,0.2,0.0,0.1,0.1,0.2,0.1,15.5,11.7,13.7,10,RB
6,Nick Chubb,CLE,20.0,13.8,16.3,88.4,80.2,84.2,1.0,0.5,0.6,3.0,1.0,1.7,17.0,7.2,11.3,0.1,0.0,0.0,0.1,0.2,0.1,16.2,11.7,13.4,10,RB
7,Josh Jacobs,LV,20.1,16.7,18.2,93.4,68.1,75.5,1.0,0.3,0.7,2.6,2.0,2.3,19.0,11.0,16.0,0.1,0.0,0.1,0.1,0.2,0.1,14.6,10.6,13.2,10,RB
8,Miles Sanders,PHI,16.2,10.6,14.1,72.9,61.0,67.3,1.0,0.3,0.5,3.9,2.7,3.1,34.2,23.0,27.5,0.2,0.0,0.1,0.1,0.2,0.1,14.4,11.4,13.0,10,RB
9,Mike Davis,CAR,16.9,11.5,13.7,66.0,40.0,53.0,1.0,0.2,0.5,6.8,2.9,4.6,43.0,17.3,30.8,0.3,0.0,0.1,0.1,0.2,0.1,16.4,10.7,12.0,10,RB
10,Chase Edmonds,ARI,18.0,7.1,12.2,84.0,26.3,51.1,1.0,0.2,0.5,4.2,2.0,3.4,31.7,19.0,26.9,0.3,0.0,0.2,0.0,0.2,0.1,16.3,7.6,11.5,10,RB
11,D'Andre Swift,DET,13.8,6.9,10.8,60.2,30.0,46.9,1.0,0.3,0.5,4.3,2.9,3.3,38.2,18.8,28.1,0.3,0.0,0.2,0.0,0.1,0.1,13.0,9.5,11.4,10,RB
12,Duke Johnson,HOU,17.8,5.1,12.0,70.0,27.7,51.1,1.0,0.1,0.4,4.6,2.2,3.5,41.2,20.0,30.3,0.2,0.0,0.1,0.1,0.4,0.2,15.3,6.8,10.9,10,RB
13,Kareem Hunt,CLE,20.9,7.0,12.1,96.0,31.0,55.3,0.6,0.0,0.3,4.0,1.8,2.7,30.0,14.3,23.1,0.3,0.0,0.2,0.0,0.2,0.1,17.6,5.6,10.8,10,RB
14,Antonio Gibson,WAS,14.0,12.0,13.3,61.9,22.0,49.5,1.0,0.1,0.5,3.0,2.2,2.7,26.4,18.8,22.1,0.1,0.0,0.1,0.0,0.3,0.1,14.1,6.0,10.5,10,RB
15,Giovani Bernard,CIN,16.0,8.1,13.2,62.0,31.0,50.4,0.4,0.0,0.3,4.2,3.0,3.6,33.4,22.0,27.8,0.2,0.0,0.1,0.0,0.2,0.1,12.0,8.8,9.8,10,RB
16,Jerick McKinnon,SF,14.2,9.4,11.5,57.0,36.0,46.9,0.7,0.0,0.3,4.2,2.0,3.1,31.8,17.0,25.1,0.2,0.0,0.1,0.0,0.1,0.1,12.5,6.8,9.6,10,RB
17,Leonard Fournette,TB,17.8,10.0,12.5,64.0,38.0,47.9,0.5,0.0,0.3,4.0,2.1,3.2,33.0,15.1,22.9,0.1,0.0,0.1,0.0,0.1,0.1,10.1,7.1,9.2,10,RB
18,Melvin Gordon,DEN,14.6,9.3,12.0,53.0,33.0,47.9,0.5,0.0,0.3,3.3,2.0,2.5,21.8,16.5,19.4,0.2,0.0,0.1,0.1,0.2,0.1,10.6,7.0,9.0,10,RB
19,Darrell Henderson,LAR,12.7,7.3,10.4,72.4,33.0,50.3,0.6,0.0,0.3,4.0,0.8,2.0,33.9,9.5,18.0,0.2,0.0,0.1,0.0,0.1,0.0,14.5,5.4,9.0,10,RB
20,Ronald Jones,TB,13.5,9.4,11.8,58.2,40.6,49.9,0.6,0.0,0.4,2.6,1.8,2.3,18.5,10.9,15.3,0.1,0.0,0.1,0.0,0.1,0.1,10.8,7.0,8.9,10,RB
21,Jonathan Taylor,IND,14.5,7.2,10.8,62.2,25.0,46.7,0.5,0.0,0.3,2.8,1.4,2.2,27.0,10.9,18.9,0.1,0.0,0.1,0.1,0.2,0.1,11.3,6.4,8.6,10,RB
22,Zack Moss,BUF,14.0,7.5,10.5,59.0,31.1,42.8,1.0,0.3,0.4,2.8,0.8,1.6,17.0,7.7,12.5,0.1,0.0,0.1,0.0,0.1,0.1,13.6,5.9,8.2,10,RB
23,Wayne Gallman,NYG,13.0,9.7,11.0,56.0,36.0,46.2,0.6,0.0,0.3,3.4,1.3,2.2,22.0,8.0,14.8,0.1,0.0,0.0,0.1,0.1,0.1,9.6,6.4,8.0,10,RB
24,JK Dobbins,BAL,13.2,6.5,9.6,55.0,28.8,43.3,0.3,0.0,0.2,3.4,1.6,2.2,21.3,10.0,15.8,0.1,0.0,0.1,0.0,0.1,0.1,9.3,5.8,7.4,10,RB
25,Damien Harris,NE,14.0,5.1,10.1,56.0,21.3,44.5,1.0,0.1,0.3,2.6,0.3,0.8,15.7,1.8,5.6,0.0,0.0,0.0,0.0,0.1,0.1,12.2,3.1,6.8,10,RB
26,JD McKissic,WAS,6.6,3.6,4.7,27.7,9.0,20.9,0.2,0.0,0.1,6.0,2.6,4.3,45.0,20.4,34.9,0.3,0.0,0.1,0.0,0.2,0.1,7.9,5.9,6.7,10,RB
27,Devin Singletary,BUF,10.3,6.9,8.5,52.8,30.4,38.1,0.2,0.0,0.1,2.8,1.0,2.2,20.7,11.0,17.1,0.1,0.0,0.1,0.0,0.1,0.1,7.4,4.8,6.6,10,RB
28,Jamaal Williams,GB,10.3,4.7,8.3,41.1,17.0,31.8,0.3,0.0,0.1,3.8,1.8,2.5,28.0,14.8,19.1,0.3,0.0,0.1,0.0,0.1,0.0,8.1,4.5,6.5,10,RB
29,Kenyan Drake,ARI,16.2,3.0,7.8,73.7,10.0,39.7,0.8,0.0,0.3,2.1,0.0,1.0,10.0,0.0,6.1,0.1,0.0,0.0,0.0,0.1,0.1,13.0,1.0,6.5,10,RB
30,Kalen Ballage,LAC,10.8,8.0,9.4,41.7,28.7,35.9,0.5,0.0,0.3,2.5,0.6,1.8,22.3,4.5,12.5,0.1,0.0,0.0,0.1,0.1,0.1,8.8,4.0,6.5,10,RB
31,Phillip Lindsay,DEN,11.9,8.0,10.3,58.5,19.3,44.2,0.3,0.0,0.2,2.6,0.6,1.4,11.6,4.6,8.5,0.1,0.0,0.0,0.0,0.1,0.0,8.4,3.2,6.5,10,RB
32,Latavius Murray,NO,12.9,6.0,9.4,48.0,31.0,38.2,0.4,0.0,0.2,2.2,1.2,1.6,12.8,7.9,10.5,0.1,0.0,0.0,0.0,0.1,0.0,7.3,4.3,6.2,10,RB
33,Joshua Kelley,LAC,12.4,7.0,9.0,54.1,27.0,38.9,0.3,0.0,0.1,2.7,0.3,2.1,21.1,2.9,14.6,0.1,0.0,0.0,0.1,0.2,0.1,8.9,3.8,6.2,10,RB
