,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,10.0,7.4,8.2,123.0,91.2,104.3,1.1,0.7,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,18.3,13.5,15.9,10,WR
1,DK Metcalf,SEA,7.0,4.4,5.4,114.0,69.0,86.1,1.0,0.5,0.7,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,17.4,10.0,12.6,10,WR
2,Keenan Allen,LAC,9.0,6.3,7.6,100.0,77.9,90.0,1.0,0.5,0.6,0.3,0.0,0.1,2.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,16.0,10.7,12.4,10,WR
3,DeAndre Hopkins,ARI,9.0,5.0,7.1,109.0,72.9,87.5,1.0,0.4,0.6,0.1,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,16.9,10.0,12.3,10,WR
4,Stefon Diggs,BUF,8.0,5.8,6.9,102.0,78.7,87.7,1.0,0.4,0.6,0.5,0.0,0.2,2.8,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.1,16.2,10.9,12.3,10,WR
5,Terry McLaurin,WAS,7.0,5.3,6.1,108.0,72.2,89.0,1.0,0.4,0.6,0.1,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,15.1,10.1,12.2,10,WR
6,Cooper Kupp,LAR,7.7,5.6,6.3,103.0,66.4,79.9,1.0,0.4,0.6,0.5,0.2,0.4,3.2,1.4,2.3,0.0,0.0,0.0,0.0,0.1,0.1,15.8,9.5,11.9,10,WR
7,Robert Woods,LAR,7.0,5.1,5.8,84.6,66.7,73.3,1.0,0.2,0.5,1.9,1.0,1.5,15.7,7.0,10.7,0.2,0.1,0.1,0.0,0.1,0.1,14.8,10.9,11.8,10,WR
8,AJ Brown,TEN,5.6,4.5,4.9,87.6,70.3,78.4,1.0,0.4,0.6,0.2,0.0,0.1,3.4,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,14.0,9.8,11.7,10,WR
9,Tyler Lockett,SEA,6.3,5.1,5.7,86.0,70.6,75.0,1.0,0.5,0.6,0.7,0.0,0.2,4.7,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,14.6,10.2,11.2,10,WR
10,Will Fuller,HOU,6.0,4.2,4.9,93.0,61.0,72.8,1.0,0.4,0.6,0.2,0.0,0.1,1.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,15.3,9.0,10.9,10,WR
11,Robby Anderson,CAR,7.0,5.6,6.1,88.0,70.8,79.1,1.0,0.3,0.5,0.4,0.1,0.2,1.9,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,14.8,9.3,10.7,10,WR
12,Allen Robinson,CHI,7.0,5.5,6.5,85.0,71.0,78.2,1.0,0.3,0.5,0.1,0.0,0.1,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,14.5,9.3,10.6,10,WR
13,Michael Thomas,NO,7.4,4.3,6.3,84.5,54.0,74.1,1.0,0.3,0.5,0.0,0.0,0.0,0.3,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.3,7.5,10.5,10,WR
14,Travis Fulgham,PHI,6.8,4.6,5.3,99.0,59.4,70.9,1.0,0.4,0.5,0.2,0.0,0.1,1.3,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,13.3,8.1,10.2,10,WR
15,Adam Thielen,MIN,6.1,4.3,5.2,80.4,57.2,67.0,1.0,0.4,0.6,0.4,0.1,0.2,1.7,0.5,1.3,0.0,0.0,0.0,0.0,0.1,0.0,13.3,8.3,10.1,10,WR
16,Tyler Boyd,CIN,7.0,5.0,6.1,77.0,64.4,69.8,1.0,0.3,0.4,0.7,0.3,0.5,4.3,2.1,3.1,0.0,0.0,0.0,0.0,0.1,0.1,13.7,8.8,9.9,10,WR
17,Justin Jefferson,MIN,4.9,3.8,4.4,78.0,61.0,67.2,1.0,0.3,0.5,0.2,0.0,0.1,1.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,12.5,7.9,9.7,10,WR
18,Brandin Cooks,HOU,6.0,4.5,5.0,79.3,58.9,68.9,1.0,0.3,0.4,0.5,0.0,0.2,2.9,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,13.1,7.8,9.7,10,WR
19,DJ Chark,JAC,7.0,4.3,5.1,83.0,58.9,66.1,1.0,0.3,0.5,0.3,0.0,0.1,1.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,14.3,8.0,9.5,10,WR
20,Tee Higgins,CIN,5.0,3.8,4.7,71.0,57.9,64.6,1.0,0.3,0.4,0.7,0.2,0.5,6.9,1.3,3.2,0.1,0.0,0.0,0.0,0.1,0.0,13.1,7.8,9.4,10,WR
21,DeVante Parker,MIA,6.0,4.0,4.8,71.8,56.9,64.1,1.0,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.4,7.9,9.4,10,WR
22,Jerry Jeudy,DEN,6.0,3.8,4.7,78.0,55.0,65.9,1.0,0.3,0.4,0.4,0.0,0.1,2.4,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,13.8,7.5,9.3,10,WR
23,Brandon Aiyuk,SF,5.4,4.1,4.6,76.0,57.9,65.4,1.0,0.1,0.4,1.5,0.1,0.6,7.0,0.2,3.1,0.1,0.0,0.0,0.0,0.1,0.0,14.1,7.4,9.2,10,WR
24,Chris Godwin,TB,5.4,3.9,4.9,72.9,50.0,62.8,1.0,0.4,0.5,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,11.9,7.2,9.2,10,WR
25,Mike Williams,LAC,5.0,3.1,3.7,69.6,54.6,61.6,1.0,0.2,0.5,0.3,0.0,0.2,1.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,12.4,6.9,9.1,10,WR
26,JuJu Smith-Schuster,PIT,5.6,4.5,5.2,70.0,54.1,63.4,1.0,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,13.0,7.5,9.1,10,WR
27,Jarvis Landry,CLE,6.2,4.1,4.8,80.0,50.8,62.7,1.0,0.3,0.4,0.4,0.2,0.2,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.1,0.0,14.0,7.4,9.1,10,WR
28,Mike Evans,TB,6.0,3.1,4.2,81.0,42.0,58.6,1.0,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,6.1,8.8,10,WR
