QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Tom Brady (15751356),Mike Davis (15751496),Miles Sanders (15751424),Keenan Allen (15751648),Stefon Diggs (15751644),Keelan Cole (15751772),Darren Waller (15751946),Josh Jacobs (15751422),Lions  (15752142),49700.0,109.27242857142858,144.80185714285716,192.38057142857141,5290,5270,4438,14998,4296
Derek Carr (15751367),D'Andre Swift (15751460),Alvin Kamara (15751410),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Danny Amendola (15751746),Lions  (15752142),49900.0,112.07142857142858,144.80085714285713,185.92057142857144,1707,5271,9117,16095,4698
Derek Carr (15751367),Aaron Jones (15751412),Alvin Kamara (15751410),Keenan Allen (15751648),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Danny Amendola (15751746),Lions  (15752142),50000.0,109.27142857142859,144.80085714285713,184.7305714285714,5294,5272,9978,20544,6555
Tom Brady (15751356),D'Andre Swift (15751460),Duke Johnson (15751464),Davante Adams (15751638),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),Josh Jacobs (15751422),Rams  (15752149),50000.0,108.90242857142857,144.7997142857143,191.302,5915,5273,5116,16304,4802
Justin Herbert (15751354),Alvin Kamara (15751410),James Robinson (15751420),Terry McLaurin (15751652),Jakeem Grant (15751800),DeVante Parker (15751706),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49800.0,108.79042857142858,144.7997142857143,195.73,6087,5274,2614,13975,3939
Derek Carr (15751367),D'Andre Swift (15751460),James Robinson (15751420),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49500.0,109.67142857142858,144.79871428571428,192.892,4651,5275,4128,14054,3966
Derek Carr (15751367),Aaron Jones (15751412),James Robinson (15751420),Keenan Allen (15751648),Terry McLaurin (15751652),Jakeem Grant (15751800),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49600.0,106.87142857142858,144.79871428571428,191.702,9245,5276,4839,19360,6027
Derek Carr (15751367),Duke Johnson (15751464),Miles Sanders (15751424),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49500.0,108.90142857142858,144.79871428571428,191.182,5917,5277,5194,16388,4828
Tom Brady (15751356),Aaron Jones (15751412),James Robinson (15751420),Davante Adams (15751638),DeVante Parker (15751706),Robby Anderson (15751670),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),50000.0,109.78242857142858,144.79685714285716,186.65057142857142,4506,5278,8573,18357,5580
Tom Brady (15751356),D'Andre Swift (15751460),James Robinson (15751420),Keenan Allen (15751648),Terry McLaurin (15751652),Robby Anderson (15751670),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49900.0,111.47242857142858,144.79685714285716,192.96057142857143,2267,5279,4089,11635,3234
Derek Carr (15751367),D'Andre Swift (15751460),Aaron Jones (15751412),Davante Adams (15751638),DeVante Parker (15751706),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),50000.0,111.4014285714286,144.7937142857143,185.12199999999999,2354,5280,9671,17305,5178
Justin Herbert (15751354),D'Andre Swift (15751460),Alvin Kamara (15751410),Keenan Allen (15751648),Jakeem Grant (15751800),DJ Moore (15751702),Darren Waller (15751946),Miles Sanders (15751424),Lions  (15752142),50000.0,109.73042857142858,144.79185714285714,189.7785714285714,4572,5281,6194,16047,4674
Tom Brady (15751356),Mike Davis (15751496),James Robinson (15751420),Terry McLaurin (15751652),DeVante Parker (15751706),Stefon Diggs (15751644),Austin Hooper (15751968),James Conner (15751414),Lions  (15752142),49600.0,107.77242857142858,144.79185714285714,196.8505714285714,7795,5282,2092,15169,4352
Justin Herbert (15751354),Duke Johnson (15751464),Aaron Jones (15751412),Terry McLaurin (15751652),Robby Anderson (15751670),Keelan Cole (15751772),Darren Waller (15751946),Miles Sanders (15751424),Lions  (15752142),49900.0,105.29042857142859,144.79185714285714,192.64857142857142,11345,5283,4283,20911,6722
Derek Carr (15751367),D'Andre Swift (15751460),Alvin Kamara (15751410),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49700.0,112.15142857142858,144.79085714285713,185.8205714285714,1630,5284,9185,16099,4702
Justin Herbert (15751354),Duke Johnson (15751464),James Robinson (15751420),DeVante Parker (15751706),Robby Anderson (15751670),DJ Moore (15751702),Darren Waller (15751946),Stefon Diggs (15751644),Rams  (15752149),50000.0,110.87042857142858,144.78971428571427,196.29,2999,5285,2343,10627,2904
Justin Herbert (15751354),Aaron Jones (15751412),Josh Jacobs (15751422),Terry McLaurin (15751652),DeVante Parker (15751706),Danny Amendola (15751746),Austin Hooper (15751968),Stefon Diggs (15751644),Lions  (15752142),49900.0,105.92042857142859,144.78685714285714,189.84857142857143,10584,5286,6137,22007,7242
Justin Herbert (15751354),Duke Johnson (15751464),James Robinson (15751420),Davante Adams (15751638),Jakeem Grant (15751800),Stefon Diggs (15751644),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49600.0,109.00042857142857,144.78685714285714,192.89857142857144,5767,5287,4126,15180,4355
Justin Herbert (15751354),Mike Davis (15751496),Miles Sanders (15751424),Robby Anderson (15751670),Danny Amendola (15751746),Stefon Diggs (15751644),Darren Waller (15751946),Josh Jacobs (15751422),Lions  (15752142),49500.0,110.51042857142859,144.78685714285714,194.6285714285714,3476,5288,3136,11900,3335
Tom Brady (15751356),D'Andre Swift (15751460),James Robinson (15751420),Davante Adams (15751638),Jakeem Grant (15751800),Robby Anderson (15751670),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49700.0,110.35242857142858,144.78471428571427,192.642,3676,5289,4285,13250,3727
Tom Brady (15751356),Aaron Jones (15751412),James Robinson (15751420),Keenan Allen (15751648),Jakeem Grant (15751800),Robby Anderson (15751670),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49800.0,107.55242857142858,144.78471428571427,191.452,8158,5290,5012,18460,5618
Justin Herbert (15751354),Duke Johnson (15751464),James Robinson (15751420),Keenan Allen (15751648),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49800.0,110.39042857142859,144.78471428571427,196.26999999999998,3635,5291,2354,11280,3143
Derek Carr (15751367),Aaron Jones (15751412),James Conner (15751414),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),DeVante Parker (15751706),Rams  (15752149),49600.0,109.68142857142858,144.78371428571427,185.03199999999998,4637,5292,9739,19668,6171
Justin Herbert (15751354),Aaron Jones (15751412),Alvin Kamara (15751410),Keenan Allen (15751648),Jakeem Grant (15751800),Danny Amendola (15751746),Darren Waller (15751946),DJ Moore (15751702),Lions  (15752142),49500.0,108.03042857142857,144.78185714285718,183.4785714285714,7365,5293,10799,23457,7935
Tom Brady (15751356),Aaron Jones (15751412),James Conner (15751414),Keenan Allen (15751648),Davante Adams (15751638),Danny Amendola (15751746),Austin Hooper (15751968),Keelan Cole (15751772),Rams  (15752149),49800.0,107.70242857142857,144.77971428571428,181.692,7919,5294,11762,24975,8635
Derek Carr (15751367),Duke Johnson (15751464),James Robinson (15751420),Davante Adams (15751638),Terry McLaurin (15751652),Stefon Diggs (15751644),Austin Hooper (15751968),Keelan Cole (15751772),Rams  (15752149),49800.0,107.76142857142858,144.7787142857143,193.362,7816,5295,3812,16923,5028
Justin Herbert (15751354),Aaron Jones (15751412),Josh Jacobs (15751422),Keenan Allen (15751648),DeVante Parker (15751706),Stefon Diggs (15751644),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),49700.0,106.00042857142857,144.77685714285715,189.7485714285714,10485,5296,6214,21995,7230
Justin Herbert (15751354),D'Andre Swift (15751460),Josh Jacobs (15751422),Davante Adams (15751638),DeVante Parker (15751706),Stefon Diggs (15751644),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),49600.0,108.80042857142858,144.77685714285715,190.9385714285714,6070,5297,5370,16737,4942
Justin Herbert (15751354),Aaron Jones (15751412),James Conner (15751414),Davante Adams (15751638),Jakeem Grant (15751800),Stefon Diggs (15751644),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),50000.0,106.45042857142857,144.77685714285715,185.67857142857142,9858,5298,9271,24427,8374
Justin Herbert (15751354),Duke Johnson (15751464),Miles Sanders (15751424),Terry McLaurin (15751652),Robby Anderson (15751670),DJ Moore (15751702),Austin Hooper (15751968),Stefon Diggs (15751644),Lions  (15752142),50000.0,106.89042857142859,144.77685714285715,194.54857142857142,9212,5299,3195,17706,5316
Justin Herbert (15751354),Josh Jacobs (15751422),James Conner (15751414),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),50000.0,108.62042857142858,144.77471428571428,187.9,6387,5300,7617,19304,6001
Derek Carr (15751367),D'Andre Swift (15751460),Alvin Kamara (15751410),Davante Adams (15751638),Terry McLaurin (15751652),Danny Amendola (15751746),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49600.0,109.59142857142858,144.77371428571428,185.132,4778,5301,9665,19744,6210
Derek Carr (15751367),Aaron Jones (15751412),Alvin Kamara (15751410),Keenan Allen (15751648),Terry McLaurin (15751652),Danny Amendola (15751746),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49700.0,106.79142857142857,144.77371428571428,183.94199999999998,9348,5302,10490,25140,8703
Tom Brady (15751356),D'Andre Swift (15751460),Duke Johnson (15751464),Davante Adams (15751638),Danny Amendola (15751746),Stefon Diggs (15751644),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),49900.0,106.13242857142858,144.77185714285716,193.08057142857143,10310,5303,4004,19617,6148
Justin Herbert (15751354),Duke Johnson (15751464),James Robinson (15751420),Terry McLaurin (15751652),DeVante Parker (15751706),Robby Anderson (15751670),Darren Waller (15751946),DJ Moore (15751702),Lions  (15752142),49700.0,110.22042857142858,144.77185714285716,195.6185714285714,3848,5304,2665,11817,3305
Tom Brady (15751356),Duke Johnson (15751464),Aaron Jones (15751412),Keenan Allen (15751648),Danny Amendola (15751746),Stefon Diggs (15751644),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),50000.0,103.33242857142858,144.77185714285713,191.89057142857143,12777,5305,4709,22791,7602
Tom Brady (15751356),Duke Johnson (15751464),James Robinson (15751420),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),Miles Sanders (15751424),Rams  (15752149),49500.0,107.38242857142858,144.7697142857143,193.03199999999998,8462,5306,4040,17808,5356
Justin Herbert (15751354),Duke Johnson (15751464),Aaron Jones (15751412),Robby Anderson (15751670),DJ Moore (15751702),Stefon Diggs (15751644),Austin Hooper (15751968),Josh Jacobs (15751422),Rams  (15752149),50000.0,102.37042857142858,144.7697142857143,193.31,13060,5307,3846,22213,7338
Tom Brady (15751356),Aaron Jones (15751412),James Robinson (15751420),Keenan Allen (15751648),Terry McLaurin (15751652),Jakeem Grant (15751800),Austin Hooper (15751968),Robby Anderson (15751670),Lions  (15752142),49500.0,106.90242857142857,144.76685714285713,190.7805714285714,9181,5308,5463,19952,6299
Justin Herbert (15751354),James Robinson (15751420),Miles Sanders (15751424),Davante Adams (15751638),Jakeem Grant (15751800),DeVante Parker (15751706),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49800.0,114.3504285714286,144.7647142857143,188.69,434,5309,6978,12721,3568
Tom Brady (15751356),D'Andre Swift (15751460),Aaron Jones (15751412),Terry McLaurin (15751652),Danny Amendola (15751746),DJ Moore (15751702),Darren Waller (15751946),Stefon Diggs (15751644),Rams  (15752149),49900.0,107.02242857142858,144.7647142857143,185.93200000000002,9024,5310,9103,23437,7930
Tom Brady (15751356),Duke Johnson (15751464),James Robinson (15751420),Davante Adams (15751638),Robby Anderson (15751670),Stefon Diggs (15751644),Austin Hooper (15751968),Keelan Cole (15751772),Rams  (15752149),50000.0,108.44242857142858,144.7647142857143,193.112,6671,5311,3987,15969,4643
Justin Herbert (15751354),D'Andre Swift (15751460),Aaron Jones (15751412),Terry McLaurin (15751652),Jakeem Grant (15751800),Robby Anderson (15751670),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),49700.0,106.64042857142859,144.7647142857143,192.49,9577,5312,4378,19267,5987
Justin Herbert (15751354),Aaron Jones (15751412),Josh Jacobs (15751422),Davante Adams (15751638),Danny Amendola (15751746),DJ Moore (15751702),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),49700.0,108.72042857142858,144.7647142857143,181.58999999999997,6204,5313,11828,23345,7870
Tom Brady (15751356),Mike Davis (15751496),Josh Jacobs (15751422),Terry McLaurin (15751652),Danny Amendola (15751746),Stefon Diggs (15751644),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),50000.0,108.63242857142858,144.76471428571426,192.792,6355,5314,4192,15861,4609
Derek Carr (15751367),Mike Davis (15751496),James Robinson (15751420),Davante Adams (15751638),Robby Anderson (15751670),Keelan Cole (15751772),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),49500.0,113.13142857142859,144.76371428571426,191.99200000000002,942,5315,4641,10898,2997
Justin Herbert (15751354),Duke Johnson (15751464),Alvin Kamara (15751410),Davante Adams (15751638),Danny Amendola (15751746),DJ Moore (15751702),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49700.0,108.92042857142857,144.76185714285714,185.13857142857142,5898,5316,9662,20876,6706
Tom Brady (15751356),Aaron Jones (15751412),Alvin Kamara (15751410),Keenan Allen (15751648),Robby Anderson (15751670),Danny Amendola (15751746),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49900.0,107.47242857142858,144.7597142857143,183.692,8297,5317,10660,24274,8290
Tom Brady (15751356),D'Andre Swift (15751460),Alvin Kamara (15751410),Davante Adams (15751638),Robby Anderson (15751670),Danny Amendola (15751746),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49800.0,110.27242857142858,144.7597142857143,184.882,3777,5318,9844,18939,5852
Derek Carr (15751367),D'Andre Swift (15751460),Aaron Jones (15751412),Terry McLaurin (15751652),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),Stefon Diggs (15751644),Rams  (15752149),50000.0,109.58142857142859,144.75871428571426,189.332,4796,5319,6532,16647,4910
Justin Herbert (15751354),Duke Johnson (15751464),James Conner (15751414),Keenan Allen (15751648),Terry McLaurin (15751652),Danny Amendola (15751746),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49500.0,108.14042857142859,144.7547142857143,190.66,7156,5320,5552,18028,5456
Justin Herbert (15751354),D'Andre Swift (15751460),Alvin Kamara (15751410),Keenan Allen (15751648),Jakeem Grant (15751800),DeVante Parker (15751706),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49500.0,110.52042857142858,144.75471428571427,193.18,3460,5321,3944,12725,3570
Tom Brady (15751356),Mike Davis (15751496),Josh Jacobs (15751422),Keenan Allen (15751648),Stefon Diggs (15751644),Keelan Cole (15751772),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),49800.0,108.71242857142859,144.75471428571427,192.692,6212,5322,4254,15788,4590
Tom Brady (15751356),D'Andre Swift (15751460),Aaron Jones (15751412),Keenan Allen (15751648),DJ Moore (15751702),Stefon Diggs (15751644),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),49700.0,107.10242857142858,144.75471428571427,185.832,8903,5323,9175,23401,7907
Justin Herbert (15751354),James Robinson (15751420),James Conner (15751414),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),Danny Amendola (15751746),Lions  (15752142),49600.0,110.90042857142858,144.75185714285715,188.6285714285714,2958,5324,7030,15312,4403
Justin Herbert (15751354),Duke Johnson (15751464),Aaron Jones (15751412),Terry McLaurin (15751652),Robby Anderson (15751670),DJ Moore (15751702),Austin Hooper (15751968),Josh Jacobs (15751422),Lions  (15752142),49700.0,101.72042857142857,144.75185714285715,192.6385714285714,13176,5325,4288,22789,7600
Derek Carr (15751367),D'Andre Swift (15751460),Miles Sanders (15751424),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),DJ Moore (15751702),Lions  (15752142),49600.0,112.43142857142858,144.75085714285717,186.25057142857142,1427,5326,8887,15640,4540
Tom Brady (15751356),Mike Davis (15751496),Miles Sanders (15751424),Terry McLaurin (15751652),DeVante Parker (15751706),Robby Anderson (15751670),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),49600.0,111.73242857142858,144.74971428571428,194.432,2016,5327,3247,10590,2891
Justin Herbert (15751354),D'Andre Swift (15751460),Alvin Kamara (15751410),DeVante Parker (15751706),Robby Anderson (15751670),Stefon Diggs (15751644),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),50000.0,111.58042857142858,144.74971428571428,193.26,2167,5328,3888,11383,3172
Derek Carr (15751367),Duke Johnson (15751464),Aaron Jones (15751412),Terry McLaurin (15751652),DeVante Parker (15751706),DJ Moore (15751702),Darren Waller (15751946),Stefon Diggs (15751644),Rams  (15752149),50000.0,107.09142857142858,144.74871428571427,189.742,8921,5329,6215,20465,6516
Derek Carr (15751367),D'Andre Swift (15751460),Aaron Jones (15751412),Keenan Allen (15751648),Robby Anderson (15751670),Stefon Diggs (15751644),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),49800.0,109.66142857142857,144.74871428571427,189.232,4666,5330,6605,16601,4898
Tom Brady (15751356),Duke Johnson (15751464),James Robinson (15751420),Davante Adams (15751638),Terry McLaurin (15751652),Robby Anderson (15751670),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),49700.0,107.79242857142857,144.74685714285715,192.44057142857142,7756,5331,4400,17487,5237
Derek Carr (15751367),D'Andre Swift (15751460),James Robinson (15751420),Keenan Allen (15751648),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Stefon Diggs (15751644),Lions  (15752142),50000.0,111.54142857142857,144.74585714285715,194.02057142857143,2201,5332,3472,11005,3044
Justin Herbert (15751354),Duke Johnson (15751464),Alvin Kamara (15751410),Terry McLaurin (15751652),DeVante Parker (15751706),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),50000.0,108.53042857142859,144.7447142857143,193.74999999999997,6536,5333,3596,15465,4463
Tom Brady (15751356),Aaron Jones (15751412),Alvin Kamara (15751410),Terry McLaurin (15751652),Jakeem Grant (15751800),DeVante Parker (15751706),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),50000.0,105.69242857142858,144.74471428571428,188.932,10881,5334,6805,23020,7696
Justin Herbert (15751354),Aaron Jones (15751412),Miles Sanders (15751424),Davante Adams (15751638),Jakeem Grant (15751800),DJ Moore (15751702),Austin Hooper (15751968),Josh Jacobs (15751422),Rams  (15752149),49800.0,105.85042857142858,144.74471428571428,185.70999999999998,10692,5335,9254,25281,8762
Justin Herbert (15751354),Duke Johnson (15751464),Aaron Jones (15751412),Terry McLaurin (15751652),Robby Anderson (15751670),Keelan Cole (15751772),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),50000.0,104.73042857142859,144.74471428571428,192.95999999999998,11858,5336,4091,21285,6871
Justin Herbert (15751354),Alvin Kamara (15751410),Josh Jacobs (15751422),Keenan Allen (15751648),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),49700.0,109.08042857142858,144.74471428571428,190.9,5629,5337,5393,16359,4818
Tom Brady (15751356),Mike Davis (15751496),Alvin Kamara (15751410),Jakeem Grant (15751800),Robby Anderson (15751670),Stefon Diggs (15751644),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49600.0,110.28242857142858,144.74471428571425,193.712,3769,5338,3615,12722,3569
Derek Carr (15751367),D'Andre Swift (15751460),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49700.0,109.41142857142859,144.74371428571428,190.91199999999998,5075,5339,5383,15797,4592
Derek Carr (15751367),Duke Johnson (15751464),Aaron Jones (15751412),Keenan Allen (15751648),Terry McLaurin (15751652),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49800.0,106.61142857142859,144.74371428571428,189.72199999999998,9613,5340,6230,21183,6833
Derek Carr (15751367),Duke Johnson (15751464),Alvin Kamara (15751410),Davante Adams (15751638),DeVante Parker (15751706),Robby Anderson (15751670),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49900.0,110.34142857142858,144.74371428571428,188.692,3692,5341,6969,16002,4655
Justin Herbert (15751354),Aaron Jones (15751412),Alvin Kamara (15751410),Terry McLaurin (15751652),Jakeem Grant (15751800),DJ Moore (15751702),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),49900.0,104.02042857142858,144.74185714285716,189.7785714285714,12414,5342,6195,23951,8156
Justin Herbert (15751354),Duke Johnson (15751464),Alvin Kamara (15751410),Davante Adams (15751638),Jakeem Grant (15751800),DJ Moore (15751702),Austin Hooper (15751968),Miles Sanders (15751424),Lions  (15752142),49800.0,106.05042857142858,144.74185714285716,189.25857142857143,10434,5343,6584,22361,7399
Justin Herbert (15751354),Duke Johnson (15751464),Miles Sanders (15751424),Terry McLaurin (15751652),DeVante Parker (15751706),Robby Anderson (15751670),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49500.0,107.68042857142858,144.7397142857143,197.95,7968,5344,1668,14980,4286
Justin Herbert (15751354),Mike Davis (15751496),Josh Jacobs (15751422),Robby Anderson (15751670),Danny Amendola (15751746),Stefon Diggs (15751644),Darren Waller (15751946),James Conner (15751414),Rams  (15752149),49600.0,109.95042857142859,144.73971428571429,194.94,4231,5345,2947,12523,3503
Justin Herbert (15751354),D'Andre Swift (15751460),Aaron Jones (15751412),Robby Anderson (15751670),Danny Amendola (15751746),DJ Moore (15751702),Darren Waller (15751946),Stefon Diggs (15751644),Rams  (15752149),49500.0,108.34042857142857,144.73971428571429,188.07999999999998,6844,5346,7468,19658,6165
Tom Brady (15751356),Mike Davis (15751496),Josh Jacobs (15751422),Keenan Allen (15751648),Terry McLaurin (15751652),Keelan Cole (15751772),Darren Waller (15751946),James Conner (15751414),Lions  (15752142),49500.0,108.06242857142858,144.73685714285713,192.02057142857143,7295,5347,4617,17259,5158
Justin Herbert (15751354),Duke Johnson (15751464),Alvin Kamara (15751410),Keenan Allen (15751648),DeVante Parker (15751706),Keelan Cole (15751772),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49800.0,108.61042857142859,144.7347142857143,193.64999999999998,6402,5348,3646,15396,4435
Justin Herbert (15751354),D'Andre Swift (15751460),Alvin Kamara (15751410),Terry McLaurin (15751652),DeVante Parker (15751706),Keelan Cole (15751772),Darren Waller (15751946),James Robinson (15751420),Rams  (15752149),49800.0,109.38042857142858,144.73471428571426,195.35999999999999,5128,5349,2765,13242,3722
Derek Carr (15751367),D'Andre Swift (15751460),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Keelan Cole (15751772),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49500.0,109.49142857142859,144.73371428571429,190.812,4936,5350,5440,15726,4571
Derek Carr (15751367),D'Andre Swift (15751460),Aaron Jones (15751412),Keenan Allen (15751648),Terry McLaurin (15751652),Keelan Cole (15751772),Darren Waller (15751946),James Robinson (15751420),Rams  (15752149),49600.0,107.46142857142858,144.73371428571429,191.332,8321,5351,5092,18764,5766
Justin Herbert (15751354),D'Andre Swift (15751460),Alvin Kamara (15751410),Terry McLaurin (15751652),DeVante Parker (15751706),Robby Anderson (15751670),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49700.0,110.93042857142858,144.73185714285714,192.5885714285714,2928,5352,4322,12602,3531
Tom Brady (15751356),Duke Johnson (15751464),Aaron Jones (15751412),Davante Adams (15751638),Jakeem Grant (15751800),Stefon Diggs (15751644),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49800.0,105.90242857142859,144.73185714285714,186.10057142857144,10604,5353,8978,24935,8618
Justin Herbert (15751354),Miles Sanders (15751424),Josh Jacobs (15751422),Keenan Allen (15751648),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),DeVante Parker (15751706),Lions  (15752142),49900.0,111.84042857142857,144.73185714285714,192.1185714285714,1906,5354,4575,11835,3313
Derek Carr (15751367),D'Andre Swift (15751460),James Conner (15751414),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),DeVante Parker (15751706),Lions  (15752142),50000.0,114.35142857142858,144.73085714285713,187.35057142857144,432,5355,8027,13814,3891
Derek Carr (15751367),D'Andre Swift (15751460),Aaron Jones (15751412),Keenan Allen (15751648),Terry McLaurin (15751652),Robby Anderson (15751670),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49500.0,109.01142857142858,144.73085714285713,188.56057142857142,5741,5356,7078,18175,5519
Justin Herbert (15751354),Aaron Jones (15751412),Alvin Kamara (15751410),Terry McLaurin (15751652),Danny Amendola (15751746),Stefon Diggs (15751644),Austin Hooper (15751968),Keelan Cole (15751772),Rams  (15752149),49600.0,104.35042857142858,144.7297142857143,187.99,12179,5357,7543,25079,8679
Tom Brady (15751356),D'Andre Swift (15751460),Aaron Jones (15751412),Terry McLaurin (15751652),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),James Robinson (15751420),Rams  (15752149),50000.0,108.06242857142858,144.72971428571427,191.18200000000002,7296,5358,5192,17846,5376
Tom Brady (15751356),Duke Johnson (15751464),Aaron Jones (15751412),Keenan Allen (15751648),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),50000.0,107.29242857142859,144.72971428571427,189.47199999999998,8601,5359,6429,20389,6475
Tom Brady (15751356),Duke Johnson (15751464),Josh Jacobs (15751422),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49800.0,108.07242857142857,144.72971428571427,188.322,7278,5360,7254,19892,6278
Tom Brady (15751356),D'Andre Swift (15751460),Alvin Kamara (15751410),Keenan Allen (15751648),Terry McLaurin (15751652),Danny Amendola (15751746),Austin Hooper (15751968),Josh Jacobs (15751422),Rams  (15752149),50000.0,106.21242857142857,144.72971428571427,191.082,10198,5361,5272,20831,6689
Tom Brady (15751356),D'Andre Swift (15751460),Duke Johnson (15751464),Davante Adams (15751638),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),Miles Sanders (15751424),Rams  (15752149),49900.0,110.09242857142858,144.72971428571427,190.66199999999998,4012,5362,5551,14925,4255
Justin Herbert (15751354),D'Andre Swift (15751460),Duke Johnson (15751464),Keenan Allen (15751648),DJ Moore (15751702),Stefon Diggs (15751644),Austin Hooper (15751968),James Conner (15751414),Lions  (15752142),49800.0,104.10042857142857,144.72685714285717,194.72857142857143,12349,5363,3088,20800,6679
