QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),50000.0,113.03042857142859,157.1747142857143,208.31,1006,1,50,1057,94
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Duke Johnson (15751464),Rams  (15752149),49700.0,111.04042857142858,157.1247142857143,214.1,2799,2,1,2802,476
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DeVante Parker (15751706),Rams  (15752149),49700.0,115.86042857142859,156.8947142857143,210.45999999999998,130,3,13,146,2
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DeVante Parker (15751706),Lions  (15752142),50000.0,114.05042857142858,156.79185714285717,211.06857142857143,524,4,7,535,30
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49900.0,110.72042857142858,156.71471428571428,209.19,3175,5,31,3211,593
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Jakeem Grant (15751800),Rams  (15752149),49700.0,112.3804285714286,156.65471428571428,205.79999999999998,1464,6,153,1623,200
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49800.0,114.57042857142858,156.5747142857143,207.32999999999998,374,7,79,460,21
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),50000.0,113.72042857142858,156.52471428571428,206.24,643,8,122,773,54
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DeVante Parker (15751706),Rams  (15752149),49600.0,113.55042857142858,156.4347142857143,211.34,723,9,5,737,50
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DJ Moore (15751702),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),50000.0,109.43042857142858,156.3947142857143,206.06,5044,10,134,5188,1199
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Darren Waller (15751946),Duke Johnson (15751464),Rams  (15752149),49900.0,114.89042857142859,156.30471428571428,211.77999999999997,283,11,4,298,7
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Darren Waller (15751946),Jakeem Grant (15751800),Rams  (15752149),49700.0,116.55042857142858,156.24471428571428,208.39,66,12,48,126,1
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),50000.0,114.64042857142859,156.22471428571427,208.86,348,13,41,402,13
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),50000.0,114.25042857142859,156.1647142857143,202.42,454,14,556,1024,87
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Darren Waller (15751946),Jakeem Grant (15751800),Lions  (15752142),50000.0,114.74042857142858,156.14185714285713,208.99857142857144,331,15,36,382,11
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49700.0,112.26042857142858,156.1147142857143,208.21,1558,16,54,1628,201
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49900.0,111.41042857142858,156.0647142857143,207.12,2342,17,85,2444,381
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DJ Moore (15751702),Darren Waller (15751946),Duke Johnson (15751464),Rams  (15752149),50000.0,113.60042857142858,155.9847142857143,208.64999999999998,694,18,43,755,52
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),DeVante Parker (15751706),Rams  (15752149),49900.0,116.23042857142859,155.83471428571428,203.48,90,19,381,490,26
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Darren Waller (15751946),Jakeem Grant (15751800),Rams  (15752149),49600.0,114.24042857142858,155.78471428571427,209.27,459,20,27,506,28
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),50000.0,118.42042857142859,155.7547142857143,205.01,4,21,211,236,5
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Austin Hooper (15751968),Danny Amendola (15751746),Rams  (15752149),49900.0,114.43042857142858,155.71471428571428,202.89,410,22,472,904,65
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49700.0,110.86042857142859,155.52471428571428,207.11,3018,23,86,3127,569
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),50000.0,114.94042857142858,155.5147142857143,200.35,271,24,968,1263,127
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Lions  (15752142),50000.0,109.05042857142858,155.42185714285716,207.71857142857144,5673,25,65,5763,1367
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Darren Waller (15751946),Danny Amendola (15751746),Rams  (15752149),49900.0,118.60042857142858,155.30471428571428,205.48000000000002,3,26,173,202,3
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49900.0,116.11042857142859,155.29471428571432,205.89,103,27,148,278,6
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),DJ Moore (15751702),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49800.0,109.5704285714286,155.2047142857143,203.98,4814,28,320,5162,1187
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),50000.0,112.53042857142857,155.1597142857143,210.54000000000002,1352,29,12,1393,157
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49800.0,112.23042857142859,155.11471428571429,208.51,1586,30,46,1662,209
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49600.0,108.55042857142858,155.0647142857143,207.99,6501,31,60,6592,1637
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Danny Amendola (15751746),Austin Hooper (15751968),Alvin Kamara (15751410),Rams  (15752149),50000.0,113.57042857142858,155.05471428571428,205.18,711,32,197,940,69
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),Duke Johnson (15751464),Lions  (15752142),50000.0,113.22042857142858,155.01185714285714,210.3085714285714,897,33,15,945,72
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49700.0,111.55042857142858,154.8747142857143,205.04,2194,34,207,2435,377
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),Keelan Cole (15751772),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),50000.0,109.64042857142859,154.8547142857143,205.51,4706,35,170,4911,1092
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Darren Waller (15751946),Danny Amendola (15751746),Rams  (15752149),49800.0,116.29042857142858,154.84471428571428,206.36,81,36,113,230,4
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Terry McLaurin (15751652),DJ Moore (15751702),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49900.0,110.94042857142858,154.7947142857143,205.38,2917,37,184,3138,574
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Aaron Jones (15751412),Lions  (15752142),50000.0,109.74042857142858,154.77185714285716,205.64857142857142,4563,38,161,4762,1041
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),DJ Moore (15751702),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49700.0,107.26042857142859,154.7447142857143,204.85999999999999,8670,39,221,8930,2344
Justin Herbert (15751354),Mike Davis (15751496),Josh Jacobs (15751422),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Danny Amendola (15751746),Rams  (15752149),50000.0,114.39042857142859,154.6747142857143,204.39,421,40,272,733,49
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49700.0,109.92042857142859,154.65471428571428,209.39,4289,41,24,4354,909
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),Duke Johnson (15751464),Rams  (15752149),49600.0,112.72042857142858,154.65471428571428,210.57999999999998,1207,42,11,1260,125
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),Keelan Cole (15751772),Rams  (15752149),50000.0,114.46042857142858,154.62471428571428,201.87,400,43,640,1083,101
Justin Herbert (15751354),Mike Davis (15751496),Miles Sanders (15751424),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Danny Amendola (15751746),Rams  (15752149),49900.0,115.58042857142858,154.6047142857143,203.75,166,44,348,558,33
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Danny Amendola (15751746),Austin Hooper (15751968),Alvin Kamara (15751410),Rams  (15752149),49900.0,111.26042857142858,154.59471428571428,206.06,2527,45,133,2705,447
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),49900.0,114.87042857142858,154.57185714285714,208.8885714285714,290,46,39,375,10
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),DeVante Parker (15751706),Lions  (15752142),50000.0,114.56042857142859,154.54185714285714,202.0085714285714,376,47,621,1044,90
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),49700.0,112.08042857142858,154.5147142857143,201.22,1701,48,759,2508,398
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Stefon Diggs (15751644),Rams  (15752149),50000.0,113.22042857142857,154.5097142857143,208.47,898,49,47,994,81
Justin Herbert (15751354),Mike Davis (15751496),James Robinson (15751420),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),50000.0,114.62042857142858,154.49185714285716,205.96857142857144,355,50,142,547,32
Tom Brady (15751356),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Duke Johnson (15751464),Lions  (15752142),49800.0,109.78242857142858,154.46685714285712,207.88057142857141,4507,51,61,4619,989
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),Robby Anderson (15751670),Austin Hooper (15751968),Danny Amendola (15751746),Lions  (15752142),50000.0,112.76042857142859,154.42185714285716,201.41857142857143,1180,52,717,1949,263
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49600.0,109.24042857142858,154.4147142857143,205.92,5361,53,146,5560,1314
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Keelan Cole (15751772),Austin Hooper (15751968),James Robinson (15751420),Rams  (15752149),49900.0,111.29042857142859,154.41471428571427,204.08999999999997,2487,54,306,2847,490
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Austin Hooper (15751968),Keelan Cole (15751772),Lions  (15752142),49800.0,112.84042857142857,154.41185714285714,201.3185714285714,1126,55,740,1921,253
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),DeVante Parker (15751706),DJ Moore (15751702),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),50000.0,113.42042857142859,154.3847142857143,201.65999999999997,788,56,675,1519,180
Justin Herbert (15751354),Mike Davis (15751496),Alvin Kamara (15751410),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),Danny Amendola (15751746),Rams  (15752149),49900.0,116.08042857142858,154.3647142857143,202.42,110,57,555,722,47
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Terry McLaurin (15751652),DJ Moore (15751702),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49800.0,108.63042857142858,154.33471428571428,206.26,6371,58,120,6549,1616
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),DJ Moore (15751702),Darren Waller (15751946),Duke Johnson (15751464),Rams  (15752149),49700.0,111.43042857142858,154.33471428571428,207.45,2319,59,76,2454,384
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),49900.0,111.39042857142859,154.33185714285713,204.22857142857143,2370,60,292,2722,455
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DJ Moore (15751702),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),50000.0,113.58042857142858,154.25185714285715,205.7585714285714,700,61,157,918,68
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Terry McLaurin (15751652),Robby Anderson (15751670),Austin Hooper (15751968),Alvin Kamara (15751410),Rams  (15752149),50000.0,111.98042857142859,154.24471428571428,210.38,1775,62,14,1851,247
Tom Brady (15751356),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DeVante Parker (15751706),Lions  (15752142),49800.0,114.60242857142858,154.23685714285713,204.24057142857143,362,63,289,714,46
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),James Robinson (15751420),Rams  (15752149),49500.0,114.37042857142858,154.21471428571428,209.15999999999997,426,64,34,524,29
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),DeVante Parker (15751706),Rams  (15752149),49600.0,114.06042857142859,154.18471428571428,202.27999999999997,518,65,579,1162,114
Tom Brady (15751356),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49700.0,111.27242857142859,154.15971428571427,202.36199999999997,2501,66,565,3132,571
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Danny Amendola (15751746),Austin Hooper (15751968),Stefon Diggs (15751644),Lions  (15752142),49700.0,114.01042857142858,154.15685714285715,204.10857142857142,533,67,302,902,64
Justin Herbert (15751354),Mike Davis (15751496),James Robinson (15751420),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Keelan Cole (15751772),Rams  (15752149),49600.0,114.12042857142858,154.1347142857143,206.24,494,68,123,685,43
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),49800.0,112.56042857142857,154.11185714285716,209.76857142857142,1324,69,19,1412,162
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49700.0,116.25042857142859,154.10471428571427,203.81,89,70,343,502,27
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49800.0,113.45042857142859,154.10471428571427,202.62,771,71,517,1359,148
Tom Brady (15751356),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Keelan Cole (15751772),Rams  (15752149),49800.0,111.02242857142858,154.0797142857143,199.44199999999998,2819,72,1215,4106,830
Justin Herbert (15751354),Mike Davis (15751496),James Robinson (15751420),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),49900.0,114.87042857142858,154.0697142857143,207.05,291,73,88,452,18
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),Robby Anderson (15751670),Austin Hooper (15751968),Danny Amendola (15751746),Rams  (15752149),49600.0,112.26042857142859,154.0647142857143,201.69,1557,74,669,2300,341
Tom Brady (15751356),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),Aaron Jones (15751412),Lions  (15752142),50000.0,109.46242857142859,154.05685714285715,202.97057142857142,4982,75,456,5513,1302
Justin Herbert (15751354),Mike Davis (15751496),James Robinson (15751420),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Jakeem Grant (15751800),Lions  (15752142),49600.0,114.22042857142858,154.05185714285716,206.3785714285714,471,76,110,657,40
Justin Herbert (15751354),Mike Davis (15751496),Alvin Kamara (15751410),Keenan Allen (15751648),Davante Adams (15751638),Danny Amendola (15751746),Austin Hooper (15751968),DJ Moore (15751702),Rams  (15752149),50000.0,114.79042857142858,154.04471428571432,199.29,318,77,1269,1664,211
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Terry McLaurin (15751652),Robby Anderson (15751670),Darren Waller (15751946),Danny Amendola (15751746),Lions  (15752142),50000.0,116.93042857142858,154.01185714285714,204.0085714285714,38,78,317,433,14
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Keelan Cole (15751772),Darren Waller (15751946),James Robinson (15751420),Rams  (15752149),49900.0,115.46042857142858,154.0047142857143,206.68,179,79,101,359,9
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Darren Waller (15751946),Keelan Cole (15751772),Lions  (15752142),49800.0,117.01042857142858,154.00185714285715,203.90857142857143,35,80,328,443,15
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),Terry McLaurin (15751652),DeVante Parker (15751706),Darren Waller (15751946),DJ Moore (15751702),Lions  (15752142),50000.0,114.44042857142858,154.00185714285715,204.41857142857143,407,81,268,756,53
Tom Brady (15751356),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Jakeem Grant (15751800),Lions  (15752142),49800.0,111.12242857142859,153.99685714285715,199.5805714285714,2687,82,1172,3941,765
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Austin Hooper (15751968),James Robinson (15751420),Rams  (15752149),49500.0,110.89042857142859,153.97471428571427,204.5,2974,83,255,3312,620
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Davante Adams (15751638),Robby Anderson (15751670),Danny Amendola (15751746),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49900.0,113.60042857142858,153.93471428571428,202.13,695,84,604,1383,154
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Davante Adams (15751638),DeVante Parker (15751706),DJ Moore (15751702),Darren Waller (15751946),Aaron Jones (15751412),Rams  (15752149),49900.0,111.11042857142859,153.9247142857143,202.53999999999996,2708,85,531,3324,623
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Jakeem Grant (15751800),Darren Waller (15751946),James Robinson (15751420),Lions  (15752142),49900.0,115.56042857142857,153.92185714285716,206.8185714285714,167,86,97,350,8
Tom Brady (15751356),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DJ Moore (15751702),Lions  (15752142),49900.0,113.31242857142858,153.91685714285714,201.11057142857143,836,87,783,1706,222
Derek Carr (15751367),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),Robby Anderson (15751670),Lions  (15752142),50000.0,115.87142857142858,153.91085714285714,204.5105714285714,129,88,252,469,23
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DJ Moore (15751702),Austin Hooper (15751968),James Robinson (15751420),Rams  (15752149),49600.0,113.08042857142858,153.8947142857143,206.02999999999997,977,89,135,1201,119
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Austin Hooper (15751968),DJ Moore (15751702),Lions  (15752142),49500.0,114.63042857142858,153.89185714285713,203.2585714285714,353,90,408,851,60
Justin Herbert (15751354),Mike Davis (15751496),Aaron Jones (15751412),Davante Adams (15751638),Terry McLaurin (15751652),Jakeem Grant (15751800),Darren Waller (15751946),DJ Moore (15751702),Rams  (15752149),49700.0,112.77042857142858,153.86471428571429,199.14999999999998,1166,91,1310,2567,412
Tom Brady (15751356),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),DJ Moore (15751702),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49800.0,109.98242857142857,153.83971428571428,199.23199999999997,4170,92,1286,5548,1311
Derek Carr (15751367),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Robby Anderson (15751670),Austin Hooper (15751968),Aaron Jones (15751412),Rams  (15752149),49900.0,112.54142857142858,153.83371428571428,202.632,1341,93,515,1949,262
Tom Brady (15751356),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DeVante Parker (15751706),Austin Hooper (15751968),Stefon Diggs (15751644),Rams  (15752149),50000.0,112.94242857142858,153.7947142857143,205.792,1055,94,154,1303,135
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),DJ Moore (15751702),Austin Hooper (15751968),James Robinson (15751420),Lions  (15752142),49900.0,111.27042857142858,153.79185714285717,206.63857142857142,2513,95,103,2711,450
Justin Herbert (15751354),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Terry McLaurin (15751652),Robby Anderson (15751670),Austin Hooper (15751968),Alvin Kamara (15751410),Rams  (15752149),49900.0,109.67042857142859,153.78471428571427,211.26,4655,96,6,4757,1037
Tom Brady (15751356),Mike Davis (15751496),Duke Johnson (15751464),Keenan Allen (15751648),Davante Adams (15751638),Terry McLaurin (15751652),Austin Hooper (15751968),DeVante Parker (15751706),Lions  (15752142),49700.0,112.29242857142857,153.77685714285715,205.12057142857142,1528,97,202,1827,240
Justin Herbert (15751354),Mike Davis (15751496),D'Andre Swift (15751460),Keenan Allen (15751648),Davante Adams (15751638),Keelan Cole (15751772),Austin Hooper (15751968),Alvin Kamara (15751410),Lions  (15752142),49900.0,111.98042857142859,153.75185714285715,203.60857142857142,1776,98,363,2237,329
