,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Darren Waller,LV,7.7,5.5,6.5,84.0,56.2,68.4,1.0,0.4,0.5,0.0,0.1,0.1,13.0,8.3,10.0,10,TE
1,Mark Andrews,BAL,4.2,3.1,3.7,57.0,39.6,48.0,1.0,0.3,0.5,0.0,0.0,0.0,11.0,5.8,7.7,10,TE
2,Noah Fant,DEN,5.0,3.7,4.2,58.0,43.0,49.6,1.0,0.3,0.4,0.0,0.1,0.0,11.8,6.2,7.6,10,TE
3,TJ Hockenson,DET,5.5,3.5,4.3,62.0,38.4,47.7,0.7,0.0,0.4,0.0,0.1,0.0,8.1,5.5,7.1,10,TE
4,Austin Hooper,CLE,5.6,3.3,4.2,58.0,34.4,47.2,1.0,0.0,0.4,0.0,0.0,0.0,11.0,4.6,6.9,10,TE
5,Jared Cook,NO,5.0,2.6,3.4,59.4,36.1,43.6,1.0,0.1,0.4,0.0,0.1,0.0,11.4,5.1,6.7,10,TE
6,Hunter Henry,LAC,4.8,3.8,4.3,59.0,41.9,50.4,0.4,0.0,0.2,0.0,0.1,0.0,7.9,4.6,6.4,10,TE
7,Jonnu Smith,TEN,4.8,2.8,3.4,56.0,30.0,39.3,1.0,0.0,0.4,0.0,0.0,0.0,10.3,4.7,6.3,10,TE
8,Eric Ebron,PIT,5.3,3.2,4.2,59.4,36.4,45.0,0.5,0.0,0.3,0.0,0.1,0.0,7.5,4.7,6.0,10,TE
9,Dallas Goedert,PHI,4.5,3.3,3.9,52.0,36.0,43.5,0.5,0.0,0.3,0.0,0.1,0.0,6.9,4.9,6.0,10,TE
10,Evan Engram,NYG,5.3,3.8,4.4,59.3,40.1,46.9,0.3,0.0,0.2,0.0,0.0,0.0,6.6,5.4,5.9,10,TE
11,Rob Gronkowski,TB,4.2,3.0,3.3,65.3,33.0,43.0,0.4,0.0,0.3,0.0,0.0,0.0,6.8,3.3,5.8,10,TE
12,Trey Burton,IND,5.3,2.6,3.6,50.4,26.2,36.5,1.0,0.0,0.3,0.0,0.0,0.0,10.4,4.0,5.7,10,TE
13,Robert Tonyan,GB,4.1,2.2,3.0,53.2,28.6,37.6,0.6,0.0,0.3,0.0,0.0,0.0,7.8,4.1,5.4,10,TE
14,Jimmy Graham,CHI,4.5,3.6,4.0,50.9,32.3,40.5,0.4,0.0,0.2,0.0,0.0,0.0,5.9,4.1,5.2,10,TE
15,Mike Gesicki,MIA,4.9,2.9,3.4,57.3,32.7,39.0,0.3,0.0,0.2,0.0,0.1,0.0,6.0,3.6,5.1,10,TE
16,Jordan Reed,SF,5.1,2.9,3.9,49.0,28.2,38.8,0.3,0.0,0.2,0.0,0.1,0.0,6.8,3.9,4.9,10,TE
17,Tyler Higbee,LAR,4.0,2.4,3.2,45.0,27.5,36.9,0.4,0.0,0.2,0.0,0.0,0.0,6.1,4.0,4.9,10,TE
18,Logan Thomas,WAS,4.9,2.5,3.3,45.7,26.9,34.8,0.3,0.0,0.2,0.0,0.0,0.0,5.0,3.7,4.6,10,TE
19,Gerald Everett,LAR,3.7,2.0,2.8,42.5,23.4,31.4,0.2,0.0,0.2,0.0,0.1,0.0,4.6,2.6,4.0,10,TE
20,Anthony Firkser,TEN,3.2,2.2,2.6,36.3,24.0,29.2,0.2,0.0,0.2,0.0,0.0,0.0,4.8,3.5,3.9,10,TE
21,Jordan Akins,HOU,3.4,2.5,2.8,39.9,26.9,30.9,0.2,0.0,0.1,0.0,0.0,0.0,4.5,3.3,3.9,10,TE
22,Mo Alie-Cox,IND,2.4,1.0,1.9,44.0,17.0,27.9,0.3,0.0,0.2,0.0,0.0,0.0,5.9,1.7,3.7,10,TE
23,Harrison Bryant,CLE,2.7,1.5,2.1,30.0,17.3,24.0,0.4,0.1,0.2,0.0,0.1,0.0,5.4,3.0,3.7,10,TE
24,Tyler Eifert,JAC,3.0,2.2,2.7,35.0,21.1,29.3,0.2,0.0,0.1,0.0,0.0,0.0,4.0,2.7,3.6,10,TE
25,Greg Olsen,SEA,3.0,1.9,2.4,36.4,20.2,26.4,0.3,0.0,0.1,0.0,0.0,0.0,4.1,2.6,3.5,10,TE
