Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Justin Herbert,LAC,QB,6600.0,Justin Herbert (15751354),26.92,19.439,25.319000000000003,32.14,16.884,21.614,28.440000000000005,17.884,22.414,29.040000000000003,339.52363804722467,260.67380228287055,205.35158680771625,2,1,1,1,1,2
Derek Carr,LV,QB,5400.0,Derek Carr (15751367),19.24,16.560000000000002,19.278,22.642000000000003,15.11,17.768,20.752000000000002,15.810000000000002,18.268,20.752000000000002,326.08695652173907,280.1120448179272,238.49483261196005,14,6,2,2,2,8
Tom Brady,TB,QB,6300.0,Tom Brady (15751356),20.72,17.680999999999997,22.304,26.192,15.635999999999997,19.474,23.152,16.436,19.974,23.152,356.31468808325326,282.46054519368727,240.53145998778254,8,3,3,2,2,5
Carson Wentz,PHI,QB,5900.0,Carson Wentz (15751361),21.32,15.408,20.740999999999993,25.330000000000005,12.748000000000001,18.095999999999997,22.180000000000007,14.748000000000001,19.195999999999994,22.880000000000006,382.9179646936656,284.46072995516136,232.92538491906825,11,5,4,2,2,7
Jared Goff,LAR,QB,6500.0,Jared Goff (15751355),19.6,19.53,22.508000000000003,25.389999999999997,15.780000000000003,18.798000000000005,22.29,16.88,19.498000000000005,22.29,332.82130056323604,288.7862093477874,256.00630169358016,7,3,5,2,2,5
Matthew Stafford,DET,QB,5800.0,Matthew Stafford (15751362),18.6,12.876,19.71,26.759999999999998,11.576,16.910000000000004,23.060000000000002,12.576,17.610000000000003,23.66,450.4504504504505,294.26686960933534,216.74140508221228,12,6,6,3,3,9
Drew Brees,NO,QB,6400.0,Drew Brees (15751357),20.75,17.12,21.704,26.28,15.32,18.974000000000004,23.28,16.020000000000003,19.474000000000004,23.28,373.83177570093454,294.8765204570586,243.53120243531203,9,4,7,3,3,7
Ben Roethlisberger,PIT,QB,6200.0,Ben Roethlisberger (15751358),19.34,16.82,21.017,24.880000000000003,15.319999999999999,18.652000000000005,22.28,16.220000000000002,19.252000000000002,22.28,368.6087990487515,294.9992862920493,249.19614147909965,10,5,8,3,3,8
Deshaun Watson,HOU,QB,6900.0,Deshaun Watson (15751353),24.47,17.259999999999998,23.135999999999996,27.93,16.06,20.766000000000002,25.38,16.959999999999997,21.366,25.38,399.76825028968716,298.2365145228216,247.04618689581096,6,3,9,3,3,6
Josh Allen,BUF,QB,7500.0,Josh Allen (15751352),26.62,18.372,25.065,31.040000000000003,16.532,22.089999999999996,27.240000000000006,17.532,22.89,27.940000000000005,408.2299150881777,299.22202274087374,241.62371134020617,3,1,10,3,1,4
Drew Lock,DEN,QB,5500.0,Drew Lock (15751365),14.57,14.089999999999998,17.939,22.098999999999997,12.49,16.184000000000005,19.994,13.79,17.184000000000005,20.794,390.34776437189504,306.59457048887896,248.88003982080642,16,7,11,4,4,11
Joe Burrow,CIN,QB,5700.0,Joe Burrow (15751363),21.61,14.35,18.5,25.617999999999995,12.85,16.249999999999996,22.358,13.95,17.15,22.958,397.21254355400697,308.1081081081081,222.49980482473265,15,7,12,4,4,11
Russell Wilson,SEA,QB,7700.0,Russell Wilson (15751351),31.64,18.41,24.72,31.22,16.759999999999998,21.82,28.12,17.66,22.419999999999998,28.12,418.2509505703422,311.4886731391586,246.63677130044843,5,2,13,5,2,7
Daniel Jones,NYG,QB,5200.0,Daniel Jones (15751373),14.24,13.150000000000002,16.658,21.209999999999997,11.35,15.258,19.81,12.450000000000001,16.258,20.61,395.4372623574144,312.1623244086925,245.1673738802452,19,8,14,5,5,13
Tua Tagovailoa,MIA,QB,5600.0,Tua Tagovailoa (15751364),9.5,14.700000000000001,17.923000000000002,23.702,13.400000000000002,16.838,21.062000000000005,14.400000000000002,17.638,21.762000000000004,380.9523809523809,312.4476929085532,236.2669816893089,17,7,15,5,5,12
Kyler Murray,ARI,QB,8000.0,Kyler Murray (15751349),31.44,20.662000000000003,25.533999999999995,30.851999999999997,19.462000000000003,23.954,28.912000000000003,20.462000000000003,24.753999999999998,29.612000000000002,387.1842028845223,313.30774653403313,259.30247633864906,1,1,16,5,1,6
Teddy Bridgewater,CAR,QB,6100.0,Teddy Bridgewater (15751359),19.4,14.9,19.359999999999996,24.379999999999995,13.0,17.01,21.580000000000002,14.0,17.81,22.18,409.3959731543624,315.0826446280992,250.20508613617724,13,6,17,6,6,12
Alex Smith,WAS,QB,5200.0,Alex Smith (15751375),9.29,14.074,16.423000000000002,19.119,12.774000000000001,15.288000000000002,17.564,13.774000000000001,15.988000000000003,18.064,369.47562881909903,316.62911770078546,271.98075213138765,20,8,18,6,6,14
Aaron Rodgers,GB,QB,7900.0,Aaron Rodgers (15751350),24.83,19.798000000000002,24.793,31.12,17.538,21.858,28.12,18.038,22.158,28.12,399.03020507121926,318.6383253337636,253.8560411311054,4,2,19,6,2,8
Nick Mullens,SF,QB,5300.0,Nick Mullens (15751369),12.5,10.719999999999999,16.150999999999996,20.188000000000002,9.120000000000001,13.756,16.928000000000004,10.42,14.856,17.928000000000004,494.40298507462694,328.15305553835685,262.53219734495735,21,8,20,7,7,15
Jake Luton,JAC,QB,5400.0,Jake Luton (15751368),25.46,11.92,16.055999999999997,20.189999999999998,10.42,14.235999999999999,17.940000000000005,11.620000000000001,15.235999999999999,18.540000000000003,453.02013422818794,336.322869955157,267.4591381872214,22,8,21,8,8,16
Baker Mayfield,CLE,QB,6000.0,Baker Mayfield (15751360),15.01,13.940000000000003,17.690000000000005,21.800999999999995,12.640000000000002,16.690000000000005,19.556,13.740000000000002,17.590000000000007,20.356,430.4160688665709,339.1746749576031,275.21673317737725,18,7,22,8,7,15
Mike Davis,CAR,RB,4000.0,Mike Davis (15751496),14.34,9.63,16.48,25.400000000000002,7.98,14.080000000000002,21.900000000000002,9.43,16.380000000000003,25.300000000000004,415.36863966770505,242.71844660194174,157.4803149606299,4,2,1,1,1,3
D'Andre Swift,DET,RB,5100.0,D'Andre Swift (15751460),13.09,9.48,14.9,21.94,7.930000000000001,13.150000000000002,19.790000000000003,9.38,14.8,21.94,537.9746835443037,342.28187919463085,232.4521422060164,10,3,2,2,2,5
