,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Alvin Kamara,NO,13.6,11.0,12.2,63.2,50.0,59.6,1.0,0.5,0.8,8.0,5.4,6.2,60.0,49.6,56.0,1.0,0.4,0.6,0.0,0.1,0.1,23.0,18.8,19.6,12,RB
1,Ezekiel Elliott,DAL,24.0,18.6,20.5,106.0,83.0,94.0,1.0,0.5,0.7,5.0,3.4,4.3,44.0,26.4,35.4,0.2,0.0,0.2,0.1,0.2,0.2,19.5,17.2,17.9,12,RB
2,Saquon Barkley,NYG,21.0,14.5,17.1,85.0,61.7,73.8,1.0,0.5,0.6,6.7,5.0,6.0,56.5,40.0,49.5,0.3,0.0,0.2,0.1,0.2,0.2,19.2,15.4,17.0,12,RB
3,Melvin Gordon,DEN,17.9,13.0,16.0,79.8,60.0,71.1,1.0,0.5,0.8,4.4,3.9,4.1,42.2,35.0,39.5,0.3,0.0,0.2,0.1,0.2,0.2,18.7,15.5,16.8,12,RB
4,James Conner,PIT,19.5,17.3,18.3,85.0,73.3,78.6,1.0,0.6,0.8,6.0,3.4,4.6,44.0,34.0,36.5,0.3,0.0,0.1,0.1,0.2,0.2,18.2,15.8,16.5,12,RB
5,Christian McCaffrey,CAR,17.0,13.5,14.7,78.4,59.0,65.2,1.0,0.4,0.6,6.0,5.1,5.5,51.0,43.7,47.5,0.3,0.0,0.2,0.0,0.2,0.1,17.7,14.8,16.0,12,RB
6,Nick Chubb,CLE,21.2,14.5,18.0,99.0,76.9,89.2,1.0,0.6,0.8,1.4,0.9,1.2,13.5,5.0,9.2,0.1,0.0,0.0,0.0,0.1,0.1,16.5,13.2,14.6,12,RB
7,Matt Breida,MIA,20.2,14.9,16.6,101.0,69.1,78.8,1.0,0.5,0.6,4.0,1.9,2.7,32.2,17.0,23.2,0.3,0.0,0.1,0.1,0.2,0.1,17.5,12.2,14.6,12,RB
8,David Johnson,HOU,20.0,14.3,17.1,85.0,61.0,70.1,1.0,0.3,0.6,6.0,3.7,4.5,42.5,36.0,38.8,0.2,0.0,0.1,0.0,0.2,0.1,18.5,12.1,14.6,12,RB
9,Leonard Fournette,TB,24.0,16.5,19.2,90.0,66.0,75.5,1.0,0.4,0.6,4.0,2.6,3.2,31.8,22.1,27.1,0.2,0.0,0.1,0.0,0.1,0.1,18.0,12.3,14.2,12,RB
10,Joe Mixon,CIN,16.5,13.6,15.4,74.0,53.1,65.1,1.0,0.5,0.7,4.0,2.8,3.3,30.0,22.0,27.1,0.1,0.0,0.1,0.0,0.1,0.1,15.5,11.9,13.6,12,RB
11,Marlon Mack,IND,18.0,11.1,14.8,80.0,63.9,70.3,1.0,0.4,0.7,2.3,1.0,1.9,20.0,10.0,17.1,0.1,0.0,0.1,0.0,0.1,0.1,15.0,11.2,13.0,12,RB
12,Aaron Jones,GB,16.2,12.9,14.3,76.7,56.8,65.5,1.0,0.3,0.6,3.2,2.8,3.0,27.2,19.0,23.8,0.1,0.0,0.1,0.0,0.1,0.1,15.5,10.7,12.7,12,RB
13,Mark Ingram,BAL,14.0,11.6,12.4,65.2,55.0,58.9,1.0,0.5,0.7,4.0,2.2,2.8,30.0,17.8,22.2,0.1,0.0,0.1,0.1,0.3,0.2,14.5,11.9,12.4,12,RB
14,Phillip Lindsay,DEN,14.2,12.2,13.2,69.6,55.0,60.5,1.0,0.4,0.6,3.3,2.4,2.8,25.0,19.0,22.2,0.1,0.0,0.1,0.0,0.1,0.1,15.0,10.8,12.2,12,RB
15,Dalvin Cook,MIN,19.0,13.3,15.0,85.0,57.1,63.3,1.0,0.3,0.5,4.0,2.6,3.4,28.7,21.0,24.8,0.1,0.0,0.1,0.1,0.5,0.2,17.0,10.4,11.8,12,RB
16,Gus Edwards,BAL,19.0,10.3,16.2,80.3,54.0,71.4,1.0,0.4,0.6,1.2,0.3,0.9,10.8,2.2,8.1,0.1,0.0,0.0,0.0,0.1,0.1,14.5,9.5,11.7,12,RB
17,Sony Michel,NE,18.0,14.3,16.2,73.7,59.5,66.9,1.0,0.5,0.7,2.0,0.0,1.0,13.8,0.0,7.2,0.1,0.0,0.0,0.1,0.2,0.1,13.0,10.6,11.6,12,RB
