,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Julio Jones,ATL,8.0,6.9,7.4,122.0,94.2,109.5,1.0,0.4,0.6,0.1,0.0,0.1,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,17.0,13.9,14.6,12,WR
1,Michael Thomas,NO,8.3,6.8,7.6,105.0,89.9,96.1,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,15.3,13.8,14.4,12,WR
2,Odell Beckham,CLE,7.4,6.7,7.1,105.0,94.5,98.9,1.0,0.5,0.6,0.5,0.3,0.4,2.4,1.8,2.0,0.0,0.0,0.0,0.0,0.1,0.1,16.5,12.7,13.8,12,WR
3,DeAndre Hopkins,ARI,8.0,6.1,6.9,101.0,84.5,93.9,1.0,0.5,0.7,0.3,0.0,0.1,1.7,-0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.1,16.0,11.6,13.6,12,WR
4,Antonio Brown,TB,8.0,6.2,6.9,96.1,84.2,91.4,1.0,0.5,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,15.5,12.0,13.6,12,WR
5,Adam Thielen,MIN,10.0,6.7,7.8,100.0,89.3,94.5,1.0,0.5,0.7,0.2,0.0,0.1,1.7,-0.2,0.7,0.0,0.0,0.0,0.0,0.1,0.1,16.0,12.1,13.3,12,WR
6,Davante Adams,GB,7.1,6.0,6.5,92.4,80.0,86.9,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,14.0,11.6,12.9,12,WR
7,Mike Evans,TB,7.0,5.0,5.8,99.3,75.0,83.1,1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,14.5,10.8,12.1,12,WR
8,TY Hilton,IND,5.3,4.6,5.0,80.0,73.0,76.3,1.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,12.0,12,WR
9,Keenan Allen,LAC,7.0,6.0,6.5,89.0,74.3,80.1,1.0,0.5,0.6,1.0,0.2,0.6,5.5,0.6,4.1,0.0,0.0,0.0,0.1,0.1,0.1,13.5,10.2,11.9,12,WR
10,JuJu Smith-Schuster,PIT,6.1,5.8,5.9,86.0,75.0,81.3,1.0,0.4,0.6,0.1,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,13.5,10.7,11.4,12,WR
11,Stefon Diggs,BUF,6.8,6.0,6.4,81.0,64.9,73.8,1.0,0.5,0.6,0.7,0.4,0.5,3.3,0.9,2.4,0.0,0.0,0.0,0.0,0.1,0.0,13.5,10.0,11.3,12,WR
12,Kenny Golladay,DET,6.0,5.0,5.4,84.0,74.2,79.3,1.0,0.4,0.6,0.2,0.0,0.1,1.3,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,13.5,10.0,11.3,12,WR
