,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,James Conner,Denver Broncos,143.64200000000002,50000
1,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,James Conner,Seattle Seahawks,143.542,49900
2,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,James Conner,Denver Broncos,143.382,49900
3,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,James Conner,Seattle Seahawks,143.28199999999998,49800
4,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Denver Broncos,143.132,50000
5,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Seattle Seahawks,143.03199999999998,49900
6,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Denver Broncos,142.872,49900
7,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Odell Beckham Jr.,Seattle Seahawks,142.792,50000
8,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Seattle Seahawks,142.772,49800
9,Ben Roethlisberger,Chris Carson,Matt Breida,Danny Amendola,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Christian McCaffrey,Seattle Seahawks,142.662,50000
10,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Zach Ertz,Christian McCaffrey,Denver Broncos,142.662,49600
11,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Antonio Brown,Denver Broncos,142.63200000000003,50000
12,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Zach Ertz,Christian McCaffrey,Seattle Seahawks,142.56199999999998,49500
13,Ben Roethlisberger,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Antonio Brown,Seattle Seahawks,142.532,49900
14,Ben Roethlisberger,Chris Carson,Matt Breida,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Denver Broncos,142.50200000000004,50000
15,Ben Roethlisberger,Chris Carson,Matt Breida,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Seattle Seahawks,142.40200000000002,49900
16,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,D.J. Moore,Antonio Brown,Zach Ertz,Christian McCaffrey,Denver Broncos,142.40200000000002,49500
17,Ben Roethlisberger,Jalen Richard,Matt Breida,Danny Amendola,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Christian McCaffrey,Denver Broncos,142.38200000000003,49800
18,Ben Roethlisberger,Jalen Richard,Matt Breida,Danny Amendola,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Christian McCaffrey,Seattle Seahawks,142.282,49700
19,Ben Roethlisberger,Jalen Richard,Matt Breida,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Denver Broncos,142.12200000000004,49700
20,Ben Roethlisberger,Jalen Richard,Matt Breida,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Seattle Seahawks,142.02200000000002,49600
21,Ben Roethlisberger,Chris Carson,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Mike Evans,Seattle Seahawks,141.97199999999998,50000
22,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Mike Evans,Denver Broncos,141.95200000000003,49900
23,Ben Roethlisberger,Chris Carson,Matt Breida,D.J. Moore,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Christian McCaffrey,Seattle Seahawks,141.862,50000
24,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Mike Evans,Seattle Seahawks,141.852,49800
25,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,Odell Beckham Jr.,Mike Evans,Cameron Brate,Christian McCaffrey,Denver Broncos,141.82200000000003,49900
26,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,Odell Beckham Jr.,Mike Evans,Cameron Brate,Christian McCaffrey,Seattle Seahawks,141.722,49800
27,Ben Roethlisberger,Chris Carson,Matt Breida,D.J. Moore,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Denver Broncos,141.70200000000003,50000
28,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Mike Evans,Denver Broncos,141.692,49800
29,Ben Roethlisberger,Chris Carson,Matt Breida,D.J. Moore,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Seattle Seahawks,141.602,49900
30,Ben Roethlisberger,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Mike Evans,Seattle Seahawks,141.59199999999998,49700
31,Ben Roethlisberger,Jalen Richard,Matt Breida,D.J. Moore,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Christian McCaffrey,Denver Broncos,141.58200000000002,49800
32,Ben Roethlisberger,Chris Carson,Saquon Barkley,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Seattle Seahawks,141.582,50000
33,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,Antonio Brown,Mike Evans,Cameron Brate,Christian McCaffrey,Denver Broncos,141.562,49800
34,Ben Roethlisberger,Jalen Richard,Matt Breida,D.J. Moore,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Christian McCaffrey,Seattle Seahawks,141.482,49700
35,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,Antonio Brown,Mike Evans,Cameron Brate,Christian McCaffrey,Seattle Seahawks,141.462,49700
36,Ben Roethlisberger,Chris Carson,Saquon Barkley,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Denver Broncos,141.42200000000003,50000
37,Ben Roethlisberger,Jalen Richard,Matt Breida,D.J. Moore,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Denver Broncos,141.32200000000003,49700
38,Ben Roethlisberger,Chris Carson,Saquon Barkley,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Seattle Seahawks,141.322,49900
39,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Denver Broncos,141.30200000000002,49800
40,Ben Roethlisberger,Jalen Richard,Matt Breida,D.J. Moore,T.Y. Hilton,Antonio Brown,Cameron Brate,Christian McCaffrey,Seattle Seahawks,141.222,49600
41,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Seattle Seahawks,141.202,49700
42,Lamar Jackson,Chris Carson,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,James Conner,Denver Broncos,141.17800000000003,49900
43,Ben Roethlisberger,Chris Carson,Saquon Barkley,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Antonio Brown,Seattle Seahawks,141.082,50000
44,Lamar Jackson,Chris Carson,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,James Conner,Seattle Seahawks,141.078,49800
45,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Odell Beckham Jr.,Denver Broncos,141.062,49900
46,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Denver Broncos,141.04200000000003,49700
47,Ben Roethlisberger,Jalen Richard,Chris Carson,D.J. Moore,Odell Beckham Jr.,Mike Evans,Cameron Brate,Christian McCaffrey,Denver Broncos,141.02200000000002,49900
48,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Odell Beckham Jr.,Seattle Seahawks,140.962,49800
49,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Seattle Seahawks,140.942,49600
50,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Saquon Barkley,Denver Broncos,140.93200000000002,49900
51,Ben Roethlisberger,Jalen Richard,Chris Carson,D.J. Moore,Odell Beckham Jr.,Mike Evans,Cameron Brate,Christian McCaffrey,Seattle Seahawks,140.922,49800
52,Lamar Jackson,Chris Carson,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,James Conner,Denver Broncos,140.918,49800
53,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Saquon Barkley,Seattle Seahawks,140.832,49800
54,Lamar Jackson,Chris Carson,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,James Conner,Seattle Seahawks,140.81799999999998,49700
55,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Antonio Brown,Denver Broncos,140.80200000000002,49800
56,Lamar Jackson,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,James Conner,Denver Broncos,140.798,49600
57,Lamar Jackson,Jalen Richard,Christian McCaffrey,Danny Amendola,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Seattle Seahawks,140.798,50000
58,Ben Roethlisberger,Jalen Richard,Chris Carson,D.J. Moore,Antonio Brown,Mike Evans,Cameron Brate,Christian McCaffrey,Denver Broncos,140.762,49800
59,Ben Roethlisberger,Jalen Richard,Saquon Barkley,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Antonio Brown,Seattle Seahawks,140.702,49700
60,Lamar Jackson,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,James Conner,Seattle Seahawks,140.69799999999998,49500
61,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Saquon Barkley,Denver Broncos,140.67200000000003,49800
62,Ben Roethlisberger,Jalen Richard,Chris Carson,D.J. Moore,Antonio Brown,Mike Evans,Cameron Brate,Christian McCaffrey,Seattle Seahawks,140.66199999999998,49700
63,Lamar Jackson,Jalen Richard,Christian McCaffrey,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Zach Ertz,Denver Broncos,140.63800000000003,50000
64,Ben Roethlisberger,Jalen Richard,Chris Carson,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Saquon Barkley,Seattle Seahawks,140.572,49700
65,Lamar Jackson,Jalen Richard,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,James Conner,Denver Broncos,140.538,49500
66,Lamar Jackson,Jalen Richard,Christian McCaffrey,Danny Amendola,T.Y. Hilton,Antonio Brown,Cameron Brate,Zach Ertz,Seattle Seahawks,140.538,49900
67,Lamar Jackson,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Denver Broncos,140.288,49600
68,Lamar Jackson,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Odell Beckham Jr.,Cameron Brate,Zach Ertz,Seattle Seahawks,140.188,49500
69,Ben Roethlisberger,Jalen Richard,Chris Carson,D.J. Moore,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Saquon Barkley,Denver Broncos,140.132,49900
70,Lamar Jackson,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,T.Y. Hilton,Cameron Brate,Odell Beckham Jr.,Denver Broncos,140.04800000000003,49700
71,Ben Roethlisberger,Jalen Richard,Chris Carson,D.J. Moore,T.Y. Hilton,Odell Beckham Jr.,Cameron Brate,Saquon Barkley,Seattle Seahawks,140.03199999999998,49800
72,Lamar Jackson,Matt Breida,Christian McCaffrey,Danny Amendola,D.J. Moore,Antonio Brown,Cameron Brate,Zach Ertz,Denver Broncos,140.02800000000002,49500
