,Player,Salary,Position
86,Tyreek Hill,9000.0,WR
0,Patrick Mahomes,8500.0,QB
168,Travis Kelce,8500.0,TE
87,DK Metcalf,7800.0,WR
33,David Montgomery,7700.0,RB
1,Justin Herbert,7400.0,QB
34,Jonathan Taylor,7300.0,RB
2,Jalen Hurts,7000.0,QB
35,Miles Sanders,7000.0,RB
88,Robert Woods,7000.0,WR
36,James Robinson,6800.0,RB
89,Terry McLaurin,6700.0,WR
90,Cooper Kupp,6600.0,WR
37,Antonio Gibson,6600.0,RB
39,Tony Pollard,6500.0,RB
38,Mike Davis,6500.0,RB
40,JD McKissic,6400.0,RB
91,Diontae Johnson,6300.0,WR
41,Cam Akers,6300.0,RB
92,Brandin Cooks,6200.0,WR
42,JK Dobbins,6200.0,RB
43,Clyde Edwards-Helaire,6000.0,RB
93,Chase Claypool,5900.0,WR
3,Jared Goff,5900.0,QB
44,Kareem Hunt,5900.0,RB
45,Le'Veon Bell,5800.0,RB
4,Mitchell Trubisky,5700.0,QB
94,Marquise Brown,5700.0,WR
5,Andy Dalton,5500.0,QB
46,Benny Snell,5300.0,RB
95,CeeDee Lamb,5300.0,WR
8,Gardner Minshew,5200.0,QB
7,Dwayne Haskins,5200.0,QB
6,Alex Smith,5200.0,QB
10,Sam Darnold,5000.0,QB
11,Daniel Jones,5000.0,QB
96,Sammy Watkins,5000.0,WR
9,Drew Lock,5000.0,QB
47,Boston Scott,4900.0,RB
12,Joe Flacco,4900.0,QB
97,DJ Chark,4800.0,WR
169,Noah Fant,4800.0,TE
14,Brandon Allen,4800.0,QB
13,Brett Rypien,4800.0,QB
15,Ryan Finley,4800.0,QB
16,Ben DiNucci,4800.0,QB
98,Tee Higgins,4700.0,WR
170,Hunter Henry,4700.0,TE
48,Todd Gurley,4700.0,RB
99,Jalen Reagor,4600.0,WR
49,Ty Johnson,4500.0,RB
51,Darrell Henderson,4500.0,RB
18,John Wolford,4500.0,QB
17,PJ Walker,4500.0,QB
100,Jamison Crowder,4500.0,WR
50,Devonta Freeman,4500.0,RB
19,Chad Henne,4400.0,QB
20,Will Grier,4300.0,QB
21,Jake Luton,4300.0,QB
101,Michael Pittman,4200.0,WR
52,Darrel Williams,4200.0,RB
53,Anthony McFarland,4100.0,RB
22,Tyler Huntley,4100.0,QB
23,Trace McSorley,4100.0,QB
85,Sewo Olonilua,4000.0,RB
25,Kyle Allen,4000.0,QB
84,Rico Dowdle,4000.0,RB
83,Jason Huntley,4000.0,RB
82,Raymond Calais,4000.0,RB
81,Xavier Jones,4000.0,RB
32,Nate Sudfeld,4000.0,QB
24,Steven Montez,4000.0,QB
79,Travis Homer,4000.0,RB
102,Tyron Johnson,4000.0,WR
103,Darnell Mooney,4000.0,WR
104,Greg Ward,4000.0,WR
171,Tyler Higbee,4000.0,TE
80,Malcolm Brown,4000.0,RB
76,Ryan Nall,4000.0,RB
78,DeeJay Dallas,4000.0,RB
63,La'Mical Perine,4000.0,RB
30,Clayton Thorson,4000.0,QB
29,James Morgan,4000.0,QB
28,Easton Stick,4000.0,QB
27,Jacob Eason,4000.0,QB
54,Rodney Smith,4000.0,RB
26,Josh Dobbs,4000.0,QB
56,Mike Warren,4000.0,RB
57,Bryce Love,4000.0,RB
58,Darwin Thompson,4000.0,RB
59,Anthony Sherman,4000.0,RB
60,Qadree Ollison,4000.0,RB
61,Joshua Kelley,4000.0,RB
