,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Ben Roethlisberger (11659327),Jalen Richard (11659412),Christian McCaffrey (11659380),Danny Amendola (11659606),D.J. Moore (11659604),Odell Beckham Jr. (11659558),Cameron Brate (11659840),James Conner (11659382),Broncos  (11659983),143.64200000000002,143.64200000000002
1,Ben Roethlisberger (11659327),Matt Breida (11659396),Christian McCaffrey (11659380),Danny Amendola (11659606),D.J. Moore (11659604),T.Y. Hilton (11659572),Cameron Brate (11659840),Odell Beckham Jr. (11659558),Seahawks  (11659984),142.792,142.792
2,Ben Roethlisberger (11659327),Chris Carson (11659406),Matt Breida (11659396),Danny Amendola (11659606),T.Y. Hilton (11659572),Antonio Brown (11659560),Cameron Brate (11659840),Christian McCaffrey (11659380),Broncos  (11659983),142.50200000000004,142.50200000000004
3,Ben Roethlisberger (11659327),Chris Carson (11659406),Christian McCaffrey (11659380),Danny Amendola (11659606),D.J. Moore (11659604),Antonio Brown (11659560),Cameron Brate (11659840),Mike Evans (11659562),Seahawks  (11659984),141.97199999999998,141.97199999999998
4,Ben Roethlisberger (11659327),Jalen Richard (11659412),Christian McCaffrey (11659380),Danny Amendola (11659606),D.J. Moore (11659604),Antonio Brown (11659560),Cameron Brate (11659840),Mike Evans (11659562),Broncos  (11659983),141.692,141.692
5,Ben Roethlisberger (11659327),Jalen Richard (11659412),Chris Carson (11659406),Danny Amendola (11659606),Antonio Brown (11659560),Mike Evans (11659562),Cameron Brate (11659840),Christian McCaffrey (11659380),Seahawks  (11659984),141.462,141.462
6,Lamar Jackson (11659331),Chris Carson (11659406),Christian McCaffrey (11659380),Danny Amendola (11659606),D.J. Moore (11659604),Odell Beckham Jr. (11659558),Cameron Brate (11659840),James Conner (11659382),Broncos  (11659983),141.17800000000003,141.17800000000003
7,Ben Roethlisberger (11659327),Jalen Richard (11659412),Saquon Barkley (11659376),Danny Amendola (11659606),D.J. Moore (11659604),Antonio Brown (11659560),Cameron Brate (11659840),Zach Ertz (11659818),Seahawks  (11659984),140.942,140.942
8,Lamar Jackson (11659331),Jalen Richard (11659412),Christian McCaffrey (11659380),Danny Amendola (11659606),D.J. Moore (11659604),Odell Beckham Jr. (11659558),Cameron Brate (11659840),James Conner (11659382),Broncos  (11659983),140.798,140.798
9,Lamar Jackson (11659331),Jalen Richard (11659412),Christian McCaffrey (11659380),Danny Amendola (11659606),T.Y. Hilton (11659572),Antonio Brown (11659560),Cameron Brate (11659840),Zach Ertz (11659818),Broncos  (11659983),140.63800000000003,140.63800000000003
