,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,George Kittle,SF,7.0,4.9,5.9,95.7,61.2,76.6,1.0,0.4,0.6,0.0,0.1,0.0,14.0,9.3,11.1,12,TE
1,Zach Ertz,PHI,7.0,5.8,6.5,75.0,65.6,70.1,1.0,0.4,0.6,0.0,0.1,0.0,13.5,9.0,10.5,12,TE
2,Rob Gronkowski,TB,4.9,3.9,4.3,70.5,55.0,60.5,0.7,0.0,0.4,0.0,0.1,0.0,9.8,5.5,8.2,12,TE
3,Jared Cook,NO,4.7,4.0,4.2,57.0,40.0,48.6,1.0,0.2,0.4,0.0,0.0,0.0,10.0,6.0,7.3,12,TE
4,Eric Ebron,PIT,3.4,2.8,3.1,46.5,33.7,37.3,1.0,0.4,0.6,0.0,0.0,0.0,9.5,5.8,7.2,12,TE
5,Cameron Brate,TB,3.8,3.0,3.4,42.8,34.1,37.4,1.0,0.2,0.5,0.0,0.1,0.0,9.5,5.3,6.8,12,TE
6,Greg Olsen,SEA,4.2,3.6,3.9,51.0,43.9,47.9,0.5,0.0,0.3,0.0,0.0,0.0,7.8,5.0,6.8,12,TE
7,David Njoku,CLE,4.2,3.1,3.9,48.0,33.3,43.0,1.0,0.2,0.4,0.0,0.0,0.0,10.5,4.5,6.7,12,TE
8,Trey Burton,IND,4.0,2.9,3.5,47.4,32.6,40.8,1.0,0.3,0.4,0.0,0.0,0.0,10.5,5.1,6.7,12,TE
9,Austin Hooper,CLE,5.2,4.0,4.7,56.4,45.0,49.7,0.5,0.0,0.3,0.0,0.1,0.0,7.6,4.5,6.7,12,TE
10,Evan Engram,NYG,4.7,3.6,3.9,46.0,40.1,42.8,0.3,0.0,0.2,0.0,0.1,0.0,6.0,4.5,5.6,12,TE
11,Jimmy Graham,CHI,4.0,3.0,3.4,47.0,30.0,40.3,0.3,0.0,0.2,0.0,0.0,0.0,6.5,3.0,5.4,12,TE
12,Jordan Reed,SF,6.0,3.6,4.6,50.0,37.4,44.7,0.3,0.0,0.2,0.0,0.2,0.1,5.9,5.0,5.3,12,TE
13,Kyle Rudolph,MIN,4.0,3.3,3.6,42.2,32.5,37.4,0.4,0.0,0.3,0.0,0.0,0.0,5.9,4.0,5.3,12,TE
14,Vance McDonald,PIT,4.0,3.0,3.4,46.6,33.8,40.1,0.3,0.0,0.2,0.0,0.1,0.0,6.5,4.0,5.3,12,TE
15,Chris Herndon,NYJ,4.0,2.5,3.1,44.0,24.9,36.1,0.6,0.0,0.3,0.0,0.0,0.0,7.8,4.0,5.2,12,TE
16,Jonnu Smith,TEN,4.0,1.7,2.6,45.0,17.4,27.4,1.0,0.1,0.3,0.0,0.1,0.0,10.5,2.9,4.7,12,TE
17,CJ Uzomah,CIN,3.7,2.7,3.1,42.0,26.8,34.3,0.4,0.0,0.2,0.0,0.1,0.0,5.8,3.5,4.7,12,TE
18,Nick Vannett,DEN,4.0,2.1,2.8,45.0,21.6,31.0,0.4,0.0,0.2,0.0,0.2,0.1,5.0,3.4,4.5,12,TE
19,James O'Shaughnessy,JAC,3.0,2.3,2.6,35.0,24.8,27.4,0.2,0.0,0.1,0.0,0.0,0.0,3.7,3.2,3.4,12,TE
20,Mark Andrews,BAL,2.2,1.4,1.7,26.4,18.0,22.0,0.2,0.1,0.2,0.0,0.0,0.0,3.8,2.6,3.2,12,TE
21,Jesse James,DET,2.3,1.0,1.8,30.0,15.0,22.1,0.2,0.0,0.1,0.0,0.0,0.0,4.2,1.5,3.1,12,TE
22,Jason Croom,PHI,2.4,1.1,1.9,27.0,8.9,19.1,0.3,0.1,0.2,0.0,0.2,0.1,3.7,1.4,2.8,12,TE
23,Ryan Griffin,NYJ,2.0,1.2,1.7,25.0,14.5,20.9,0.2,0.0,0.1,0.0,0.0,0.0,3.2,2.1,2.7,12,TE
24,Mike Gesicki,MIA,2.3,1.3,1.7,25.0,10.9,18.5,0.2,0.0,0.1,0.0,0.1,0.0,3.3,1.5,2.4,12,TE
25,Josh Hill,NO,1.7,1.1,1.3,17.8,11.6,13.8,0.2,0.1,0.2,0.0,0.0,0.0,3.0,2.2,2.4,12,TE
26,Dallas Goedert,PHI,1.9,1.0,1.3,19.3,12.4,14.9,0.3,0.0,0.1,0.0,0.0,0.0,3.7,1.5,2.3,12,TE
27,Logan Thomas,WAS,3.0,1.3,1.9,30.0,10.2,17.7,0.1,0.0,0.1,0.0,0.1,0.0,3.0,1.4,2.2,12,TE
28,Virgil Green,LAC,1.5,1.0,1.3,17.9,10.0,14.7,0.2,0.0,0.1,0.0,0.0,0.0,2.8,1.0,2.1,12,TE
29,Luke Willson,SEA,2.3,1.0,1.6,24.3,10.0,15.6,0.1,0.0,0.1,0.0,0.0,0.0,3.0,1.0,1.9,12,TE
30,Blake Jarwin,DAL,2.0,0.8,1.3,20.0,11.4,14.1,0.1,0.0,0.1,0.0,0.0,0.0,2.0,1.6,1.9,12,TE
31,Jordan Akins,HOU,1.2,0.9,1.0,12.7,10.3,11.3,0.2,0.1,0.1,0.0,0.0,0.0,2.2,1.6,1.8,12,TE
32,Hayden Hurst,ATL,1.6,0.8,1.1,15.5,10.0,12.2,0.2,0.0,0.1,0.0,0.0,0.0,2.8,1.0,1.8,12,TE
33,Nick Boyle,BAL,2.2,0.7,1.3,21.7,5.4,12.5,0.1,0.0,0.1,0.0,0.1,0.0,2.8,1.0,1.6,12,TE
34,Jordan Leggett,DEN,1.2,0.9,1.0,13.0,8.3,10.4,0.1,0.1,0.1,0.0,0.1,0.0,1.8,1.1,1.5,12,TE
35,Luke Stocker,ATL,1.6,0.6,1.0,16.2,6.1,10.7,0.1,0.0,0.1,0.0,0.0,0.0,1.9,0.6,1.4,12,TE
36,Robert Tonyan,GB,0.6,0.6,0.6,8.5,8.5,8.5,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.5,1.4,12,TE
37,Darren Fells,HOU,1.2,0.3,0.8,13.6,2.7,8.8,0.2,0.0,0.1,0.0,0.0,0.0,2.4,0.3,1.4,12,TE
38,Matt LaCosse,NE,1.4,0.2,0.9,15.1,2.3,10.1,0.1,0.0,0.1,0.0,0.0,0.0,2.1,0.2,1.4,12,TE
39,Mo Alie-Cox,IND,0.7,0.7,0.7,8.0,8.0,8.0,0.1,0.1,0.1,0.0,0.0,0.0,1.4,1.4,1.4,12,TE
40,Dan Arnold,ARI,0.9,0.3,0.7,11.0,2.8,8.0,0.1,0.1,0.1,0.0,0.0,0.0,1.6,0.6,1.3,12,TE
41,Blake Bell,DAL,1.2,0.3,0.8,13.0,3.5,9.6,0.1,0.0,0.1,0.0,0.1,0.0,1.7,0.4,1.3,12,TE
42,Maxx Williams,ARI,1.3,0.4,0.9,10.7,3.9,7.3,0.2,0.0,0.1,0.0,0.0,0.0,2.1,0.4,1.2,12,TE
43,Dalton Schultz,DAL,1.6,0.2,0.8,18.0,2.6,8.9,0.1,0.0,0.1,0.0,0.1,0.0,2.5,0.3,1.2,12,TE
44,Seth DeValve,ARI,1.0,0.4,0.7,10.8,5.0,7.6,0.1,0.0,0.1,0.0,0.0,0.0,1.7,0.6,1.1,12,TE
45,Derek Carrier,LV,1.7,0.4,0.9,15.8,3.7,8.5,0.1,0.0,0.0,0.0,0.0,0.0,2.2,0.5,1.0,12,TE
46,Anthony Firkser,TEN,1.1,0.2,0.5,12.0,2.1,5.3,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.8,12,TE
47,Eric Tomlinson,BAL,1.0,0.3,0.7,11.0,2.7,6.3,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.7,12,TE
48,Antony Auclair,TB,0.8,0.3,0.6,7.8,2.6,5.1,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.7,12,TE
49,Levine Toilolo,NYG,1.2,0.3,0.6,10.1,2.6,5.2,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.3,0.7,12,TE
50,Marcedes Lewis,GB,0.6,0.4,0.5,7.6,4.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.6,12,TE
51,Richard Rodgers,PHI,0.4,0.3,0.4,4.8,3.9,4.4,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.6,12,TE
52,Jacob Hollister,SEA,0.7,0.2,0.4,7.6,2.6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.5,12,TE
53,Jordan Franks,CLE,0.4,0.2,0.3,4.0,2.4,3.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.5,12,TE
