,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Daniel Jones (13424702),Kerryon Johnson (13424774),Christian McCaffrey (13424744),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Greg Olsen (13425258),Darren Waller (13425250),Panthers  (13425443),156.792,156.792
1,Daniel Jones (13424702),Phillip Lindsay (13424780),Christian McCaffrey (13424744),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Greg Olsen (13425258),Darren Waller (13425250),Panthers  (13425443),156.762,156.762
2,Daniel Jones (13424702),Phillip Lindsay (13424780),Kerryon Johnson (13424774),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Greg Olsen (13425258),Christian McCaffrey (13424744),Panthers  (13425443),156.71200000000002,156.71200000000002
3,Matthew Stafford (13424699),Kerryon Johnson (13424774),Christian McCaffrey (13424744),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Greg Olsen (13425258),Darren Waller (13425250),Panthers  (13425443),156.65400000000002,156.65400000000002
4,Matthew Stafford (13424699),Phillip Lindsay (13424780),Christian McCaffrey (13424744),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Greg Olsen (13425258),Darren Waller (13425250),Panthers  (13425443),156.62400000000002,156.62400000000002
5,Matthew Stafford (13424699),Phillip Lindsay (13424780),Kerryon Johnson (13424774),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Greg Olsen (13425258),Christian McCaffrey (13424744),Panthers  (13425443),156.57400000000004,156.57400000000004
6,Daniel Jones (13424702),Phillip Lindsay (13424780),Wayne Gallman Jr. (13424792),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Darren Waller (13425250),Christian McCaffrey (13424744),Panthers  (13425443),156.522,156.522
7,Russell Wilson (13424692),Kerryon Johnson (13424774),Christian McCaffrey (13424744),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Darren Waller (13425250),Will Dissly (13425270),Panthers  (13425443),156.292,156.292
8,Russell Wilson (13424692),Phillip Lindsay (13424780),Christian McCaffrey (13424744),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Darren Waller (13425250),Will Dissly (13425270),Panthers  (13425443),156.262,156.262
9,Russell Wilson (13424692),Phillip Lindsay (13424780),Kerryon Johnson (13424774),Keenan Allen (13424960),Christian Kirk (13425018),Kenny Golladay (13424986),Will Dissly (13425270),Christian McCaffrey (13424744),Panthers  (13425443),156.21200000000002,156.21200000000002
