,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Daniel Jones,Kerryon Johnson,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Darren Waller,Carolina Panthers,156.792,49800
1,Daniel Jones,Phillip Lindsay,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Darren Waller,Carolina Panthers,156.762,49600
2,Daniel Jones,Phillip Lindsay,Kerryon Johnson,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Christian McCaffrey,Carolina Panthers,156.71200000000002,49800
3,Matthew Stafford,Kerryon Johnson,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Darren Waller,Carolina Panthers,156.65400000000002,50000
4,Matthew Stafford,Phillip Lindsay,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Darren Waller,Carolina Panthers,156.62400000000002,49800
5,Matthew Stafford,Phillip Lindsay,Kerryon Johnson,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Christian McCaffrey,Carolina Panthers,156.57400000000004,50000
6,Daniel Jones,Phillip Lindsay,Wayne Gallman,Keenan Allen,Christian Kirk,Kenny Golladay,Darren Waller,Christian McCaffrey,Carolina Panthers,156.522,50000
7,Russell Wilson,Kerryon Johnson,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Darren Waller,Will Dissly,Carolina Panthers,156.292,50000
8,Russell Wilson,Phillip Lindsay,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Darren Waller,Will Dissly,Carolina Panthers,156.262,49800
9,Russell Wilson,Phillip Lindsay,Kerryon Johnson,Keenan Allen,Christian Kirk,Kenny Golladay,Will Dissly,Christian McCaffrey,Carolina Panthers,156.21200000000002,50000
10,Daniel Jones,Marlon Mack,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Darren Waller,Will Dissly,Carolina Panthers,156.102,49900
11,Daniel Jones,Kerryon Johnson,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Evan Engram,Will Dissly,Carolina Panthers,156.042,49700
12,Daniel Jones,Phillip Lindsay,Marlon Mack,Keenan Allen,Christian Kirk,Kenny Golladay,Will Dissly,Christian McCaffrey,Carolina Panthers,156.02200000000002,49900
13,Daniel Jones,Phillip Lindsay,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Evan Engram,Will Dissly,Carolina Panthers,156.012,49500
14,Russell Wilson,Wayne Gallman,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Darren Waller,Carolina Panthers,155.972,49800
15,Russell Wilson,Kerryon Johnson,Wayne Gallman,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Christian McCaffrey,Carolina Panthers,155.92200000000003,50000
16,Matthew Stafford,Kerryon Johnson,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Evan Engram,Will Dissly,Carolina Panthers,155.904,49900
17,Russell Wilson,Phillip Lindsay,Wayne Gallman,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Christian McCaffrey,Carolina Panthers,155.89200000000002,49800
18,Matthew Stafford,Phillip Lindsay,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Evan Engram,Will Dissly,Carolina Panthers,155.874,49700
19,Daniel Jones,Marlon Mack,Wayne Gallman,Keenan Allen,Christian Kirk,Kenny Golladay,Greg Olsen,Christian McCaffrey,Carolina Panthers,155.73200000000003,49900
20,Daniel Jones,Wayne Gallman,Christian McCaffrey,Keenan Allen,Christian Kirk,Kenny Golladay,Evan Engram,Greg Olsen,Carolina Panthers,155.722,49500
