"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Malcolm Brown","LAR","7.8","33.9","0.2","0.8","5.8","0.0","0.1","4.9"
"Tony Pollard","DAL","7.8","30.8","0.1","1.1","9.6","0.0","0.1","4.6"
"Giovani Bernard","CIN","5.7","21.7","0.1","2.5","20.2","0.0","0.1","4.5"
"Melvin Gordon","LAC","6.3","25.8","0.1","1.3","10.0","0.0","0.1","4.2"
"Gus Edwards","BAL","7.9","35.5","0.1","0.5","2.3","0.0","0.1","4.1"
"Ito Smith","ATL","6.9","25.7","0.1","1.2","10.4","0.0","0.1","4.1"
"Latavius Murray","NO","6.7","25.0","0.1","1.0","7.9","0.0","0.0","4.0"
"Kalen Ballage","MIA","6.8","27.7","0.1","1.1","10.3","0.0","0.1","4.0"
"Dion Lewis","TEN","4.8","19.4","0.0","2.4","16.1","0.0","0.1","3.9"
"Nyheim Hines","IND","3.6","12.9","0.1","2.2","17.6","0.1","0.0","3.7"
"Ty Johnson","DET","5.2","22.0","0.1","1.1","8.3","0.0","0.1","3.7"
"Elijhaa Penny","NYG","5.6","22.8","0.1","0.6","5.1","0.0","0.0","3.6"
"Darren Sproles","PHI","3.5","14.5","0.0","1.6","16.2","0.1","0.0","3.5"
"Alexander Mattison","MIN","7.2","26.4","0.1","0.3","4.1","0.0","0.1","3.5"
"T.J. Yeldon","BUF","4.9","18.9","0.0","1.3","12.9","0.0","0.0","3.4"
"Jalen Richard","OAK","2.7","13.2","0.0","2.4","17.1","0.0","0.1","3.1"
"Jaylen Samuels","PIT","4.2","15.6","0.0","1.2","11.6","0.0","0.0","3.1"
"C.J. Prosise","SEA","3.7","13.7","0.0","1.4","14.2","0.0","0.0","2.9"
"Jordan Wilkins","IND","3.5","22.1","0.1","0.4","2.9","0.0","0.1","2.8"
"Justice Hill","BAL","4.0","16.1","0.1","0.9","7.8","0.0","0.1","2.7"
"Dare Ogunbowale","TB","2.8","10.1","0.0","1.8","13.9","0.0","0.0","2.6"
"DeAndre Washington","OAK","4.8","18.4","0.0","0.7","5.5","0.0","0.1","2.6"
"Mike Davis","CHI","3.9","14.2","0.0","0.9","7.9","0.0","0.0","2.5"
"J.D. McKissic","DET","1.9","12.1","0.0","0.5","6.4","0.0","0.0","2.2"
"Chase Edmonds","ARI","2.9","12.3","0.0","0.9","6.9","0.0","0.0","2.2"
"D'Ernest Johnson","CLE","3.2","12.1","0.0","0.9","9.1","0.0","0.0","2.2"
"Darwin Thompson","KC","3.1","12.6","0.0","0.3","5.0","0.0","0.0","2.1"
"Troymaine Pope","LAC","2.9","12.0","0.0","0.5","4.5","0.0","0.0","1.9"
"Benny Snell Jr.","PIT","3.1","11.8","0.1","0.1","2.0","0.0","0.0","1.7"
"Dontrell Hilliard","CLE","2.6","8.8","0.0","0.6","6.1","0.0","0.0","1.6"
"Ryquell Armstead","JAC","3.1","12.1","0.0","0.3","3.1","0.0","0.0","1.6"
"Brian Hill","ATL","2.5","9.8","0.0","0.3","3.3","0.0","0.0","1.4"
"Wendell Smallwood","WAS","2.1","6.7","0.0","0.6","4.3","0.0","0.0","1.3"
"John Kelly","LAR","3.3","10.1","0.0","0.0","3.2","0.0","0.0","1.3"
"Darrell Henderson","LAR","2.3","8.2","0.0","0.1","2.6","0.0","0.0","1.2"
"Brandon Bolden","NE","1.9","7.1","0.1","0.3","2.7","0.0","0.1","1.2"
"Corey Clement","PHI","1.6","5.6","0.0","0.4","3.9","0.0","0.0","1.2"
"Qadree Ollison","ATL","2.0","7.1","0.1","0.1","1.8","0.0","0.0","1.2"
"Alex Armah","CAR","0.9","5.4","0.1","0.2","2.2","0.0","0.0","1.1"
"Mark Walton","MIA","2.2","7.6","0.0","0.3","3.2","0.0","0.0","1.1"
"Reggie Bonnafon","CAR","1.9","7.6","0.0","0.1","1.6","0.0","0.0","1.1"
"Damarea Crockett","OAK","2.5","7.4","0.0","0.0","3.1","0.0","0.0","1.0"
"Derek Watt","LAC","1.6","6.1","0.0","0.2","2.3","0.0","0.0","0.9"
"Travis Homer","SEA","1.5","5.8","0.0","0.2","1.7","0.0","0.0","0.9"
"Patrick DiMarco","BUF","0.7","2.3","0.0","1.0","6.3","0.0","0.0","0.9"
"Andy Janovich","DEN","0.5","1.3","0.0","0.5","4.6","0.1","0.0","0.9"
"Mike Weber","DAL","2.1","6.1","0.0","0.0","2.6","0.0","0.0","0.8"
"Ameer Abdullah","MIN","2.0","5.9","0.0","0.3","2.2","0.0","0.0","0.8"
"Devontae Booker","DEN","1.4","5.4","0.0","0.1","2.8","0.0","0.0","0.8"
"Jonathan Hilliman","NYG","2.0","5.7","0.0","0.0","2.4","0.0","0.0","0.8"
"Damien Harris","NE","1.8","5.8","0.0","0.1","2.2","0.0","0.0","0.8"
"Mike Boone","MIN","1.8","6.2","0.0","0.1","1.5","0.0","0.0","0.8"
"Jordan Scarlett","CAR","1.3","4.7","0.0","0.1","1.1","0.0","0.0","0.7"
"T.J. Logan","TB","0.8","2.9","0.0","0.3","2.2","0.0","0.0","0.7"
"Zach Line","NO","0.7","2.7","0.0","0.3","2.1","0.0","0.0","0.7"
"Dexter Williams","GB","1.7","4.9","0.0","0.0","2.1","0.0","0.0","0.7"
"CJ Ham","MIN","0.5","1.1","0.0","0.8","4.6","0.0","0.0","0.6"
"Tavon Austin","DAL","1.6","4.6","0.0","0.0","2.0","0.0","0.0","0.6"
"Anthony Sherman","KC","0.7","2.1","0.0","0.4","3.8","0.0","0.0","0.6"
"Roosevelt Nix","PIT","0.5","2.1","0.0","0.3","2.2","0.0","0.0","0.5"
"Patrick Ricard","BAL","0.1","0.3","0.0","0.4","1.9","0.0","0.0","0.5"
"Nick Bawden","DET","0.6","2.0","0.0","0.5","2.6","0.0","0.0","0.5"
"Dan Vitale","GB","0.5","1.5","0.0","0.4","2.5","0.0","0.0","0.4"
"Myles Gaskin","MIA","0.9","3.0","0.0","0.1","1.4","0.0","0.0","0.4"
"Shaun Wilson","WAS","0.3","1.1","0.0","0.3","1.8","0.0","0.0","0.4"
"Dwayne Washington","NO","1.3","3.6","0.0","0.1","0.3","0.0","0.0","0.4"
"Alec Ingold","OAK","0.8","2.8","0.0","0.1","1.3","0.0","0.0","0.4"
"Jamize Olawale","DAL","0.4","1.2","0.0","0.3","2.6","0.0","0.0","0.4"
"David Fluellen","TEN","0.8","2.7","0.0","0.1","1.0","0.0","0.0","0.4"
"Buddy Howell","HOU","0.7","3.0","0.0","0.1","0.7","0.0","0.0","0.4"
"Tyler Ervin","JAC","0.7","2.1","0.0","0.1","1.4","0.0","0.0","0.3"
"Patrick Laird","MIA","0.6","2.2","0.0","0.1","1.0","0.0","0.0","0.3"
"Taiwan Jones","HOU","0.5","2.1","0.0","0.1","1.1","0.0","0.0","0.3"
"Jonathan Williams","IND","2.3","4.6","0.0","0.0","0.3","0.0","0.1","0.3"
"Samaje Perine","CIN","0.5","1.7","0.0","0.1","0.8","0.0","0.0","0.2"
"D.J. Foster","ARI","0.5","1.5","0.0","0.1","0.8","0.0","0.0","0.2"
"Nick Bellore","SEA","0.2","0.8","0.0","0.1","0.9","0.0","0.0","0.2"
"Jakob Johnson","NE","0.6","2.0","0.0","0.1","0.0","0.0","0.0","0.2"
"Keith Smith","ATL","0.4","1.4","0.0","0.1","0.6","0.0","0.0","0.2"
"Chandler Cox","MIA","0.4","1.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Trayveon Williams","CIN","0.3","1.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Cullen Gillaspia","HOU","0.3","1.0","0.0","0.1","0.0","0.0","0.0","0.1"
"Paul Perkins","DET","0.1","0.6","0.0","0.0","0.3","0.0","0.0","0.1"
""
""
