Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Adam Thielen (13932448),Adam Thielen,13932448,WR/FLEX,6300,MIN@LAC 12/15/2019 04:05PM ET,MIN,13.9
QB,Ryan Fitzpatrick (13932134),Ryan Fitzpatrick,13932134,QB,6200,MIA@NYG 12/15/2019 01:00PM ET,MIA,15.34
QB,Carson Wentz (13932135),Carson Wentz,13932135,QB,6200,PHI@WAS 12/15/2019 01:00PM ET,PHI,18.72
WR,DJ Chark Jr. (13932450),DJ Chark Jr.,13932450,WR/FLEX,6200,JAX@OAK 12/15/2019 04:05PM ET,JAX,17.2
WR,Robert Woods (13932454),Robert Woods,13932454,WR/FLEX,6200,LAR@DAL 12/15/2019 04:25PM ET,LAR,16.02
TE,George Kittle (13932724),George Kittle,13932724,TE/FLEX,6200,ATL@SF 12/15/2019 04:25PM ET,SF,15.17
WR,DK Metcalf (13932456),DK Metcalf,13932456,WR/FLEX,6100,SEA@CAR 12/15/2019 01:00PM ET,SEA,12.42
RB,Joe Mixon (13932216),Joe Mixon,13932216,RB/FLEX,6100,NE@CIN 12/15/2019 01:00PM ET,CIN,13.3
QB,Jared Goff (13932137),Jared Goff,13932137,QB,6100,LAR@DAL 12/15/2019 04:25PM ET,LAR,16.59
QB,Jimmy Garoppolo (13932136),Jimmy Garoppolo,13932136,QB,6100,ATL@SF 12/15/2019 04:25PM ET,SF,18.27
WR,Calvin Ridley (13932452),Calvin Ridley,13932452,WR/FLEX,6100,ATL@SF 12/15/2019 04:25PM ET,ATL,15.62
QB,Tom Brady (13932140),Tom Brady,13932140,QB,6000,NE@CIN 12/15/2019 01:00PM ET,NE,18.59
QB,Mitchell Trubisky (13932138),Mitchell Trubisky,13932138,QB,6000,CHI@GB 12/15/2019 01:00PM ET,CHI,15.32
WR,A.J. Brown (13932458),A.J. Brown,13932458,WR/FLEX,6000,HOU@TEN 12/15/2019 01:00PM ET,TEN,12.54
WR,Alshon Jeffery (13932460),Alshon Jeffery,13932460,WR/FLEX,6000,PHI@WAS 12/15/2019 01:00PM ET,PHI,12.52
TE,Zach Ertz (13932726),Zach Ertz,13932726,TE/FLEX,6000,PHI@WAS 12/15/2019 01:00PM ET,PHI,15.05
RB,Todd Gurley II (13932218),Todd Gurley II,13932218,RB/FLEX,6000,LAR@DAL 12/15/2019 04:25PM ET,LAR,14.41
QB,Kirk Cousins (13932139),Kirk Cousins,13932139,QB,6000,MIN@LAC 12/15/2019 04:05PM ET,MIN,18.84
WR,Courtland Sutton (13932462),Courtland Sutton,13932462,WR/FLEX,5900,DEN@KC 12/15/2019 01:00PM ET,DEN,15.25
WR,Golden Tate (13932464),Golden Tate,13932464,WR/FLEX,5900,MIA@NYG 12/15/2019 01:00PM ET,NYG,13.84
RB,Miles Sanders (13932220),Miles Sanders,13932220,RB/FLEX,5900,PHI@WAS 12/15/2019 01:00PM ET,PHI,11.52
QB,Matt Ryan (13932141),Matt Ryan,13932141,QB,5900,ATL@SF 12/15/2019 04:25PM ET,ATL,21.73
WR,A.J. Green (13932468),A.J. Green,13932468,WR/FLEX,5800,NE@CIN 12/15/2019 01:00PM ET,CIN,0
QB,Matthew Stafford (13932142),Matthew Stafford,13932142,QB,5800,TB@DET 12/15/2019 01:00PM ET,DET,23.32
RB,Devonta Freeman (13932226),Devonta Freeman,13932226,RB/FLEX,5800,ATL@SF 12/15/2019 04:25PM ET,ATL,13.56
WR,Deebo Samuel (13932466),Deebo Samuel,13932466,WR/FLEX,5800,ATL@SF 12/15/2019 04:25PM ET,SF,12.58
QB,Drew Lock (13932143),Drew Lock,13932143,QB,5700,DEN@KC 12/15/2019 01:00PM ET,DEN,20.86
WR,Michael Gallup (13932470),Michael Gallup,13932470,WR/FLEX,5700,LAR@DAL 12/15/2019 04:25PM ET,DAL,15.96
RB,Phillip Lindsay (13932222),Phillip Lindsay,13932222,RB/FLEX,5600,DEN@KC 12/15/2019 01:00PM ET,DEN,13.26
QB,Daniel Jones (13932144),Daniel Jones,13932144,QB,5600,MIA@NYG 12/15/2019 01:00PM ET,NYG,17.73
WR,Will Fuller V (13932472),Will Fuller V,13932472,WR/FLEX,5600,HOU@TEN 12/15/2019 01:00PM ET,HOU,13.98
QB,Kyler Murray (13932145),Kyler Murray,13932145,QB,5600,CLE@ARI 12/15/2019 04:05PM ET,ARI,20.32
QB,Derek Carr (13932147),Derek Carr,13932147,QB,5600,JAX@OAK 12/15/2019 04:05PM ET,OAK,15.22
QB,Philip Rivers (13932146),Philip Rivers,13932146,QB,5600,MIN@LAC 12/15/2019 04:05PM ET,LAC,18.33
WR,Tyler Boyd (13932474),Tyler Boyd,13932474,WR/FLEX,5500,NE@CIN 12/15/2019 01:00PM ET,CIN,14.12
RB,David Montgomery (13932224),David Montgomery,13932224,RB/FLEX,5500,CHI@GB 12/15/2019 01:00PM ET,CHI,11.18
WR,Christian Kirk (13932476),Christian Kirk,13932476,WR/FLEX,5500,CLE@ARI 12/15/2019 04:05PM ET,ARI,14.96
QB,Gardner Minshew II (13932148),Gardner Minshew II,13932148,QB,5500,JAX@OAK 12/15/2019 04:05PM ET,JAX,17.20
QB,Nick Foles (13932149),Nick Foles,13932149,QB,5500,JAX@OAK 12/15/2019 04:05PM ET,JAX,10.44
TE,Darren Waller (13932728),Darren Waller,13932728,TE/FLEX,5500,JAX@OAK 12/15/2019 04:05PM ET,OAK,14.34
QB,Kyle Allen (13932150),Kyle Allen,13932150,QB,5400,SEA@CAR 12/15/2019 01:00PM ET,CAR,16.42
RB,James White (13932230),James White,13932230,RB/FLEX,5400,NE@CIN 12/15/2019 01:00PM ET,NE,13.95
WR,Sterling Shepard (13932478),Sterling Shepard,13932478,WR/FLEX,5400,MIA@NYG 12/15/2019 01:00PM ET,NYG,13.74
QB,David Blough (13932151),David Blough,13932151,QB,5300,TB@DET 12/15/2019 01:00PM ET,DET,14.25
WR,Terry McLaurin (13932480),Terry McLaurin,13932480,WR/FLEX,5300,PHI@WAS 12/15/2019 01:00PM ET,WAS,13.19
RB,Kerryon Johnson (13932346),Kerryon Johnson,13932346,RB/FLEX,5200,TB@DET 12/15/2019 01:00PM ET,DET,12.07
WR,Marvin Jones Jr. (13932482),Marvin Jones Jr.,13932482,WR/FLEX,5200,TB@DET 12/15/2019 01:00PM ET,DET,15.38
QB,Eli Manning (13932152),Eli Manning,13932152,QB,5200,MIA@NYG 12/15/2019 01:00PM ET,NYG,15.69
RB,Raheem Mostert (13932232),Raheem Mostert,13932232,RB/FLEX,5200,ATL@SF 12/15/2019 04:25PM ET,SF,9.75
TE,Hunter Henry (13932730),Hunter Henry,13932730,TE/FLEX,5200,MIN@LAC 12/15/2019 04:05PM ET,LAC,13.96
RB,Sony Michel (13932228),Sony Michel,13932228,RB/FLEX,5100,NE@CIN 12/15/2019 01:00PM ET,NE,9.06
WR,Anthony Miller (13932484),Anthony Miller,13932484,WR/FLEX,5100,CHI@GB 12/15/2019 01:00PM ET,CHI,7.85
QB,Josh McCown (13932153),Josh McCown,13932153,QB,5100,PHI@WAS 12/15/2019 01:00PM ET,PHI,0.25
RB,Kenyan Drake (13932234),Kenyan Drake,13932234,RB/FLEX,5000,CLE@ARI 12/15/2019 04:05PM ET,ARI,11.63
WR,Russell Gage (13932486),Russell Gage,13932486,WR/FLEX,5000,ATL@SF 12/15/2019 04:25PM ET,ATL,5.16
TE,Austin Hooper (13932732),Austin Hooper,13932732,TE/FLEX,5000,ATL@SF 12/15/2019 04:25PM ET,ATL,16.6
QB,Andy Dalton (13932154),Andy Dalton,13932154,QB,4900,NE@CIN 12/15/2019 01:00PM ET,CIN,17.21
WR,Sammy Watkins (13932488),Sammy Watkins,13932488,WR/FLEX,4900,DEN@KC 12/15/2019 01:00PM ET,KC,11.46
TE,Evan Engram (13932734),Evan Engram,13932734,TE/FLEX,4900,MIA@NYG 12/15/2019 01:00PM ET,NYG,14.42
RB,Jordan Howard (13932236),Jordan Howard,13932236,RB/FLEX,4900,PHI@WAS 12/15/2019 01:00PM ET,PHI,12.38
QB,Chase Daniel (13932155),Chase Daniel,13932155,QB,4800,CHI@GB 12/15/2019 01:00PM ET,CHI,9.33
RB,Tarik Cohen (13932238),Tarik Cohen,13932238,RB/FLEX,4800,CHI@GB 12/15/2019 01:00PM ET,CHI,9.75
RB,Damien Williams (13932240),Damien Williams,13932240,RB/FLEX,4800,DEN@KC 12/15/2019 01:00PM ET,KC,10.61
WR,Tyrell Williams (13932490),Tyrell Williams,13932490,WR/FLEX,4800,JAX@OAK 12/15/2019 04:05PM ET,OAK,11.04
RB,Rashaad Penny (13932246),Rashaad Penny,13932246,RB/FLEX,4700,SEA@CAR 12/15/2019 01:00PM ET,SEA,7.93
QB,Josh Rosen (13932158),Josh Rosen,13932158,QB,4700,MIA@NYG 12/15/2019 01:00PM ET,MIA,3.83
RB,Wayne Gallman Jr. (13932244),Wayne Gallman Jr.,13932244,RB/FLEX,4700,MIA@NYG 12/15/2019 01:00PM ET,NYG,4.92
WR,Darius Slayton (13932492),Darius Slayton,13932492,WR/FLEX,4700,MIA@NYG 12/15/2019 01:00PM ET,NYG,14.17
WR,Allen Hurns (13932494),Allen Hurns,13932494,WR/FLEX,4700,MIA@NYG 12/15/2019 01:00PM ET,MIA,6.38
QB,Marcus Mariota (13932156),Marcus Mariota,13932156,QB,4700,HOU@TEN 12/15/2019 01:00PM ET,TEN,14.84
QB,Mike Glennon (13932157),Mike Glennon,13932157,QB,4700,JAX@OAK 12/15/2019 04:05PM ET,OAK,2.62
RB,DeAndre Washington (13932242),DeAndre Washington,13932242,RB/FLEX,4700,JAX@OAK 12/15/2019 04:05PM ET,OAK,5.99
RB,Ronald Jones II (13932248),Ronald Jones II,13932248,RB/FLEX,4600,TB@DET 12/15/2019 01:00PM ET,TB,9.99
QB,Dwayne Haskins Jr. (13932160),Dwayne Haskins Jr.,13932160,QB,4600,PHI@WAS 12/15/2019 01:00PM ET,WAS,7.48
RB,Derrius Guice (13932250),Derrius Guice,13932250,RB/FLEX,4600,PHI@WAS 12/15/2019 01:00PM ET,WAS,12.08
WR,Dede Westbrook (13932498),Dede Westbrook,13932498,WR/FLEX,4600,JAX@OAK 12/15/2019 04:05PM ET,JAX,10.91
QB,Nick Mullens (13932159),Nick Mullens,13932159,QB,4600,ATL@SF 12/15/2019 04:25PM ET,SF,-0.3
WR,Mike Williams (13932496),Mike Williams,13932496,WR/FLEX,4600,MIN@LAC 12/15/2019 04:05PM ET,LAC,11.36
QB,Jarrett Stidham (13932162),Jarrett Stidham,13932162,QB,4500,NE@CIN 12/15/2019 01:00PM ET,NE,-0.21
WR,Breshad Perriman (13932502),Breshad Perriman,13932502,WR/FLEX,4500,TB@DET 12/15/2019 01:00PM ET,TB,5.63
QB,Brandon Allen (13932161),Brandon Allen,13932161,QB,4500,DEN@KC 12/15/2019 01:00PM ET,DEN,11.5
RB,Patrick Laird (13932258),Patrick Laird,13932258,RB/FLEX,4500,MIA@NYG 12/15/2019 01:00PM ET,MIA,3.92
RB,Carlos Hyde (13932252),Carlos Hyde,13932252,RB/FLEX,4500,HOU@TEN 12/15/2019 01:00PM ET,HOU,10.22
RB,David Johnson (13932256),David Johnson,13932256,RB/FLEX,4500,CLE@ARI 12/15/2019 04:05PM ET,ARI,12.74
WR,Brandin Cooks (13932500),Brandin Cooks,13932500,WR/FLEX,4500,LAR@DAL 12/15/2019 04:25PM ET,LAR,8.27
RB,Alexander Mattison (13932254),Alexander Mattison,13932254,RB/FLEX,4500,MIN@LAC 12/15/2019 04:05PM ET,MIN,5.34
WR,Curtis Samuel (13932504),Curtis Samuel,13932504,WR/FLEX,4400,SEA@CAR 12/15/2019 01:00PM ET,CAR,11.38
RB,Peyton Barber (13932260),Peyton Barber,13932260,RB/FLEX,4400,TB@DET 12/15/2019 01:00PM ET,TB,8.13
QB,Matt Moore (13932164),Matt Moore,13932164,QB,4400,DEN@KC 12/15/2019 01:00PM ET,KC,8.47
RB,LeSean McCoy (13932264),LeSean McCoy,13932264,RB/FLEX,4400,DEN@KC 12/15/2019 01:00PM ET,KC,9.92
QB,Colt McCoy (13932166),Colt McCoy,13932166,QB,4400,PHI@WAS 12/15/2019 01:00PM ET,WAS,5.28
RB,Adrian Peterson (13932262),Adrian Peterson,13932262,RB/FLEX,4400,PHI@WAS 12/15/2019 01:00PM ET,WAS,9.63
QB,Brett Hundley (13932165),Brett Hundley,13932165,QB,4400,CLE@ARI 12/15/2019 04:05PM ET,ARI,0
QB,Cooper Rush (13932163),Cooper Rush,13932163,QB,4400,LAR@DAL 12/15/2019 04:25PM ET,DAL,0
WR,Randall Cobb (13932506),Randall Cobb,13932506,WR/FLEX,4400,LAR@DAL 12/15/2019 04:25PM ET,DAL,11.32
QB,Will Grier (13932172),Will Grier,13932172,QB,4300,SEA@CAR 12/15/2019 01:00PM ET,CAR,0
QB,Ryan Finley (13932168),Ryan Finley,13932168,QB,4300,NE@CIN 12/15/2019 01:00PM ET,CIN,9.89
WR,Mohamed Sanu (13932508),Mohamed Sanu,13932508,WR/FLEX,4300,NE@CIN 12/15/2019 01:00PM ET,NE,9.08
QB,Ryan Griffin (13932170),Ryan Griffin,13932170,QB,4300,TB@DET 12/15/2019 01:00PM ET,TB,0.72
QB,AJ McCarron (13932167),AJ McCarron,13932167,QB,4300,HOU@TEN 12/15/2019 01:00PM ET,HOU,0
QB,Case Keenum (13932171),Case Keenum,13932171,QB,4300,PHI@WAS 12/15/2019 01:00PM ET,WAS,11.23
TE,Dallas Goedert (13932736),Dallas Goedert,13932736,TE/FLEX,4300,PHI@WAS 12/15/2019 01:00PM ET,PHI,8.47
WR,Larry Fitzgerald (13932510),Larry Fitzgerald,13932510,WR/FLEX,4300,CLE@ARI 12/15/2019 04:05PM ET,ARI,11.84
RB,Tony Pollard (13932266),Tony Pollard,13932266,RB/FLEX,4300,LAR@DAL 12/15/2019 04:25PM ET,DAL,5.37
QB,Sean Mannion (13932169),Sean Mannion,13932169,QB,4300,MIN@LAC 12/15/2019 04:05PM ET,MIN,-0.2
QB,Geno Smith (13932175),Geno Smith,13932175,QB,4200,SEA@CAR 12/15/2019 01:00PM ET,SEA,0
RB,Jamaal Williams (13932270),Jamaal Williams,13932270,RB/FLEX,4200,CHI@GB 12/15/2019 01:00PM ET,GB,11.48
WR,Taylor Gabriel (13932512),Taylor Gabriel,13932512,WR/FLEX,4200,CHI@GB 12/15/2019 01:00PM ET,CHI,10.03
QB,Garrett Gilbert (13932173),Garrett Gilbert,13932173,QB,4200,CLE@ARI 12/15/2019 04:05PM ET,CLE,-0.06
TE,David Njoku (13932738),David Njoku,13932738,TE/FLEX,4200,CLE@ARI 12/15/2019 04:05PM ET,CLE,5.03
RB,Malcolm Brown (13932272),Malcolm Brown,13932272,RB/FLEX,4200,LAR@DAL 12/15/2019 04:25PM ET,LAR,4.46
QB,Tyrod Taylor (13932174),Tyrod Taylor,13932174,QB,4200,MIN@LAC 12/15/2019 04:05PM ET,LAC,0.89
WR,Danny Amendola (13932514),Danny Amendola,13932514,WR/FLEX,4100,TB@DET 12/15/2019 01:00PM ET,DET,9.66
QB,Tim Boyle (13932177),Tim Boyle,13932177,QB,4100,CHI@GB 12/15/2019 01:00PM ET,GB,-0.03
RB,Darwin Thompson (13932276),Darwin Thompson,13932276,RB/FLEX,4100,DEN@KC 12/15/2019 01:00PM ET,KC,2.61
TE,Noah Fant (13932740),Noah Fant,13932740,TE/FLEX,4100,DEN@KC 12/15/2019 01:00PM ET,DEN,8.15
RB,Duke Johnson (13932278),Duke Johnson,13932278,RB/FLEX,4100,HOU@TEN 12/15/2019 01:00PM ET,HOU,10.18
WR,Kenny Stills (13932516),Kenny Stills,13932516,WR/FLEX,4100,HOU@TEN 12/15/2019 01:00PM ET,HOU,8.54
QB,DeShone Kizer (13932178),DeShone Kizer,13932178,QB,4100,JAX@OAK 12/15/2019 04:05PM ET,OAK,0
QB,Blake Bortles (13932179),Blake Bortles,13932179,QB,4100,LAR@DAL 12/15/2019 04:25PM ET,LAR,-0.26
QB,Matt Schaub (13932176),Matt Schaub,13932176,QB,4100,ATL@SF 12/15/2019 04:25PM ET,ATL,6.32
RB,Matt Breida (13932274),Matt Breida,13932274,RB/FLEX,4100,ATL@SF 12/15/2019 04:25PM ET,SF,10.6
QB,Jake Dolegala (13932180),Jake Dolegala,13932180,QB,4000,NE@CIN 12/15/2019 01:00PM ET,CIN,0
QB,Cody Kessler (13932183),Cody Kessler,13932183,QB,4000,NE@CIN 12/15/2019 01:00PM ET,NE,0
DST,Patriots  (13932918),Patriots ,13932918,DST,4000,NE@CIN 12/15/2019 01:00PM ET,NE,15.54
QB,Kyle Sloter (13932181),Kyle Sloter,13932181,QB,4000,TB@DET 12/15/2019 01:00PM ET,DET,0
QB,Blaine Gabbert (13932188),Blaine Gabbert,13932188,QB,4000,TB@DET 12/15/2019 01:00PM ET,TB,0
RB,Bo Scarbrough (13932268),Bo Scarbrough,13932268,RB/FLEX,4000,TB@DET 12/15/2019 01:00PM ET,DET,9.15
QB,Chad Henne (13932182),Chad Henne,13932182,QB,4000,DEN@KC 12/15/2019 01:00PM ET,KC,0
RB,Royce Freeman (13932280),Royce Freeman,13932280,RB/FLEX,4000,DEN@KC 12/15/2019 01:00PM ET,DEN,9.42
WR,Mecole Hardman (13932518),Mecole Hardman,13932518,WR/FLEX,4000,DEN@KC 12/15/2019 01:00PM ET,KC,8.42
QB,Alex Tanney (13932184),Alex Tanney,13932184,QB,4000,MIA@NYG 12/15/2019 01:00PM ET,NYG,0
TE,Mike Gesicki (13932744),Mike Gesicki,13932744,TE/FLEX,4000,MIA@NYG 12/15/2019 01:00PM ET,MIA,6.82
QB,Nate Sudfeld (13932185),Nate Sudfeld,13932185,QB,4000,PHI@WAS 12/15/2019 01:00PM ET,PHI,0
WR,Nelson Agholor (13932522),Nelson Agholor,13932522,WR/FLEX,4000,PHI@WAS 12/15/2019 01:00PM ET,PHI,8.91
QB,Josh Dobbs (13932189),Josh Dobbs,13932189,QB,4000,JAX@OAK 12/15/2019 04:05PM ET,JAX,0
WR,Hunter Renfrow (13932520),Hunter Renfrow,13932520,WR/FLEX,4000,JAX@OAK 12/15/2019 04:05PM ET,OAK,7.96
TE,Gerald Everett (13932742),Gerald Everett,13932742,TE/FLEX,4000,LAR@DAL 12/15/2019 04:25PM ET,LAR,8.44
QB,C.J. Beathard (13932187),C.J. Beathard,13932187,QB,4000,ATL@SF 12/15/2019 04:25PM ET,SF,0
RB,Tevin Coleman (13932282),Tevin Coleman,13932282,RB/FLEX,4000,ATL@SF 12/15/2019 04:25PM ET,SF,11.66
WR,Kendrick Bourne (13932524),Kendrick Bourne,13932524,WR/FLEX,4000,ATL@SF 12/15/2019 04:25PM ET,SF,6.98
QB,Easton Stick (13932186),Easton Stick,13932186,QB,4000,MIN@LAC 12/15/2019 04:05PM ET,LAC,0
RB,Reggie Bonnafon (13932286),Reggie Bonnafon,13932286,RB/FLEX,3900,SEA@CAR 12/15/2019 01:00PM ET,CAR,1.68
TE,Greg Olsen (13932746),Greg Olsen,13932746,TE/FLEX,3900,SEA@CAR 12/15/2019 01:00PM ET,CAR,9.85
WR,John Ross III (13932528),John Ross III,13932528,WR/FLEX,3900,NE@CIN 12/15/2019 01:00PM ET,CIN,15.32
RB,Chris Thompson (13932284),Chris Thompson,13932284,RB/FLEX,3900,PHI@WAS 12/15/2019 01:00PM ET,WAS,9.71
WR,Paul Richardson Jr. (13932526),Paul Richardson Jr.,13932526,WR/FLEX,3900,PHI@WAS 12/15/2019 01:00PM ET,WAS,6.45
TE,Tyler Higbee (13932748),Tyler Higbee,13932748,TE/FLEX,3900,LAR@DAL 12/15/2019 04:25PM ET,LAR,8.46
TE,Jacob Hollister (13932752),Jacob Hollister,13932752,TE/FLEX,3800,SEA@CAR 12/15/2019 01:00PM ET,SEA,8.84
RB,Giovani Bernard (13932290),Giovani Bernard,13932290,RB/FLEX,3800,NE@CIN 12/15/2019 01:00PM ET,CIN,4.6
WR,Allen Lazard (13932530),Allen Lazard,13932530,WR/FLEX,3800,CHI@GB 12/15/2019 01:00PM ET,GB,5.85
WR,Corey Davis (13932532),Corey Davis,13932532,WR/FLEX,3800,HOU@TEN 12/15/2019 01:00PM ET,TEN,7.58
RB,Ryquell Armstead (13932288),Ryquell Armstead,13932288,RB/FLEX,3800,JAX@OAK 12/15/2019 04:05PM ET,JAX,2.42
DST,49ers  (13932919),49ers ,13932919,DST,3800,ATL@SF 12/15/2019 04:25PM ET,SF,11.62
WR,Olabisi Johnson (13932534),Olabisi Johnson,13932534,WR/FLEX,3800,MIN@LAC 12/15/2019 04:05PM ET,MIN,5.19
TE,Kyle Rudolph (13932750),Kyle Rudolph,13932750,TE/FLEX,3800,MIN@LAC 12/15/2019 04:05PM ET,MIN,8.02
RB,C.J. Prosise (13932296),C.J. Prosise,13932296,RB/FLEX,3700,SEA@CAR 12/15/2019 01:00PM ET,SEA,3.56
WR,Josh Gordon (13932544),Josh Gordon,13932544,WR/FLEX,3700,SEA@CAR 12/15/2019 01:00PM ET,SEA,6.89
DST,Seahawks  (13932920),Seahawks ,13932920,DST,3700,SEA@CAR 12/15/2019 01:00PM ET,SEA,8.54
WR,Auden Tate (13932536),Auden Tate,13932536,WR/FLEX,3700,NE@CIN 12/15/2019 01:00PM ET,CIN,8.54
WR,Phillip Dorsett II (13932542),Phillip Dorsett II,13932542,WR/FLEX,3700,NE@CIN 12/15/2019 01:00PM ET,NE,8.62
WR,Justin Watson (13932546),Justin Watson,13932546,WR/FLEX,3700,TB@DET 12/15/2019 01:00PM ET,TB,1.48
WR,Isaiah Ford (13932540),Isaiah Ford,13932540,WR/FLEX,3700,MIA@NYG 12/15/2019 01:00PM ET,MIA,3.62
RB,Dion Lewis (13932292),Dion Lewis,13932292,RB/FLEX,3700,HOU@TEN 12/15/2019 01:00PM ET,TEN,3.68
