,Player,Position,Salary,DK_Points,DK_Value
0,Kyler Murray,QB,5600,20.199999999999996,277.2277227722773
1,Eli Manning,QB,5200,18.232000000000003,285.2128126371215
2,Jameis Winston,QB,6900,24.006,287.42814296425894
3,Dak Prescott,QB,6300,21.540000000000003,292.4791086350975
4,Gardner Minshew,QB,5500,18.8,292.55319148936167
5,Deshaun Watson,QB,6800,23.215999999999998,292.9014472777395
6,Tom Brady,QB,6000,20.366,294.60866149464795
7,Jimmy Garoppolo,QB,6100,20.281999999999996,300.75929395523127
8,Patrick Mahomes,QB,7100,23.21,305.90262817750965
9,Derek Carr,QB,5600,18.28,306.3457330415755
10,Ryan Fitzpatrick,QB,6200,19.534000000000002,317.39531074024774
11,Russell Wilson,QB,7000,22.020000000000003,317.89282470481373
12,Ryan Tannehill,QB,6500,20.101999999999997,323.35091035717846
13,Carson Wentz,QB,6200,19.012,326.10982537344836
14,Kyle Allen,QB,5400,16.330000000000002,330.67973055725656
15,Aaron Rodgers,QB,6300,18.970000000000002,332.1033210332103
16,Matt Ryan,QB,5900,17.592000000000002,335.3797180536607
17,Jared Goff,QB,6100,18.156000000000002,335.97708746419914
18,Baker Mayfield,QB,6400,19.036,336.2050851019121
19,Philip Rivers,QB,5600,16.326,343.0111478623055
20,Kirk Cousins,QB,6000,17.378,345.2641270571988
21,David Blough,QB,5300,15.000000000000002,353.3333333333333
22,Andy Dalton,QB,4900,13.078,374.67502676250194
23,Mitch Trubisky,QB,6000,15.382,390.0663112729164
24,Drew Lock,QB,5700,14.214,401.0130856901646
25,Dwayne Haskins,QB,4600,11.298,407.1517082669499
26,Patrick Laird,RB,4500,13.43,335.07073715562177
27,Todd Gurley,RB,6000,17.8,337.07865168539325
28,Saquon Barkley,RB,7700,22.56,341.31205673758865
29,Boston Scott,RB,3000,8.46,354.60992907801415
30,Chris Carson,RB,7500,21.020000000000003,356.80304471931487
31,Leonard Fournette,RB,7600,20.56,369.64980544747084
32,Miles Sanders,RB,5900,15.72,375.3180661577608
33,Duke Johnson,RB,4100,10.540000000000001,388.99430740037945
34,Christian McCaffrey,RB,10000,25.349999999999998,394.47731755424064
35,Kenyan Drake,RB,5000,12.610000000000001,396.51070578905626
36,Ezekiel Elliott,RB,7800,19.66,396.7446592065107
37,James White,RB,5400,13.58,397.6435935198822
38,Melvin Gordon,RB,6500,16.14,402.72614622057
39,Phillip Lindsay,RB,5600,13.63,410.85840058694055
40,Chris Thompson,RB,3900,9.48,411.3924050632911
41,Raheem Mostert,RB,5200,12.610000000000001,412.3711340206185
42,Devonta Freeman,RB,5800,14.04,413.1054131054131
43,Aaron Jones,RB,7300,17.59,415.00852757248435
44,Derrick Henry,RB,8500,20.380000000000003,417.0755642787046
45,Dalvin Cook,RB,8900,21.02,423.40627973358704
46,Joe Mixon,RB,6100,14.240000000000002,428.37078651685385
47,Royce Freeman,RB,4000,9.29,430.5705059203445
48,Jamaal Williams,RB,4200,9.690000000000001,433.43653250773986
49,Austin Ekeler,RB,6700,15.170000000000003,441.6611733684903
50,LeSean McCoy,RB,4400,9.89,444.8938321536906
51,Adrian Peterson,RB,4400,9.790000000000001,449.438202247191
52,Nick Chubb,RB,7900,17.249999999999996,457.97101449275374
53,Tarik Cohen,RB,4800,10.46,458.8910133843212
54,Ronald Jones II,RB,4600,9.81,468.90927624872575
55,David Montgomery,RB,5500,11.7,470.0854700854701
56,J.D. McKissic,RB,3300,6.98,472.77936962750715
57,Josh Jacobs,RB,7000,14.68,476.8392370572207
58,Kareem Hunt,RB,6300,13.13,479.8172124904798
59,Rex Burkhead,RB,3100,6.370000000000001,486.65620094191513
60,Bo Scarbrough,RB,4000,7.820000000000001,511.50895140664954
61,Carlos Hyde,RB,4500,8.690000000000001,517.8365937859608
62,Jalen Richard,RB,3700,7.0600000000000005,524.0793201133145
63,Matt Breida,RB,4100,7.770000000000001,527.6705276705276
64,Ty Johnson,RB,3000,5.640000000000001,531.9148936170212
65,Sony Michel,RB,5100,8.74,583.5240274599543
66,Peyton Barber,RB,4400,6.970000000000001,631.2769010043041
67,Myles Gaskin,RB,3200,5.0,640.0
68,Tevin Coleman,RB,4000,6.200000000000001,645.1612903225805
69,David Johnson,RB,4500,6.93,649.3506493506494
70,DeAndre Washington,RB,4700,7.09,662.9055007052186
71,Damien Williams,RB,4800,7.200000000000001,666.6666666666665
72,Brian Hill,RB,3500,5.1000000000000005,686.2745098039215
73,Giovani Bernard,RB,3800,5.430000000000001,699.8158379373848
74,Dion Lewis,RB,3700,5.23,707.4569789674952
75,Darwin Thompson,RB,4100,5.6000000000000005,732.1428571428571
76,Chris Conley,WR,3600,10.510000000000002,342.5309229305423
77,Dede Westbrook,WR,4600,13.21,348.22104466313397
78,Darius Slayton,WR,4700,13.03,360.7060629316961
79,Chris Godwin,WR,7700,21.289999999999996,361.672146547675
80,Danny Amendola,WR,4100,11.149999999999999,367.713004484305
81,Tyrell Williams,WR,4800,12.73,377.0620581304006
82,Christian Kirk,WR,5500,14.520000000000001,378.78787878787875
83,Keelan Cole,WR,3000,7.86,381.6793893129771
84,Julio Jones,WR,7000,17.779999999999998,393.70078740157487
85,Terry McLaurin,WR,5300,13.379999999999999,396.11360239162934
86,DeAndre Hopkins,WR,8000,19.979999999999997,400.4004004004005
87,Julian Edelman,WR,7100,17.659999999999997,402.03850509626284
88,Sterling Shepard,WR,5400,13.430000000000001,402.08488458674606
89,Courtland Sutton,WR,5900,14.5,406.8965517241379
90,Michael Gallup,WR,5700,13.959999999999999,408.30945558739256
91,Jarvis Landry,WR,6700,16.14,415.1177199504337
92,Amari Cooper,WR,6500,15.620000000000001,416.13316261203585
93,Tyreek Hill,WR,7500,17.899999999999995,418.99441340782136
94,Larry Fitzgerald,WR,4300,10.229999999999999,420.3323558162268
95,D.J. Moore,WR,6600,15.66,421.455938697318
96,Robert Woods,WR,6200,14.670000000000002,422.6312201772324
97,A.J. Brown,WR,6000,14.15,424.02826855123675
98,Tyler Boyd,WR,5500,12.96,424.3827160493827
99,Breshad Perriman,WR,4500,10.58,425.33081285444234
100,Corey Davis,WR,3800,8.760000000000002,433.7899543378995
101,Keenan Allen,WR,6300,14.250000000000002,442.1052631578947
102,Allen Robinson,WR,6800,15.3,444.4444444444444
103,Curtis Samuel,WR,4400,9.879999999999999,445.3441295546559
104,Greg Ward,WR,3000,6.73,445.7652303120356
105,Mike Williams,WR,4600,10.27,447.90652385589095
106,Kenny Golladay,WR,7200,15.94,451.693851944793
107,Davante Adams,WR,7600,16.82,451.84304399524376
108,John Ross,WR,3900,8.590000000000002,454.01629802095454
109,Devante Parker,WR,6400,13.990000000000002,457.4696211579699
110,Alex Erickson,WR,3500,7.59,461.133069828722
111,Cooper Kupp,WR,6500,14.030000000000001,463.29294369208833
112,D.K. Metcalf,WR,6100,13.160000000000002,463.52583586626133
113,Odell Beckham Jr.,WR,6400,13.8,463.76811594202894
114,Randall Cobb,WR,4400,9.440000000000001,466.1016949152542
115,Emmanuel Sanders,WR,6600,13.96,472.77936962750715
116,Deebo Samuel,WR,5800,12.22,474.6317512274959
117,Anthony Miller,WR,5100,10.559999999999999,482.9545454545455
118,Justin Watson,WR,3700,7.63,484.9279161205767
119,Stefon Diggs,WR,7300,14.820000000000002,492.5775978407557
120,Kenny Stills,WR,4100,8.190000000000001,500.61050061050054
121,Sammy Watkins,WR,4900,9.720000000000002,504.11522633744846
122,Allen Hurns,WR,4700,9.079999999999998,517.6211453744494
123,Albert Wilson,WR,3500,6.720000000000001,520.8333333333333
124,Golden Tate,WR,5900,11.290000000000001,522.5863596102745
125,Tyler Lockett,WR,6900,13.06,528.3307810107198
126,Christian Blake,WR,3100,5.85,529.9145299145299
127,Kelvin Harmon,WR,3500,6.539999999999999,535.1681957186545
128,Adam Thielen,WR,6300,11.510000000000002,547.3501303214596
129,Pharoh Cooper,WR,3000,5.470000000000001,548.4460694698354
130,Tajae Sharpe,WR,3200,5.79,552.6770293609671
131,Jakobi Meyers,WR,3300,5.9,559.3220338983051
132,Zay Jones,WR,3500,6.18,566.3430420711975
133,Demarcus Robinson,WR,3200,5.5600000000000005,575.5395683453237
134,Brandin Cooks,WR,4500,7.790000000000001,577.6636713735558
135,Chris Lacy,WR,3000,5.16,581.3953488372093
136,Phillip Dorsett,WR,3700,6.15,601.6260162601626
137,Steven Sims,WR,3600,5.960000000000001,604.0268456375838
138,Isaiah Ford,WR,3700,6.039999999999999,612.5827814569537
139,Mohamed Sanu,WR,4300,6.960000000000001,617.8160919540229
140,Allen Lazard,WR,3800,5.93,640.8094435075885
141,Josh Gordon,WR,3700,5.6899999999999995,650.2636203866433
142,Kendrick Bourne,WR,4000,6.13,652.5285481239804
143,Keke Coutee,WR,3400,5.109999999999999,665.362035225049
144,Tim Patrick,WR,3500,5.25,666.6666666666666
145,David Moore,WR,3500,5.22,670.4980842911878
146,Russell Gage,WR,5000,7.370000000000001,678.4260515603798
147,Will Fuller,WR,5600,7.85,713.375796178344
148,Olabisi Johnson,WR,3800,5.23,726.5774378585086
149,Mecole Hardman,WR,4000,5.110000000000001,782.7788649706456
150,Tyler Higbee,TE,3900,13.76,283.43023255813955
151,Ian Thomas,TE,3100,9.629999999999999,321.9106957424715
152,Darren Waller,TE,5500,16.07,342.25264467952707
153,Mike Gesicki,TE,4000,11.1,360.36036036036035
154,Jacob Hollister,TE,3800,10.46,363.2887189292543
155,Zach Ertz,TE,6000,16.32,367.6470588235294
156,George Kittle,TE,6200,16.79,369.2674210839786
157,Darren Fells,TE,3200,8.610000000000001,371.6608594657375
158,Dallas Goedert,TE,4300,11.120000000000001,386.69064748201436
159,Travis Kelce,TE,6500,16.78,387.3659117997616
160,Austin Hooper,TE,5000,12.81,390.32006245121
161,Hunter Henry,TE,5200,12.95,401.5444015444016
162,Jonnu Smith,TE,3500,8.350000000000001,419.1616766467065
163,O.J. Howard,TE,3500,8.17,428.3965728274174
164,Kaden Smith,TE,3600,8.33,432.17286914765907
165,Jason Witten,TE,3700,8.25,448.4848484848485
166,Noah Fant,TE,4100,9.12,449.56140350877195
167,Logan Thomas,TE,2600,5.73,453.75218150087255
168,Kyle Rudolph,TE,3800,7.99,475.5944931163955
169,Nick O'Leary,TE,3100,6.029999999999999,514.0961857379768
170,Tyler Eifert,TE,2800,5.359999999999999,522.3880597014926
171,Jordan Akins,TE,3000,5.51,544.464609800363
172,David Njoku,TE,4200,7.16,586.5921787709497
173,Jimmy Graham,TE,3600,6.109999999999999,589.1980360065467
174,Cameron Brate,TE,3400,5.5,618.1818181818181
175,Detroit Lions,DST,2300,8.0,287.5
176,Arizona Cardinals,DST,2200,7.1000000000000005,309.8591549295774
177,New York Giants,DST,2700,8.2,329.26829268292687
178,Philadelphia Eagles,DST,3400,9.200000000000001,369.5652173913043
179,Green Bay Packers,DST,3000,8.0,375.0
180,Carolina Panthers,DST,2500,6.6,378.7878787878788
181,Miami Dolphins,DST,2600,6.5,400.0
182,Houston Texans,DST,2700,6.4,421.875
183,San Francisco 49ers,DST,3800,8.899999999999999,426.9662921348315
184,Cleveland Browns,DST,3300,7.7,428.57142857142856
185,Tennessee Titans,DST,2800,6.5,430.7692307692308
186,Washington Redskins,DST,2600,6.0,433.3333333333333
187,New England Patriots,DST,4000,9.1,439.5604395604396
188,Seattle Seahawks,DST,3700,8.3,445.78313253012044
189,Los Angeles Chargers,DST,2400,5.300000000000001,452.8301886792452
190,Los Angeles Rams,DST,2900,6.4,453.125
191,Kansas City Chiefs,DST,3500,7.6000000000000005,460.52631578947364
192,Chicago Bears,DST,2400,5.199999999999999,461.5384615384616
193,Tampa Bay Buccaneers,DST,3600,7.7,467.53246753246754
194,Jacksonville Jaguars,DST,2500,5.200000000000001,480.76923076923066
195,Dallas Cowboys,DST,2800,5.6,500.00000000000006
196,Minnesota Vikings,DST,3100,6.0,516.6666666666666
197,Oakland Raiders,DST,3200,6.0,533.3333333333334
