,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Kyler Murray,Todd Gurley,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Chris Carson,Detroit Lions,150.87,50000
1,Jameis Winston,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Chris Carson,Detroit Lions,150.30599999999998,49800
2,Jameis Winston,Patrick Laird,Saquon Barkley,Dede Westbrook,Darius Slayton,Chris Godwin,Tyler Higbee,Leonard Fournette,Detroit Lions,149.84599999999998,49900
3,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Chris Carson,Detroit Lions,149.69,49600
4,Kyler Murray,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Chris Carson,Philadelphia Eagles,149.54999999999998,50000
5,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Chris Carson,Detroit Lions,149.51000000000002,49700
6,Dak Prescott,Patrick Laird,Todd Gurley,Dede Westbrook,Chris Godwin,Julio Jones,Tyler Higbee,Saquon Barkley,Detroit Lions,149.37,50000
7,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Leonard Fournette,Detroit Lions,149.23,49700
8,Jameis Winston,Patrick Laird,Todd Gurley,Chris Conley,Chris Godwin,Julio Jones,Tyler Higbee,Saquon Barkley,Detroit Lions,149.136,49600
9,Dak Prescott,Todd Gurley,Saquon Barkley,Chris Conley,Darius Slayton,Chris Godwin,Tyler Higbee,Leonard Fournette,Detroit Lions,149.05,49800
10,Jameis Winston,Patrick Laird,Saquon Barkley,Chris Conley,Dede Westbrook,Chris Godwin,Tyler Higbee,Chris Carson,Philadelphia Eagles,148.986,49800
