,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.0,5.7,6.3,86.7,75.0,80.7,1.0,0.5,0.7,0.0,0.1,0.1,13.5,11.7,12.4,11,TE
1,Zach Ertz,PHI,8.0,6.4,7.1,87.0,70.4,80.8,1.0,0.5,0.7,0.0,0.1,0.1,14.5,10.6,11.9,11,TE
2,Greg Olsen,SEA,4.0,3.8,3.9,56.1,46.0,49.8,1.0,0.3,0.6,0.0,0.1,0.0,11.0,6.8,8.4,11,TE
3,Jared Cook,NO,5.0,4.2,4.6,62.0,49.4,56.5,1.0,0.2,0.4,0.0,0.1,0.0,11.5,6.7,8.0,11,TE
4,Jack Doyle,IND,5.2,3.7,4.4,50.0,37.7,44.0,1.0,0.3,0.5,0.0,0.1,0.0,11.0,5.6,7.1,11,TE
5,Eric Ebron,PIT,4.2,2.0,3.2,48.8,25.0,37.6,1.0,0.4,0.5,0.0,0.1,0.0,8.5,5.8,7.0,11,TE
6,Trey Burton,IND,4.2,3.0,3.6,46.4,36.0,41.0,1.0,0.3,0.4,0.0,0.0,0.0,10.5,5.4,6.7,11,TE
7,Vance McDonald,PIT,4.0,3.0,3.4,47.5,34.5,41.4,1.0,0.2,0.4,0.0,0.1,0.0,10.5,4.7,6.4,11,TE
8,Jimmy Graham,CHI,4.4,3.3,4.0,54.9,40.0,47.8,0.4,0.0,0.3,0.0,0.0,0.0,7.4,4.0,6.4,11,TE
9,Evan Engram,NYG,4.6,3.8,4.0,48.3,38.5,42.1,0.4,0.0,0.3,0.0,0.1,0.0,6.8,4.0,6.0,11,TE
10,Kyle Rudolph,MIN,4.5,3.4,3.9,46.4,33.0,38.6,0.3,0.0,0.2,0.0,0.0,0.0,6.0,4.0,5.1,11,TE
11,Ricky Seals-Jones,KC,4.0,2.7,3.2,42.4,29.4,37.7,0.3,0.0,0.2,0.0,0.0,0.0,5.9,4.0,5.0,11,TE
12,CJ Uzomah,CIN,3.8,2.9,3.4,41.0,30.1,35.6,0.3,0.0,0.2,0.0,0.2,0.1,5.5,3.5,4.6,11,TE
13,Nick Vannett,DEN,2.8,2.0,2.4,32.0,21.8,26.8,0.4,0.0,0.2,0.0,0.0,0.0,5.2,2.5,4.1,11,TE
14,Jonnu Smith,TEN,3.0,1.9,2.3,35.0,20.2,25.2,0.4,0.0,0.2,0.0,0.1,0.0,5.0,3.2,3.8,11,TE
15,James O'Shaughnessy,JAC,3.0,2.2,2.7,35.0,21.8,28.4,0.2,0.0,0.1,0.0,0.0,0.0,4.5,2.8,3.7,11,TE
16,Gerald Everett,LAR,2.5,1.3,1.9,33.0,14.6,23.4,0.3,0.0,0.2,0.0,0.0,0.0,4.8,2.5,3.5,11,TE
17,Luke Willson,SEA,2.8,1.0,2.2,30.0,10.0,22.2,0.3,0.0,0.2,0.0,0.2,0.1,4.8,1.0,3.3,11,TE
