,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,153.158,50000
1,Drew Brees,Dion Lewis,Alvin Kamara,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Alex Collins,New Orleans Saints,152.264,49700
2,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Amari Cooper,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,151.778,49600
3,Drew Brees,Dion Lewis,Alex Collins,Odell Beckham Jr.,Amari Cooper,Corey Davis,Jared Cook,Ezekiel Elliott,New Orleans Saints,150.62400000000002,49600
4,Carson Wentz,Alex Collins,Ezekiel Elliott,DeAndre Hopkins,Kenny Golladay,Amari Cooper,Jared Cook,Corey Davis,New Orleans Saints,150.26800000000003,49900
5,Drew Brees,Dion Lewis,Alex Collins,DeAndre Hopkins,Kenny Golladay,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,149.71400000000003,49700
6,Drew Brees,Dion Lewis,Alex Collins,DeAndre Hopkins,Kenny Golladay,Amari Cooper,Jared Cook,Saquon Barkley,New Orleans Saints,149.52400000000003,49500
7,Drew Brees,Dion Lewis,Alvin Kamara,Kenny Golladay,Amari Cooper,Julio Jones,Jared Cook,Alex Collins,New Orleans Saints,148.994,49600
8,Carson Wentz,Dion Lewis,Alex Collins,DeAndre Hopkins,Kenny Golladay,Corey Davis,Jared Cook,Melvin Gordon,New Orleans Saints,148.338,49700
9,Drew Brees,Dion Lewis,Alex Collins,DeAndre Hopkins,Kenny Golladay,Corey Davis,Jared Cook,Melvin Gordon,New Orleans Saints,147.494,49900
