,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,153.158,50000
1,Carson Wentz,Dion Lewis,Alvin Kamara,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Alex Collins,New Orleans Saints,153.108,49500
2,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Amari Cooper,Jared Cook,Saquon Barkley,New Orleans Saints,152.968,49800
3,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Ezekiel Elliott,New Orleans Saints,152.848,49800
4,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Amari Cooper,Jared Cook,Ezekiel Elliott,New Orleans Saints,152.65800000000002,49600
5,Carson Wentz,Dion Lewis,Alvin Kamara,DeAndre Hopkins,Kenny Golladay,Amari Cooper,Jared Cook,Corey Davis,New Orleans Saints,152.62800000000001,50000
6,Drew Brees,Dion Lewis,Alvin Kamara,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Alex Collins,New Orleans Saints,152.264,49700
7,Drew Brees,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Amari Cooper,Jared Cook,Saquon Barkley,New Orleans Saints,152.124,50000
8,Drew Brees,Dion Lewis,Alvin Kamara,Odell Beckham Jr.,Kenny Golladay,Amari Cooper,Jared Cook,Alex Collins,New Orleans Saints,152.074,49500
9,Drew Brees,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Corey Davis,Jared Cook,Ezekiel Elliott,New Orleans Saints,152.00400000000002,50000
10,Carson Wentz,Dion Lewis,Alvin Kamara,Kenny Golladay,Michael Thomas,Corey Davis,Jared Cook,Alex Collins,New Orleans Saints,151.828,49900
11,Drew Brees,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Amari Cooper,Jared Cook,Ezekiel Elliott,New Orleans Saints,151.81400000000002,49800
12,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Amari Cooper,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,151.778,49600
13,Carson Wentz,Dion Lewis,Alvin Kamara,Kenny Golladay,Amari Cooper,Michael Thomas,Jared Cook,Alex Collins,New Orleans Saints,151.638,49700
14,Carson Wentz,Dion Lewis,Alex Collins,Kenny Golladay,Amari Cooper,Michael Thomas,Jared Cook,Ezekiel Elliott,New Orleans Saints,151.37800000000001,50000
15,Drew Brees,Dion Lewis,Alex Collins,Odell Beckham Jr.,Amari Cooper,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,150.934,49800
16,Drew Brees,Dion Lewis,Alvin Kamara,Kenny Golladay,Amari Cooper,Michael Thomas,Jared Cook,Alex Collins,New Orleans Saints,150.794,49900
17,Carson Wentz,Dion Lewis,Alex Collins,Odell Beckham Jr.,Kenny Golladay,Amari Cooper,Jared Cook,Melvin Gordon,New Orleans Saints,150.748,50000
18,Drew Brees,Dion Lewis,Alex Collins,Odell Beckham Jr.,Amari Cooper,Corey Davis,Jared Cook,Ezekiel Elliott,New Orleans Saints,150.62400000000002,49600
19,Carson Wentz,Dion Lewis,Alex Collins,DeAndre Hopkins,Kenny Golladay,Corey Davis,Jared Cook,Saquon Barkley,New Orleans Saints,150.55800000000002,49500
20,Carson Wentz,Alvin Kamara,Alex Collins,DeAndre Hopkins,Kenny Golladay,Amari Cooper,Jared Cook,Corey Davis,New Orleans Saints,150.528,49600
