,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,24.0,17.7,20.2,112.8,89.0,102.1,1.1,1.0,1.1,6.0,4.0,4.9,52.0,41.5,46.6,1.0,0.3,0.5,0.0,0.2,0.1,27.5,21.8,23.8,11,RB
1,Alvin Kamara,NO,14.7,10.0,12.2,80.5,45.0,58.2,1.0,0.7,0.8,7.0,5.4,6.1,58.0,47.3,53.4,1.0,0.3,0.5,0.0,0.1,0.1,22.0,17.0,18.8,11,RB
2,Saquon Barkley,NYG,19.0,16.7,17.6,79.5,70.0,74.3,1.0,0.6,0.8,7.4,5.7,6.4,65.8,45.6,52.8,0.3,0.0,0.2,0.0,0.2,0.1,21.1,17.0,18.6,11,RB
3,Ezekiel Elliott,DAL,23.0,16.7,19.3,106.0,85.0,94.5,1.1,0.5,0.8,6.0,3.9,4.6,45.0,30.6,37.6,0.2,0.0,0.1,0.1,0.2,0.1,20.0,17.0,18.2,11,RB
4,Melvin Gordon,DEN,20.0,16.2,17.9,96.5,67.9,79.9,1.0,0.5,0.8,6.0,3.6,4.7,45.0,38.2,42.3,0.4,0.0,0.2,0.1,0.2,0.1,20.4,17.2,18.0,11,RB
5,David Johnson,HOU,23.0,15.8,18.5,90.0,65.1,75.1,1.0,0.7,0.8,6.0,3.3,4.3,52.5,34.0,41.0,0.3,0.0,0.2,0.0,0.2,0.1,19.5,14.8,17.0,11,RB
6,Christian McCaffrey,CAR,14.4,13.0,13.6,74.8,55.0,63.1,1.0,0.4,0.6,6.0,5.0,5.7,57.6,45.0,49.8,0.4,0.0,0.3,0.0,0.2,0.1,18.6,15.6,16.4,11,RB
7,James Conner,PIT,20.0,17.1,18.8,87.0,75.5,80.8,1.0,0.7,0.8,5.0,2.4,4.0,45.4,24.0,32.4,0.2,0.0,0.1,0.1,0.2,0.2,17.1,15.6,16.3,11,RB
8,Leonard Fournette,TB,20.0,14.2,17.5,80.0,58.0,68.9,1.0,0.3,0.6,4.0,2.5,3.3,34.7,19.4,27.3,0.2,0.0,0.1,0.0,0.1,0.1,17.0,11.2,13.6,11,RB
9,Aaron Jones,GB,15.2,13.6,14.5,90.1,63.7,73.9,1.0,0.3,0.6,3.1,1.9,2.7,24.7,12.2,19.6,0.1,0.0,0.1,0.0,0.1,0.1,15.5,11.1,13.0,11,RB
