,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Michael Thomas,NO,8.3,7.0,7.5,108.0,85.0,96.0,1.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,15.0,13.7,13.9,11,WR
1,DeAndre Hopkins,ARI,8.0,6.2,6.8,105.0,84.8,95.9,1.0,0.5,0.7,0.3,0.0,0.1,1.7,-0.5,0.4,0.0,0.0,0.0,0.0,0.1,0.1,16.5,11.9,13.7,11,WR
2,Tyreek Hill,KC,6.2,5.0,5.6,90.0,81.1,86.4,1.0,0.6,0.7,1.3,0.5,1.0,11.5,1.7,6.7,0.0,0.0,0.0,0.0,0.1,0.0,14.5,12.3,13.6,11,WR
3,Julio Jones,ATL,7.5,6.0,6.9,104.0,90.0,98.1,1.0,0.4,0.6,0.1,0.0,0.1,1.0,0.0,0.6,0.0,0.0,0.0,0.1,0.1,0.1,15.0,12.6,13.5,11,WR
4,Brandin Cooks,HOU,8.0,5.1,6.0,100.0,75.8,88.5,1.0,0.5,0.7,0.8,0.1,0.6,4.7,0.4,3.3,0.1,0.0,0.0,0.0,0.1,0.0,16.5,11.8,13.3,11,WR
5,Adam Thielen,MIN,10.0,7.1,8.1,105.0,88.5,96.4,1.0,0.4,0.6,0.2,0.0,0.1,1.6,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,16.5,11.4,13.1,11,WR
6,Robert Woods,LAR,6.3,5.7,5.9,97.3,77.7,87.5,1.0,0.5,0.6,1.1,0.2,0.8,7.8,1.8,5.3,0.0,0.0,0.0,0.0,0.1,0.0,14.5,11.4,13.1,11,WR
7,Davante Adams,GB,7.0,5.7,6.6,90.0,80.2,86.3,1.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,15.0,11.5,12.8,11,WR
8,Antonio Brown,TB,6.7,6.0,6.4,96.1,78.0,84.8,1.0,0.6,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,14.5,11.7,12.6,11,WR
9,Kenny Golladay,DET,6.4,4.8,5.3,96.0,70.0,79.3,1.0,0.5,0.7,0.2,0.0,0.1,1.4,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.1,13.0,9.9,11.7,11,WR
10,Keenan Allen,LAC,7.0,5.5,6.0,85.0,72.9,78.1,1.0,0.4,0.6,1.0,0.1,0.6,6.0,0.4,4.2,0.0,0.0,0.0,0.1,0.1,0.1,14.0,10.1,11.5,11,WR
11,Mike Evans,TB,7.0,5.1,5.7,88.0,75.9,79.9,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,14.0,10.4,11.2,11,WR
12,Emmanuel Sanders,NO,7.4,5.6,6.2,93.2,60.1,76.1,1.0,0.3,0.5,0.3,0.2,0.2,4.1,1.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,13.5,8.7,10.5,11,WR
13,Corey Davis,TEN,6.0,4.6,5.3,80.0,58.4,71.9,1.0,0.3,0.5,0.2,0.0,0.1,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,14.0,8.2,10.3,11,WR
14,Alshon Jeffery,PHI,6.0,4.4,4.9,80.0,62.0,69.6,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.9,10.3,11,WR
15,TY Hilton,IND,5.0,3.6,4.4,70.0,58.1,63.3,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.2,9.9,11,WR
16,Amari Cooper,DAL,5.2,4.6,4.9,67.7,58.4,64.1,1.0,0.4,0.6,0.2,0.0,0.1,1.5,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,12.5,8.7,9.9,11,WR
