,Player,Salary,Position
31,Nick Chubb,7800.0,RB
87,DK Metcalf,7800.0,WR
32,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
33,Jonathan Taylor,7300.0,RB
1,Jalen Hurts,7000.0,QB
34,Miles Sanders,7000.0,RB
88,Jarvis Landry,6900.0,WR
35,James Robinson,6800.0,RB
89,Terry McLaurin,6700.0,WR
36,Antonio Gibson,6600.0,RB
90,Cooper Kupp,6600.0,WR
37,Mike Davis,6500.0,RB
38,Tony Pollard,6500.0,RB
91,Diontae Johnson,6300.0,WR
39,Cam Akers,6300.0,RB
40,JK Dobbins,6200.0,RB
2,Baker Mayfield,6100.0,QB
41,Clyde Edwards-Helaire,6000.0,RB
92,Chase Claypool,5900.0,WR
42,Kareem Hunt,5900.0,RB
43,Le'Veon Bell,5800.0,RB
93,Marquise Brown,5700.0,WR
94,Robby Anderson,5500.0,WR
95,CeeDee Lamb,5300.0,WR
3,Tyrod Taylor,5300.0,QB
44,Benny Snell,5300.0,RB
4,Alex Smith,5200.0,QB
5,Dwayne Haskins,5200.0,QB
6,Gardner Minshew,5200.0,QB
45,Duke Johnson,5000.0,RB
9,Daniel Jones,5000.0,QB
7,Drew Lock,5000.0,QB
8,Sam Darnold,5000.0,QB
46,Boston Scott,4900.0,RB
173,Logan Thomas,4900.0,TE
10,Joe Flacco,4900.0,QB
96,Rashard Higgins,4800.0,WR
174,Noah Fant,4800.0,TE
13,Ryan Finley,4800.0,QB
11,Brett Rypien,4800.0,QB
14,Ben DiNucci,4800.0,QB
12,Case Keenum,4800.0,QB
175,Hunter Henry,4700.0,TE
97,Tee Higgins,4700.0,WR
98,Jalen Reagor,4600.0,WR
49,Darrell Henderson,4500.0,RB
16,John Wolford,4500.0,QB
15,PJ Walker,4500.0,QB
99,Jamison Crowder,4500.0,WR
48,Devonta Freeman,4500.0,RB
47,Ty Johnson,4500.0,RB
100,Chad Hansen,4400.0,WR
18,Jake Luton,4300.0,QB
17,Will Grier,4300.0,QB
50,Frank Gore,4200.0,RB
101,Michael Pittman,4200.0,WR
21,Trace McSorley,4100.0,QB
20,Tyler Huntley,4100.0,QB
51,Anthony McFarland,4100.0,RB
19,Mason Rudolph,4100.0,QB
82,Xavier Jones,4000.0,RB
79,Artavis Pierce,4000.0,RB
29,Joe Burrow,4000.0,QB
80,DeeJay Dallas,4000.0,RB
81,Travis Homer,4000.0,RB
84,Jason Huntley,4000.0,RB
83,Raymond Calais,4000.0,RB
30,Josh McCown,4000.0,QB
85,Rico Dowdle,4000.0,RB
86,Sewo Olonilua,4000.0,RB
76,Ryquell Armstead,4000.0,RB
102,Tyron Johnson,4000.0,WR
103,Darnell Mooney,4000.0,WR
104,Greg Ward,4000.0,WR
77,Chris Thompson,4000.0,RB
78,Ryan Nall,4000.0,RB
75,Nathan Cottrell,4000.0,RB
59,Kalen Ballage,4000.0,RB
28,Clayton Thorson,4000.0,QB
27,James Morgan,4000.0,QB
26,Easton Stick,4000.0,QB
25,Jacob Eason,4000.0,QB
24,Josh Dobbs,4000.0,QB
23,Kyle Allen,4000.0,QB
52,Rodney Smith,4000.0,RB
53,Trenton Cannon,4000.0,RB
54,Reggie Bonnafon,4000.0,RB
74,Devine Ozigbo,4000.0,RB
56,Bryce Love,4000.0,RB
57,Darwin Thompson,4000.0,RB
22,Steven Montez,4000.0,QB
55,Mike Warren,4000.0,RB
60,Joshua Kelley,4000.0,RB
68,Eli Penny,4000.0,RB
73,Dontrell Hilliard,4000.0,RB
72,Scottie Phillips,4000.0,RB
61,Gabe Nabers,4000.0,RB
71,CJ Prosise,4000.0,RB
70,Trayveon Williams,4000.0,RB
69,Samaje Perine,4000.0,RB
58,Qadree Ollison,4000.0,RB
67,Alfred Morris,4000.0,RB
66,Justice Hill,4000.0,RB
65,Andy Janovich,4000.0,RB
64,D'Ernest Johnson,4000.0,RB
63,La'Mical Perine,4000.0,RB
62,Josh Adams,4000.0,RB
106,Darius Slayton,3800.0,WR
105,Breshad Perriman,3800.0,WR
107,Jerry Jeudy,3700.0,WR
108,Donovan Peoples-Jones,3700.0,WR
109,Laviska Shenault,3700.0,WR
222,Browns,3700.0,DST
110,Denzel Mims,3600.0,WR
111,Travis Fulgham,3500.0,WR
176,Austin Hooper,3500.0,TE
112,AJ Green,3400.0,WR
113,KJ Hamler,3200.0,WR
114,Jalen Guyton,3200.0,WR
115,Mecole Hardman,3100.0,WR
116,Miles Boykin,3100.0,WR
118,Omar Bayless,3000.0,WR
157,Will Fuller,3000.0,WR
161,Riley Ridley,3000.0,WR
160,Cordarrelle Patterson,3000.0,WR
159,Collin Johnson,3000.0,WR
158,Randall Cobb,3000.0,WR
154,Stanley Morgan,3000.0,WR
156,Isaiah Coulter,3000.0,WR
155,Steven Mitchell,3000.0,WR
163,Penny Hart,3000.0,WR
153,David Sills,3000.0,WR
152,Dante Pettis,3000.0,WR
162,Freddie Swain,3000.0,WR
166,Van Jefferson,3000.0,WR
164,Josh Gordon,3000.0,WR
165,Phillip Dorsett,3000.0,WR
150,Austin Mack,3000.0,WR
167,Nsimba Webster,3000.0,WR
168,Trishton Jackson,3000.0,WR
169,Quez Watkins,3000.0,WR
170,John Hightower,3000.0,WR
119,Isaiah Wright,3000.0,WR
172,Cedrick Wilson,3000.0,WR
117,Steven Sims,3000.0,WR
177,Cole Kmet,3000.0,TE
178,Tyler Eifert,3000.0,TE
151,CJ Board,3000.0,WR
171,JJ Arcega-Whiteside,3000.0,WR
149,Antoine Wesley,3000.0,WR
133,KJ Hill,3000.0,WR
148,James Proche,3000.0,WR
120,Robert Foster,3000.0,WR
121,Antonio Gandy-Golden,3000.0,WR
122,Kelvin Harmon,3000.0,WR
124,Ray-Ray McCloud,3000.0,WR
125,Ashton Dulin,3000.0,WR
126,DeMichael Harris,3000.0,WR
127,Dezmon Patmon,3000.0,WR
128,Parris Campbell,3000.0,WR
129,Byron Pringle,3000.0,WR
130,Brandon Powell,3000.0,WR
131,Christian Blake,3000.0,WR
132,Olamide Zaccheaus,3000.0,WR
123,Emanuel Hall,3000.0,WR
134,Joe Reed,3000.0,WR
142,Marvin Hall,3000.0,WR
147,Devin Duvernay,3000.0,WR
135,Diontae Spencer,3000.0,WR
146,Dez Bryant,3000.0,WR
144,Odell Beckham,3000.0,WR
143,Taywan Taylor,3000.0,WR
145,JoJo Natson,3000.0,WR
141,KhaDarel Hodge,3000.0,WR
139,Vyncint Smith,3000.0,WR
138,Jeff Smith,3000.0,WR
140,Lawrence Cager,3000.0,WR
136,Tyrie Cleveland,3000.0,WR
137,Braxton Berrios,3000.0,WR
179,Drew Sample,2900.0,TE
180,Jacob Hollister,2900.0,TE
208,Kahale Warring,2500.0,TE
210,Ben Ellefson,2500.0,TE
209,Tyler Davis,2500.0,TE
205,Mason Schreck,2500.0,TE
207,Darren Fells,2500.0,TE
206,Pharaoh Brown,2500.0,TE
212,JP Holtz,2500.0,TE
204,Cethan Carter,2500.0,TE
211,Josh Oliver,2500.0,TE
219,Brycen Hopkins,2500.0,TE
213,Darion Clark,2500.0,TE
214,Patrick Scales,2500.0,TE
215,Will Dissly,2500.0,TE
216,Colby Parkinson,2500.0,TE
217,Tyler Ott,2500.0,TE
218,Johnny Mundt,2500.0,TE
220,Joshua Perkins,2500.0,TE
221,Sean McKeon,2500.0,TE
202,Eric Tomlinson,2500.0,TE
203,Kaden Smith,2500.0,TE
187,James Winchester,2500.0,TE
201,Stephen Carlson,2500.0,TE
190,Albert Okwuegbunam,2500.0,TE
181,Colin Thompson,2500.0,TE
182,Thaddeus Moss,2500.0,TE
183,Kevin Rader,2500.0,TE
184,Zach Gentry,2500.0,TE
185,Noah Togiai,2500.0,TE
186,Nick Keizer,2500.0,TE
188,Jaeden Graham,2500.0,TE
189,Donald Parham,2500.0,TE
191,Jake Butt,2500.0,TE
200,David Njoku,2500.0,TE
192,Austin Fort,2500.0,TE
193,Andrew Beck,2500.0,TE
194,Chris Herndon,2500.0,TE
195,Ryan Griffin,2500.0,TE
196,Trevon Wesco,2500.0,TE
197,Daniel Brown,2500.0,TE
198,Ross Travis,2500.0,TE
199,Harrison Bryant,2500.0,TE
223,Jets,2000.0,DST
