Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Dak Prescott,DAL,QB,4000.0,Dak Prescott (16006144) (LOCKED),30.33,14.504,19.957,26.0,13.504,18.892,24.250000000000004,14.204,19.392,24.250000000000004,275.78599007170436,200.4309264919577,153.84615384615384,7,6,1,1,1,7
Carson Wentz,PHI,QB,5400.0,Carson Wentz (16006110) (LOCKED),18.37,19.519,24.098000000000003,26.219999999999995,16.764,20.098000000000003,22.52,17.764,20.898000000000003,23.119999999999997,276.6535170859163,224.08498630591748,205.94965675057213,3,3,2,2,2,5
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,21.749,26.322,29.35,18.144,22.322,25.450000000000003,19.144,23.122,26.150000000000002,271.27684031449724,224.14710128409695,201.0221465076661,2,2,3,2,2,4
Matt Ryan,ATL,QB,5800.0,Matt Ryan (16006106) (LOCKED),19.18,18.799999999999997,23.472,26.448,16.1,19.682000000000006,22.948,17.1,20.282000000000004,23.348000000000003,308.5106382978724,247.10293115201088,219.2982456140351,4,4,4,3,3,7
Philip Rivers,IND,QB,5600.0,Philip Rivers (16006108) (LOCKED),16.64,17.326999999999998,19.778,22.854999999999997,15.612,17.368,20.03,16.612000000000002,18.168,20.53,323.19501356264794,283.1428860349884,245.02297090352224,9,6,5,4,4,10
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107) (LOCKED),16.95,15.899999999999999,19.778,23.75,14.600000000000001,18.418,21.500000000000004,15.6,19.218,22.300000000000004,358.4905660377359,288.1990089998989,240.0,8,6,6,4,4,10
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103) (LOCKED),19.54,18.1,21.499000000000006,24.733999999999998,15.300000000000002,18.044000000000004,20.954,16.400000000000002,18.944000000000006,21.654,353.5911602209944,297.688264570445,258.75313333872407,5,5,7,5,5,10
Patrick Mahomes,KC,QB,8500.0,Patrick Mahomes (16006097) (LOCKED),27.29,23.180999999999997,27.009999999999998,30.2,19.436,23.11,26.6,20.436,23.91,27.1,366.67960829990085,314.69825990373937,281.4569536423841,1,1,8,6,1,7
Deshaun Watson,HOU,QB,7600.0,Deshaun Watson (16006099) (LOCKED),25.3,17.275999999999996,20.397,24.21,15.456000000000001,18.332,21.759999999999998,16.656,19.332,22.66,439.91664737207697,372.6038142864147,313.91986782321356,6,6,9,7,6,13
Russell Wilson,SEA,QB,7300.0,Russell Wilson (16006101) (LOCKED),24.91,15.52,19.456000000000003,24.580000000000005,14.22,18.456,23.380000000000003,15.22,19.156000000000002,23.780000000000005,470.36082474226805,375.2055921052631,296.9894222945484,10,6,10,7,6,13
