,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Bears,3.1,2.0,2.6,1.0,0.9,0.9,1.1,0.6,0.8,1.4,0.9,1.2,0.3,0.2,0.2,0.0,0.0,0.0,20.8,18.7,19.4,335.0,343.5,339.2,8.9,6.5,8.5,11,DST
1,Cardinals,3.1,2.1,2.7,1.2,0.8,1.0,0.9,0.6,0.7,1.3,1.0,1.2,0.3,0.2,0.2,0.1,0.0,0.0,18.0,16.4,17.1,299.3,326.0,312.7,9.2,7.9,8.4,11,DST
2,Steelers,2.7,2.1,2.5,1.1,0.8,1.0,1.0,0.5,0.7,1.4,0.7,1.1,0.3,0.2,0.2,0.1,0.0,0.1,21.5,18.4,19.8,313.2,337.0,325.1,8.6,6.4,8.3,11,DST
3,Ravens,3.0,2.1,2.6,1.1,0.8,0.9,0.8,0.4,0.6,0.8,0.7,0.8,0.3,0.2,0.2,0.1,0.0,0.0,19.4,18.6,18.9,298.0,339.7,318.9,9.0,6.9,8.1,11,DST
4,Team,3.8,2.5,3.1,1.2,0.9,1.0,0.9,0.7,0.8,1.3,1.1,1.2,0.3,0.1,0.2,0.0,0.0,0.0,25.5,22.3,23.4,363.0,376.7,369.9,9.4,7.1,8.0,11,DST
5,Panthers,3.4,2.8,3.1,1.1,0.7,1.0,0.8,0.6,0.7,1.2,0.9,1.1,0.3,0.2,0.2,0.0,0.0,0.0,26.3,22.5,24.3,319.0,404.0,361.5,8.8,7.5,7.8,11,DST
6,Chargers,3.1,2.8,2.9,1.1,0.9,1.0,0.7,0.4,0.6,1.0,0.7,0.9,0.3,0.2,0.2,0.1,0.0,0.0,25.8,19.0,21.5,392.0,404.0,398.0,8.8,5.9,7.7,11,DST
7,Giants,1.9,1.5,1.7,1.6,1.0,1.2,0.8,0.5,0.6,1.0,0.7,0.9,0.3,0.2,0.3,0.0,0.0,0.0,27.9,24.3,25.8,393.1,413.0,403.1,8.0,3.8,7.1,11,DST
8,Saints,3.2,2.3,2.8,1.0,0.6,0.8,0.9,0.5,0.7,1.3,0.8,1.1,0.3,0.1,0.2,0.0,0.0,0.0,25.1,24.5,24.8,380.4,408.0,394.2,7.9,5.3,7.0,11,DST
9,Colts,3.0,2.2,2.5,1.1,0.6,0.9,0.9,0.5,0.7,1.2,0.8,1.0,0.3,0.2,0.2,0.0,0.0,0.0,26.2,21.7,24.0,321.0,369.3,345.2,8.3,5.9,7.0,11,DST
10,Seahawks,3.1,2.8,3.0,1.2,0.4,0.7,1.1,0.5,0.7,1.5,0.8,1.2,0.3,0.1,0.2,0.0,0.0,0.0,27.4,22.7,24.4,389.1,390.0,389.5,7.6,5.2,6.9,11,DST
11,Falcons,3.2,2.5,2.9,1.2,0.5,0.7,0.9,0.4,0.7,1.0,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,30.1,23.0,25.8,391.0,400.1,395.6,7.8,5.9,6.8,11,DST
12,Bengals,3.1,1.2,2.3,1.3,0.8,1.1,0.7,0.4,0.6,0.6,0.6,0.6,0.2,0.1,0.2,0.0,0.0,0.0,25.3,24.5,24.9,318.0,393.4,355.7,8.5,4.8,6.7,11,DST
13,Chiefs,2.5,1.7,2.1,1.0,0.7,0.8,0.8,0.6,0.7,1.1,0.9,1.0,0.3,0.1,0.2,0.1,0.0,0.1,37.5,33.1,34.6,443.0,478.4,460.7,6.8,4.8,6.6,11,DST
14,Vikings,2.8,2.0,2.4,0.9,0.8,0.8,0.8,0.4,0.6,1.1,0.6,0.9,0.3,0.1,0.2,0.1,0.0,0.1,23.6,23.3,23.4,318.0,372.7,345.3,7.5,5.9,6.6,11,DST
15,Rams,2.4,2.1,2.2,1.0,0.7,0.9,0.7,0.5,0.6,0.9,0.8,0.9,0.3,0.1,0.2,0.0,0.0,0.0,33.7,29.8,31.8,429.0,444.1,436.5,6.6,4.5,6.6,11,DST
16,Lions,2.8,2.2,2.4,1.0,0.6,0.7,1.0,0.5,0.7,1.1,0.7,0.9,0.3,0.1,0.2,0.0,0.0,0.0,31.8,26.5,28.3,399.0,439.0,419.0,7.5,4.6,6.6,11,DST
17,Packers,3.9,2.1,3.0,1.1,0.4,0.7,0.7,0.3,0.6,0.9,0.5,0.7,0.3,0.0,0.2,0.0,0.0,0.0,29.5,26.0,27.3,350.0,394.1,372.1,8.1,5.5,6.5,11,DST
18,Buccaneers,2.8,2.1,2.4,0.8,0.5,0.7,1.0,0.4,0.7,1.4,0.6,1.0,0.3,0.1,0.2,0.0,0.0,0.0,28.3,25.2,26.7,383.0,387.0,385.0,7.2,5.7,6.5,11,DST
19,Titans,2.8,1.7,2.1,1.0,0.8,0.9,0.7,0.5,0.6,0.9,0.8,0.9,0.3,0.1,0.2,0.1,0.0,0.1,26.7,24.7,25.5,345.0,383.5,364.3,7.8,5.5,6.4,11,DST
20,Raiders,2.5,1.9,2.1,1.4,0.8,1.0,0.8,0.3,0.6,1.1,0.5,0.8,0.3,0.1,0.2,0.0,0.0,0.0,24.3,22.9,23.4,339.0,347.1,343.1,8.0,5.4,6.2,11,DST
