,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Steelers,4.2,2.5,3.5,1.2,0.8,1.0,0.8,0.5,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.1,0.0,0.0,19.9,15.9,18.4,294.7,322.6,306.1,10.0,6.4,8.7,12,DST
1,Rams,3.8,2.3,2.9,1.6,0.8,1.1,0.9,0.5,0.6,1.3,0.7,0.9,0.2,0.1,0.2,0.1,0.0,0.0,19.5,17.8,18.9,333.0,354.0,345.1,9.4,6.4,8.2,12,DST
2,Saints,3.6,2.1,2.7,1.5,0.8,1.1,0.8,0.4,0.6,1.0,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,21.0,17.7,19.1,289.0,343.5,321.5,8.6,6.2,8.1,12,DST
3,Dolphins,2.9,2.5,2.7,1.4,0.9,1.1,0.6,0.4,0.5,1.0,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.1,21.2,17.3,19.0,294.7,318.0,307.9,8.5,6.5,8.1,12,DST
4,Packers,3.1,2.4,2.7,1.1,0.9,1.0,0.7,0.4,0.5,0.8,0.7,0.7,0.2,0.0,0.1,0.0,0.0,0.0,20.7,16.7,18.9,306.0,349.9,326.7,8.9,6.2,7.8,12,DST
5,Giants,3.1,2.7,2.9,1.5,0.9,1.1,0.9,0.5,0.6,1.3,0.8,1.1,0.2,0.1,0.2,0.1,0.0,0.0,24.0,17.4,20.1,310.0,367.9,337.3,9.2,6.9,7.5,12,DST
6,Seahawks,3.5,2.3,3.0,1.1,0.7,1.0,1.0,0.6,0.8,1.4,1.0,1.1,0.2,0.0,0.1,0.1,0.0,0.0,22.6,19.6,21.3,332.0,372.5,346.2,8.4,7.1,7.4,12,DST
7,Browns,3.3,2.3,2.7,1.3,0.8,1.0,0.9,0.5,0.7,1.3,0.8,1.1,0.2,0.1,0.2,0.1,0.0,0.0,23.0,18.9,20.7,314.0,339.8,328.8,8.1,6.0,7.1,12,DST
8,Eagles,4.3,2.5,3.2,1.0,0.6,0.8,0.8,0.5,0.6,1.1,0.7,0.9,0.2,0.1,0.1,0.1,0.0,0.1,29.6,21.6,25.2,362.6,371.3,366.0,8.7,6.2,7.1,12,DST
9,Team,3.4,2.4,2.9,1.3,0.7,1.0,0.8,0.6,0.6,1.4,0.9,1.1,0.2,0.0,0.1,0.0,0.0,0.0,27.5,19.5,23.3,338.3,341.0,339.9,8.6,6.2,7.0,12,DST
10,Bills,3.1,2.3,2.6,0.8,0.7,0.8,1.0,0.5,0.7,1.4,0.8,1.1,0.2,0.0,0.2,0.0,0.0,0.0,26.4,19.6,22.2,340.0,407.9,373.3,7.5,6.3,6.5,12,DST
11,Bengals,3.0,2.2,2.6,1.1,0.8,0.9,0.8,0.3,0.5,0.9,0.4,0.6,0.2,0.1,0.1,0.1,0.0,0.0,25.3,20.4,22.7,338.0,353.0,344.7,7.0,6.1,6.4,12,DST
12,Cowboys,3.2,2.4,2.9,1.0,0.5,0.7,1.0,0.5,0.6,1.4,0.8,1.0,0.2,0.0,0.1,0.1,0.0,0.0,22.5,18.9,21.3,309.0,359.3,332.2,8.4,5.7,6.3,12,DST
13,Colts,3.0,1.9,2.4,1.1,0.6,0.8,0.6,0.4,0.6,1.0,0.8,0.9,0.3,0.0,0.2,0.1,0.0,0.1,24.4,20.6,22.2,323.0,376.5,344.7,6.8,5.7,6.2,12,DST
14,Cardinals,3.2,1.7,2.2,1.0,0.8,0.9,0.7,0.4,0.5,1.3,0.5,0.9,0.2,0.1,0.2,0.0,0.0,0.0,23.5,19.0,21.9,343.3,351.0,347.5,6.4,5.4,6.1,12,DST
15,Raiders,2.8,1.7,2.3,1.1,0.7,0.9,0.6,0.4,0.5,1.0,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,27.2,20.7,24.9,371.0,397.7,386.9,6.6,5.7,6.0,12,DST
16,Chiefs,2.9,1.9,2.1,1.1,0.6,0.9,0.7,0.5,0.6,1.0,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.0,27.4,21.5,24.4,353.7,370.9,360.5,6.4,4.7,6.0,12,DST
17,Texans,3.2,2.4,2.7,0.9,0.6,0.7,0.7,0.4,0.5,0.8,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,25.4,20.8,23.4,342.0,380.1,365.2,6.6,5.4,6.0,12,DST
18,Broncos,3.3,1.7,2.5,1.0,0.7,0.9,0.7,0.4,0.5,0.9,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,25.2,21.7,23.6,320.0,340.8,332.8,6.9,4.9,5.9,12,DST
19,Lions,2.8,2.4,2.5,0.9,0.6,0.7,0.6,0.4,0.5,0.8,0.7,0.7,0.2,0.0,0.1,0.0,0.0,0.0,27.8,22.4,24.5,369.3,400.0,381.3,6.6,5.3,5.9,12,DST
20,Ravens,2.6,1.8,2.0,0.9,0.6,0.8,1.0,0.6,0.7,1.4,0.9,1.2,0.2,0.0,0.1,0.1,0.0,0.0,26.3,19.2,23.7,304.0,371.7,344.5,6.2,5.5,5.9,12,DST
21,Panthers,2.9,1.7,2.2,0.9,0.7,0.8,0.9,0.5,0.6,1.2,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,29.5,23.0,25.9,346.0,370.0,357.7,6.3,5.0,5.9,12,DST
22,Vikings,3.3,2.0,2.4,0.9,0.7,0.8,0.7,0.4,0.5,1.0,0.6,0.7,0.2,0.0,0.1,0.0,0.0,0.0,23.8,19.5,21.7,347.0,357.5,352.5,6.7,5.4,5.8,12,DST
23,Patriots,2.4,1.8,2.1,1.1,0.7,0.9,0.8,0.3,0.5,1.1,0.6,0.8,0.2,0.0,0.1,0.1,0.0,0.0,25.3,20.0,22.9,386.0,401.0,392.8,7.3,5.3,5.8,12,DST
24,Jets,3.3,1.9,2.5,0.9,0.6,0.7,0.7,0.4,0.5,0.7,0.6,0.7,0.2,0.0,0.1,0.1,0.0,0.0,25.5,21.1,23.9,302.0,334.1,322.6,6.9,4.7,5.7,12,DST
25,Chargers,2.7,2.0,2.3,0.9,0.7,0.8,0.6,0.3,0.5,0.7,0.4,0.5,0.2,0.0,0.1,0.0,0.0,0.0,30.8,19.5,26.1,363.5,375.0,368.3,6.5,5.1,5.7,12,DST
26,49ers,3.1,1.6,2.1,0.8,0.7,0.8,0.8,0.4,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,25.3,21.3,23.7,342.0,379.1,361.1,6.0,5.1,5.6,12,DST
27,Titans,3.1,0.9,1.9,1.0,0.7,0.9,0.6,0.4,0.5,0.8,0.5,0.6,0.2,0.1,0.1,0.1,0.0,0.0,27.3,21.1,24.6,367.8,374.7,371.5,5.5,4.9,5.5,12,DST
28,Jaguars,2.6,1.5,1.9,0.9,0.6,0.8,0.6,0.3,0.5,0.8,0.5,0.6,0.2,0.0,0.1,0.1,0.0,0.1,27.8,23.3,25.2,339.7,379.0,363.4,6.2,4.3,5.4,12,DST
29,Buccaneers,2.6,1.8,2.1,0.8,0.4,0.6,0.8,0.4,0.6,1.1,0.8,0.9,0.2,0.1,0.1,0.0,0.0,0.0,29.8,21.4,27.0,349.0,385.9,370.2,6.3,3.8,5.3,12,DST
30,Bears,3.0,1.5,2.0,0.7,0.4,0.6,0.7,0.4,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.1,0.0,0.0,26.8,20.7,24.8,348.0,372.8,361.5,6.3,3.6,5.1,12,DST
31,Falcons,2.7,1.2,1.9,0.7,0.4,0.6,0.8,0.3,0.6,1.1,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,28.2,21.3,25.8,351.9,398.0,376.5,5.9,4.2,4.9,12,DST
