,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.0,6.0,6.5,91.5,77.0,84.1,1.0,0.5,0.7,0.0,0.1,0.0,14.0,11.4,12.3,12,TE
1,Darren Waller,LV,7.5,5.8,6.4,82.7,61.0,70.2,1.0,0.4,0.6,0.0,0.1,0.1,13.6,8.5,10.3,12,TE
2,TJ Hockenson,DET,5.0,3.7,4.4,56.0,42.0,50.5,1.0,0.3,0.6,0.0,0.0,0.0,11.6,7.3,8.4,12,TE
3,Mark Andrews,BAL,6.0,3.3,4.5,65.0,42.4,54.0,1.0,0.3,0.5,0.0,0.0,0.0,12.5,6.5,8.4,12,TE
4,Hunter Henry,LAC,4.6,3.6,4.1,56.1,38.4,46.5,1.0,0.3,0.5,0.0,0.1,0.0,10.9,5.8,7.4,12,TE
5,Dallas Goedert,PHI,4.8,3.5,4.3,52.0,39.5,48.3,1.0,0.3,0.4,0.0,0.1,0.0,11.2,5.8,7.4,12,TE
6,Evan Engram,NYG,5.5,3.7,4.4,60.3,37.8,47.7,0.4,0.0,0.2,0.0,0.0,0.0,7.4,5.2,5.9,12,TE
7,Hayden Hurst,ATL,4.4,3.7,3.9,51.5,40.9,44.0,0.4,0.0,0.2,0.0,0.0,0.0,6.2,4.1,5.6,12,TE
8,Austin Hooper,CLE,5.0,3.3,4.0,51.4,39.8,43.0,0.4,0.0,0.2,0.0,0.0,0.0,6.8,4.0,5.5,12,TE
9,Eric Ebron,PIT,4.9,3.2,3.9,54.4,34.7,41.7,0.4,0.0,0.2,0.0,0.1,0.0,6.1,4.5,5.5,12,TE
10,Mike Gesicki,MIA,4.5,3.2,3.6,52.2,35.2,42.6,0.4,0.0,0.2,0.0,0.1,0.0,6.4,4.0,5.5,12,TE
11,Noah Fant,DEN,4.6,3.6,3.9,57.3,40.0,45.1,0.2,0.0,0.2,0.0,0.1,0.0,6.0,4.6,5.4,12,TE
12,Rob Gronkowski,TB,3.8,2.7,3.1,59.2,29.0,40.2,0.4,0.0,0.2,0.0,0.0,0.0,6.7,2.9,5.4,12,TE
13,Jonnu Smith,TEN,4.4,3.0,3.4,49.6,32.7,38.5,0.5,0.0,0.3,0.0,0.0,0.0,6.3,4.6,5.3,12,TE
14,Jordan Reed,SF,5.1,3.4,3.9,49.4,30.1,39.7,0.3,0.0,0.2,0.0,0.1,0.0,6.0,4.0,4.9,12,TE
15,Robert Tonyan,GB,4.0,2.7,3.2,49.7,29.7,36.6,0.4,0.0,0.2,0.0,0.0,0.0,5.4,4.4,4.9,12,TE
16,Dalton Schultz,DAL,4.7,3.0,3.6,48.3,34.0,37.4,0.3,0.0,0.2,0.0,0.1,0.1,5.7,3.5,4.8,12,TE
17,Kyle Rudolph,MIN,3.8,2.7,3.3,45.3,27.2,35.6,0.4,0.0,0.2,0.0,0.1,0.0,6.2,3.1,4.8,12,TE
18,Jordan Akins,HOU,3.4,2.8,3.0,41.5,32.0,35.8,0.3,0.0,0.2,0.0,0.0,0.0,5.5,3.3,4.6,12,TE
19,Logan Thomas,WAS,5.0,2.6,3.3,47.3,26.7,34.5,0.3,0.0,0.2,0.0,0.0,0.0,5.0,3.6,4.4,12,TE
20,Jimmy Graham,CHI,3.8,3.0,3.2,43.4,31.3,34.2,0.3,0.0,0.2,0.0,0.0,0.0,4.9,3.5,4.4,12,TE
21,Tyler Higbee,LAR,3.2,2.6,2.9,41.1,27.0,32.8,0.3,0.0,0.2,0.0,0.0,0.0,5.7,3.3,4.3,12,TE
22,Jared Cook,NO,4.0,1.7,2.5,42.7,23.1,31.1,0.4,0.0,0.1,0.0,0.1,0.0,5.2,3.2,3.9,12,TE
23,Trey Burton,IND,4.5,2.0,3.0,42.5,19.4,29.7,0.4,0.0,0.2,0.0,0.0,0.0,5.4,2.7,3.9,12,TE
24,Tyler Eifert,JAC,3.2,2.0,2.8,36.6,23.3,29.5,0.3,0.0,0.2,0.0,0.0,0.0,4.9,3.0,3.9,12,TE
25,Zach Ertz,PHI,3.3,2.3,2.8,31.7,24.1,27.9,0.2,0.0,0.1,0.0,0.0,0.0,4.4,4.4,3.4,12,TE
26,Anthony Firkser,TEN,2.8,2.0,2.4,31.5,20.2,26.2,0.2,0.0,0.1,0.0,0.0,0.0,4.1,2.2,3.3,12,TE
27,Gerald Everett,LAR,3.0,2.0,2.5,33.6,20.2,27.3,0.2,0.0,0.1,0.0,0.1,0.0,4.4,2.4,3.3,12,TE
28,Will Dissly,SEA,3.0,0.8,2.0,38.2,10.8,23.8,0.3,0.0,0.1,0.0,0.0,0.0,4.7,1.7,3.1,12,TE
29,Darren Fells,HOU,2.3,1.2,1.9,31.0,13.1,21.7,0.3,0.0,0.2,0.0,0.0,0.0,4.9,2.1,3.1,12,TE
30,Richard Rodgers,PHI,2.7,0.7,2.0,32.3,9.3,24.9,0.2,0.0,0.1,0.0,0.0,0.0,4.4,0.9,3.1,12,TE
31,Mo Alie-Cox,IND,2.3,1.0,1.8,33.1,11.0,23.3,0.2,0.0,0.1,0.0,0.1,0.0,3.9,1.1,3.0,12,TE
32,David Njoku,CLE,2.2,0.8,1.5,27.4,10.3,18.5,0.4,0.0,0.2,0.0,0.0,0.0,5.1,1.8,2.9,12,TE
33,Virgil Green,LAC,1.7,1.7,1.7,19.0,19.0,19.0,0.2,0.2,0.2,0.1,0.1,0.1,3.1,3.1,2.9,12,TE
34,Jack Doyle,IND,2.8,1.0,1.8,26.9,14.0,19.5,0.4,0.0,0.2,0.0,0.1,0.0,4.8,1.4,2.8,12,TE
35,Jacob Hollister,SEA,3.3,1.0,2.1,29.3,13.0,20.2,0.2,0.0,0.1,0.0,0.0,0.0,3.4,1.3,2.7,12,TE
36,Dan Arnold,ARI,2.1,1.0,1.6,27.6,15.0,20.5,0.2,0.0,0.1,0.0,0.0,0.0,3.4,1.5,2.7,12,TE
37,Dawson Knox,BUF,2.0,1.3,1.8,27.9,15.9,21.2,0.2,0.0,0.1,0.0,0.1,0.0,3.2,1.9,2.6,12,TE
38,Ross Dwelley,SF,2.6,1.0,1.8,26.0,11.5,19.4,0.2,0.0,0.1,0.0,0.0,0.0,3.8,1.6,2.5,12,TE
39,Drew Sample,CIN,3.1,1.6,2.2,27.4,16.7,20.9,0.1,0.0,0.1,0.0,0.0,0.0,2.7,2.1,2.5,12,TE
40,Harrison Bryant,CLE,2.1,0.9,1.5,23.6,10.7,18.2,0.3,0.0,0.1,0.0,0.1,0.0,4.2,1.5,2.5,12,TE
41,Ryan Izzo,NE,1.7,1.2,1.5,21.9,16.6,19.8,0.2,0.0,0.1,0.0,0.1,0.0,2.9,2.0,2.4,12,TE
42,Cole Kmet,CHI,1.9,1.4,1.7,21.3,14.9,18.7,0.1,0.1,0.1,0.0,0.0,0.0,2.7,2.0,2.4,12,TE
43,Chris Herndon,NYJ,2.3,1.0,1.7,26.8,15.8,19.3,0.2,0.0,0.1,0.0,0.2,0.1,3.3,1.6,2.4,12,TE
44,Jesse James,DET,2.1,1.5,1.7,20.8,15.7,18.0,0.1,0.0,0.1,0.0,0.0,0.0,2.5,2.2,2.3,12,TE
45,Cameron Brate,TB,2.1,1.0,1.6,22.3,8.4,15.3,0.2,0.1,0.1,0.0,0.0,0.0,2.9,1.5,2.2,12,TE
46,Foster Moreau,LV,1.9,0.9,1.4,18.0,13.0,15.5,0.2,0.0,0.1,0.0,0.0,0.0,2.5,2.5,2.2,12,TE
47,Tyler Kroft,BUF,1.7,0.7,1.3,16.7,7.2,12.3,0.3,0.0,0.1,0.0,0.0,0.0,3.1,1.4,2.1,12,TE
48,Ian Thomas,CAR,2.7,1.0,1.7,23.3,9.1,15.9,0.2,0.0,0.1,0.0,0.0,0.0,2.7,1.2,2.0,12,TE
49,Marcedes Lewis,GB,1.7,1.1,1.4,17.3,9.5,13.4,0.2,0.0,0.1,0.0,0.0,0.0,2.2,2.2,1.9,12,TE
50,Durham Smythe,MIA,2.3,1.0,1.4,21.0,10.1,13.3,0.2,0.0,0.1,0.0,0.0,0.0,2.4,1.6,1.9,12,TE
51,Lee Smith,BUF,1.8,0.7,1.3,13.1,5.9,9.5,0.3,0.0,0.2,0.0,0.0,0.0,2.4,2.4,1.9,12,TE
52,Pharaoh Brown,HOU,1.8,0.7,1.1,19.9,8.1,12.4,0.2,0.1,0.1,0.0,0.0,0.0,2.2,1.3,1.8,12,TE
53,James O'Shaughnessy,JAC,1.5,1.2,1.4,15.5,11.8,13.7,0.1,0.0,0.1,0.0,0.0,0.0,2.1,1.6,1.8,12,TE
54,Vance McDonald,PIT,1.8,1.2,1.5,14.7,13.6,14.1,0.1,0.0,0.1,0.0,0.0,0.0,2.1,2.1,1.7,12,TE
55,Adam Shaheen,MIA,1.7,0.7,1.1,16.8,7.3,11.1,0.2,0.0,0.1,0.0,0.0,0.0,2.1,1.2,1.7,12,TE
56,Kaden Smith,NYG,1.7,1.1,1.4,13.4,11.3,12.3,0.1,0.0,0.1,0.0,0.0,0.0,1.8,1.8,1.6,12,TE
57,Jason Witten,LV,2.4,0.7,1.3,20.8,6.6,11.0,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.3,1.6,12,TE
58,Ricky Seals-Jones,KC,0.8,0.8,0.8,9.7,9.7,9.7,0.1,0.1,0.1,0.0,0.0,0.0,1.6,1.6,1.6,12,TE
59,Maxx Williams,ARI,2.2,0.7,1.2,20.4,6.7,11.9,0.1,0.0,0.1,0.0,0.0,0.0,1.9,1.0,1.6,12,TE
60,Jace Sternberger,GB,1.9,0.8,1.2,21.0,7.0,11.3,0.1,0.0,0.1,0.0,0.0,0.0,1.7,0.7,1.5,12,TE
61,Donald Parham,LAC,1.6,0.7,1.0,17.1,7.4,11.6,0.1,0.0,0.1,0.0,0.0,0.0,1.6,1.3,1.5,12,TE
62,Ryan Griffin,NYJ,1.6,0.7,1.2,15.8,7.5,11.6,0.1,0.0,0.1,0.0,0.0,0.0,2.1,1.1,1.5,12,TE
63,Nick Keizer,KC,1.3,1.3,1.3,14.8,14.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,12,TE
64,Adam Trautman,NO,1.7,0.6,1.0,18.6,6.4,11.1,0.1,0.0,0.1,0.0,0.0,0.0,1.2,1.1,1.4,12,TE
65,Gabe Nabers,LAC,1.3,1.3,1.3,14.2,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12,TE
66,Josh Hill,NO,1.4,1.2,1.3,13.3,8.8,11.1,0.1,0.0,0.1,0.0,0.0,0.0,1.5,1.5,1.4,12,TE
67,Kahale Warring,HOU,1.2,0.7,0.9,12.7,8.7,10.7,0.1,0.0,0.1,0.0,0.0,0.0,1.5,1.5,1.4,12,TE
68,Hunter Bryant,DET,0.7,0.7,0.7,7.4,7.4,7.4,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
69,Jordan Thomas,NE,1.2,0.6,0.8,11.8,5.3,8.0,0.2,0.0,0.1,0.0,0.0,0.0,1.7,1.1,1.3,12,TE
70,Nick Vannett,DEN,1.6,0.6,1.1,14.8,4.8,10.4,0.1,0.0,0.1,0.0,0.0,0.0,1.7,0.5,1.3,12,TE
71,Troy Fumagalli,DEN,1.5,0.7,1.1,16.8,7.0,11.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,12,TE
72,Farrod Green,IND,0.7,0.7,0.7,7.3,7.3,7.3,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
73,Noah Togiai,IND,0.7,0.7,0.7,7.3,7.3,7.3,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
74,Jason Croom,PHI,0.7,0.7,0.7,7.1,7.1,7.1,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
75,Colby Parkinson,SEA,1.1,0.7,0.9,12.4,8.0,10.2,0.1,0.0,0.1,0.0,0.0,0.0,1.4,1.4,1.3,12,TE
76,Brycen Hopkins,LAR,0.7,0.7,0.7,7.0,7.0,7.0,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
77,Colin Thompson,CAR,1.2,0.8,1.0,13.1,7.1,10.1,0.1,0.0,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
78,Demetrius Harris,CHI,1.3,0.8,1.0,12.9,6.9,9.9,0.1,0.0,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
79,Caleb Wilson,PHI,0.7,0.7,0.7,6.9,6.9,6.9,0.1,0.1,0.1,0.0,0.0,0.0,1.3,1.3,1.3,12,TE
80,Levine Toilolo,NYG,1.1,0.7,0.9,13.3,7.7,11.0,0.1,0.0,0.0,0.0,0.0,0.0,1.7,0.8,1.3,12,TE
81,Tyler Conklin,MIN,1.4,0.6,0.9,13.0,5.1,9.0,0.1,0.0,0.1,0.0,0.0,0.0,1.6,1.1,1.3,12,TE
82,Luke Stocker,ATL,1.6,0.7,1.0,13.1,6.4,9.1,0.1,0.0,0.1,0.0,0.0,0.0,1.2,1.2,1.2,12,TE
83,Devin Asiasi,NE,0.6,0.6,0.6,5.9,5.9,5.9,0.1,0.1,0.1,0.0,0.0,0.0,1.2,1.2,1.2,12,TE
84,Ben Ellefson,JAC,1.4,0.7,0.9,14.9,7.3,10.0,0.1,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.2,12,TE
85,Isaac Nauta,DET,1.1,1.1,1.1,12.1,12.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12,TE
86,Jaeden Graham,ATL,0.8,0.6,0.7,10.6,6.3,8.4,0.1,0.0,0.1,0.0,0.0,0.0,1.7,1.7,1.1,12,TE
