,Player,Salary,Position
19,Christian McCaffrey,9200.0,RB
0,Lamar Jackson,6800.0,QB
20,Joe Mixon,6200.0,RB
84,George Kittle,5900.0,TE
21,Jonathan Taylor,5900.0,RB
1,Drew Brees,5900.0,QB
22,Myles Gaskin,5700.0,RB
46,Brandon Aiyuk,5600.0,WR
2,Gardner Minshew,5600.0,QB
23,Todd Gurley,5500.0,RB
24,JK Dobbins,5500.0,RB
3,Joe Burrow,5500.0,QB
4,PJ Walker,5400.0,QB
5,Jimmy Garoppolo,5200.0,QB
47,DJ Chark,5200.0,WR
25,Salvon Ahmed,5100.0,RB
6,Drew Lock,5100.0,QB
7,Chris Streveler,5000.0,QB
8,Brett Rypien,4800.0,QB
48,John Brown,4800.0,WR
26,Devonta Freeman,4600.0,RB
9,Will Grier,4600.0,QB
49,Julian Edelman,4500.0,WR
27,Tevin Coleman,4500.0,RB
28,Mark Ingram,4400.0,RB
10,Jeff Driskel,4300.0,QB
50,Preston Williams,4300.0,WR
11,Nathan Peterman,4200.0,QB
29,La'Mical Perine,4100.0,RB
30,Justin Jackson,4100.0,RB
38,Rodney Smith,4000.0,RB
45,Trey Edmunds,4000.0,RB
44,Patrick Ricard,4000.0,RB
43,TJ Logan,4000.0,RB
42,JaMycal Hasty,4000.0,RB
41,LeVante Bellamy,4000.0,RB
40,Ty Montgomery,4000.0,RB
39,Reggie Bonnafon,4000.0,RB
35,Chris Thompson,4000.0,RB
37,Saquon Barkley,4000.0,RB
17,Trace McSorley,4000.0,QB
12,James Morgan,4000.0,QB
36,Theo Riddick,4000.0,RB
14,Kurt Benkert,4000.0,QB
15,Easton Stick,4000.0,QB
16,Ryan Griffin,4000.0,QB
13,Mike White,4000.0,QB
18,Josh Dobbs,4000.0,QB
32,Jonathan Ward,4000.0,RB
33,Rex Burkhead,4000.0,RB
34,Ryquell Armstead,4000.0,RB
31,Marlon Mack,4000.0,RB
51,Larry Fitzgerald,3800.0,WR
52,Parris Campbell,3200.0,WR
53,Adam Humphries,3200.0,WR
85,Irv Smith,3100.0,TE
77,Jaydon Mickens,3000.0,WR
72,Diontae Spencer,3000.0,WR
73,Courtland Sutton,3000.0,WR
74,Jalen Hurd,3000.0,WR
75,Chris Thompson,3000.0,WR
76,Trishton Jackson,3000.0,WR
82,Antoine Wesley,3000.0,WR
78,John Franklin,3000.0,WR
79,Byron Pringle,3000.0,WR
80,Gehrig Dieter,3000.0,WR
81,Chris Moore,3000.0,WR
83,DeAndrew White,3000.0,WR
70,Omar Bayless,3000.0,WR
71,Bennie Fowler,3000.0,WR
54,Dezmon Patmon,3000.0,WR
69,Keith Kirkwood,3000.0,WR
61,JoJo Natson,3000.0,WR
68,Isaiah Hodgins,3000.0,WR
55,Cameron Batson,3000.0,WR
56,Quincy Adeboyejo,3000.0,WR
58,Dede Westbrook,3000.0,WR
59,Taywan Taylor,3000.0,WR
60,Odell Beckham,3000.0,WR
57,Chris Conley,3000.0,WR
62,Chris Hogan,3000.0,WR
63,Tyrell Williams,3000.0,WR
64,Dante Pettis,3000.0,WR
65,David Sills,3000.0,WR
66,Cody Core,3000.0,WR
67,John Ross,3000.0,WR
97,Tommy Sweeney,2500.0,TE
106,Nick Boyle,2500.0,TE
105,James Winchester,2500.0,TE
104,OJ Howard,2500.0,TE
103,Tanner Hudson,2500.0,TE
102,Austin Fort,2500.0,TE
101,Albert Okwuegbunam,2500.0,TE
100,Zach Wood,2500.0,TE
99,Andrew DePaola,2500.0,TE
98,Reggie Gilliam,2500.0,TE
89,Tyler Davis,2500.0,TE
96,Clark Harris,2500.0,TE
95,CJ Uzomah,2500.0,TE
94,Nick O'Leary,2500.0,TE
93,Chris Myarick,2500.0,TE
92,Trevon Wesco,2500.0,TE
91,Daniel Brown,2500.0,TE
90,Josh Oliver,2500.0,TE
88,Dalton Keene,2500.0,TE
87,Darrell Daniels,2500.0,TE
86,MyCole Pruitt,2500.0,TE
107,Zach Gentry,2500.0,TE
