,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,8.0,6.8,7.2,106.0,84.5,91.0,1.0,0.6,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16.6,12.3,13.8,12,WR
1,Tyreek Hill,KC,6.2,5.5,5.9,101.0,73.7,84.3,1.0,0.6,0.7,1.6,0.7,1.2,10.0,3.9,6.2,0.1,0.0,0.1,0.0,0.1,0.0,16.1,12.7,13.7,12,WR
2,Stefon Diggs,BUF,8.0,5.6,7.0,103.0,77.6,90.0,1.0,0.5,0.6,0.5,0.0,0.2,2.8,0.0,1.4,0.0,0.0,0.0,0.0,0.1,0.0,16.3,10.6,12.8,12,WR
3,DK Metcalf,SEA,6.0,4.7,5.0,110.0,75.6,84.3,1.0,0.6,0.7,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,17.0,11.1,12.7,12,WR
4,Justin Jefferson,MIN,6.1,4.9,5.4,104.3,75.1,89.5,1.0,0.2,0.6,0.1,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.4,10.3,12.4,12,WR
5,DeAndre Hopkins,ARI,7.9,5.2,6.8,97.8,77.0,89.0,1.0,0.4,0.6,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,15.3,10.6,12.2,12,WR
6,Keenan Allen,LAC,9.0,6.7,7.6,103.0,75.7,85.9,1.0,0.4,0.6,0.3,0.0,0.1,2.1,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,16.3,10.1,12.2,12,WR
7,Will Fuller,HOU,6.0,4.8,5.5,97.0,70.6,80.3,1.0,0.5,0.6,0.1,0.0,0.1,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,15.1,10.0,11.9,12,WR
8,Terry McLaurin,WAS,7.0,5.2,6.0,93.0,74.3,85.4,1.0,0.4,0.5,0.3,0.1,0.2,2.3,0.7,1.4,0.0,0.0,0.0,0.0,0.1,0.0,15.3,10.0,11.8,12,WR
9,Calvin Ridley,ATL,6.0,4.4,5.3,84.0,69.1,76.6,1.0,0.4,0.6,0.4,0.1,0.2,2.4,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,14.4,9.9,11.7,12,WR
10,Tyler Lockett,SEA,6.2,5.5,5.9,83.4,69.8,75.4,1.0,0.5,0.7,0.7,0.0,0.3,4.6,0.0,1.3,0.0,0.0,0.0,0.0,0.1,0.0,14.0,10.1,11.6,12,WR
11,Brandin Cooks,HOU,6.0,5.2,5.5,89.5,69.0,76.4,1.0,0.4,0.5,0.5,0.2,0.3,3.1,0.4,1.7,0.0,0.0,0.0,0.0,0.1,0.0,12.9,9.9,11.0,12,WR
12,AJ Brown,TEN,5.0,4.2,4.5,79.1,63.4,72.3,1.0,0.4,0.6,0.2,0.0,0.1,3.1,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,13.6,9.0,11.0,12,WR
