,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matthew Stafford,T.J. Yeldon,David Johnson,Marvin Jones,Doug Baldwin,JuJu Smith-Schuster,Vance McDonald,Melvin Gordon,Baltimore Ravens,147.82,49900
1,Ben Roethlisberger,T.J. Yeldon,David Johnson,Doug Baldwin,JuJu Smith-Schuster,Marquez Valdes-Scantling,Vance McDonald,Melvin Gordon,Baltimore Ravens,145.536,49700
2,Matthew Stafford,David Johnson,Melvin Gordon,Marvin Jones,Doug Baldwin,Tyler Boyd,Vance McDonald,JuJu Smith-Schuster,Baltimore Ravens,144.53,50000
3,Ben Roethlisberger,David Johnson,Christian McCaffrey,Marvin Jones,Tyler Boyd,Marquez Valdes-Scantling,Vance McDonald,Melvin Gordon,Baltimore Ravens,143.056,50000
4,Matthew Stafford,T.J. Yeldon,Christian McCaffrey,Marvin Jones,JuJu Smith-Schuster,Marquez Valdes-Scantling,Vance McDonald,Melvin Gordon,Baltimore Ravens,142.83,49900
5,Ben Roethlisberger,T.J. Yeldon,Christian McCaffrey,Doug Baldwin,Tyler Boyd,Marquez Valdes-Scantling,Vance McDonald,Melvin Gordon,Baltimore Ravens,142.57600000000002,49600
6,Matthew Stafford,T.J. Yeldon,James Conner,Marvin Jones,Adam Thielen,Marquez Valdes-Scantling,Vance McDonald,Melvin Gordon,Baltimore Ravens,142.32,49600
7,Ben Roethlisberger,David Johnson,Melvin Gordon,Marvin Jones,Doug Baldwin,Tyler Boyd,Vance McDonald,Calvin Ridley,Baltimore Ravens,142.126,49500
8,Ben Roethlisberger,David Johnson,James Conner,Marvin Jones,Tyler Boyd,Marquez Valdes-Scantling,Vance McDonald,Melvin Gordon,Baltimore Ravens,141.766,49500
9,Matthew Stafford,T.J. Yeldon,David Johnson,Adam Thielen,Marquez Valdes-Scantling,Calvin Ridley,Vance McDonald,Melvin Gordon,Baltimore Ravens,140.98,49500
