,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Titans,4.2,2.6,3.2,1.4,0.7,1.1,0.9,0.5,0.6,0.8,0.7,0.8,0.3,0.2,0.2,0.1,0.0,0.0,19.7,15.7,17.1,242.0,326.3,284.1,12.1,7.8,9.0,5,DST
1,Panthers,3.7,2.1,3.1,1.3,0.7,0.9,1.0,0.6,0.7,1.4,0.9,1.2,0.3,0.2,0.2,0.1,0.0,0.0,19.2,16.9,18.2,325.0,339.2,332.1,9.7,8.0,8.8,5,DST
2,Ravens,3.3,1.7,2.5,1.1,0.7,1.0,1.1,0.5,0.7,1.6,0.8,1.2,0.3,0.2,0.2,0.0,0.0,0.0,21.0,13.3,16.5,269.0,271.9,270.5,9.5,7.2,8.3,5,DST
3,Rams,4.0,2.1,3.1,1.3,0.8,1.1,0.9,0.5,0.7,1.2,0.8,1.0,0.3,0.2,0.2,0.1,0.0,0.1,21.3,19.5,20.4,322.0,349.2,335.6,9.9,7.1,8.3,5,DST
4,Cowboys,3.8,2.8,3.5,1.1,0.7,0.9,1.2,0.6,0.8,1.7,0.9,1.3,0.3,0.1,0.2,0.0,0.0,0.0,24.5,23.4,24.1,365.0,378.8,371.9,10.3,6.6,8.1,5,DST
5,Bengals,3.0,2.2,2.5,1.1,0.8,1.0,1.0,0.4,0.7,1.0,0.6,0.8,0.2,0.1,0.2,0.0,0.0,0.0,21.0,18.3,19.5,311.0,342.0,326.5,8.9,6.2,7.8,5,DST
6,49ers,2.9,1.5,2.2,1.1,0.6,0.9,0.8,0.4,0.6,1.0,0.6,0.8,0.3,0.2,0.2,0.1,0.0,0.0,21.5,17.8,19.4,302.0,322.8,312.4,9.1,5.6,7.7,5,DST
7,Jets,2.8,1.9,2.4,1.2,1.0,1.1,1.1,0.6,0.8,1.5,0.9,1.2,0.3,0.2,0.2,0.0,0.0,0.0,21.3,20.0,20.7,343.0,371.0,357.0,9.4,6.8,7.4,5,DST
8,Patriots,2.8,2.1,2.5,1.5,0.9,1.1,0.9,0.4,0.6,1.0,0.6,0.8,0.3,0.1,0.2,0.1,0.0,0.1,23.1,19.8,21.1,345.0,347.0,346.0,8.8,5.1,7.3,5,DST
9,Broncos,3.0,2.0,2.5,1.5,0.9,1.1,0.8,0.4,0.6,1.2,0.7,1.0,0.3,0.2,0.2,0.0,0.0,0.0,21.3,18.6,20.3,268.0,310.8,289.4,8.8,6.4,7.2,5,DST
10,Cardinals,3.1,2.0,2.5,1.2,0.9,1.1,0.8,0.6,0.7,1.0,0.9,1.0,0.2,0.2,0.2,0.0,0.0,0.0,21.8,19.3,20.2,298.0,326.4,312.2,9.0,5.6,7.2,5,DST
11,Chiefs,3.6,1.4,2.2,0.9,0.9,0.9,1.1,0.5,0.8,1.6,0.7,1.2,0.3,0.1,0.2,0.1,0.0,0.1,29.1,22.5,24.7,397.5,431.0,414.3,7.7,5.4,7.0,5,DST
12,Chargers,2.0,1.9,2.0,1.2,1.0,1.1,0.8,0.4,0.6,1.1,0.6,0.9,0.3,0.2,0.3,0.0,0.0,0.0,24.3,20.9,22.7,393.0,400.3,396.6,7.8,5.5,7.0,5,DST
13,Packers,2.6,1.8,2.2,1.2,0.9,1.0,0.8,0.4,0.6,1.1,0.6,0.9,0.3,0.2,0.2,0.0,0.0,0.0,27.1,25.8,26.3,371.0,384.4,377.7,7.4,5.3,6.9,5,DST
14,Bills,2.1,1.8,1.9,1.1,0.9,1.0,0.7,0.6,0.6,1.0,0.9,1.0,0.3,0.2,0.2,0.0,0.0,0.0,22.0,19.7,21.2,310.0,352.1,331.0,7.7,6.2,6.6,5,DST
15,Texans,3.4,2.2,2.9,0.9,0.4,0.7,0.7,0.5,0.6,1.0,0.8,0.9,0.3,0.1,0.2,0.0,0.0,0.0,28.9,21.0,23.9,312.0,397.2,354.6,8.2,6.3,6.6,5,DST
16,Browns,2.7,1.9,2.1,1.0,0.9,1.0,0.8,0.6,0.7,1.1,0.9,1.0,0.2,0.1,0.2,0.0,0.0,0.0,24.0,19.4,22.0,313.0,339.0,326.0,7.1,6.1,6.5,5,DST
17,Lions,3.3,2.3,2.7,1.3,0.4,0.7,0.7,0.4,0.6,0.9,0.7,0.8,0.2,0.1,0.2,0.0,0.0,0.0,27.2,24.8,26.2,363.0,409.3,386.2,7.5,4.4,6.5,5,DST
18,Steelers,2.7,2.4,2.5,1.0,0.7,0.8,0.9,0.5,0.6,0.7,0.7,0.7,0.2,0.1,0.2,0.0,0.0,0.0,27.2,26.3,26.8,402.0,404.8,403.4,7.1,5.2,6.5,5,DST
19,Eagles,2.8,1.9,2.3,0.9,0.7,0.8,0.9,0.5,0.7,1.3,0.8,1.1,0.2,0.1,0.2,0.0,0.0,0.0,22.3,17.1,20.2,334.0,360.9,347.5,7.9,5.8,6.4,5,DST
20,Vikings,2.9,1.9,2.4,1.1,0.8,0.9,0.9,0.5,0.6,1.3,0.7,1.0,0.2,0.1,0.2,0.0,0.0,0.0,26.3,20.7,24.3,341.1,355.0,348.0,7.5,5.4,6.4,5,DST
21,Dolphins,1.9,1.6,1.7,1.2,1.0,1.1,0.7,0.5,0.6,1.0,0.7,0.9,0.3,0.1,0.2,0.0,0.0,0.0,27.0,25.0,25.7,331.0,382.4,356.7,6.9,5.6,6.3,5,DST
22,Saints,3.2,2.0,2.5,0.8,0.5,0.6,0.9,0.5,0.7,1.3,0.8,1.1,0.2,0.1,0.2,0.0,0.0,0.0,25.1,23.5,24.2,371.1,402.0,386.6,7.8,4.5,6.2,5,DST
23,Falcons,2.3,1.4,1.8,1.2,0.8,0.9,0.9,0.4,0.6,1.2,0.7,1.0,0.3,0.1,0.2,0.1,0.0,0.1,30.0,24.9,27.8,399.0,404.7,401.9,6.3,4.3,6.1,5,DST
24,Colts,3.2,1.9,2.3,0.8,0.6,0.7,0.9,0.5,0.7,1.2,0.7,1.0,0.2,0.1,0.2,0.1,0.0,0.1,31.0,30.1,30.5,381.0,404.6,392.8,6.2,3.7,6.1,5,DST
25,Jaguars,2.5,2.0,2.2,1.3,0.3,0.8,0.8,0.5,0.6,1.0,0.8,0.9,0.2,0.1,0.2,0.0,0.0,0.0,28.0,24.7,26.1,289.0,390.4,339.7,6.7,4.8,6.0,5,DST
26,Team,2.2,1.3,1.8,1.1,0.6,0.8,1.1,0.5,0.7,1.4,0.7,1.1,0.3,0.1,0.2,0.0,0.0,0.0,30.3,29.5,30.0,386.0,428.3,407.1,6.3,4.3,5.9,5,DST
27,Giants,2.1,1.5,1.8,1.0,0.7,0.9,0.7,0.4,0.6,0.8,0.6,0.7,0.3,0.1,0.2,0.0,0.0,0.0,28.0,25.0,26.5,342.0,404.7,373.3,6.5,4.8,5.9,5,DST
28,Seahawks,2.3,1.6,1.9,0.8,0.6,0.7,0.9,0.5,0.7,1.1,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,29.8,27.5,28.7,377.0,389.9,383.4,5.8,4.5,5.7,5,DST
29,Raiders,2.3,1.1,1.6,1.1,0.7,0.8,0.9,0.5,0.7,1.1,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,29.3,28.5,28.9,413.0,450.4,431.7,6.2,3.9,5.6,5,DST
