,Player,Salary,Position
76,DK Metcalf,7800.0,WR
77,Allen Robinson,7700.0,WR
26,David Montgomery,7700.0,RB
0,Justin Herbert,7400.0,QB
27,Jonathan Taylor,7300.0,RB
1,Jalen Hurts,7000.0,QB
28,Miles Sanders,7000.0,RB
29,James Robinson,6800.0,RB
78,Terry McLaurin,6700.0,WR
30,Antonio Gibson,6600.0,RB
31,Tony Pollard,6500.0,RB
32,JD McKissic,6400.0,RB
79,Diontae Johnson,6300.0,WR
33,Cam Akers,6300.0,RB
34,JK Dobbins,6200.0,RB
35,Clyde Edwards-Helaire,6000.0,RB
80,Chase Claypool,5900.0,WR
36,Le'Veon Bell,5800.0,RB
81,Marquise Brown,5700.0,WR
2,Mitchell Trubisky,5700.0,QB
82,TY Hilton,5500.0,WR
83,CeeDee Lamb,5300.0,WR
37,Benny Snell,5300.0,RB
4,Gardner Minshew,5200.0,QB
3,Dwayne Haskins,5200.0,QB
5,Nick Foles,5100.0,QB
7,Daniel Jones,5000.0,QB
6,Drew Lock,5000.0,QB
38,Boston Scott,4900.0,RB
39,Giovani Bernard,4800.0,RB
153,Noah Fant,4800.0,TE
10,Ben DiNucci,4800.0,QB
8,Brett Rypien,4800.0,QB
9,Ryan Finley,4800.0,QB
154,Hunter Henry,4700.0,TE
84,Tee Higgins,4700.0,WR
85,Jalen Reagor,4600.0,WR
12,John Wolford,4500.0,QB
40,Ty Johnson,4500.0,RB
41,Darrell Henderson,4500.0,RB
11,PJ Walker,4500.0,QB
42,Peyton Barber,4400.0,RB
14,Jake Luton,4300.0,QB
13,Will Grier,4300.0,QB
86,Michael Pittman,4200.0,WR
16,Tyler Huntley,4100.0,QB
15,Mason Rudolph,4100.0,QB
43,Anthony McFarland,4100.0,RB
17,Trace McSorley,4100.0,QB
70,Travis Homer,4000.0,RB
73,Jason Huntley,4000.0,RB
69,DeeJay Dallas,4000.0,RB
68,Tarik Cohen,4000.0,RB
67,Artavis Pierce,4000.0,RB
71,Xavier Jones,4000.0,RB
72,Raymond Calais,4000.0,RB
25,Joe Burrow,4000.0,QB
74,Rico Dowdle,4000.0,RB
75,Sewo Olonilua,4000.0,RB
