,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,19.6,18.0,18.8,96.6,80.0,85.2,1.0,0.7,0.8,6.0,3.6,4.6,46.0,38.0,42.3,0.3,0.0,0.2,0.2,0.2,0.2,20.9,18.0,18.5,5,RB
1,Alvin Kamara,NO,15.3,9.0,12.1,59.4,40.0,53.6,0.7,0.0,0.5,8.0,5.5,6.5,66.0,54.0,58.0,1.0,0.3,0.5,0.0,0.1,0.1,18.4,15.2,16.9,5,RB
2,Melvin Gordon,DEN,18.0,14.5,16.8,79.1,60.0,71.6,1.0,0.5,0.7,5.1,4.5,4.9,45.2,40.0,42.1,0.4,0.0,0.3,0.1,0.1,0.1,18.6,14.8,16.8,5,RB
3,Ezekiel Elliott,DAL,23.0,17.1,19.3,90.1,72.0,85.1,1.0,0.5,0.7,4.4,2.9,3.9,36.8,27.6,31.2,0.2,0.0,0.1,0.1,0.2,0.2,18.0,14.2,16.2,5,RB
4,Christian McCaffrey,CAR,16.8,12.2,14.6,70.4,57.0,63.6,0.5,0.0,0.3,6.3,5.2,5.7,53.4,42.6,47.4,1.0,0.2,0.4,0.1,0.3,0.2,17.0,13.9,15.3,5,RB
5,James Conner,PIT,19.3,12.0,16.4,78.2,50.0,68.2,1.0,0.6,0.8,6.0,3.0,4.2,39.9,21.3,30.3,0.2,0.0,0.1,0.1,0.2,0.1,17.2,13.3,14.9,5,RB
6,Saquon Barkley,NYG,17.5,15.0,15.8,78.4,60.0,66.4,1.0,0.3,0.5,6.0,4.9,5.4,45.0,36.3,40.8,0.3,0.0,0.1,0.1,0.2,0.1,16.5,13.4,14.6,5,RB
7,David Johnson,HOU,18.0,16.4,17.4,70.1,56.7,65.2,1.0,0.4,0.6,5.0,3.3,4.3,46.7,30.0,37.7,0.3,0.0,0.2,0.1,0.3,0.2,16.5,13.0,14.5,5,RB
8,TJ Yeldon,BUF,17.6,12.0,14.0,94.7,53.0,63.6,1.0,0.3,0.5,6.0,3.1,4.2,45.0,24.0,33.4,0.3,0.0,0.2,0.0,0.2,0.1,17.3,10.1,13.5,5,RB
9,Kareem Hunt,CLE,19.0,13.7,16.4,80.0,56.8,68.4,1.0,0.5,0.6,4.0,1.8,2.7,31.4,15.6,21.9,0.1,0.0,0.1,0.0,0.1,0.1,17.0,10.8,13.2,5,RB
10,Sony Michel,NE,20.0,14.9,17.2,80.0,58.0,68.2,1.0,0.5,0.7,2.1,0.9,1.5,15.4,6.0,11.7,0.1,0.0,0.1,0.0,0.1,0.1,15.0,9.5,12.5,5,RB
11,Joe Mixon,CIN,19.0,11.5,14.6,75.0,49.9,59.3,1.0,0.4,0.6,3.5,2.1,2.9,28.7,21.6,24.1,0.1,0.0,0.1,0.1,0.1,0.1,16.0,10.2,12.2,5,RB
12,Carlos Hyde,SEA,17.4,13.9,15.7,67.0,57.0,62.2,1.0,0.4,0.6,2.9,1.0,1.5,14.0,6.4,9.0,0.0,0.0,0.0,0.1,0.2,0.1,13.5,8.8,10.4,5,RB
13,Mark Ingram,BAL,12.1,9.2,10.8,61.2,41.0,49.7,1.0,0.3,0.6,3.0,1.0,2.2,21.6,10.0,16.8,0.1,0.0,0.1,0.0,0.3,0.1,11.8,8.6,10.3,5,RB
14,Matt Breida,MIA,13.7,7.3,10.7,61.1,35.6,48.0,1.0,0.3,0.5,4.0,2.4,2.9,30.0,20.6,23.6,0.1,0.0,0.1,0.0,0.1,0.1,14.0,8.1,10.1,5,RB
15,Chris Thompson,JAC,6.5,3.8,5.3,26.6,16.0,22.7,0.2,0.0,0.1,6.0,3.7,4.9,50.0,37.7,46.0,1.0,0.2,0.4,0.0,0.1,0.1,13.5,8.4,9.9,5,RB
16,Dion Lewis,NYG,13.0,8.5,10.7,51.0,37.4,44.4,1.0,0.3,0.4,4.0,3.2,3.7,30.0,21.5,26.1,0.1,0.0,0.1,0.1,0.2,0.1,14.0,8.3,9.8,5,RB
17,Kerryon Johnson,DET,13.0,7.8,10.5,50.0,31.1,43.5,1.0,0.2,0.5,3.1,2.0,2.5,24.0,15.7,19.6,0.1,0.0,0.1,0.0,0.1,0.1,13.0,7.9,9.5,5,RB
18,Derrick Henry,TEN,16.0,11.7,13.8,61.2,46.9,53.7,1.0,0.3,0.5,1.8,0.9,1.2,12.4,7.2,9.5,0.1,0.0,0.0,0.0,0.1,0.1,12.5,7.3,9.1,5,RB
19,Devonta Freeman,NYG,11.0,10.2,10.5,47.6,42.4,45.2,0.4,0.0,0.3,3.0,2.2,2.6,27.0,18.0,22.4,0.1,0.0,0.1,0.0,0.1,0.1,10.5,7.0,9.0,5,RB
20,Adrian Peterson,DET,15.6,10.0,13.4,61.3,40.0,53.2,0.6,0.0,0.4,2.4,1.0,1.6,24.5,10.0,15.7,0.1,0.0,0.0,0.1,0.5,0.2,12.2,5.0,8.9,5,RB
21,James White,NE,7.6,5.0,6.5,29.6,20.0,25.8,0.3,0.0,0.2,5.0,3.8,4.4,43.5,30.7,35.8,0.5,0.0,0.3,0.1,0.1,0.1,11.8,5.5,8.9,5,RB
22,Phillip Lindsay,DEN,14.4,9.4,11.4,62.4,39.4,49.9,0.5,0.0,0.3,2.8,1.7,2.1,21.1,14.1,17.8,0.3,0.0,0.1,0.0,0.1,0.1,10.7,7.0,8.8,5,RB
23,Aaron Jones,GB,12.0,7.1,9.7,55.9,39.0,46.7,1.0,0.2,0.4,2.6,0.5,1.7,22.2,4.5,13.1,0.2,0.0,0.1,0.0,0.1,0.1,13.0,6.0,8.8,5,RB
24,Tevin Coleman,SF,10.0,8.5,9.2,42.3,34.5,38.1,1.0,0.2,0.4,2.5,2.0,2.2,25.2,15.0,20.6,0.2,0.0,0.1,0.1,0.1,0.1,11.5,7.6,8.7,5,RB
25,Royce Freeman,DEN,12.3,9.9,10.9,56.2,32.4,44.1,1.0,0.3,0.5,2.4,0.0,1.2,19.4,0.0,9.1,0.1,0.0,0.0,0.0,0.1,0.1,10.5,6.7,8.1,5,RB
26,Chris Carson,SEA,13.1,8.0,10.9,59.6,35.0,45.6,0.3,0.0,0.2,2.3,1.7,2.0,19.2,15.0,16.6,0.1,0.0,0.1,0.1,0.4,0.2,10.0,5.0,7.5,5,RB
27,Alex Collins,SEA,13.4,10.0,11.9,55.0,40.0,45.3,0.4,0.0,0.2,3.1,1.0,1.9,22.1,10.0,15.4,0.1,0.0,0.0,0.0,0.4,0.2,9.4,5.0,7.5,5,RB
28,Latavius Murray,NO,15.1,8.0,11.4,50.2,34.8,41.7,0.4,0.0,0.2,3.0,1.5,2.2,22.8,10.6,16.0,0.1,0.0,0.1,0.0,0.1,0.1,8.4,5.0,7.4,5,RB
29,Austin Ekeler,LAC,7.9,4.3,6.8,37.9,22.1,31.6,0.3,0.0,0.2,2.7,2.0,2.5,33.3,15.0,23.9,0.3,0.0,0.2,0.0,0.3,0.1,9.9,4.5,7.3,5,RB
30,Kenyan Drake,ARI,11.0,7.7,9.1,45.0,31.8,37.7,0.4,0.0,0.2,3.2,2.0,2.5,24.8,14.3,18.6,0.1,0.0,0.1,0.0,0.1,0.1,8.4,6.3,7.1,5,RB
31,Nyheim Hines,IND,6.8,4.0,4.9,27.7,15.0,20.3,0.3,0.0,0.1,5.0,2.6,4.0,40.0,17.9,31.2,0.2,0.0,0.1,0.1,0.3,0.2,7.6,5.5,6.3,5,RB
32,Ty Montgomery,NO,6.8,1.5,4.0,35.6,6.2,18.3,0.3,0.0,0.1,5.0,3.1,3.8,40.0,28.5,34.1,0.1,0.0,0.1,0.0,0.1,0.1,9.4,5.0,6.3,5,RB
33,Jordan Wilkins,IND,10.9,6.0,8.8,43.2,20.0,35.1,0.2,0.0,0.2,2.2,0.9,1.7,16.1,6.4,12.6,0.1,0.0,0.0,0.0,0.1,0.1,7.0,3.5,5.7,5,RB
